playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesOffense,gradesOffensePenalty,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesHandsFumble,gradesPassBlock,gradesPassRoute,gradesPass,gradesRun
121426,Caullin Lacy,WR,0,2026,2026,210,66.8,66.8,50.7,05,1,13,1,2,404,14,263,684,407,277,LOUISVILLE,LOUISVILLE,85.6,7.5,67.9,73.7,64
121445,Keyshawn Woodyard,WR,0,,2026,288,60,64.1,60,18,0,1,0,0,0,0,1,1,0,1,S ALABAMA,S ALABAMA,,,,,
121481,Trey Bedosky,T,1,,2026,206,60.1,48.5,56.8,79,1,9,0,64,0,0,92,156,64,92,LIBERTY,LIBERTY,,74.8,,,
121488,Zaire Flournoy,G,0,,2027,166,70.4,85.8,70.6,51,3,13,0,235,0,0,174,409,235,174,FIU,FIU,,66.4,,,
121492,Justin Jones,HB,0,2026,2026,115,62.3,76,48.2,35,0,5,0,0,18,11,8,37,18,19,AUBURN,AUBURN,25.2,,59.8,,65.1
121508,Brady Wilson,C,1,,2026,335,71.1,36.6,71.7,76,5,11,0,418,0,0,341,759,418,341,VIRGINIA,VIRGINIA,,74.5,,,
121537,Lincoln Pare,HB,1,2026,2026,314,80.6,30.1,43.8,07,3,13,0,65,243,214,74,596,308,288,TEXAS ST,TEXAS ST,91.2,63.4,62.1,,85.6
121539,Corey Rucker,WR,0,2026,2026,113,66.4,74.5,44.4,07,2,13,0,0,580,4,335,919,580,339,ARK STATE,ARK STATE,55.9,,68.5,,55.4
121550,Isaiah Alston,WR,0,,2026,197,64.5,0,71.5,08,3,12,1,0,76,0,147,224,77,147,JAMES MAD,JAMES MAD,67.3,,64.7,58,
121620,Reece Adkins,TE,0,,2027,216,55.2,54.6,55.6,83,2,8,0,23,127,0,115,265,150,115,UMASS,UMASS,67.5,60.4,56.4,,
121708,Tyson Thompson,TE,0,,2026,275,56.5,85.2,37.5,11,0,11,0,4,64,6,157,231,68,163,RICE,RICE,84.7,70.6,66.9,,65.5
121732,Hayden Hagler,TE,0,,2026,230,50.4,77.6,47.5,14,0,4,0,17,22,0,43,82,39,43,MO STATE,MO STATE,62.9,46.1,61.7,,
121734,EJ Horton Jr.,WR,0,2026,2026,273,62.3,88.1,71.9,13,1,11,0,0,268,2,174,444,268,176,PURDUE,PURDUE,72.3,,59.8,,70.3
121745,Zane Porter,LB,0,,2026,214,60,60,60,D15,0,2,0,1,0,0,1,2,1,1,MARSHALL,MARSHALL,,60.5,,,
121781,Rodney Newsom Jr.,C,0,,2026,289,50,84.2,47.9,65,1,9,0,127,0,0,96,223,127,96,S CAROLINA,S CAROLINA,,55.3,,,
121817,Frank Peasant,HB,0,,2026,218,75.1,81.3,63.5,22,0,13,0,25,71,65,26,187,96,91,MEMPHIS,MEMPHIS,61.6,59.4,57.6,,78.1
121819,Lance Robinson,G,1,,2027,210,70,51.3,67.7,53,6,13,0,457,0,0,360,817,457,360,LOUISVILLE,LOUISVILLE,,81.6,,,
121837,Jacob Busic,ED,0,,2026,324,66.8,74.3,59.5,D97,0,5,0,1,0,1,3,5,1,4,UCLA,UCLA,62.5,63.8,,,62.7
121916,Will Benton IV,LS,0,,2026,176,60,60,,S42,0,1,0,1,0,0,0,1,1,0,GA TECH,GA TECH,,63.8,,,
121971,Durham Harris,LS,0,,2026,333,60,60,60,S46,0,1,0,0,0,0,1,1,0,1,VANDERBILT,VANDERBILT,,,,,
121982,David Nunez,P,0,,2026,314,37.1,73.6,,S38,0,2,0,0,1,1,0,2,1,1,TEXAS ST,TEXAS ST,11.1,,60,,44.8
121987,Trenton Scott,T,0,,2026,239,71.3,43.7,74,52,2,11,0,146,1,0,167,314,147,167,NEVADA,NEVADA,,67.3,59.6,,
122018,Josh Hancock,LS,0,,2026,330,60,68.7,,S39,0,3,0,2,1,0,0,3,3,0,UTEP,UTEP,,69.8,60,,
122056,Miles Davis,HB,0,2026,2026,329,76,86.9,49,02,1,13,1,89,180,136,92,498,270,228,UTAH ST,UTAH ST,68.9,48.7,75,60.4,77.7
122144,DeMonte Capehart,DI,0,2026,2026,140,60,60,60,D19,0,1,0,0,0,0,1,1,0,1,CLEMSON,CLEMSON,,,,,
122147,Sage Ennis,TE,0,,2026,335,59.2,88.3,58.3,00,2,13,0,82,268,0,312,662,350,312,VIRGINIA,VIRGINIA,37.5,51.3,59.3,,
122156,Walker Parks,G,0,,2026,140,61.8,84.2,59.9,64,0,9,0,147,0,0,119,266,147,119,CLEMSON,CLEMSON,,63.1,,,
122163,Tyler Venables,S,0,,2026,140,57.4,67,60,D24,0,2,0,0,1,0,1,2,1,1,CLEMSON,CLEMSON,63.8,,55.3,,
122164,E.J. Williams Jr.,WR,0,2026,2026,190,65.2,89.8,59.5,07,0,15,0,0,314,0,298,612,314,298,INDIANA,INDIANA,72.4,,65.1,,
122173,Panda Askew,G,1,,2026,156,62.1,87.6,60,53,1,11,0,237,0,0,233,470,237,233,E CAROLINA,E CAROLINA,,62.7,,,
122177,Ty'Kieast Crawford,T,0,,2026,343,62.4,67.6,62.4,74,2,11,0,321,0,0,384,705,321,384,W VIRGINIA,W VIRGINIA,,59.9,,,
122180,Colby Garfield,LS,0,,2026,136,60,60,60,S39,0,2,0,0,0,0,2,2,0,2,CHARLOTTE,CHARLOTTE,,,,,
122188,Jonny King,C,0,,2026,136,52.5,81.7,52.2,52,1,4,0,64,0,0,53,117,64,53,CHARLOTTE,CHARLOTTE,,53.3,,,
122234,Anderson Castle,HB,0,2026,2026,154,76.1,83.6,44.6,04,0,14,0,47,143,116,5,311,190,121,DUKE,DUKE,88.4,36.9,65.1,,79.8
122253,Markell Samuel,T,0,,2027,262,55.9,77.7,44.7,70,0,1,0,38,0,0,38,76,38,38,OKLA STATE,OKLA STATE,,86.3,,,
122282,Blake Shapen,QB,0,,2026,227,68.5,78.9,60.2,02,2,11,389,0,1,51,270,711,390,321,MISS STATE,MISS STATE,40.4,,60,74.5,47
122299,Quincy Jenkins,G,2,,2026,346,56.1,62.7,53.2,63,5,13,0,571,0,0,345,916,571,345,W KENTUCKY,W KENTUCKY,,62.1,,,
122318,Braydon Bennett,HB,0,,2027,337,61.7,75.4,59.7,24,0,4,0,6,16,4,2,28,22,6,VA TECH,VA TECH,68.9,81.8,56.6,,62.5
122319,Mason Bowers,T,0,,2026,136,51.4,42.2,52.8,57,4,11,0,261,0,0,209,470,261,209,CHARLOTTE,CHARLOTTE,,51.9,,,
122346,Donavan Manson,G,0,,2026,325,53.6,83.7,56,55,0,11,0,109,0,0,99,208,109,99,UNLV,UNLV,,31.6,,,
122350,Tyson Mobley,WR,0,,2026,206,64,84.6,71.1,08,0,10,0,0,103,0,180,283,103,180,LIBERTY,LIBERTY,66.7,,61.4,,
