playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepOffense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesPuntReturn,gradesKickoffKicker,gradesFgepKicker,gradesKickReturn,gradesPunter,gradesLongSnap
185689,Luke Denny,S,0,0,,2029,205,,61.8,66.8,D28,0,0,1,0,3,2,0,3,5,0,LEHIGH,LEHIGH,13,60,,,,,,
185692,Brady Fisher,WR,0,0,,2029,205,,62.9,67.2,88,0,0,1,0,0,0,3,0,7,0,LEHIGH,LEHIGH,10,,,,,,,
185693,Jaden Green,HB,0,0,,2029,205,,60,61.8,00,0,0,1,0,0,0,3,0,0,0,LEHIGH,LEHIGH,3,,,,,58.9,,
185696,Cole Hughes,LB,0,0,,2029,205,,61.2,64.7,D32,0,0,1,0,3,0,0,0,2,0,LEHIGH,LEHIGH,5,60.1,,,,,,
185704,Nick Palumbo,WR,0,0,,2029,205,,62,71.3,89,0,0,1,0,0,2,3,5,7,0,LEHIGH,LEHIGH,17,,,,,,,
185705,Connor Poole,K,0,0,,2029,205,,60.1,67.1,S36,0,0,1,2,0,0,0,5,0,0,LEHIGH,LEHIGH,7,,,,60,,60.9,
185708,Colby Reph,C,0,0,,2029,205,60,60.5,64.8,68,0,0,1,2,0,0,0,0,0,0,LEHIGH,LEHIGH,2,,,,,,,
185711,Mekhai Smith,S,0,0,,2029,205,,60,61.1,D01,0,0,1,0,3,0,0,0,0,0,LEHIGH,LEHIGH,3,60,,,,,,
185713,Ignatious Williams,CB,0,0,,2029,205,,61.8,70.1,D17,0,0,1,0,0,2,3,0,7,0,LEHIGH,LEHIGH,12,,,,,,,
185714,John Zipf,K,0,0,,2028,205,,60,66,S95,0,0,1,0,0,2,0,0,0,0,LEHIGH,LEHIGH,2,,,58.3,,,,
185868,Javarius George,WR,0,0,,2029,219,,60.6,67.6,05,0,0,1,0,0,0,0,0,2,0,MERCER,MERCER,2,,,,,,,
185872,Carmelo O'neal,CB,0,0,,2029,219,,61.2,72.3,D07,0,0,1,0,8,0,8,0,2,0,MERCER,MERCER,18,59.6,,,,,,
185873,Kai Reyes,CB,0,0,,2029,219,,60.2,63.8,D32,0,0,1,0,3,0,0,0,0,0,MERCER,MERCER,3,60,,,,,,
185875,Cole Shaw,WR,0,0,,2029,219,,61.8,69.2,82,0,0,1,0,0,2,8,0,2,0,MERCER,MERCER,12,,,,,,,
186180,Diezel Wilkinson,S,0,0,,2029,232,,60.4,62.7,D24,0,0,1,0,3,0,0,0,1,0,MONTANA,MONTANA,4,59.9,,,,,,
186382,Damill Bostic Jr.,CB,0,0,,2029,334,,60,63.5,D36,0,0,1,0,1,0,0,0,0,0,VILLANOVA,VILLANOVA,1,60,,,,,,
186383,Sean Brodnik,TE,0,0,,2030,334,60,60.5,60.4,86,0,0,1,3,0,0,0,0,0,0,VILLANOVA,VILLANOVA,3,,,,,,,
186384,Omari Bursey,LB,0,0,,2030,334,,60.7,67,D32,0,0,1,0,1,0,2,9,0,0,VILLANOVA,VILLANOVA,12,60,,,,,,
186386,Thomas Colello,LS,0,0,,2028,334,60,67.3,64.1,S54,0,0,1,3,0,0,0,9,0,0,VILLANOVA,VILLANOVA,12,,,,,,,84.3
186387,Ryan Cregan,G,0,0,,2029,334,60,60.3,61.6,79,0,0,1,3,0,0,0,0,0,0,VILLANOVA,VILLANOVA,3,,,,,,,
186389,Newton Essiem,CB,0,0,,2029,334,,60,64.6,D38,0,0,1,0,2,0,0,0,0,0,VILLANOVA,VILLANOVA,2,60,,,,,,
186390,Anthony Hawkins,S,0,0,,2029,334,,60,61,D27,0,0,1,0,2,0,0,0,0,0,VILLANOVA,VILLANOVA,2,60,,,,,,
186400,Jamie Tyson,S,0,0,,2030,334,,60,61.7,D23,0,0,1,0,1,0,0,0,0,0,VILLANOVA,VILLANOVA,1,60,,,,,,
186459,Logan Brasfield,G,0,0,,2029,188,60,61.1,65.7,70,0,0,1,3,0,0,0,0,0,0,ILL STATE,ILL STATE,3,,,,,,,
187244,T'iar Young,WR,0,0,,2026,401,,60.2,67.5,09,0,0,1,0,0,0,3,5,2,0,TARLETON,TARLETON,10,,,,,,,
188491,Isaac Mancera,K,0,0,,2029,322,,60,69.8,S41,0,0,1,0,0,8,0,0,0,0,UC DAVIS,UC DAVIS,8,,,54.9,,,,
188553,Antonio Butts Jr.,LB,0,0,,2029,219,,59.4,66.4,D33,0,0,1,0,0,0,0,4,0,0,MERCER,MERCER,4,,,,,,,
188559,Carter Kermott,S,0,0,,2029,219,,59.8,65.9,D22,0,0,1,0,0,0,8,0,0,0,MERCER,MERCER,8,,,,,,,
188562,Ryan McNally,S,0,0,,2029,219,,60.3,65.8,D20,0,0,1,0,0,2,0,0,0,0,MERCER,MERCER,2,,,,,,,
188570,Camauri Simmons,WR,0,0,,2029,219,,60.4,68.3,83,0,0,1,0,0,2,0,5,2,0,MERCER,MERCER,9,,,,,,,
188573,Andrew Zock,ED,0,0,,2029,219,,60.6,64,D00,0,0,1,0,8,0,0,5,1,0,MERCER,MERCER,14,60,,,,,,
189387,Giacomo Macce,C,0,0,,2029,205,60,60,60.7,76,0,0,1,2,0,0,0,0,0,0,LEHIGH,LEHIGH,2,,,,,,,
189949,James Allen,P,0,0,,2026,274,60,60.7,66.6,S46,0,0,1,3,0,0,0,5,0,0,RHODE ISLD,RHODE ISLD,8,,,,,,60.9,
190059,Mike Devereaux,LB,0,0,,2027,249,,61.2,68.4,D34,0,0,1,0,5,0,7,0,1,0,N DAKOTA,N DAKOTA,13,60,,,,,,
190615,Nathan Laperi,ED,0,0,,2029,291,,60,63.5,D46,0,0,1,0,0,0,0,0,1,0,S DAKOTA,S DAKOTA,1,,,,,,,
191263,Brady Stephenson,T,0,0,,2029,100,60,61.2,63,69,0,0,1,6,0,0,0,0,0,0,ABILENE CH,ABILENE CH,6,,,,,,,
191361,Braydon Bailey,DI,0,0,,2027,232,,60,67.2,D99,0,0,1,0,0,0,0,0,1,0,MONTANA,MONTANA,1,,,,,,,
191471,Kory Boyd,CB,0,0,,2029,233,,61.3,70.8,D03,0,0,1,0,0,4,0,4,4,0,MONTANA ST,MONTANA ST,12,,,,,,,
191472,Seth Brock,ED,0,0,,2029,233,,51.6,70.6,D91,1,0,1,0,0,4,2,6,4,0,MONTANA ST,MONTANA ST,16,,,,,,,
191476,Mason Dethman,S,0,0,,2029,233,,50.6,68.3,D33,1,0,1,0,0,4,2,6,4,0,MONTANA ST,MONTANA ST,16,,,,,,,
191477,Seth Johnson,CB,0,0,,2029,233,,60,63.5,D09,0,0,1,0,1,0,0,0,0,0,MONTANA ST,MONTANA ST,1,60,,,,,,
191481,Rocky Lencioni,TE,0,0,,2029,233,60,60.8,66.3,89,0,0,1,3,0,0,3,6,0,0,MONTANA ST,MONTANA ST,12,,,,,,,
191485,Brendon Ross,S,0,0,,2029,233,,66.9,68.3,D16,0,0,1,0,0,4,2,3,0,1,MONTANA ST,MONTANA ST,9,,,,,,,
191486,Dane Steel,WR,0,0,,2029,233,,62.6,66.8,84,0,0,1,0,0,4,1,2,4,0,MONTANA ST,MONTANA ST,11,,,,,,,
191490,Carson Williams,CB,0,0,,2029,233,,60,63.6,D08,0,0,1,0,1,0,0,0,0,0,MONTANA ST,MONTANA ST,1,60,,,,,,
191492,Jabez Woods,WR,0,0,,2029,233,,60,61.6,10,0,0,1,0,0,0,2,0,0,0,MONTANA ST,MONTANA ST,2,,,,,59.4,,
191493,Braden Zimmer,T,0,0,,2029,233,60,60.3,61.6,72,0,0,1,3,0,0,0,0,0,0,MONTANA ST,MONTANA ST,3,,,,,,,
191579,Greer Arthur,WR,0,0,,2029,322,,60.2,64.3,88,0,0,1,0,0,0,4,0,0,0,UC DAVIS,UC DAVIS,4,,,,,,,
191581,Thomas McCormick,LB,0,0,,2029,322,,64.9,68.6,D13,0,0,1,0,0,7,5,0,3,1,UC DAVIS,UC DAVIS,15,,,,,,,
191778,Emmanuel Ofosu,CB,0,0,,2029,188,,61.7,67.2,D30,0,0,1,0,0,2,0,1,2,0,ILL STATE,ILL STATE,5,,,,,,,
191961,Colton Brunell,HB,0,0,,2029,249,,62.4,72.2,21,0,0,1,0,0,3,0,5,4,0,N DAKOTA,N DAKOTA,12,,,,,,,
191963,Isaac Cariveau,G,0,0,,2029,249,60,60,63.4,63,0,0,1,1,0,0,0,0,0,0,N DAKOTA,N DAKOTA,1,,,,,,,
191966,Grady Kentch,ED,0,0,,2026,249,,59.2,62.7,D92,0,0,1,0,2,0,0,0,0,0,N DAKOTA,N DAKOTA,2,59.1,,,,,,
191967,Tray Kuntz,TE,0,0,,2029,249,,60.3,67,82,0,0,1,0,0,0,7,0,0,0,N DAKOTA,N DAKOTA,7,,,,,57.5,,
191971,Sam Ostrenga,S,0,0,,2029,249,,61.8,66.9,D05,0,0,1,0,0,3,0,0,4,0,N DAKOTA,N DAKOTA,7,,,,,,,
191973,Erick Paye,DI,0,0,,2029,249,,61.1,65.6,D49,0,0,1,0,0,3,0,0,0,0,N DAKOTA,N DAKOTA,3,,,,,,,
191978,Ayden Teeter,G,0,0,,2027,249,60,60,64.5,76,0,0,1,1,0,0,0,0,0,0,N DAKOTA,N DAKOTA,1,,,,,,,
191979,Myles Terry,ED,0,0,,2026,249,,59.8,62,D47,0,0,1,0,1,0,0,0,0,0,N DAKOTA,N DAKOTA,1,59.6,,,,,,
191982,Alton Williams,T,0,0,,2030,249,60,60,61,75,0,0,1,1,0,0,0,0,0,0,N DAKOTA,N DAKOTA,1,,,,,,,
191983,Jonnie Wiltshire,S,0,0,,2027,249,,62.2,66.1,D03,0,0,1,0,5,0,0,0,5,0,N DAKOTA,N DAKOTA,10,59.8,,,,,,
191984,Logan Conklin,WR,0,0,,2030,250,,54.6,68.3,84,0,0,1,0,0,0,5,0,0,0,N DAK ST,N DAK ST,5,,,,,,,
191985,Taylen Eady,S,0,0,,2030,250,,38.6,26,D14,0,1,1,0,1,0,0,8,2,0,N DAK ST,N DAK ST,11,60,,,,,,
191987,Peder Haugo,LB,0,0,,2030,250,,82.8,67.2,D41,0,0,1,0,0,5,5,0,1,0,N DAK ST,N DAK ST,11,,,,,,,
191989,Reis Kessel,TE,0,0,,2030,250,60,60.6,61.7,81,0,0,1,4,0,0,0,0,0,0,N DAK ST,N DAK ST,4,,,,,,,
191996,Gage Schmidt,C,0,0,,2030,250,,60.4,64.4,61,0,0,1,0,0,0,0,8,0,0,N DAK ST,N DAK ST,8,,,,,,,
191997,Isiah St. Romain,WR,0,0,,2030,250,,68.2,63.9,17,0,0,1,0,0,5,0,0,0,1,N DAK ST,N DAK ST,5,,,,,,,
191998,Will Steil,S,0,1,,2030,250,,47.6,68.2,D20,0,1,1,0,0,5,5,0,1,0,N DAK ST,N DAK ST,11,,,,,,,
191999,Matthew Stenbroten,ED,0,0,,2030,250,,63.5,64.9,D49,0,0,1,0,3,5,5,0,0,1,N DAK ST,N DAK ST,13,59.9,,,,,,
192000,Noah Stommes,T,0,0,,2030,250,60,61.1,67.8,78,0,0,1,4,0,0,0,0,0,0,N DAK ST,N DAK ST,4,,,,,,,
192001,Nate Tastad,G,0,0,,2030,250,60,60.8,62.7,71,0,0,1,4,0,0,0,0,0,0,N DAK ST,N DAK ST,4,,,,,,,
192002,Zach Vanderpool,DI,0,0,,2030,250,,59.9,63.9,D95,0,0,1,0,3,0,0,0,0,0,N DAK ST,N DAK ST,3,59.6,,,,,,
192004,Jackson Williams,WR,0,0,,2029,250,,59.9,64.8,18,0,0,1,0,0,0,5,0,3,0,N DAK ST,N DAK ST,8,,73.1,,,59.9,,
192026,Kobe Clayborne,ED,0,0,,2026,292,,59.7,63.2,D95,0,0,1,0,3,0,0,0,0,0,S DAK ST,S DAK ST,3,59.5,,,,,,
192027,Brayden Delahoyde,TE,0,0,,2030,292,,61.3,70.6,10,0,0,1,0,0,0,9,0,2,0,S DAK ST,S DAK ST,11,,,,,,,
192028,Sammy Dresie,WR,0,1,,2030,292,,41,26.7,08,0,1,1,0,0,4,9,0,2,0,S DAK ST,S DAK ST,15,,,,,,,
192032,Blake Leiferman,ED,0,0,,2030,292,60,55.8,63.6,D97,0,0,1,3,4,0,0,5,0,0,S DAK ST,S DAK ST,12,59.6,,,,,,
192038,Kyan Rauk,T,0,0,,2030,292,60,60.5,60.4,63,0,0,1,3,0,0,0,0,0,0,S DAK ST,S DAK ST,3,,,,,,,
192042,Boden Schiller,LB,0,0,,2030,292,,60.5,68.7,D45,0,0,1,0,0,4,9,0,2,0,S DAK ST,S DAK ST,15,,,,,,,
192043,Jack Smith,WR,0,0,,2030,292,,60.6,63.3,19,0,0,1,0,0,3,6,0,0,0,S DAK ST,S DAK ST,9,,,,,61.3,,
192044,Max Stanard,S,0,0,,2030,292,,61.7,69.8,D38,0,0,1,0,0,0,9,0,2,0,S DAK ST,S DAK ST,11,,,,,,,
192050,Shane Willenbring,C,0,0,,2030,292,60,60.8,66.5,54,0,0,1,3,0,0,0,0,0,0,S DAK ST,S DAK ST,3,,,,,,,
192411,Koby Dickens,LB,1,0,,2029,401,,64.9,64.7,D32,0,0,1,0,0,7,0,0,0,0,TARLETON,TARLETON,7,,,,,,,
192415,Klein Essler,TE,0,0,,2029,401,60,60.7,64,85,0,0,1,5,0,0,3,0,0,0,TARLETON,TARLETON,8,,,,,,,
192444,Ja'Voni Melidor,CB,0,0,,2026,401,,61.8,64.2,D01,0,0,1,0,0,7,0,0,2,0,TARLETON,TARLETON,9,,,,,,,
192452,Xavier Parker,T,0,0,,2029,401,60,61.5,67.8,61,0,0,1,5,0,0,0,0,0,0,TARLETON,TARLETON,5,,,,,,,
192461,Bam Smith,LB,0,0,,2026,401,,60,60,D07,0,0,1,0,0,0,0,0,1,0,TARLETON,TARLETON,1,,,,,,,
192462,Braden Smith,G,0,0,,2029,401,60.3,61.6,66.6,69,0,0,1,5,0,0,0,5,0,0,TARLETON,TARLETON,10,,,,,,,
192470,Branson Tita-Nwa,CB,0,0,,2026,401,,64.7,69.9,D08,0,0,1,0,0,7,3,5,0,1,TARLETON,TARLETON,15,,,,,,,
192492,Colin Amick,T,0,0,,2029,232,60,61.4,63.3,70,0,0,1,7,0,0,0,0,0,0,MONTANA,MONTANA,7,,,,,,,
192494,Brooks Davis,WR,0,0,,2029,232,60,60.6,60.6,03,0,0,1,7,0,0,0,0,0,0,MONTANA,MONTANA,7,,,,,,,
192501,Isaac Keim,DI,0,0,,2029,232,,60,63.8,D49,0,0,1,0,0,0,4,0,0,0,MONTANA,MONTANA,4,,,,,,,
192502,Kyon Loud,CB,0,0,,2029,232,,60.2,63.5,D05,0,0,1,0,3,0,0,0,1,0,MONTANA,MONTANA,4,60,,,,,,
192513,Grady Walker,LB,0,0,,2029,232,,62,68.9,D35,0,0,1,0,0,0,0,0,4,0,MONTANA,MONTANA,4,,,,,,,
192607,Giovanny Alegria,G,0,0,,2028,301,63.1,62.1,62.3,74,0,0,1,7,0,0,0,0,0,0,STF AUSTIN,STF AUSTIN,7,,,,,,,
192618,Jamiah Harvey,T,0,0,,2027,301,61,61.9,68.8,53,0,0,1,7,0,0,0,0,0,0,STF AUSTIN,STF AUSTIN,7,,,,,,,
192623,Cameron Kelley,WR,0,0,,2029,301,,61.4,67.9,80,0,0,1,0,1,0,7,0,4,0,STF AUSTIN,STF AUSTIN,12,59.7,,,,,,
192624,K'Mard Kimble,DI,0,0,,2029,301,,59.6,61.6,D95,0,0,1,0,1,0,0,0,0,0,STF AUSTIN,STF AUSTIN,1,59.3,,,,,,
192629,Jayvin Mayfield,CB,0,0,,2029,301,,59.8,65.7,D21,0,0,1,0,0,0,0,2,0,0,STF AUSTIN,STF AUSTIN,2,,,,,,,
192630,Makali McKellar,S,0,0,,2029,301,,61.9,69.5,D30,0,0,1,0,0,8,7,5,4,0,STF AUSTIN,STF AUSTIN,24,,,,,,,
192632,Nicholas Perez,G,0,0,,2029,301,62.5,62,66.9,64,0,0,1,7,0,0,0,5,0,0,STF AUSTIN,STF AUSTIN,12,,,,,,,
192633,Kameron Reddic,S,0,0,,2029,301,,59.3,26.4,D38,0,1,1,0,4,0,0,3,0,1,STF AUSTIN,STF AUSTIN,7,60,,,,,,
192634,Chance Sautter,S,0,0,,2028,301,,63.1,71,D34,0,0,1,0,1,8,7,5,4,1,STF AUSTIN,STF AUSTIN,25,60,,,,,,
192635,Stetson Sarratt,WR,0,0,,2029,301,,30.6,25.6,81,0,1,1,0,0,0,7,0,0,0,STF AUSTIN,STF AUSTIN,7,,,,,,,
192643,Michael Woods,LB,0,0,,2029,301,,60.6,69,D42,0,0,1,0,0,0,7,0,4,0,STF AUSTIN,STF AUSTIN,11,,,,,,,
192677,Raydrian Baltrip,WR,0,0,,2029,100,,59.7,62.5,14,0,0,1,0,0,0,8,0,0,0,ABILENE CH,ABILENE CH,8,,,,,58.3,,
192680,Carson Finney,CB,0,0,,2029,100,,62,70.4,D21,0,0,1,0,0,7,8,4,5,0,ABILENE CH,ABILENE CH,24,,,,,,,
192684,Grant Jones,WR,0,0,,2029,100,,62.3,70.2,81,0,0,1,0,0,7,8,0,0,0,ABILENE CH,ABILENE CH,15,,,,,,,
192687,Trace Low,LB,0,0,,2029,100,,60.9,69.4,D37,0,0,1,0,0,0,8,0,0,0,ABILENE CH,ABILENE CH,8,,,,,,,
192692,Blake Suber,WR,0,0,,2029,100,,59.8,65.9,89,0,0,1,0,0,0,8,0,0,0,ABILENE CH,ABILENE CH,8,,,,,,,
192693,Cameron Vann,G,0,0,,2029,100,60,61.7,68.4,75,0,0,1,6,0,0,0,0,0,0,ABILENE CH,ABILENE CH,6,,,,,,,
192827,Joey Acciardo,WR,0,0,,2027,274,,60,63.6,34,0,0,1,0,0,1,0,0,0,0,RHODE ISLD,RHODE ISLD,1,,,,,,,
192828,Marquese Avery,ED,1,0,,2029,274,,65.5,67.4,D50,1,0,1,0,0,4,8,5,1,1,RHODE ISLD,RHODE ISLD,18,,,,,,,
192830,Rohan Davy,LB,0,0,,2029,274,,61.1,66.3,D26,0,0,1,0,6,0,0,0,3,0,RHODE ISLD,RHODE ISLD,9,60,,,,,,
192832,Gage Hinkley,LB,0,0,,2029,274,,69.7,67.6,D55,0,0,1,0,1,4,8,5,0,1,RHODE ISLD,RHODE ISLD,18,60,,,,,,
192833,Dillon Keough,LS,0,0,,2029,274,60,65.7,63.5,S41,0,0,1,3,0,0,0,5,0,0,RHODE ISLD,RHODE ISLD,8,,,,,,,81.5
192838,Damon McMillian Jr.,G,0,0,,2029,274,60,60.4,62.5,75,0,0,1,3,0,0,0,0,0,0,RHODE ISLD,RHODE ISLD,3,,,,,,,
194241,Matt Goehring,LB,0,0,,2028,292,,59.1,68,D09,0,0,1,0,0,1,9,5,0,0,S DAK ST,S DAK ST,15,,,,,,,
194607,Jalen Mayo,CB,0,0,,2027,301,,61.3,68.1,D12,0,0,1,0,6,0,0,2,4,0,STF AUSTIN,STF AUSTIN,12,59.8,,,,,,
194876,Yasir Holmes,ED,0,0,2026,2026,401,,60.5,65.5,D11,0,0,1,0,0,0,0,0,3,0,TARLETON,TARLETON,3,,,,,,,
197054,Mikey Munn,CB,0,0,,2029,291,,60.4,65.4,D12,0,0,1,0,0,0,0,0,2,0,S DAKOTA,S DAKOTA,2,,,,,,,
197508,Lincoln Adams,LB,0,0,,2029,291,,67.6,69.6,D38,0,0,1,0,0,8,2,3,3,1,S DAKOTA,S DAKOTA,16,,,,,,,
197657,Blake Robinson,LS,0,0,,2029,301,64.9,63.1,61.9,S60,0,0,1,7,0,0,0,0,0,0,STF AUSTIN,STF AUSTIN,7,,,,,,,70.5
197702,Duncan Viscum,LS,0,0,,2029,291,66.3,61,63,S41,0,0,1,8,0,0,0,3,0,0,S DAKOTA,S DAKOTA,11,,,,,,,78.2
197741,Deng Deng,WR,0,0,,2029,249,,60.3,65.1,02,0,0,1,0,0,0,7,0,0,0,N DAKOTA,N DAKOTA,7,,,,,,,
197902,Zach Jones,WR,0,0,,2028,322,,61,67.1,03,0,0,1,0,0,0,5,3,3,0,UC DAVIS,UC DAVIS,11,,,,,58.7,,
200371,Christian Oku,CB,0,0,,2030,100,,61.5,69.8,D18,0,0,1,0,0,0,0,0,5,0,ABILENE CH,ABILENE CH,5,,,,,,,
200373,Brandon Perez,K,0,0,,2028,100,,60.5,68.2,S38,0,0,1,6,0,7,0,0,0,0,ABILENE CH,ABILENE CH,13,,,67.2,67.5,,,
201163,La'Shavion Brown,S,0,0,,2028,188,,61.1,66,D04,0,0,1,0,4,0,0,0,3,0,ILL STATE,ILL STATE,7,60.1,,,,,,
201168,Nio Espinoza,ED,0,0,,2029,188,,55.4,69.1,D22,0,0,1,0,0,5,5,0,5,0,ILL STATE,ILL STATE,15,,,,,,,
201169,Mar'Quan Gary,WR,0,0,,2030,188,,59.8,62.2,12,0,0,1,0,0,0,5,0,0,0,ILL STATE,ILL STATE,5,,,,,59.1,,
201174,Mattox Kelly,ED,0,0,,2030,188,,60,61.6,D52,0,0,1,0,0,0,0,0,1,0,ILL STATE,ILL STATE,1,,,,,,,
201180,Jack Oliver,CB,0,0,,2029,188,,60,62.1,D37,0,0,1,0,0,1,0,0,0,0,ILL STATE,ILL STATE,1,,,,,,,
201353,Mac Bradley,LB,0,0,,2030,219,,60.9,67.2,D34,0,0,1,0,0,2,8,0,2,0,MERCER,MERCER,12,,,,,,,
201355,Myles Dixon,DI,0,0,,2030,219,,60.1,65.5,D96,0,0,1,0,7,0,0,0,1,0,MERCER,MERCER,8,59.4,,,,,,
201356,Ty Doughty,HB,0,0,,2030,219,,61.8,67.5,80,0,0,1,0,0,2,0,0,2,0,MERCER,MERCER,4,,,,,,,
201359,Dan Hicks,ED,0,0,,2026,219,,61.5,79.1,D01,0,0,1,0,4,0,0,0,1,0,MERCER,MERCER,5,59.9,,,,,,
201366,Adonis McDaniel,WR,0,0,,2028,219,,59.6,66.5,02,0,0,1,0,0,0,0,3,0,0,MERCER,MERCER,3,,,,,,,
201367,Kobe McInnis,ED,0,0,,2030,219,,60.6,63.7,D15,0,0,1,0,4,0,0,0,1,0,MERCER,MERCER,5,59.9,,,,,,
201374,KJ Thomas,CB,0,0,,2030,219,,61.9,77.7,D08,0,0,1,0,5,0,0,0,2,0,MERCER,MERCER,7,60.1,,,,,,
201423,Xavier Ahrens,LB,0,0,,2030,233,,70.7,65.8,D43,0,0,1,0,0,2,0,0,2,1,MONTANA ST,MONTANA ST,4,,,,,,,
201431,Colby Frokjer,P,0,0,,2030,233,60,61.2,69.3,S30,0,1,1,3,0,4,0,6,0,0,MONTANA ST,MONTANA ST,13,,,67.8,,,55.7,
201434,Brody Johnson,LS,0,0,,2030,233,60,54.8,26.3,S40,0,1,1,3,0,0,0,6,0,0,MONTANA ST,MONTANA ST,9,,,,,,,82.3
201438,Luke Oxarart,S,1,0,,2030,233,,69.2,64.8,D25,0,0,1,0,0,4,0,0,0,0,MONTANA ST,MONTANA ST,4,,,,,,,
201440,Graysen Schneider,DI,0,0,,2030,233,,59.8,62.4,D92,0,0,1,0,1,0,0,0,0,0,MONTANA ST,MONTANA ST,1,59.6,,,,,,
201443,Tim Thomas II,S,0,0,,2030,233,,61.4,68.1,D18,0,0,1,0,0,0,0,0,4,0,MONTANA ST,MONTANA ST,4,,,,,,,
201489,Kyjuan Vengrowsky,ED,0,0,,2026,249,,59.9,64,D23,0,0,1,0,4,0,0,0,1,0,N DAKOTA,N DAKOTA,5,59.3,,,,,,
201494,Ryan Babatz,T,0,0,,2030,250,60,61.4,66.3,76,0,0,1,4,0,0,0,0,0,0,N DAK ST,N DAK ST,4,,,,,,,
201497,Preston Brown,QB,0,0,,2030,250,,51.4,72.6,16,1,0,1,0,0,5,1,8,1,0,N DAK ST,N DAK ST,15,,,,,,,
201519,Gavin Sell,LB,0,0,,2031,250,,62.5,71.3,D51,0,0,1,0,0,5,5,0,1,0,N DAK ST,N DAK ST,11,,,,,,,
201916,Drew Cofield,CB,0,0,,2030,322,,61.1,64.9,D11,0,0,1,0,3,0,0,0,2,0,UC DAVIS,UC DAVIS,5,59.9,,,,,,
201934,Cory McEnroe,LB,0,0,,2030,322,,59.9,64.9,D45,0,0,1,0,0,0,4,0,0,0,UC DAVIS,UC DAVIS,4,,,,,,,
201936,Scott Nixon,WR,0,0,,2028,322,,61.9,69.4,24,0,0,1,0,0,1,4,0,3,0,UC DAVIS,UC DAVIS,8,,,,,,,
201939,Ty Richardson,CB,1,0,,2028,322,,67.9,65.7,D03,0,0,1,0,3,8,0,0,2,0,UC DAVIS,UC DAVIS,13,60,,,,,,
201942,Brayden Rosa,S,0,0,,2029,322,,45.7,67.3,D37,2,0,1,0,0,8,0,0,3,1,UC DAVIS,UC DAVIS,11,,,,,,,
202236,Anthony Feaster,WR,0,0,,2030,205,,61.2,67.7,14,0,0,1,0,0,0,0,0,7,0,LEHIGH,LEHIGH,7,,,,,,,
202242,Aidan Williams,ED,0,0,,2030,205,,60.7,72.1,D15,0,0,1,0,0,2,0,0,0,0,LEHIGH,LEHIGH,2,,,,,,,
202246,Jarrod Penright Jr.,CB,0,0,,2030,205,,59.9,64.5,D04,0,0,1,0,0,0,3,0,0,0,LEHIGH,LEHIGH,3,,,,,,,
202248,Lucas Manderbach,ED,0,0,,2029,205,,60.6,63.4,D09,0,0,1,0,0,2,0,0,0,0,LEHIGH,LEHIGH,2,,,,,,,
202249,Ridgely Ritter,LS,0,0,,2030,205,60,65.5,63.5,S94,0,0,1,2,0,0,0,5,0,0,LEHIGH,LEHIGH,7,,,,,,,81.7
202250,Carter Bowen,G,0,0,,2028,232,62.5,62.2,67.6,77,0,0,1,7,0,0,0,0,0,0,MONTANA,MONTANA,7,,,,,,,
202259,Hunter Peck,ED,0,0,,2026,232,,59.9,63.9,D56,0,0,1,0,3,0,0,0,0,0,MONTANA,MONTANA,3,59.6,,,,,,
202262,Brock Beaner,S,0,0,,2030,232,,46.5,26.2,D13,0,1,1,0,0,9,0,0,4,1,MONTANA,MONTANA,13,,,,,,,
202264,Colton Lentz,LB,0,0,,2030,232,,53.1,70,D40,1,0,1,0,0,9,4,0,4,0,MONTANA,MONTANA,17,,,,,,,
202267,Hashim Jones,HB,0,0,,2030,232,,62.4,65,28,0,0,1,0,0,9,0,0,0,0,MONTANA,MONTANA,9,,,,,,,
202439,James Basinger,HB,0,0,,2030,292,,60.2,64.5,32,0,0,1,0,0,2,0,0,0,0,S DAK ST,S DAK ST,2,,,,,,,
202444,John Pica,TE,0,0,,2028,292,60,60.7,67.1,83,0,0,1,3,0,0,0,0,0,0,S DAK ST,S DAK ST,3,,,,,,,
202456,Isaiah Johnson,CB,0,0,,2026,292,,61,66.6,D00,0,0,1,0,7,1,0,0,0,0,S DAK ST,S DAK ST,8,60.2,,,,,,
202458,Myles Green,CB,0,0,,2030,292,,63.7,67.9,D21,0,0,1,0,1,5,9,0,2,1,S DAK ST,S DAK ST,17,59.9,,,,63.5,,
202464,Andrew Price,LB,0,0,,2030,292,,59.8,66.1,D04,0,0,1,0,0,0,9,0,0,0,S DAK ST,S DAK ST,9,,,,,,,
202469,Casey Larson,LB,0,0,,2030,292,,62,71.3,D44,0,0,1,0,0,0,9,0,2,0,S DAK ST,S DAK ST,11,,,,,,,
202471,Luke Krempges,ED,0,0,,2030,292,,60,64.5,D49,0,0,1,0,0,0,9,0,0,0,S DAK ST,S DAK ST,9,,,,,,,
