playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesHandsFumble,gradesOffense,gradesOffensePenalty,gradesPassBlock,gradesPassRoute,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesRun,gradesPass
71345,Bru McCoy,WR,0,,2025,307,73.5,66.5,85.7,,64.4,75.8,05,0,12,0,0,323,2,271,596,323,273,TENNESSEE,TENNESSEE,61.2,
71382,Luke Felix-Fualalo,T,0,2025,2025,180,,70.4,84,85.2,,50.3,72,0,7,0,247,0,0,95,342,247,95,HAWAII,HAWAII,,
71391,William Nimmo Jr.,S,0,,2025,284,,60,65,63.8,,,D07,1,1,0,1,0,0,0,1,1,0,S DIEGO ST,S DIEGO ST,,
71409,Jamari Ferrell,HB,0,,2026,351,85.7,64.5,0,52.8,57,54.4,06,2,12,0,28,72,82,27,209,100,109,WYOMING,WYOMING,67.7,
71443,Mavin Anderson,WR,0,,2026,130,69.2,56.4,0,,57.5,60.1,11,2,7,0,0,134,0,88,222,134,88,CAL,CAL,,
71502,Andrew Madrigal,C,0,,2026,239,,68.7,61.1,68.4,,68.7,78,6,13,0,462,0,0,397,859,462,397,NEVADA,NEVADA,,
71530,Marquis Ashley,WR,0,,2026,239,27.8,56.7,77.1,,58.5,46.8,07,0,7,0,0,32,0,21,53,32,21,NEVADA,NEVADA,,
71674,Silas Bolden,WR,0,2025,2025,311,55,73.8,84,,74.8,59.3,11,0,16,0,0,130,2,121,253,130,123,TEXAS,TEXAS,59.9,
71698,Jayden Dixon-Veal,WR,0,,2026,273,64.1,62.8,79,,60.8,70.6,00,0,3,0,0,16,0,26,42,16,26,PURDUE,PURDUE,,
71706,Bryce Pierre,TE,0,2025,2025,324,68.2,54.3,84.1,71.7,53,60.5,87,1,10,0,6,121,0,58,185,127,58,UCLA,UCLA,,
72075,Josh Carlin,G,0,,2025,324,,59.9,68.4,53.2,,62.1,54,4,12,0,500,0,0,269,769,500,269,UCLA,UCLA,,
72158,Jake Bailey,WR,0,,2025,287,71.7,64.5,43.1,,64,70.9,12,1,8,0,0,167,1,132,300,167,133,SMU,SMU,57.7,
72178,Colby Bowman,WR,0,,2025,329,66.7,56.4,0,,58.3,60.5,09,2,10,0,0,73,0,64,137,73,64,UTAH ST,UTAH ST,,
72200,Marist Talavou,G,0,,2025,285,,72.1,71.6,86.9,,66.4,61,2,12,0,534,0,0,229,763,534,229,S JOSE ST,S JOSE ST,,
72208,Jude Wolfe,TE,0,,2025,284,69.9,58.9,87.9,77.2,56.2,60.5,18,2,10,0,15,199,0,206,420,214,206,S DIEGO ST,S DIEGO ST,,
