playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesHandsFumble,gradesOffense,gradesOffensePenalty,gradesPassRoute,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesPassBlock,gradesRun,gradesPass
122503,Jordan Williams,T,0,2025,2025,176,,80.3,75.7,,79.8,54,0,1,0,16,0,0,36,52,16,36,GA TECH,GA TECH,55.3,,
122916,Nate Anderson,G,0,,2026,287,,53.4,21.1,,60.2,69,1,1,0,45,0,0,31,76,45,31,SMU,SMU,48.9,,
123090,Caleb Medford,WR,0,,2026,241,61,43.8,72.5,48.3,39.3,12,0,1,0,0,10,0,4,14,10,4,NEW MEXICO,NEW MEXICO,,,
123112,Moochie Dixon,WR,0,2025,2025,287,,54,74,53.6,62.7,05,0,1,0,0,15,0,13,28,15,13,SMU,SMU,,,
123125,Logan Parr,G,0,,2026,287,,62.4,80.4,,60.7,71,1,1,0,45,0,0,30,75,45,30,SMU,SMU,65.7,,
123939,Roydell Williams,HB,0,2026,2026,167,74.5,66.6,74.6,78.7,60,24,0,1,0,4,11,13,3,31,15,16,FLORIDA ST,FLORIDA ST,15.7,66.2,
124329,Haynes King,QB,0,2026,2026,176,73.7,71.5,75.7,,60,10,0,1,16,0,0,15,20,51,16,35,GA TECH,GA TECH,,69.2,63.2
124386,Richie Leonard IV,G,0,,2026,167,,65.1,79,,65.1,67,0,1,0,32,0,0,29,61,32,29,FLORIDA ST,FLORIDA ST,61.6,,
124716,Preston Stone,QB,0,,2026,287,70.6,80.3,20,,60,02,1,1,37,0,0,4,19,60,37,23,SMU,SMU,,69.4,79
125348,Kobe Wilson,LB,0,,2025,287,,60,60,,60,D24,0,1,0,0,0,0,1,1,0,1,SMU,SMU,,,
127250,RJ Maryland,TE,0,2026,2026,287,67.5,90.3,76.2,91,79.5,82,0,1,0,3,26,0,9,38,29,9,SMU,SMU,55.5,,
128204,Tamatoa Mokiao-Atimalala,WR,0,,2025,180,62.9,54,74.1,54.4,60.4,08,0,1,0,0,12,0,5,17,12,5,HAWAII,HAWAII,,,
128207,Koali Nishigaya,WR,0,,2026,180,,52,76.3,53,55.7,23,0,1,0,0,15,0,9,24,15,9,HAWAII,HAWAII,,,
128215,Maurice Ta'ala,G,0,,2025,180,,61.4,74.5,,57.6,51,0,1,0,11,0,0,7,18,11,7,HAWAII,HAWAII,81.9,,
128280,Vincent Santos,TE,0,,2026,241,,50.4,74.8,56.1,50.8,88,0,1,0,10,2,0,14,26,12,14,NEW MEXICO,NEW MEXICO,53.3,,
129407,Josh Beetham,TE,0,,2026,176,,64.5,70,60,64.6,17,0,1,0,0,1,0,8,9,1,8,GA TECH,GA TECH,,,
129581,Matthew Hibner,TE,0,2026,2026,287,61,68.6,77.3,64.5,71.4,88,0,1,0,2,14,0,17,33,16,17,SMU,SMU,74.1,,
129782,Caziah Holmes,HB,0,,2026,167,65.5,59.5,68.4,,55.6,26,0,1,0,0,0,2,2,4,0,4,FLORIDA ST,FLORIDA ST,,63.2,
131687,Brendon Lewis,QB,0,,2026,239,74.5,72.6,77.5,,60.4,02,0,1,33,1,0,17,25,76,34,42,NEVADA,NEVADA,62.2,75.8,60.1
141472,Kyle Morlock,TE,0,,2025,167,61,58,77.3,56.5,58.6,84,0,1,0,5,26,0,24,55,31,24,FLORIDA ST,FLORIDA ST,71.8,,
142437,Abdul Janneh Jr.,WR,0,,2026,176,,60.7,71,,61.1,04,0,1,0,0,0,0,8,8,0,8,GA TECH,GA TECH,,,
143878,Bryson Estes,G,0,,2026,167,,60,64.1,,60,77,0,1,0,0,0,0,1,1,0,1,FLORIDA ST,FLORIDA ST,,,
143900,Jackson West,T,0,,2026,167,,63.5,70.4,57.1,68.6,48,0,1,0,0,2,0,5,7,2,5,FLORIDA ST,FLORIDA ST,,,
143904,Leo Blackburn,WR,0,,2026,176,,59.4,73.3,59.1,60.6,01,0,1,0,0,2,0,11,13,2,11,GA TECH,GA TECH,,,
143913,Weston Franklin,C,0,,2025,176,,60.4,0,,62.3,72,1,1,0,16,0,0,36,52,16,36,GA TECH,GA TECH,71.2,,
143914,Joe Fusile,G,0,,2026,176,,60.2,79,,58.5,67,0,1,0,16,0,0,36,52,16,36,GA TECH,GA TECH,71.8,,
143918,Jamal Haynes,HB,0,2026,2026,176,73.6,71.2,77,75,56.5,11,0,1,0,2,12,11,13,38,14,24,GA TECH,GA TECH,19.6,72.5,
143929,Malik Rutherford,WR,0,2026,2026,176,66.5,70.8,77.7,72.3,48.3,08,0,1,0,0,15,1,27,43,15,28,GA TECH,GA TECH,,63.2,
143936,Romello Brinson,WR,0,2026,2026,287,64.1,65.2,78.8,62.5,76.3,03,0,1,0,0,25,0,18,43,25,18,SMU,SMU,,,
143950,Key'Shawn Smith,WR,0,2025,2025,287,61,54.1,76.3,56,44.6,09,0,1,0,0,30,0,18,48,30,18,SMU,SMU,,,
143951,Brashard Smith,HB,0,2025,2025,287,74.4,90.5,73.9,84.3,60,01,0,1,0,4,12,12,1,29,16,13,SMU,SMU,75.3,89.6,
144356,Roderick Daniels Jr.,WR,0,2025,2025,287,70,64.9,75.9,64.3,62.1,13,0,1,0,0,24,0,10,34,24,10,SMU,SMU,,,
144358,Stone Eby,TE,0,,2026,287,,54.2,72.6,,51.9,44,0,1,0,0,0,0,11,11,0,11,SMU,SMU,,,
144541,Eli Sanders,HB,0,,2026,241,75.8,71.7,75.5,52.6,,06,0,1,0,7,13,17,0,37,20,17,NEW MEXICO,NEW MEXICO,77.4,72.5,
144567,Corey Robinson II,T,0,2026,2026,176,,58.6,74,,54.7,55,0,1,0,8,0,0,20,28,8,20,GA TECH,GA TECH,81.9,,
144741,Isaac Pearson,P,0,,2025,287,11.1,60,70.3,,,S49,0,1,0,0,0,1,0,1,0,1,SMU,SMU,,60,
144770,Blake Burris,DI,0,,2027,287,,60,60,,60,D91,0,1,0,0,0,0,1,1,0,1,SMU,SMU,,,
145550,Jordan Brown,T,0,,2027,176,,60.7,73.4,,59.1,71,0,1,0,8,0,0,16,24,8,16,GA TECH,GA TECH,65.5,,
146061,Kamalu DeBlake,HB,0,,2026,180,65.5,72.3,66.9,,60,38,0,1,0,0,0,2,1,3,0,3,HAWAII,HAWAII,,69.1,
146065,Landon Sims,HB,0,,2026,180,73.1,66.2,75.6,63.2,57.6,30,0,1,0,24,4,10,6,44,28,16,HAWAII,HAWAII,88,62,
146066,Ka'ena Decambra,T,0,2026,2026,180,,68.5,76.7,,70.4,78,1,1,0,40,0,0,21,61,40,21,HAWAII,HAWAII,62.6,,
146067,Zhen Sotelo,G,0,,2026,180,,67.7,79.5,,61.9,58,0,1,0,40,0,0,21,61,40,21,HAWAII,HAWAII,88.5,,
146069,Karsyn Pupunu,WR,0,,2026,180,61,72.1,71.9,70.7,59.5,11,0,1,0,0,3,0,8,11,3,8,HAWAII,HAWAII,,,
146071,David Cordero,HB,0,,2026,180,65.5,62,70.8,,60,10,0,1,0,7,0,2,2,11,7,4,HAWAII,HAWAII,64.3,61.3,
146078,Brayden Schager,QB,0,,2025,180,71.8,82,76.3,,60,13,0,1,40,0,0,7,14,61,40,21,HAWAII,HAWAII,,69.8,78.8
146110,Luke Wysong,WR,0,2026,2026,241,66.2,63.9,76.9,63.7,59.2,15,0,1,0,0,32,0,22,54,32,22,NEW MEXICO,NEW MEXICO,,,
146130,Trace Bruckler,TE,0,,2026,241,65,89.6,74.6,91.2,64.4,05,0,1,0,1,8,0,13,22,9,13,NEW MEXICO,NEW MEXICO,65.4,,
146134,Isaiah Sillemon,TE,1,,2026,241,,63,73.3,53.5,69.6,38,1,1,0,5,3,0,15,23,8,15,NEW MEXICO,NEW MEXICO,35.8,,
146489,Kuao Peihopa,G,0,,2026,180,,59.7,0,,54.5,59,1,1,0,40,0,0,21,61,40,21,HAWAII,HAWAII,90.8,,
146589,Christian Leary,WR,0,,2026,176,61.9,59.2,68.5,60,59.4,00,0,1,0,0,1,0,3,4,1,3,GA TECH,GA TECH,,,
146597,TJ Ferguson,G,0,,2026,167,,53.1,77.2,,46.9,69,0,1,0,18,0,0,15,33,18,15,FLORIDA ST,FLORIDA ST,82.9,,
146733,Dekel Crowdus,WR,0,,2026,180,64.1,74.4,77,73,60.6,06,0,1,0,0,20,0,6,26,20,6,HAWAII,HAWAII,,,
147003,LJ Johnson Jr.,HB,0,,2026,287,73.1,65,73.5,56.3,60,11,0,1,0,1,7,10,1,19,8,11,SMU,SMU,0,68.6,
148818,Jace Henry,TE,0,,2026,239,61,53,76.5,59.7,46.3,16,0,1,0,3,16,0,31,50,19,31,NEVADA,NEVADA,73.9,,
151054,Richard Pearce,G,0,,2026,241,,69.1,78.5,,70.3,78,0,1,0,32,0,0,27,59,32,27,NEW MEXICO,NEW MEXICO,60.4,,
156043,Tylan Hines,HB,0,,2027,180,71.4,61.3,70.4,56.5,60,02,0,1,0,0,5,1,1,7,5,2,HAWAII,HAWAII,,63,
156280,Brian Courtney,TE,0,,2026,167,62.5,61.7,72,53.6,56,86,0,1,0,0,5,1,10,16,5,11,FLORIDA ST,FLORIDA ST,,63.7,
156309,Zach Pyron,QB,0,,2027,176,62.5,67.4,63.6,,,05,0,1,0,0,0,1,0,1,0,1,GA TECH,GA TECH,,62.9,
156396,Jaylin Lucas,HB,0,,2027,167,67.3,77.6,69.4,72.7,60,13,0,1,0,1,2,2,2,7,3,4,FLORIDA ST,FLORIDA ST,0,70.1,
156489,Mason Arnold,LS,0,,2026,167,,60,65.1,,60,S32,0,1,0,0,0,0,1,1,0,1,FLORIDA ST,FLORIDA ST,,,
156597,Keylan Rutledge,G,0,2026,2026,176,,58.8,78.1,,60.6,77,0,1,0,16,0,0,36,52,16,36,GA TECH,GA TECH,27.8,,
157190,Javen Jacobs,HB,0,,2027,241,70.2,57.7,72.7,57.4,60,21,0,1,0,0,10,2,1,13,10,3,NEW MEXICO,NEW MEXICO,,58.7,
157298,Jordan Hudson,WR,1,2026,2026,287,61,56.2,0,59,63.1,08,1,1,0,0,20,0,13,33,20,13,SMU,SMU,,,
157366,Cortez Braham Jr.,WR,0,2026,2026,239,65,61.3,79.6,60.6,63.4,08,0,1,0,0,34,0,39,73,34,39,NEVADA,NEVADA,,,
157732,Andrew Savaiinaea,TE,0,,2027,239,,46.7,0,52.3,57.7,11,1,1,0,1,14,0,5,20,15,5,NEVADA,NEVADA,65.4,,
158166,Pofele Ashlock,WR,0,,2028,180,65.7,70.9,79.5,66.7,85.7,05,0,1,0,0,32,0,16,48,32,16,HAWAII,HAWAII,,,
158172,Dean Briski,T,0,,2028,180,,65.3,67.7,,69,52,0,1,0,0,0,0,3,3,0,3,HAWAII,HAWAII,,,
158184,Alex Perry,WR,0,,2027,180,62.9,55.9,75.5,53.2,80.5,00,0,1,0,0,24,0,12,36,24,12,HAWAII,HAWAII,,,
158188,Ethan Spencer,C,0,,2028,180,,64.6,75.1,,60.9,57,0,1,0,11,0,0,8,19,11,8,HAWAII,HAWAII,79.6,,
158219,Shawn Miller,WR,0,,2027,241,61,54.7,75.2,53,68.2,14,0,1,0,0,18,0,12,30,18,12,NEW MEXICO,NEW MEXICO,,,
158252,Isaiah World,T,0,2026,2026,239,,56.5,22.8,,52.8,70,1,1,0,34,0,0,42,76,34,42,NEVADA,NEVADA,80.8,,
158272,Kevin Jennings,QB,0,,2027,287,64.9,59.1,71.6,,60,07,0,1,8,0,0,0,7,15,8,7,SMU,SMU,,57,62.2
158319,Ashton Hayes,HB,0,,2027,239,64.2,57.9,64.1,59.4,,26,0,1,0,0,1,0,0,1,1,0,NEVADA,NEVADA,,,
158685,PJ Williams,T,0,,2027,287,,63,22.7,,62,59,3,1,0,45,0,0,30,75,45,30,SMU,SMU,73.4,,
160062,McKenzie Agnello,C,0,,2027,241,,84.8,79.1,,80.8,66,0,1,0,32,0,0,27,59,32,27,NEW MEXICO,NEW MEXICO,81.3,,
160350,NaQuari Rogers,HB,0,,2026,241,70.5,65,71.4,,59.7,28,0,1,0,1,0,6,2,9,1,8,NEW MEXICO,NEW MEXICO,70.8,64.5,
162515,Tevin Shaw,T,0,,2027,241,,61.8,76.1,,61.7,75,0,1,0,32,0,0,20,52,32,20,NEW MEXICO,NEW MEXICO,57.2,,
162657,Cam Barfield,HB,0,,2028,180,64.8,59.2,68.6,,,09,0,1,0,5,0,1,0,6,5,1,HAWAII,HAWAII,60.1,59.6,
163857,Savion Red,HB,0,,2027,239,74.5,63.6,75.9,57.9,63.5,06,0,1,0,0,12,13,7,32,12,20,NEVADA,NEVADA,,63.8,
169053,Nick Cenacle,WR,0,,2026,180,61,49.9,0,53.4,60.4,03,1,1,0,0,21,0,14,35,21,14,HAWAII,HAWAII,,,
169698,Malik Benson,WR,0,2026,2026,167,67.3,63,77.4,62.8,60.6,10,0,1,0,0,25,0,19,44,25,19,FLORIDA ST,FLORIDA ST,,,
169929,Wallace Unamba,T,0,,2026,241,,73.1,76.1,,69.6,76,0,1,0,32,0,0,27,59,32,27,NEW MEXICO,NEW MEXICO,75.3,,
169965,Alexander Kilgore,LB,0,,2028,287,,60,60,,60,D54,0,1,0,0,0,0,1,1,0,1,SMU,SMU,,,
170078,Eric Singleton Jr.,WR,0,,2028,176,65.3,64,76.5,61,62.6,02,0,1,0,0,15,1,25,41,15,26,GA TECH,GA TECH,,63.4,
170351,André Otto,G,0,,2028,167,,60,63.5,,60,65,0,1,0,0,0,0,1,1,0,1,FLORIDA ST,FLORIDA ST,,,
170355,Lucas Simmons-Johansson,T,0,,2028,167,,60,64.3,,60,79,0,1,0,0,0,0,1,1,0,1,FLORIDA ST,FLORIDA ST,,,
171543,John Bolles,T,0,,2026,239,,48.5,68.2,,47.7,77,0,1,0,1,0,0,5,6,1,5,NEVADA,NEVADA,67.1,,
171550,Jayden O'Rourke,TE,0,,2028,239,,56,66.7,56.8,,82,0,1,0,0,2,0,0,2,2,0,NEVADA,NEVADA,,,
171556,Devon Dampier,QB,0,,2028,241,69.4,76.8,76.2,,60,04,1,1,32,0,0,2,25,59,32,27,NEW MEXICO,NEW MEXICO,,68.2,73.6
171557,Everett Hunter,TE,0,,2027,241,,60,64.4,,60,83,0,1,0,0,0,0,1,1,0,1,NEW MEXICO,NEW MEXICO,,,
171902,Jaden Milliner-Jones,CB,0,,2028,287,,60,60,,60,D11,0,1,0,0,0,0,1,1,0,1,SMU,SMU,,,
172143,Caleb Ramseur,HB,0,,2026,239,,65.7,72.4,58.9,75.4,20,0,1,0,0,2,0,8,10,2,8,NEVADA,NEVADA,,,
172471,Jalen Brown,WR,0,,2028,167,62.9,58.4,77.4,58.1,61.2,06,0,1,0,0,23,0,18,41,23,18,FLORIDA ST,FLORIDA ST,,,
174009,Carlito Capanang Jr.,WR,0,,2026,180,,60,68,,60,86,0,1,0,0,0,0,3,3,0,3,HAWAII,HAWAII,,,
175356,Chad Alexander,HB,0,,2028,176,71.3,68.9,73,59.1,59.2,27,0,1,0,0,2,7,5,14,2,12,GA TECH,GA TECH,,68,
175368,Bailey Stockton,WR,0,,2028,176,,60,63.9,,60,87,0,1,0,0,0,0,1,1,0,1,GA TECH,GA TECH,,,
175703,James Milovale,T,0,,2026,180,,72.3,69.8,,72,70,0,1,0,0,0,0,3,3,0,3,HAWAII,HAWAII,,,
175709,John-Keawe Sagapolutele,QB,0,,2029,180,62.5,69.2,67.4,,60,16,0,1,0,0,0,1,2,3,0,3,HAWAII,HAWAII,,63.2,
175717,Marshaun Brown,WR,0,,2028,239,,57.5,70.3,58.2,59.6,09,0,1,0,0,2,0,4,6,2,4,NEVADA,NEVADA,,,
175727,Tyson Ruffins,G,0,,2028,239,,56.5,80.4,,51.1,56,0,1,0,34,0,0,42,76,34,42,NEVADA,NEVADA,84,,
175728,Josiah Timoteo,T,0,,2029,239,,46.2,77.1,,44.4,71,0,1,0,34,0,0,42,76,34,42,NEVADA,NEVADA,52.9,,
175742,Nic Trujillo,WR,0,,2028,241,62.9,49.1,75.6,49.4,60,07,0,1,0,0,16,0,12,28,16,12,NEW MEXICO,NEW MEXICO,,,
176024,Deston Hawkins,HB,0,,2026,239,,59.6,66.8,,58.3,22,0,1,0,0,0,0,3,3,0,3,NEVADA,NEVADA,,,
183248,Brandon Booker,LB,0,,2029,287,,60,65,,60,D28,0,1,0,0,0,0,1,1,0,1,SMU,SMU,,,
183297,Kam Davis,HB,0,,2029,167,62.5,55.3,71.4,28.8,83.2,03,0,1,0,2,5,1,4,12,7,5,FLORIDA ST,FLORIDA ST,8.7,59.5,
183310,Landen Thomas,TE,0,,2029,167,,60,64.1,,60,18,0,1,0,0,0,0,1,1,0,1,FLORIDA ST,FLORIDA ST,,,
184176,Christian Perry,T,0,,2026,180,,59.5,68,,58.4,54,0,1,0,0,0,0,3,3,0,3,HAWAII,HAWAII,,,
184188,Anthony Grigsby Jr.,QB,0,,2027,239,,60,63,,59.5,00,0,1,0,0,0,0,1,1,0,1,NEVADA,NEVADA,,,
184643,Malik Aliane,C,0,,2027,241,,69.4,71.5,,69.1,51,0,1,0,0,0,0,7,7,0,7,NEW MEXICO,NEW MEXICO,,,
63937,Kayvon Britten,HB,0,,2025,401,78,80.4,74.8,40,73.3,04,0,1,0,12,11,25,2,50,23,27,TARLETON,TARLETON,78.7,79.5,
71780,Ty McCullouch,WR,0,,2025,233,68.8,68.5,79.1,64.8,63.5,06,0,1,0,0,33,2,37,72,33,39,MONTANA ST,MONTANA ST,,70,
77322,Jalen Goss,T,0,,2025,164,,60.5,73.8,,52.7,61,0,1,0,14,0,0,13,27,14,13,FL A&M,FL A&M,83.6,,
83752,D'angelo Durham,HB,0,,2025,217,69.9,66.6,73.9,69.8,57.6,01,0,1,0,1,8,5,5,19,9,10,MCNEESE,MCNEESE,70,65.6,
84361,Aaron Moore,WR,0,,2025,244,,58.2,74.8,57.3,61.4,06,0,1,0,0,3,0,20,23,3,20,NORFOLK,NORFOLK,,,
86477,Koby Gross,TE,0,,2026,164,64.1,77.6,0,85.7,57,06,1,1,0,1,16,0,12,29,17,12,FL A&M,FL A&M,67.4,,
89376,Cole Sain,C,0,,2025,233,,52,80.2,,57.8,56,0,1,0,36,0,0,44,80,36,44,MONTANA ST,MONTANA ST,24.4,,
90606,Zack Gieg,C,0,,2025,293,,62.2,80.4,,56.6,56,0,1,0,39,0,0,44,83,39,44,SE MO ST,SE MO ST,83.7,,
91450,Takairee Kenebrew,WR,0,,2025,389,,51.8,77.4,51.9,58.3,05,0,1,0,0,26,0,15,41,26,15,N ALABAMA,N ALABAMA,,,
97103,Daniel Richardson,QB,0,,2025,164,70.4,88.4,76.3,,60,10,0,1,34,0,0,4,23,61,34,27,FL A&M,FL A&M,,64.6,87.8
97378,A.J. Phillips,TE,0,,2025,389,62.5,57.9,68.3,59.7,58.3,D22,0,1,0,0,1,1,3,5,1,4,N ALABAMA,N ALABAMA,,59.6,
97429,Kelvin Dean Jr.,HB,0,,2025,164,23.9,56,74.2,54.9,60,09,0,1,0,5,10,11,2,28,15,13,FL A&M,FL A&M,77.6,55.8,
98003,Clifton McDowell,QB,0,,2026,217,35.6,66.2,76.9,,60,02,0,1,26,0,0,16,27,69,26,43,MCNEESE,MCNEESE,,56.4,73.2
98133,Karter Johnson,TE,0,,2025,164,61,68.1,75.1,73,50.9,08,0,1,0,5,9,0,16,30,14,16,FL A&M,FL A&M,70.8,,
99424,Layton Ernst,T,0,,2025,401,,67.6,76.8,,66.4,54,0,1,0,30,0,0,40,70,30,40,TARLETON,TARLETON,62.8,,
101338,Jeremiah Pruitte,TE,0,,2025,164,,52.8,74,51.4,56.2,00,0,1,0,1,8,0,11,20,9,11,FL A&M,FL A&M,67.4,,
102004,Marcus Wehr,G,0,,2025,233,,63.2,79.6,,62.7,76,0,1,0,36,0,0,44,80,36,44,MONTANA ST,MONTANA ST,59.4,,
102509,Ryan Lonergan,TE,1,,2025,233,,72.1,77,53.5,81,87,1,1,0,2,9,0,28,39,11,28,MONTANA ST,MONTANA ST,69,,
103757,Sage Beuchert-Irvine,ED,0,,2025,244,,60,60,,60,D00,0,1,0,0,0,0,1,1,0,1,NORFOLK,NORFOLK,,,
106723,Sam Contorno,K,0,,2025,389,,60,62.7,59.5,,S37,0,1,0,0,1,0,0,1,1,0,N ALABAMA,N ALABAMA,,,
109120,Jaden Sutton,HB,0,,2026,152,74.5,74.7,76,56.4,59.9,01,0,1,0,5,29,13,2,49,34,15,DELWARE ST,DELWARE ST,76.5,80.5,
109604,Jordan Hull,WR,0,,2026,152,64.1,53,78.6,52.8,62.6,02,0,1,0,0,43,0,20,63,43,20,DELWARE ST,DELWARE ST,,,
121476,Mitchell Sellers,TE,0,,2025,293,61,58.4,72.2,58.6,60,33,0,1,0,0,4,0,2,6,4,2,SE MO ST,SE MO ST,,,
122348,Logan Mauldin,TE,0,,2027,217,61,63.7,73.5,53.8,68.7,21,0,1,0,0,8,0,14,22,8,14,MCNEESE,MCNEESE,,,
122484,Ryan King,WR,0,,2026,233,61,56.9,75.8,56.4,60.4,09,0,1,0,0,8,0,20,28,8,20,MONTANA ST,MONTANA ST,,,
122815,Kobe Warden,WR,0,,2025,389,66.2,72.8,75.9,70.8,72.6,14,0,1,0,0,27,0,14,41,27,14,N ALABAMA,N ALABAMA,,,
122930,Mikey Henderson,WR,0,,2028,401,62.9,66.5,74.3,65.9,61.5,07,0,1,0,0,15,0,16,31,15,16,TARLETON,TARLETON,,,
122948,Trevon West,WR,0,,2026,401,,58.5,64.8,59.6,,19,0,1,0,0,1,0,0,1,1,0,TARLETON,TARLETON,,,
123292,Cesar Reyes,C,0,,2026,164,,62.7,78.9,73.5,53.8,77,0,1,0,31,0,0,26,57,31,26,FL A&M,FL A&M,84.1,,
123475,Dillon Brooks,G,0,,2025,401,,61.2,3.1,,65.2,51,1,1,0,30,0,0,40,70,30,40,TARLETON,TARLETON,54.9,,
