playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesPunter,gradesFgepKicker,gradesKickoffKicker,gradesPuntReturn,gradesLongSnap,gradesKickReturn
175289,Adam Moore Jr.,TE,0,0,,2028,287,60.2,66.7,85,0,0,1,0,0,0,6,0,0,0,SMU,SMU,6,,,,,,,,
175356,Chad Alexander,HB,0,0,,2028,176,60,66,27,0,0,1,0,0,0,0,0,1,0,GA TECH,GA TECH,1,,,,,,,,
175368,Bailey Stockton,WR,0,0,,2028,176,60,64.9,87,0,0,1,0,0,0,0,0,1,0,GA TECH,GA TECH,1,,,,,,,,
175696,Deliyon Freeman,CB,0,0,,2028,180,62.7,65.9,D26,0,0,1,0,0,0,0,0,3,0,HAWAII,HAWAII,3,,,,,,,,
175697,Hunter Higham,LS,0,0,,2028,180,62.4,61.7,S35,0,0,1,5,0,0,0,0,0,0,HAWAII,HAWAII,5,61.6,,,,,,69.7,
175701,Kansei Matsuzawa,K,0,0,2026,2026,180,60,63.5,S17,0,0,1,5,0,0,0,0,0,0,HAWAII,HAWAII,5,,,,64.3,,,,
175705,Jamih Otis,LB,0,0,,2028,180,61.1,67.9,D54,0,0,1,0,0,6,0,8,2,0,HAWAII,HAWAII,16,,,,,,,,
175720,Michael Coats Jr.,CB,0,0,2026,2026,239,61.6,66.8,D03,0,0,1,0,3,1,0,0,3,0,NEVADA,NEVADA,7,,60,,,,,,
175729,Bishop Turner,S,0,0,,2028,239,63.4,70.7,D15,0,0,1,0,0,6,6,3,2,0,NEVADA,NEVADA,17,,,,,,,,
175733,Skylar Cook,S,0,0,,2027,241,69.7,66.6,D32,0,0,1,0,0,6,0,0,0,1,NEW MEXICO,NEW MEXICO,6,,,,,,,,
175736,Dereck Moore,S,1,0,,2027,241,72.3,67.2,D20,0,0,1,0,0,6,6,4,0,0,NEW MEXICO,NEW MEXICO,16,,,,,,,,
175742,Nic Trujillo,WR,0,0,,2028,241,61.1,68.6,07,0,0,1,0,0,6,0,2,0,0,NEW MEXICO,NEW MEXICO,8,,,,,,,,
175744,Jayden Wilson,LB,0,0,,2028,241,66.6,65.1,D24,0,0,1,0,5,0,0,2,1,0,NEW MEXICO,NEW MEXICO,8,,60,,,,,,
175745,Evan Wysong,WR,0,0,,2028,241,60.2,64.6,80,0,0,1,0,0,0,5,0,0,0,NEW MEXICO,NEW MEXICO,5,,,,,,,,
175949,Justin Cryer,LB,0,0,,2028,167,66.4,67.4,D28,0,0,1,0,4,4,4,1,1,1,FLORIDA ST,FLORIDA ST,14,,60.1,,,,,,
176024,Deston Hawkins,HB,0,0,,2026,239,50.3,66.3,22,0,0,1,0,0,6,0,0,2,0,NEVADA,NEVADA,8,,,,,,,,
176145,Jayden Davis,S,0,0,,2028,176,64.3,69.4,D24,0,0,1,0,0,4,4,0,1,0,GA TECH,GA TECH,9,,,,,,,,
178257,Riis Weber,LB,0,0,,2029,180,60.2,66.3,D37,0,0,1,0,0,2,0,2,0,0,HAWAII,HAWAII,4,,,,,,,,
182428,Jayden LaGrone,LB,0,0,,2027,239,60,64.6,D58,0,0,1,0,0,0,2,0,0,0,NEVADA,NEVADA,2,,,,,,,,
182429,Tooni Ikahihifo Jr.,CB,0,0,,2026,239,59.9,65.5,D12,0,0,1,0,0,0,6,0,0,0,NEVADA,NEVADA,6,,,,,,,,
183209,Tana Alo-Tupuola,C,0,0,,2029,176,61.6,62.1,50,0,0,1,5,0,0,0,0,0,0,GA TECH,GA TECH,5,60.8,,,,,,,
183212,Tah'j Butler,LB,0,0,,2029,176,60,62.9,D15,0,0,1,0,1,0,0,0,0,0,GA TECH,GA TECH,1,,60,,,,,,
183248,Brandon Booker,LB,0,0,,2029,287,43.9,64.4,D28,1,0,1,0,0,0,0,3,0,0,SMU,SMU,3,,,,,,,,
184187,Guy Gillespie,P,0,0,,2026,239,61,67.6,S39,0,1,1,4,0,0,0,6,0,0,NEVADA,NEVADA,10,60,,70.2,,,,,
184193,Nelson Ropati,DI,0,0,,2026,239,59.7,63.1,D43,0,0,1,0,1,0,0,0,0,0,NEVADA,NEVADA,1,,59.4,,,,,,
184644,Bobby Arnold,S,0,0,,2027,241,60.9,65.7,D00,0,0,1,0,4,0,1,0,2,0,NEW MEXICO,NEW MEXICO,7,,59.8,,,,,,
190463,Hyrum Hatch,C,0,0,,2027,241,78.5,63.5,S25,0,0,1,1,0,0,0,4,0,1,NEW MEXICO,NEW MEXICO,5,60,,,,,,81,
62235,Shaun Myers,LB,0,0,,2027,389,60.3,61.5,D08,0,0,1,0,2,0,0,0,1,0,N ALABAMA,N ALABAMA,3,,59.8,,,,,,
72090,Cole Bullock,LB,0,0,,2026,233,70.1,68.4,D40,0,0,1,0,0,6,6,0,0,0,MONTANA ST,MONTANA ST,12,,,,,,,,
77126,Keshon Artis,LB,0,0,,2025,244,61.7,66.8,D43,0,0,1,0,0,5,0,0,1,0,NORFOLK,NORFOLK,6,,,,,,,,
77322,Jalen Goss,T,0,0,,2025,164,61.1,66.6,61,0,0,1,4,0,0,0,0,0,0,FL A&M,FL A&M,4,60,,,,,,,
77809,Jaylen Jackson,LB,0,0,,2025,217,62.1,70.3,D10,0,0,1,0,0,5,0,0,3,0,MCNEESE,MCNEESE,8,,,,,,,,
83752,D'angelo Durham,HB,0,0,,2025,217,60.6,67.2,01,0,0,1,0,0,5,6,4,0,0,MCNEESE,MCNEESE,15,,,,,,,,
85902,Khalani Riddick,S,0,0,,2026,293,67.4,68.5,D07,0,0,1,0,1,7,0,0,3,1,SE MO ST,SE MO ST,11,,60,,,,60.6,,
86477,Koby Gross,TE,0,0,,2026,164,63.4,65.8,06,0,0,1,0,0,4,5,0,0,1,FL A&M,FL A&M,9,,,,,,,,
97378,A.J. Phillips,TE,0,0,,2025,389,59.3,65.9,D22,0,0,1,0,0,0,7,0,0,0,N ALABAMA,N ALABAMA,7,,,,,,,,
97429,Kelvin Dean Jr.,HB,0,0,,2025,164,61.2,67.1,09,0,0,1,0,0,0,0,0,3,0,FL A&M,FL A&M,3,,,,,,,,
97921,Allen Smith,ED,0,0,,2025,164,59.8,63.6,D23,0,0,1,0,4,0,0,0,0,0,FL A&M,FL A&M,4,,59.6,,,,,,
98003,Clifton McDowell,QB,0,0,,2026,217,60,63.3,02,0,1,1,0,0,0,0,0,0,0,MCNEESE,MCNEESE,0,,,,,,,,
98133,Karter Johnson,TE,0,0,,2025,164,60.4,66.1,08,0,0,1,4,0,0,5,3,0,0,FL A&M,FL A&M,12,60,,,,,,,
98698,Kariem Al Soufi,G,0,0,,2025,401,62.1,62.3,74,0,0,1,7,0,0,0,0,0,0,TARLETON,TARLETON,7,63.1,,,,,,,
99389,Aric Horne,LB,0,0,,2025,164,60.4,64.8,D05,0,0,1,0,4,0,0,0,0,0,FL A&M,FL A&M,4,,60.1,,,,,,
99534,Freddie Brown,WR,0,0,,2025,401,62.3,68.3,17,0,0,1,0,0,0,5,0,4,0,TARLETON,TARLETON,9,,,,,,,,
100332,Charles Brown Jr.,LB,0,0,,2026,152,56.3,67.2,D00,0,0,1,0,4,0,6,12,2,0,DELWARE ST,DELWARE ST,24,,59.9,,,,,,
100916,Reggie Ellis,CB,0,0,,2025,217,80.9,66.3,D13,0,0,1,0,0,0,0,2,1,1,MCNEESE,MCNEESE,3,,,,,,,,
100954,Kam'ron Green,ED,0,0,,2026,389,60,61.1,D00,0,0,1,0,1,0,0,0,0,0,N ALABAMA,N ALABAMA,1,,59.9,,,,,,
101338,Jeremiah Pruitte,TE,0,0,,2025,164,60.9,66.9,00,0,0,1,0,0,4,0,3,0,0,FL A&M,FL A&M,7,,,,,,,,
101877,Rylan Ortt,S,0,0,,2025,233,61.5,64,D26,0,0,1,0,7,0,0,0,4,0,MONTANA ST,MONTANA ST,11,,59.8,,,,,,
102005,Blake Schmidt,DI,0,0,,2025,233,58.7,64.5,D92,0,0,1,0,6,0,0,0,1,0,MONTANA ST,MONTANA ST,7,,58.8,,,,,,
102467,Ricky Harleston,S,0,0,,2025,244,62,67.9,D23,0,0,1,0,2,4,4,0,3,0,NORFOLK,NORFOLK,13,,60,,,,,,
102509,Ryan Lonergan,TE,0,0,,2025,233,61.1,61.9,87,0,0,1,5,0,0,0,2,0,0,MONTANA ST,MONTANA ST,7,60,,,,,,,
103757,Sage Beuchert-Irvine,ED,0,0,,2025,244,61.3,67.3,D00,0,0,1,4,1,0,0,0,1,0,NORFOLK,NORFOLK,6,60,59.4,,,,,,
104367,Earenest Grayson III,ED,0,0,,2025,217,60.8,64.6,D42,0,0,1,0,0,0,0,4,1,0,MCNEESE,MCNEESE,5,,,,,,,,
104488,Tyler Larco,P,0,0,,2026,217,60.1,67.4,S37,0,0,1,5,0,5,0,0,0,0,MCNEESE,MCNEESE,10,,,,40.9,63,,,
104871,Rush Lansdell,LB,0,0,,2025,389,61,65.8,D04,0,0,1,0,0,3,0,0,0,0,N ALABAMA,N ALABAMA,3,,,,,,,,
104982,Marqui Johnson,WR,0,0,,2026,233,62,68,01,0,0,1,0,0,5,6,2,3,0,MONTANA ST,MONTANA ST,16,,,,,,,,58.3
105105,Kendall Bohler,CB,0,0,2025,2025,164,60.2,65.5,D03,0,1,1,0,4,0,0,0,0,0,FL A&M,FL A&M,4,,59.8,,,,,,
105110,Ty Leonard,S,0,0,,2025,293,60.6,64,D05,0,0,1,0,1,0,0,0,3,0,SE MO ST,SE MO ST,4,,60,,,,,,
105277,Jared Pedraza,LB,0,0,,2026,293,62.5,65.9,D11,0,0,1,0,1,7,0,0,1,0,SE MO ST,SE MO ST,9,,60,,,,,,
105846,Terron Mallory,CB,0,0,,2025,244,60.6,66.6,D04,0,0,1,0,4,0,0,0,2,0,NORFOLK,NORFOLK,6,,59.7,,,,,,
106444,Marcus Mauney,DI,0,0,,2026,244,60.6,64.5,D40,0,0,1,0,1,0,0,3,1,0,NORFOLK,NORFOLK,5,,59.7,,,,,,
106723,Sam Contorno,K,0,0,,2025,389,60,66.7,S37,0,0,1,1,0,3,0,0,0,1,N ALABAMA,N ALABAMA,4,,,,60,69.1,,,
106815,Cameron Gillis,K,0,0,,2025,164,60,63.3,S39,0,0,1,4,0,0,0,0,0,0,FL A&M,FL A&M,4,,,,64.8,,,,
108096,Maurio Goings,LB,0,0,,2026,152,61.3,63.7,D45,0,0,1,0,4,0,0,12,2,0,DELWARE ST,DELWARE ST,18,,60,,,,,,
108130,Marques White,ED,0,0,,2027,217,61.3,64.9,D03,0,0,1,0,7,0,0,0,3,0,MCNEESE,MCNEESE,10,,59.8,,,,,,
109604,Jordan Hull,WR,0,0,,2026,152,60,62.1,02,0,0,1,0,0,0,0,0,1,0,DELWARE ST,DELWARE ST,1,,,,,,60,,
122348,Logan Mauldin,TE,0,0,,2027,217,61,65.5,21,0,0,1,0,0,0,6,0,0,0,MCNEESE,MCNEESE,6,,,,,,,,
122568,Johnquai Lewis,S,0,0,,2026,217,60.8,63.9,D07,0,0,1,0,0,5,0,0,0,0,MCNEESE,MCNEESE,5,,,,,,,,
122640,Dabari Hawkins,CB,0,0,,2026,401,60.9,67.3,D05,0,0,1,0,0,0,0,0,4,0,TARLETON,TARLETON,4,,,,,,,,
122844,Clyde Pinder,DI,0,0,,2026,164,59.8,62,D99,0,0,1,0,1,0,0,0,0,0,FL A&M,FL A&M,1,,59.6,,,,,,
122948,Trevon West,WR,0,0,,2026,401,60.5,69.6,19,0,0,1,0,0,6,0,6,0,0,TARLETON,TARLETON,12,,,,,,,,
123371,James Ash,DI,0,0,,2026,164,58.9,63.2,D00,0,0,1,0,4,0,0,0,0,0,FL A&M,FL A&M,4,,58.9,,,,,,
123446,Travis Collier,CB,0,0,,2026,389,59.5,65.3,D06,0,0,1,0,0,0,0,3,0,0,N ALABAMA,N ALABAMA,3,,,,,,,,
123475,Dillon Brooks,G,0,0,,2025,401,60.3,64,51,0,0,1,0,0,0,0,6,0,0,TARLETON,TARLETON,6,,,,,,,,
123604,Marlon Krakue,ED,0,0,,2025,389,60,62.9,D15,0,0,1,0,1,0,0,0,0,0,N ALABAMA,N ALABAMA,1,,60,,,,,,
123909,Jackson Bratton,LB,0,0,,2025,389,60.3,63.5,D02,0,0,1,0,3,0,0,0,1,0,N ALABAMA,N ALABAMA,4,,59.7,,,,,,
124356,Chase Lloyd,S,0,0,,2026,164,50.8,69.7,D12,1,0,1,0,0,5,5,3,3,0,FL A&M,FL A&M,16,,,,,,,,
125381,Deco Wilson,S,0,0,,2025,164,60.1,64.2,D11,0,0,1,0,4,0,2,3,0,0,FL A&M,FL A&M,9,,59.9,,,,,,
126850,Trey Gibbs,T,0,0,,2027,293,60.4,62.5,73,0,0,1,3,0,0,0,0,0,0,SE MO ST,SE MO ST,3,60,,,,,,,
128788,A.J. Seay,CB,0,0,,2026,389,61.4,67.2,D20,0,0,1,0,1,0,0,0,4,0,N ALABAMA,N ALABAMA,5,,60,,,,,,
129591,Jerome Nichols,LB,0,0,,2026,164,60.3,62.6,D20,0,0,1,0,1,1,0,0,0,0,FL A&M,FL A&M,2,,60,,,,,,
130461,Adam Heston,P,0,0,,2025,293,60.2,60.4,S39,0,0,1,3,0,0,0,0,0,0,SE MO ST,SE MO ST,3,60,,,,,,,
130467,Peyton Knight,LS,0,0,,2025,293,65.1,63.2,S46,0,0,1,3,0,0,0,4,0,0,SE MO ST,SE MO ST,7,60,,,,,,80.4,
131698,Alvin Williams,ED,0,0,,2026,244,59.1,64,D41,0,0,1,0,4,0,0,0,1,0,NORFOLK,NORFOLK,5,,58.7,,,,,,
132972,Jestus Johnson,G,0,0,,2026,152,60,22.8,55,0,1,1,1,0,0,0,0,0,0,DELWARE ST,DELWARE ST,1,60,,,,,,,
134662,Caleb Lewis,HB,0,0,,2026,401,60,63.6,15,0,0,1,0,0,0,0,0,4,0,TARLETON,TARLETON,4,,,,,,62.4,,
134735,Steven Lewis,DI,0,0,,2026,293,60,62.5,D99,0,0,1,0,1,0,0,4,0,0,SE MO ST,SE MO ST,5,,59.6,,,,,,
134747,Dony'e Taylor,CB,0,0,,2025,293,61.3,69.2,D10,0,0,1,0,0,7,0,4,1,0,SE MO ST,SE MO ST,12,,,,,,,,
136866,Darius Cooper,WR,0,0,2025,2025,401,59.1,66.6,06,0,0,1,0,0,0,0,6,0,0,TARLETON,TARLETON,6,,,,,,,,
136871,Greg Eggleston Jr.,CB,0,0,,2026,401,62,65,D20,0,0,1,0,1,6,0,0,0,0,TARLETON,TARLETON,7,,60,,,,,,
136873,Marsean Fisher,WR,0,0,,2025,401,63.7,69.3,13,0,0,1,0,0,6,0,0,4,0,TARLETON,TARLETON,10,,,,,,,,
136876,Jack Gallagher,T,0,0,,2026,401,61.4,63.3,77,0,0,1,7,0,0,0,0,0,0,TARLETON,TARLETON,7,60,,,,,,,
136879,Adrian Guzman,K,0,0,,2025,401,60.1,67.7,S15,0,0,1,0,0,0,0,6,0,0,TARLETON,TARLETON,6,,,62.6,,,,,
136890,Keylan Johnson,WR,0,0,,2026,401,61.7,67.8,05,0,0,1,0,0,0,0,0,4,0,TARLETON,TARLETON,4,,,,,,,,
136904,Robert Rios,DI,0,0,,2026,401,59.7,75.9,D52,0,0,1,0,4,0,0,0,0,0,TARLETON,TARLETON,4,,58.8,,,,,,
136907,Deangelo Rosemond,CB,0,0,,2026,401,59.8,62.2,D39,0,0,1,0,0,0,5,0,0,0,TARLETON,TARLETON,5,,,,,,,,58.9
136912,Devin Sterling,LB,0,0,,2026,401,60.7,74.5,D12,0,0,1,0,3,2,3,6,0,0,TARLETON,TARLETON,14,,59.9,,,,,,
136927,Kyle Weber,TE,0,0,,2025,401,61.2,68.6,41,0,0,1,7,0,0,5,6,0,0,TARLETON,TARLETON,18,60,,,,,,,
138064,DC Pippin,K,0,0,,2026,293,60.2,68.6,S49,0,0,1,3,0,7,0,0,0,0,SE MO ST,SE MO ST,10,,,,64.4,76.1,,,
138364,Michel Bergeron,LS,0,0,,2026,152,67.8,64.5,S63,1,0,1,2,0,0,0,12,0,1,DELWARE ST,DELWARE ST,14,60,,,,,,85.8,
138366,Jeffery Broughton,S,0,0,,2026,152,60.9,66.8,D28,0,0,1,0,2,3,4,0,0,0,DELWARE ST,DELWARE ST,9,,60,,,,,,
138384,Eric Montes,ED,0,0,,2026,152,61,65.7,D99,0,0,1,0,5,0,0,0,3,0,DELWARE ST,DELWARE ST,8,,59.5,,,,,,
139389,Caimyn Layne,ED,0,0,,2026,401,62,79.2,D14,0,0,1,0,2,0,0,0,2,0,TARLETON,TARLETON,4,,59.6,,,,,,
141339,Cameron Donald,DI,0,0,,2026,164,59.1,63.7,D90,0,0,1,0,4,0,0,0,0,0,FL A&M,FL A&M,4,,59,,,,,,
141802,Gregory Perkins,TE,0,0,,2025,244,60.3,64,09,0,0,1,4,0,0,5,0,0,0,NORFOLK,NORFOLK,9,60,,,,,,,
141936,Sam Cook,ED,0,0,,2026,293,60.1,63.3,D12,0,0,1,0,1,0,0,0,1,0,SE MO ST,SE MO ST,2,,59.9,,,,,,
142615,Oladapo Salimonu,CB,0,0,,2025,244,42.8,69.4,D27,1,0,1,0,1,5,5,3,1,0,NORFOLK,NORFOLK,15,,59.9,,,,,,
142666,Travis Laster,CB,0,0,,2026,152,65.6,68.3,D09,0,0,1,0,1,0,6,0,5,0,DELWARE ST,DELWARE ST,12,,60,,,,,,
142685,Antonio Williams,T,0,0,,2026,152,60,61.5,51,0,0,1,1,0,0,0,0,0,0,DELWARE ST,DELWARE ST,1,60,,,,,,,
142750,Jordan Cumberbatch,S,0,0,,2026,164,61.5,67.9,D29,0,0,1,0,0,5,3,0,3,0,FL A&M,FL A&M,11,,,,,,,,
143340,Jayren Fox,LB,0,0,,2025,164,60,61.1,D27,0,0,1,0,1,0,0,0,0,0,FL A&M,FL A&M,1,,59.9,,,,,,
144169,Brayln Oliver,CB,0,0,,2026,164,60.8,61,D06,0,0,1,4,1,0,0,0,0,0,FL A&M,FL A&M,5,60,59.9,,,,,,
144359,Brandon Epton Jr.,HB,0,0,,2026,293,60,61.8,03,0,0,1,0,0,0,3,0,0,0,SE MO ST,SE MO ST,3,,,,,,,,58.9
144362,Brendan Hall,P,0,0,,2025,233,60,69.3,S93,0,0,1,0,0,6,0,2,0,0,MONTANA ST,MONTANA ST,8,,,63.5,,74.9,,,
144569,Tanaka Scott,WR,0,0,,2026,389,61.2,63.9,04,0,0,1,1,0,3,0,0,0,0,N ALABAMA,N ALABAMA,4,60,,,,,,,
144624,Ben Harris,QB,0,0,,2026,389,60,60.2,07,0,0,1,1,0,0,0,0,0,0,N ALABAMA,N ALABAMA,1,60,,,,,,,
145243,Matthew McCallister,WR,0,0,,2026,217,61.9,68.4,12,0,0,1,0,0,5,6,0,6,0,MCNEESE,MCNEESE,17,,,,,,63.2,,
145284,Hagan Stephenson,S,0,0,,2026,401,66.1,68.9,D37,0,0,1,0,0,6,5,0,4,1,TARLETON,TARLETON,15,,,,,,,,
145364,Malcolm Britt,LB,0,0,,2026,244,61,66.3,D52,0,0,1,0,0,5,0,3,0,0,NORFOLK,NORFOLK,8,,,,,,,,
145373,Corey Chapman,S,0,0,,2026,244,60.8,68.6,D28,0,0,1,0,2,5,0,3,1,0,NORFOLK,NORFOLK,11,,60,,,,,,
145445,Ike Rowell,S,0,0,,2026,389,60.7,63.4,D29,0,0,1,0,1,3,0,0,0,0,N ALABAMA,N ALABAMA,4,,60,,,,,,
145521,Caden Holt,LB,0,0,,2027,401,61.8,77.4,D00,0,0,1,0,3,0,5,0,0,0,TARLETON,TARLETON,8,,60.1,,,,,,
145542,BJ Wagner,S,0,0,,2026,152,40.6,68.3,D11,2,0,1,0,2,0,0,4,6,0,DELWARE ST,DELWARE ST,12,,59.9,,,,,,
145684,Anton Ricumstrict,ED,0,0,,2027,152,60.2,64.5,D12,0,0,1,0,4,0,6,0,2,0,DELWARE ST,DELWARE ST,12,,59.3,,,,,,
145690,Jamari Gassett,WR,0,0,,2025,164,60,63.6,02,0,0,1,0,0,0,0,0,3,0,FL A&M,FL A&M,3,,,,,,63.7,,
145825,Daylan Long,S,1,0,,2026,244,68.1,66.2,D07,0,0,1,0,2,4,0,0,2,0,NORFOLK,NORFOLK,8,,59.9,,,,,,
146527,Alec Eckert,DI,0,0,,2026,233,59.6,64.6,D97,0,0,1,5,4,0,0,0,1,0,MONTANA ST,MONTANA ST,10,60,58.9,,,,,,
146946,Aaron Willis,LB,0,0,,2026,152,53.3,71.4,D44,0,0,1,0,1,3,6,0,6,0,DELWARE ST,DELWARE ST,16,,60,,,,,,59.9
147132,Myles Winslow,DI,0,0,,2027,217,60.4,65,D08,0,0,1,0,2,0,0,0,1,0,MCNEESE,MCNEESE,3,,59.7,,,,,,
147316,Danny Joiner,TE,0,0,,2027,293,60.2,65.1,19,0,0,1,0,0,0,0,2,1,0,SE MO ST,SE MO ST,3,,,,,,,,
147365,Kahleef Jimmison,S,0,0,,2026,152,64,68.6,D27,0,0,1,0,4,3,0,0,8,0,DELWARE ST,DELWARE ST,15,,60.1,,,,,,
147552,Jackson Shirer,ED,0,0,,2026,152,60.2,63.8,D91,0,0,1,0,1,0,0,0,1,0,DELWARE ST,DELWARE ST,2,,60,,,,,,
147626,Benjamin Omayebu,WR,0,0,,2025,401,61.9,67.1,10,0,0,1,0,0,0,5,0,4,0,TARLETON,TARLETON,9,,,,,,,,59.9
147649,Elijah Elliott,HB,0,0,,2026,233,61.4,66.4,11,0,0,1,0,0,3,6,0,1,0,MONTANA ST,MONTANA ST,10,,,,,,,,
147659,Titan Fleischmann,T,0,0,,2027,233,61,62.9,66,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,60,,,,,,,
147663,Aidan Garrigan,WR,0,0,,2026,233,61.5,65.4,85,0,0,1,0,0,6,0,0,1,0,MONTANA ST,MONTANA ST,7,,,,,,,,
147664,Kenneth Eiden IV,ED,0,0,,2026,233,59.4,65,D11,0,0,1,0,7,0,0,2,2,0,MONTANA ST,MONTANA ST,11,,59.2,,,,,,
147674,Danny Uluilakepa,LB,0,0,,2025,233,61,61.9,D30,0,0,1,0,7,0,0,0,2,0,MONTANA ST,MONTANA ST,9,,60.1,,,,,,
147676,Miles Jackson,CB,0,0,,2025,233,61.2,67.4,D06,0,0,1,0,5,0,6,0,2,0,MONTANA ST,MONTANA ST,13,,59.9,,,,,,
147677,McCade O'Reilly,LB,0,0,,2025,233,61.4,65.8,D43,0,0,1,0,7,0,0,0,2,0,MONTANA ST,MONTANA ST,9,,60.2,,,,,,
147681,Brody Grebe,ED,0,0,,2025,233,59.2,65.9,D41,0,0,1,0,7,0,0,0,2,0,MONTANA ST,MONTANA ST,9,,59.2,,,,,,
147683,Paul Brott,DI,0,0,,2026,233,60.7,67.3,D96,0,0,1,5,4,0,0,0,0,0,MONTANA ST,MONTANA ST,9,60,59.3,,,,,,
147688,Tommy Sullivan,LS,0,0,,2025,233,64.2,62.7,S71,0,0,1,5,0,0,0,2,0,0,MONTANA ST,MONTANA ST,7,61.6,,,,,,76.9,
147710,Jihad Marks,WR,0,0,,2026,217,60.4,65.3,14,0,0,1,0,0,0,0,0,3,0,MCNEESE,MCNEESE,3,,,,,,,,
147837,Jessie Campbell III,WR,0,0,,2026,217,61.6,66,05,0,0,1,0,0,0,6,0,3,0,MCNEESE,MCNEESE,9,,,,,,,,
147936,Boogsie Silvera,S,0,0,,2028,217,60,63.3,D04,0,0,1,0,0,0,0,0,3,0,MCNEESE,MCNEESE,3,,,,,,,,
147963,Jordan Love,C,0,0,,2026,401,61.4,62.1,68,0,0,1,7,0,0,0,0,0,0,TARLETON,TARLETON,7,60,,,,,,,
148591,Jaylen Laudermilk,WR,0,0,,2026,244,60.1,63.2,24,0,0,1,0,0,0,5,0,3,0,NORFOLK,NORFOLK,8,,,,,,62.2,,53.7
149184,Judd Cunningham,LS,0,0,,2026,293,60.7,65,S30,0,0,1,3,0,0,3,0,0,0,SE MO ST,SE MO ST,6,60,,,,,,,
149187,Bryce Norman,LB,1,0,,2025,293,74.8,65.5,D32,0,0,1,0,1,0,0,4,1,0,SE MO ST,SE MO ST,6,,60,,,,,,
149196,Mali Walton,LB,0,0,,2025,293,61.7,65.4,D13,0,0,1,0,0,7,0,2,0,0,SE MO ST,SE MO ST,9,,,,,,,,
149198,Jack Clinkenbeard,WR,0,0,,2027,293,60.4,67,83,0,0,1,0,0,0,3,0,0,0,SE MO ST,SE MO ST,3,,,,,,,,
149201,Sam Keeper,DI,0,0,,2026,293,60.2,64.6,D95,0,0,1,0,1,0,0,0,1,0,SE MO ST,SE MO ST,2,,59.6,,,,,,
149309,Javari Rice-Wilson,ED,0,0,,2026,244,60,61.8,D48,0,0,1,0,1,0,0,0,0,0,NORFOLK,NORFOLK,1,,59.7,,,,,,
149814,Yusef Leak,CB,0,0,,2026,217,60.5,68.6,D06,0,0,1,0,7,0,0,3,2,0,MCNEESE,MCNEESE,12,,59.7,,,,,,
150084,Welland Williams,DI,0,0,,2026,217,58.4,64.1,D91,0,0,1,0,6,0,0,0,1,0,MCNEESE,MCNEESE,7,,58.4,,,,,,
150091,Thomas Miles,S,1,0,,2025,217,71.1,65.8,D19,0,0,1,0,7,0,0,4,0,0,MCNEESE,MCNEESE,11,,59.7,,,,,,
150093,Micah Davey,LB,0,0,,2026,217,60.4,66.5,D48,0,0,1,0,0,0,0,4,2,0,MCNEESE,MCNEESE,6,,,,,,,,
150219,Baylor Payan,LS,0,0,,2025,164,64.7,63,S49,0,0,1,4,0,0,0,3,0,0,FL A&M,FL A&M,7,60,,,,,,78.9,
150366,AJ Owens,ED,0,0,,2026,401,59.6,63.2,D16,0,0,1,0,3,0,0,0,0,0,TARLETON,TARLETON,3,,59.5,,,,,,
150387,Devon Allen,CB,0,0,,2025,244,66.3,67.9,D21,0,0,1,0,4,3,1,0,2,1,NORFOLK,NORFOLK,10,,59.8,,,,,,
150404,Levontae Jacobs,DI,0,0,,2027,244,60.2,64.5,D95,0,0,1,0,1,0,0,0,1,0,NORFOLK,NORFOLK,2,,59.6,,,,,,
150415,Terique Miles,LB,0,0,,2026,244,62.6,68.2,D58,0,0,1,0,4,5,0,0,2,0,NORFOLK,NORFOLK,11,,60.1,,,,,,
150422,Collis Pride,WR,0,0,,2026,244,60,67.5,25,0,0,1,0,0,0,0,0,1,0,NORFOLK,NORFOLK,1,,,,,,,,
150425,Jayden Smith,S,1,0,,2026,244,71.9,67.1,D30,0,0,1,0,3,2,5,2,0,0,NORFOLK,NORFOLK,12,,60,,,,,,
150435,Ikeem Wright,TE,0,0,,2026,244,48.1,65.9,08,0,0,1,4,0,0,2,0,0,0,NORFOLK,NORFOLK,6,60,,,,,,,
150831,Christopher Daigre,CB,0,0,,2025,293,74.2,68.5,D20,0,0,1,0,0,7,0,4,2,1,SE MO ST,SE MO ST,13,,,,,,,,
150861,Charles Davis,T,0,0,,2026,164,61.4,66.3,62,0,0,1,4,0,0,0,0,0,0,FL A&M,FL A&M,4,60,,,,,,,
150872,Andre Powell Jr.,S,0,0,,2029,164,61,66.4,D07,0,0,1,0,4,0,0,3,3,0,FL A&M,FL A&M,10,,60.1,,,,,,
150875,Michael Marshall,G,0,0,,2028,164,61.4,62,55,0,0,1,4,0,0,0,0,0,0,FL A&M,FL A&M,4,60,,,,,,,
150879,Malcolm Major,LB,0,0,,2026,164,60,66.7,D44,0,0,1,0,0,0,5,0,0,0,FL A&M,FL A&M,5,,,,,,,,
