playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesPunter,gradesFgepKicker,gradesKickoffKicker,gradesPuntReturn,gradesLongSnap,gradesKickReturn
128253,Jer'Marques Bailey,T,0,0,,2026,241,62.1,62.3,77,0,0,1,7,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,7,63.1,,,,,,,
128260,Kyler Drake,DI,0,0,,2025,241,59,63.4,D45,0,0,1,0,4,0,0,0,0,0,NEW MEXICO,NEW MEXICO,4,,59,,,,,,
128279,Bryce Santana,DI,0,0,,2025,241,59.2,63.6,D99,0,0,1,0,4,0,0,0,0,0,NEW MEXICO,NEW MEXICO,4,,59.1,,,,,,
128302,Baylor Horning,QB,0,0,,2025,239,60.8,68.7,17,0,0,1,0,0,0,6,0,0,0,NEVADA,NEVADA,6,,,,,,,,
128434,Cam Stone,CB,0,0,,2025,180,75.5,71.3,D04,0,0,1,0,1,0,0,0,11,0,HAWAII,HAWAII,12,,59.9,,,,,,
129407,Josh Beetham,TE,0,0,,2026,176,61.5,68.4,17,0,0,1,5,0,0,0,0,0,0,GA TECH,GA TECH,5,60,,,,,,,
129581,Matthew Hibner,TE,0,0,2026,2026,287,60.7,63.9,88,0,0,1,4,0,0,6,0,0,0,SMU,SMU,10,60,,,,,,,
129739,Nigel Williams,S,0,0,,2026,241,60.1,63.9,D28,0,0,1,0,1,1,0,0,0,0,NEW MEXICO,NEW MEXICO,2,,59.9,,,,,,
129782,Caziah Holmes,HB,0,0,,2026,167,59.9,65.3,26,0,0,1,0,0,0,4,0,0,0,FLORIDA ST,FLORIDA ST,4,,,,,,,,
129921,Kaden Johnson,ED,0,0,,2025,239,60.4,64.9,D02,0,0,1,0,4,0,0,0,1,0,NEVADA,NEVADA,5,,59.6,,,,,,
130327,Lucas Borrow,P,0,0,,2026,180,61.1,67.5,S19,0,0,1,5,0,0,0,8,0,0,HAWAII,HAWAII,13,60,,58.5,,,,,
130595,Pierre Kemeni Jr.,CB,0,0,,2026,241,61.5,64.1,D12,0,0,1,0,0,6,0,0,0,0,NEW MEXICO,NEW MEXICO,6,,,,,,,,
131701,Kai Arneson,G,0,0,,2025,239,60.6,61.7,64,0,0,1,4,0,0,0,0,0,0,NEVADA,NEVADA,4,60,,,,,,,
131836,Jamar Sekona,DI,0,0,,2026,180,59.6,62.9,D77,0,0,1,0,2,0,0,0,0,0,HAWAII,HAWAII,2,,59.4,,,,,,
131876,Caine Savage,CB,0,0,,2025,239,46.1,66.4,D01,0,0,1,0,0,6,0,3,0,0,NEVADA,NEVADA,9,,,,,,,,
131942,Gabriel Lopez,ED,0,0,,2026,241,60,65.4,D09,0,0,1,0,4,0,1,0,0,0,NEW MEXICO,NEW MEXICO,5,,59.6,,,,,,
141336,Caleb Brown,CB,0,0,,2028,180,51.9,68.9,D13,1,0,1,0,2,6,0,2,7,0,HAWAII,HAWAII,17,,60,,,,,,
141472,Kyle Morlock,TE,0,0,,2025,167,60.2,65.6,84,0,0,1,0,0,0,3,2,0,0,FLORIDA ST,FLORIDA ST,5,,,,,,,,
141716,Okiki Olorunfunmi,ED,0,0,,2026,241,64.9,67.2,D17,0,0,1,0,3,0,6,0,2,0,NEW MEXICO,NEW MEXICO,11,,59.3,,,,,,
142437,Abdul Janneh Jr.,WR,0,0,,2026,176,58.3,67,04,0,0,1,0,0,4,4,0,1,0,GA TECH,GA TECH,9,,,,,,,,
143874,Shyheim Brown,S,0,0,,2026,167,46.2,66.3,D01,1,0,1,0,5,4,0,2,0,0,FLORIDA ST,FLORIDA ST,11,,59.9,,,,,,
143878,Bryson Estes,G,0,0,,2026,167,61.1,65.7,77,0,0,1,3,0,0,0,0,0,0,FLORIDA ST,FLORIDA ST,3,60,,,,,,,
143880,Joshua Farmer,DI,0,0,2025,2025,167,59.4,63.6,D05,0,0,1,0,5,0,0,0,0,0,FLORIDA ST,FLORIDA ST,5,,59.3,,,,,,
143885,Kevin Knowles II,CB,0,0,2025,2025,167,61,66.9,D03,0,0,1,0,0,4,0,0,0,0,FLORIDA ST,FLORIDA ST,4,,,,,,,,
143888,Malakai Menzer,ED,0,0,,2026,167,57.2,63.6,D93,0,0,1,0,0,0,4,2,0,0,FLORIDA ST,FLORIDA ST,6,,,,,,,,
143893,Patrick Payton,ED,0,0,,2026,167,60,63.2,D11,0,0,1,0,5,0,0,0,0,0,FLORIDA ST,FLORIDA ST,5,,59.8,,,,,,
143897,Byron Turner Jr.,ED,0,0,,2026,167,64.7,65.8,D54,0,0,1,0,0,4,0,0,0,0,FLORIDA ST,FLORIDA ST,4,,,,,,,,
143900,Jackson West,T,0,0,,2026,167,61.2,64.4,48,0,0,1,3,0,0,4,0,0,0,FLORIDA ST,FLORIDA ST,7,60,,,,,,,
143903,Zeek Biggers,DI,0,0,2025,2025,176,59.1,63.1,D88,0,0,1,0,2,0,0,0,0,0,GA TECH,GA TECH,2,,59,,,,,,
143914,Joe Fusile,G,0,0,,2026,176,61.1,63.5,67,0,0,1,5,0,0,0,2,0,0,GA TECH,GA TECH,7,60,,,,,,,
143915,Daylon Gordon,HB,0,0,,2026,176,74.5,68.3,21,0,0,1,0,0,0,4,2,1,1,GA TECH,GA TECH,7,,,,,,,,
143928,Joshua Robinson,ED,0,0,,2025,176,60.3,64.4,D27,0,0,1,0,1,0,0,0,1,0,GA TECH,GA TECH,2,,59.7,,,,,,
143930,David Shanahan,P,0,0,,2025,176,60.6,64,S43,0,0,1,5,0,0,0,2,0,0,GA TECH,GA TECH,7,60,,59.3,,,,,
143931,Trenilyas Tatum,LB,0,0,,2025,176,60.5,63.8,D00,0,0,1,0,2,0,0,0,1,0,GA TECH,GA TECH,3,,59.9,,,,,,
143936,Romello Brinson,WR,0,0,2026,2026,287,60.9,69.9,03,0,0,1,0,0,0,6,0,0,0,SMU,SMU,6,,,,,,,,
143950,Key'Shawn Smith,WR,0,0,2025,2025,287,60,64.4,09,0,0,1,0,0,0,0,0,2,0,SMU,SMU,2,,,,,,,,
143951,Brashard Smith,HB,0,0,2025,2025,287,59.8,62.3,01,0,0,1,0,0,0,6,0,0,0,SMU,SMU,6,,,,,,,,62.5
144150,Trey Cooley,HB,0,0,,2027,176,60,63,03,0,0,1,0,0,0,1,0,0,0,GA TECH,GA TECH,1,,,,,,,,
144157,Jackson Hamilton,LB,0,0,,2026,176,60.2,65.5,D17,0,0,1,0,0,0,0,2,1,0,GA TECH,GA TECH,3,,,,,,,,
144356,Roderick Daniels Jr.,WR,0,0,2025,2025,287,60.3,66,13,0,0,1,0,0,0,6,0,6,0,SMU,SMU,12,,,,,,62.6,,63.5
144358,Stone Eby,TE,0,0,,2026,287,71,65,44,0,0,1,4,0,0,6,3,0,0,SMU,SMU,13,60,,,,,,,
144373,Isaiah Nwokobia,S,0,0,2026,2026,287,60.9,65.6,D23,0,0,1,0,3,0,0,0,2,0,SMU,SMU,5,,60,,,,,,
144541,Eli Sanders,HB,0,0,,2026,241,59.8,65.1,06,0,0,1,0,0,0,0,2,0,0,NEW MEXICO,NEW MEXICO,2,,,,,,,,
144605,Omar Daniels,S,0,0,,2026,176,60.8,64.4,D21,0,0,1,0,3,4,0,1,1,0,GA TECH,GA TECH,9,,59.9,,,,,,
144626,Savion Byrd,T,0,0,,2026,287,60.8,62.7,54,0,0,1,4,0,0,0,0,0,0,SMU,SMU,4,60,,,,,,,
144741,Isaac Pearson,P,0,0,,2025,287,60.6,65.1,S49,0,0,1,4,0,0,0,3,0,0,SMU,SMU,7,60,,61.7,,,,,
144770,Blake Burris,DI,0,0,,2027,287,61.3,67.4,D91,0,0,1,4,0,0,0,3,0,0,SMU,SMU,7,60,,,,,,,
144910,Darrell Jackson Jr.,DI,0,0,2026,2026,167,59,64.4,D06,0,0,1,0,5,0,0,0,0,0,FLORIDA ST,FLORIDA ST,5,,59,,,,,,
145015,Wynden Ho'ohuli,ED,0,0,,2028,180,76.2,70.1,D12,0,0,1,0,0,0,3,0,9,0,HAWAII,HAWAII,12,,,,,,,,
145018,Randolph Kpai,LB,1,0,,2026,241,74.1,66.3,D33,0,0,1,0,0,6,6,0,0,2,NEW MEXICO,NEW MEXICO,12,,,,,,,,
145085,Jordan van den Berg,DI,0,0,2026,2026,176,59.5,64.1,D99,0,0,1,0,1,0,0,0,1,0,GA TECH,GA TECH,2,,59.6,,,,,,
145145,Austin Dean,LB,0,0,,2026,176,66.5,68.1,D28,0,0,1,0,0,4,4,2,0,1,GA TECH,GA TECH,10,,,,,,,,
145390,Devin Brandt-Epps,DI,0,0,2025,2025,241,59.6,66.4,D97,0,0,1,0,1,0,0,0,1,0,NEW MEXICO,NEW MEXICO,2,,59.6,,,,,,
146036,Cale Sanders Jr.,S,0,0,,2025,287,68.3,67,D22,0,0,1,0,1,6,0,0,6,1,SMU,SMU,13,,60,,,,,,
146065,Landon Sims,HB,0,0,,2026,180,67,71,30,0,0,1,5,0,5,3,0,9,0,HAWAII,HAWAII,22,60,,,,,,,
146066,Ka'ena Decambra,T,0,0,2026,2026,180,61,62.9,78,0,0,1,5,0,0,0,0,0,0,HAWAII,HAWAII,5,60,,,,,,,
146067,Zhen Sotelo,G,0,0,,2026,180,61.5,64.2,58,0,0,1,5,0,0,0,8,0,0,HAWAII,HAWAII,13,60.8,,,,,,,
146069,Karsyn Pupunu,WR,0,0,,2026,180,62.5,72.4,11,0,0,1,0,0,0,0,8,8,0,HAWAII,HAWAII,16,,,,,,,,
146073,Tariq Jones,ED,0,0,,2026,180,63.9,67.2,D05,0,0,1,0,0,0,0,0,10,0,HAWAII,HAWAII,10,,,,,,,,
146079,Chad Brown,CB,0,0,,2026,239,60.7,64.9,D24,0,0,1,0,2,0,0,0,2,0,NEVADA,NEVADA,4,,60,,,,,,
146083,Aedan Seiuli,S,0,0,,2026,239,67.7,66.6,D46,0,0,1,0,4,6,0,6,1,2,NEVADA,NEVADA,17,,59.9,,,,,,
146094,Drue Watts,LB,0,0,,2026,239,60.1,69.2,D07,0,0,1,0,4,0,0,6,1,0,NEVADA,NEVADA,11,,59.8,,,,,,
146096,Dion Washington,DI,0,0,,2026,180,60.5,64.9,D19,0,0,1,0,2,0,0,0,1,0,HAWAII,HAWAII,3,,59.7,,,,,,
146110,Luke Wysong,WR,0,0,2026,2026,241,70.2,68,15,0,0,1,0,0,0,6,4,0,0,NEW MEXICO,NEW MEXICO,10,,,,,,,,57.4
146130,Trace Bruckler,TE,0,0,,2026,241,60.6,65,05,0,0,1,7,0,0,6,0,0,0,NEW MEXICO,NEW MEXICO,13,60,,,,,,,
146134,Isaiah Sillemon,TE,0,0,,2026,241,60.3,63.8,38,0,0,1,0,0,0,0,4,0,0,NEW MEXICO,NEW MEXICO,4,,,,,,,,
146141,Noah Avinger,S,0,0,2026,2026,241,61.1,67.1,D01,0,0,1,0,5,5,0,0,1,0,NEW MEXICO,NEW MEXICO,11,,59.9,,,,,,
146197,Anthony Sagapolutele,DI,0,0,,2025,180,73.2,66.2,D95,0,0,1,0,0,0,3,0,3,0,HAWAII,HAWAII,6,,,,,,,,
146198,Kilinahe Mendiola-Jensen,S,0,0,,2026,180,68.7,68,D29,0,0,1,0,2,4,0,0,11,0,HAWAII,HAWAII,17,,60,,,,,,
146403,Tyler Kiehne,DI,0,0,,2025,241,59.8,64.7,D07,0,0,1,0,0,0,0,0,1,0,NEW MEXICO,NEW MEXICO,1,,,,,,,,
146489,Kuao Peihopa,G,0,0,,2026,180,61.5,67.8,59,0,0,1,5,0,0,0,8,0,0,HAWAII,HAWAII,13,60,,,,,,,
146589,Christian Leary,WR,0,0,,2026,176,60,62,00,0,0,1,0,0,0,4,0,0,0,GA TECH,GA TECH,4,,,,,,,,58.4
146674,Ahmari Harvey,CB,0,0,2026,2026,176,61.3,68.5,D03,0,0,1,0,3,4,0,0,1,0,GA TECH,GA TECH,8,,59.8,,,,,,
146731,Jonathan Jefferson,DI,0,0,,2027,287,60.7,67.9,D94,0,0,1,0,2,0,0,0,2,0,SMU,SMU,4,,59.3,,,,,,
146801,Solomon Landrum,LS,0,0,,2026,180,77.5,64.1,S44,0,0,1,0,0,0,0,8,0,1,HAWAII,HAWAII,8,,,,,,,84.4,
146998,Deuce Harmon,CB,0,0,,2026,287,61.6,69.7,D07,0,0,1,0,3,0,0,0,5,0,SMU,SMU,8,,59.7,,,,,,
147555,Ahmad Walker,LB,0,0,,2025,287,69.1,68.3,D34,0,0,1,0,1,0,6,0,3,0,SMU,SMU,10,,60,,,,,,
148818,Jace Henry,TE,0,0,,2026,239,46.1,26.8,16,0,1,1,4,0,0,0,6,0,0,NEVADA,NEVADA,10,60,,,,,,,
151054,Richard Pearce,G,0,0,,2026,241,62.2,67.6,78,0,0,1,7,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,7,62.5,,,,,,,
154703,Andrew Henry,HB,0,0,,2025,241,60,64.1,02,0,0,1,0,0,0,0,0,1,0,NEW MEXICO,NEW MEXICO,1,,,,,,,,
156001,Michael Buckley,WR,0,0,,2026,241,60.6,70.5,84,0,0,1,0,0,0,5,0,1,0,NEW MEXICO,NEW MEXICO,6,,,,,,,,
156043,Tylan Hines,HB,0,0,,2027,180,60.4,64.9,02,0,0,1,0,0,0,3,0,12,0,HAWAII,HAWAII,15,,,,,,93.8,,73.3
156273,AJ Cottrill,LB,0,0,,2027,167,59.6,68.4,D41,0,0,1,0,0,4,4,2,2,0,FLORIDA ST,FLORIDA ST,12,,,,,,,,
156275,Omar Graham Jr.,LB,0,0,,2027,167,60,60.8,D09,0,0,1,0,1,0,0,0,0,0,FLORIDA ST,FLORIDA ST,1,,60,,,,,,
156277,Azareye'h Thomas,CB,0,0,2025,2025,167,60.6,66,D08,0,0,1,0,5,0,0,0,0,0,FLORIDA ST,FLORIDA ST,5,,60,,,,,,
156280,Brian Courtney,TE,0,0,,2026,167,60.5,60.7,86,0,0,1,3,0,0,0,0,0,0,FLORIDA ST,FLORIDA ST,3,60,,,,,,,
156297,Aidan Birr,K,0,0,,2027,176,60,66.8,S33,0,0,1,5,0,4,0,0,0,0,GA TECH,GA TECH,9,,,,68.8,71.5,,,
156298,Brandon Best,G,0,0,,2027,176,61.7,66.8,58,0,0,1,5,0,0,0,0,0,0,GA TECH,GA TECH,5,60.3,,,,,,,
156300,Rodney Shelley,CB,0,0,2026,2026,176,60,64.1,D06,0,0,1,0,1,0,0,0,2,0,GA TECH,GA TECH,3,,59.9,,,,61,,
156305,Clayton Powell-Lee,S,0,0,,2026,176,60,61.5,D05,0,0,1,0,3,0,0,0,0,0,GA TECH,GA TECH,3,,60,,,,,,
156306,Kyle Efford,LB,0,0,,2027,176,60.3,64.7,D44,0,0,1,0,3,0,0,2,1,0,GA TECH,GA TECH,6,,60,,,,,,
156365,Snoop Leota-Amaama,G,0,0,,2027,239,61.4,66.3,55,0,0,1,4,0,0,0,0,0,0,NEVADA,NEVADA,4,60,,,,,,,
156396,Jaylin Lucas,HB,0,0,,2027,167,60,62,13,0,0,1,0,0,0,4,0,0,0,FLORIDA ST,FLORIDA ST,4,,,,,,,,58.4
156489,Mason Arnold,LS,0,0,,2026,167,63.8,62.6,S32,0,0,1,3,0,0,0,2,0,0,FLORIDA ST,FLORIDA ST,5,60,,,,,,77.3,
156623,Cameron Robertson,ED,0,0,2026,2026,287,60.2,65.2,D15,0,0,1,0,0,0,0,0,2,0,SMU,SMU,2,,,,,,,,
157116,Jaelyn Davis-Robinson,CB,0,0,,2027,287,62,65,D13,0,0,1,0,1,6,0,0,0,0,SMU,SMU,7,,60,,,,,,
157190,Javen Jacobs,HB,0,0,,2027,241,60,62.8,21,0,0,1,0,0,0,0,0,2,0,NEW MEXICO,NEW MEXICO,2,,,,,,61.9,,
157236,Christian Ellis,S,0,0,,2027,241,60.5,62.7,D08,0,0,1,0,5,0,0,0,1,0,NEW MEXICO,NEW MEXICO,6,,60,,,,,,
157246,Luke Drzewiecki,K,0,0,,2027,241,60,63.9,S26,0,0,1,7,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,7,,,,56,,,,
157298,Jordan Hudson,WR,0,0,2026,2026,287,69.1,66.6,08,0,0,1,0,0,0,6,3,0,0,SMU,SMU,9,,,,,,,,
157300,Kyron Chambers,CB,0,0,,2028,287,61.8,67.5,D21,0,0,1,0,0,6,0,0,0,0,SMU,SMU,6,,,,,,,,
157962,Keyshawn Cobb,CB,0,0,,2026,239,39.7,28.1,D05,0,1,1,0,0,6,4,6,2,0,NEVADA,NEVADA,18,,,,,,,,
158172,Dean Briski,T,0,0,,2028,180,59.5,64.1,52,0,0,1,0,2,0,0,0,0,0,HAWAII,HAWAII,2,,59.2,,,,,,
158173,Malachi Finau,DI,0,0,,2028,180,60,64.7,D17,0,0,1,0,0,0,0,0,1,0,HAWAII,HAWAII,1,,,,,,,,
158176,Noah Kema,LB,0,0,,2025,180,68.6,68.4,D18,0,0,1,5,0,1,3,8,9,0,HAWAII,HAWAII,26,60,,,,,,,
158178,Peter Manuma,S,0,0,2026,2026,180,60.1,67.9,D01,0,0,1,0,2,4,0,6,0,0,HAWAII,HAWAII,12,,59.9,,,,,,
158187,Jalen Smith,LB,0,0,,2026,180,62.1,66.2,D03,0,0,1,0,2,6,0,0,1,0,HAWAII,HAWAII,9,,60,,,,,,
158188,Ethan Spencer,C,0,0,,2028,180,60.9,61.9,57,0,0,1,5,0,0,0,0,0,0,HAWAII,HAWAII,5,60,,,,,,,
158191,Matagi Thompson,S,0,0,,2028,180,61.3,65.6,D25,0,0,1,0,0,2,0,0,2,0,HAWAII,HAWAII,4,,,,,,,,
158219,Shawn Miller,WR,0,0,,2027,241,49.4,67.6,14,0,0,1,0,0,6,0,4,0,0,NEW MEXICO,NEW MEXICO,10,,,,,,,,
158235,Stone Combs,LB,0,0,,2027,239,55.2,67.7,D33,0,0,1,0,0,6,6,6,2,0,NEVADA,NEVADA,20,,,,,,,,
158241,Jonathan Maldonado,ED,0,0,,2027,239,60.8,61.3,D95,0,0,1,4,0,0,0,0,0,0,NEVADA,NEVADA,4,60,,,,,,,
158243,KK Meier,CB,0,0,,2027,239,60.5,65.5,D10,0,0,1,0,3,0,0,0,1,0,NEVADA,NEVADA,4,,60,,,,,,
158245,Ike Nnakenyi,ED,0,0,,2027,239,60,61.8,D90,0,0,1,0,1,0,0,0,0,0,NEVADA,NEVADA,1,,59.7,,,,,,
158248,Chris Smalley,TE,0,0,,2026,239,69.5,68.1,D45,0,0,1,4,0,6,6,0,2,1,NEVADA,NEVADA,18,60,,,,,,,
158252,Isaiah World,T,0,0,2026,2026,239,60.8,62.7,70,0,0,1,4,0,0,0,0,0,0,NEVADA,NEVADA,4,60,,,,,,,
158262,AJ Davis,CB,0,0,,2027,287,60.5,66.7,D14,0,0,1,0,3,0,0,0,1,0,SMU,SMU,4,,59.8,,,,,,
158276,Ahmaad Moses,S,1,0,,2027,287,66.9,68.2,D03,0,0,1,0,4,6,0,0,4,0,SMU,SMU,14,,60,,,,,,
158279,Collin Rogers,K,0,0,,2027,287,60.1,68,S41,0,0,1,4,0,6,0,0,0,0,SMU,SMU,10,,,,68.1,71.7,,,
158282,Isaiah Smith,ED,0,0,2026,2026,287,60,63.5,D58,0,0,1,0,0,0,0,0,1,0,SMU,SMU,1,,,,,,,,
158319,Ashton Hayes,HB,0,0,,2027,239,60.6,68.2,26,0,0,1,0,0,0,2,0,2,0,NEVADA,NEVADA,4,,,,,,,,54.6
158333,Moso'oipala Tuitele,ED,0,0,,2027,241,59.9,64,D89,0,0,1,0,4,0,0,0,1,0,NEW MEXICO,NEW MEXICO,5,,59.3,,,,,,
158497,Justin Medlock,LB,0,0,,2027,287,61.6,70.2,D08,0,0,1,0,0,0,0,0,3,0,SMU,SMU,3,,,,,,,,
158685,PJ Williams,T,0,0,,2027,287,61.2,67.2,59,0,0,1,4,0,0,0,0,0,0,SMU,SMU,4,60,,,,,,,
160062,McKenzie Agnello,C,0,0,,2027,241,61.8,66.6,66,0,0,1,7,0,0,0,4,0,0,NEW MEXICO,NEW MEXICO,11,60,,,,,,,
160315,Brendan Durkin,LS,0,0,,2027,241,62.8,61.8,S30,0,0,1,6,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,6,63.4,,,,,,70.1,
160350,NaQuari Rogers,HB,0,0,,2026,241,60.3,66.4,28,0,0,1,0,0,0,6,0,1,0,NEW MEXICO,NEW MEXICO,7,,,,,,,,
162488,Austin Harnetiaux,LB,0,0,,2027,239,56.4,66.3,D44,0,0,1,0,0,6,6,6,0,1,NEVADA,NEVADA,18,,,,,,,,
162515,Tevin Shaw,T,0,0,,2027,241,61.9,68.7,75,0,0,1,7,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,7,61.2,,,,,,,
162657,Cam Barfield,HB,0,0,,2028,180,60,64.8,09,0,0,1,0,0,0,3,0,0,0,HAWAII,HAWAII,3,,,,,,,,59.9
163350,Justin Holaday,HB,0,0,,2025,241,60.6,60.6,87,0,0,1,7,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,7,60,,,,,,,
163356,David Murphy,S,0,0,,2027,241,61.2,66.6,D03,0,0,1,0,0,6,0,4,1,0,NEW MEXICO,NEW MEXICO,11,,,,,,,,
163359,Charles Steinkamp,P,0,0,,2027,241,60,68.9,S35,0,0,1,0,0,6,0,0,0,0,NEW MEXICO,NEW MEXICO,6,,,,,65.3,,,
163360,Bryson Taylor,CB,0,0,,2027,241,61.4,66.2,D13,0,0,1,0,3,6,0,0,1,0,NEW MEXICO,NEW MEXICO,10,,60,,,,,,
163365,Landon Williams,ED,0,0,,2027,241,60,63.8,D31,0,0,1,0,0,0,0,0,1,0,NEW MEXICO,NEW MEXICO,1,,,,,,,,
163601,Earl Little Jr.,S,0,0,,2027,167,61.2,66.6,D00,0,0,1,0,0,4,0,0,0,0,FLORIDA ST,FLORIDA ST,4,,,,,,,,
163745,Marvin Jones Jr.,ED,0,0,2026,2026,167,60.2,63.1,D07,0,0,1,0,5,0,0,0,0,0,FLORIDA ST,FLORIDA ST,5,,60,,,,,,
163746,E.J. Lightsey,LB,0,0,,2027,176,60.5,65.8,D02,0,0,1,0,0,4,0,0,0,0,GA TECH,GA TECH,4,,,,,,,,
163857,Savion Red,HB,0,0,,2027,239,60.4,63.6,06,0,0,1,0,0,0,0,6,0,0,NEVADA,NEVADA,6,,,,,,,,
163868,Ky Woods,HB,0,0,,2027,239,48.4,69.3,25,0,0,1,0,0,6,0,0,0,0,NEVADA,NEVADA,6,,,,,,,,
165722,Mackavelli Malotumau,DI,0,1,,2027,239,29.9,24.5,D09,0,1,1,0,3,0,0,0,1,0,NEVADA,NEVADA,4,,59.4,,,,,,
169698,Malik Benson,WR,0,0,2026,2026,167,60,62.8,10,0,0,1,0,0,0,0,0,2,0,FLORIDA ST,FLORIDA ST,2,,,,,,61,,
169929,Wallace Unamba,T,0,0,,2026,241,61.6,65.2,76,0,0,1,7,0,0,0,4,0,0,NEW MEXICO,NEW MEXICO,11,60,,,,,,,
169965,Alexander Kilgore,LB,0,0,,2028,287,58.8,65.8,D54,0,0,1,0,4,6,0,3,1,0,SMU,SMU,14,,59.8,,,,,,
170065,Jacob Cruz,ED,0,0,,2028,176,64.7,68.3,D35,0,0,1,0,0,4,4,0,1,0,GA TECH,GA TECH,9,,,,,,,,
170066,Evan Dickens,HB,0,0,,2028,176,60.2,67.9,26,0,0,1,0,0,0,3,2,1,0,GA TECH,GA TECH,6,,,,,,,,
170069,Ben Galloway,T,0,0,,2028,176,60.9,61.9,74,0,0,1,5,0,0,0,0,0,0,GA TECH,GA TECH,5,60,,,,,,,
170077,Taye Seymore,S,0,0,,2028,176,61.5,66.3,D07,0,0,1,0,1,4,4,1,1,0,GA TECH,GA TECH,11,,60,,,,,,
170330,Ashlynd Barker,S,0,0,,2027,167,60.5,68.6,D27,0,0,1,0,0,0,4,0,2,0,FLORIDA ST,FLORIDA ST,6,,,,,,,,
170338,Donny Hiebert,S,0,0,,2028,167,61.6,68.5,D47,0,0,1,0,0,4,4,2,2,0,FLORIDA ST,FLORIDA ST,12,,,,,,,,
170340,Conrad Hussey,S,0,0,,2028,167,60,64.4,D12,0,0,1,0,0,0,0,1,0,0,FLORIDA ST,FLORIDA ST,1,,,,,,,,
170342,Quindarrius Jones,CB,0,0,,2028,167,61.4,66.7,D16,0,0,1,0,0,4,4,0,2,0,FLORIDA ST,FLORIDA ST,10,,,,,,,,
170344,Edwin Joseph,CB,0,0,,2028,167,74.1,67.8,D33,0,0,1,0,5,0,0,1,2,1,FLORIDA ST,FLORIDA ST,8,,59.9,,,,,,
170345,K.J. Kirkland,S,0,0,,2028,167,58.1,67.7,D24,0,0,1,0,5,0,4,0,2,0,FLORIDA ST,FLORIDA ST,11,,60,,,,,,
170350,Blake Nichelson,LB,1,0,,2028,167,66.4,65.8,D20,0,0,1,0,3,4,1,2,0,0,FLORIDA ST,FLORIDA ST,10,,59.8,,,,,,
170351,André Otto,G,0,0,,2028,167,60.8,66.5,65,0,0,1,3,0,0,0,0,0,0,FLORIDA ST,FLORIDA ST,3,60,,,,,,,
170355,Lucas Simmons-Johansson,T,0,0,,2028,167,60.4,63.7,79,0,0,1,3,0,0,0,0,0,0,FLORIDA ST,FLORIDA ST,3,60,,,,,,,
170359,DeMarco Ward,LB,0,0,,2028,167,60.7,65.8,D31,0,0,1,0,0,0,0,1,2,0,FLORIDA ST,FLORIDA ST,3,,,,,,,,
171553,Tanner Vaughan,DI,0,0,,2027,239,56.5,65.6,D96,0,0,1,0,1,0,6,0,0,0,NEVADA,NEVADA,7,,59.6,,,,,,
171557,Everett Hunter,TE,0,0,,2027,241,61.5,60.9,83,0,0,1,7,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,7,60,,,,,,,
171563,Mihalis Santorineos,LB,0,0,,2026,241,60.7,68.3,D11,0,0,1,0,0,0,5,0,0,0,NEW MEXICO,NEW MEXICO,5,,,,,,,,
171902,Jaden Milliner-Jones,CB,0,0,,2028,287,74.2,68.3,D11,0,0,1,0,0,2,3,3,1,1,SMU,SMU,9,,,,,,,,
172143,Caleb Ramseur,HB,0,0,,2026,239,59.8,66.1,20,0,0,1,0,0,0,6,0,0,0,NEVADA,NEVADA,6,,,,,,,,
174009,Carlito Capanang Jr.,WR,0,0,,2026,180,53,67.9,86,1,0,1,0,0,6,0,2,0,0,HAWAII,HAWAII,8,,,,,,,,
174013,Jackie Johnson III,ED,0,0,,2026,180,60.5,65.5,D57,0,0,1,0,0,0,0,0,3,0,HAWAII,HAWAII,3,,,,,,,,
174015,Lesterlaisene Lagafuaina,ED,0,0,,2029,180,61.8,66.2,D51,0,0,1,0,2,3,0,0,1,0,HAWAII,HAWAII,6,,60.1,,,,,,
174020,Tasi Tadio,LB,0,0,,2028,180,60,60.5,D49,0,0,1,0,0,0,0,0,1,0,HAWAII,HAWAII,1,,,,,,,,
174034,Zachary Tobe,CB,0,0,,2028,176,61,65.9,D23,0,0,1,0,0,4,4,0,1,0,GA TECH,GA TECH,9,,,,,,,,
174976,Dimitri Johnson,LB,0,0,,2026,241,60.5,65.2,D22,0,0,1,0,5,0,0,0,0,0,NEW MEXICO,NEW MEXICO,5,,60.2,,,,,,
175288,Brandon Miyazono,LB,0,0,,2028,287,62.8,67.3,D29,0,0,1,0,0,6,6,0,0,1,SMU,SMU,12,,,,,,,,
