playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesHandsFumble,gradesOffense,gradesOffensePenalty,gradesPassRoute,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesPassBlock,gradesPass,gradesRun
97321,Ryan Davis,WR,0,,2026,241,72.8,66.1,78.7,66.8,55.7,18,0,1,0,0,32,0,42,74,32,42,NEW MEXICO,NEW MEXICO,,,
97351,Jakeen Harris,S,0,,2025,245,,60,60,,60,D02,0,1,0,0,0,0,1,1,0,1,N CAROLINA,N CAROLINA,,,
97404,Brett Gabbert,QB,0,2025,2025,221,67.6,70.9,75.5,,60,05,0,1,24,0,0,0,25,49,24,25,MIAMI OH,MIAMI OH,,68.2,
97422,Dino Tomlin,WR,0,,2025,121,61,54,75.2,54.2,60.1,13,0,1,0,0,18,0,9,27,18,9,BOSTON COL,BOSTON COL,,,
97424,Bryce Kirtz,WR,0,,2025,256,66.7,75.2,78.1,74.5,55.7,17,0,1,0,0,36,0,13,49,36,13,NWESTERN,NWESTERN,,,
97427,Devin Voisin,WR,0,,2026,288,61,52.2,77.1,52.1,60.6,01,0,1,0,0,27,0,16,43,27,16,S ALABAMA,S ALABAMA,,,
97594,Dannis Jackson,WR,0,,2026,296,,51.8,74.1,57,44.4,13,0,1,0,0,5,0,13,18,5,13,SO MISS,SO MISS,,,
97617,Cole Snyder,QB,0,,2025,160,37,35.6,22.4,,60,15,1,1,38,0,0,6,20,64,38,26,E MICHIGAN,E MICHIGAN,,44.8,42.5
97620,Zakhari Franklin,WR,0,2025,2025,187,66.7,73.2,77.4,72.6,63.4,04,0,1,0,0,30,0,23,53,30,23,ILLINOIS,ILLINOIS,,,
97640,Beau Johnson,TE,0,,2025,174,61,81.5,71.4,72.5,73.6,11,0,1,0,0,5,0,5,10,5,5,GA SOUTHRN,GA SOUTHRN,,,
97645,Jakai Clark,C,0,,2025,287,,57.1,0.4,,56.5,53,1,1,0,39,0,0,30,69,39,30,SMU,SMU,75.3,,
97651,Dom Polizzi,C,0,,2025,126,,61.4,80.3,,61.4,66,0,1,0,44,0,0,40,84,44,40,BUFFALO,BUFFALO,55,,
97653,Tanner Miller,C,0,,2025,223,,66.6,79.7,,66.5,61,0,1,0,48,0,0,22,70,48,22,MICH STATE,MICH STATE,60.7,,
97656,Parker Titsworth,C,0,,2025,259,,57.1,79.3,,62.6,69,0,1,0,35,0,0,26,61,35,26,OHIO,OHIO,29.2,,
97659,Kris Mitchell,WR,0,,2025,258,62.9,60.2,77.1,57.9,81.7,10,0,1,0,0,23,0,14,37,23,14,NOTRE DAME,NOTRE DAME,,,
97665,Dante Cephas,WR,0,,2025,199,65.7,77.8,78.4,77,60.3,14,0,1,0,0,36,0,21,57,36,21,KANSAS ST,KANSAS ST,,,
97779,Lance LeGendre,WR,0,,2025,207,66.7,67.7,0,71.1,43.2,09,1,1,0,0,33,0,12,45,33,12,LA LAFAYET,LA LAFAYET,,,
97798,Jonah Panoke,WR,0,,2025,180,62.9,59.2,75.2,59,61.5,01,0,1,0,0,23,0,9,32,23,9,HAWAII,HAWAII,,,
97799,Michael Kern,QB,0,,2025,339,27,59.7,75.2,,60,15,0,1,26,0,0,1,17,44,26,18,WAKE,WAKE,,59.3,59.5
97809,Javien Cuff,WR,0,,2026,126,,56,67.5,57.3,60,19,0,1,0,0,2,0,1,3,2,1,BUFFALO,BUFFALO,,,
97813,Donavon Greene,WR,0,,2026,339,65.7,58.1,77,59.6,45.2,11,1,1,0,0,32,0,17,49,32,17,WAKE,WAKE,,,
97835,Will McDonald,C,0,,2025,130,,71.6,79.2,,71.9,66,1,1,0,43,0,0,18,61,43,18,CAL,CAL,64.5,,
97843,Joshua Black,G,0,,2025,175,,62.8,77.9,,62.1,72,0,1,0,38,0,0,12,50,38,12,GA STATE,GA STATE,63.1,,
97851,Chayse Todd,C,0,,2025,314,,55.1,0,,54.7,77,1,1,0,39,0,0,18,57,39,18,TEXAS ST,TEXAS ST,73.4,,
97863,Todd Justice,TE,0,,2025,288,,60,66,,60,86,0,1,0,0,0,0,3,3,0,3,S ALABAMA,S ALABAMA,,,
97889,Jack Kiser,LB,0,2025,2025,258,,60,60,,60,D24,0,1,0,0,0,0,1,1,0,1,NOTRE DAME,NOTRE DAME,,,
97891,J'Coryan Anderson,LB,0,,2025,214,,60,60,,60,D25,0,1,0,0,0,0,1,1,0,1,MARSHALL,MARSHALL,,,
97922,Terrell McDonald,TE,0,,2025,321,66.3,55.7,75.3,65.2,44.9,10,0,1,0,4,13,2,10,29,17,12,UAB,UAB,0,,67.7
97933,Nick Rempert,WR,0,,2026,251,,54.2,72,55.1,60,09,0,1,0,0,7,0,1,8,7,1,N TEXAS,N TEXAS,,,
98005,Theo Wease Jr.,WR,0,2025,2025,229,66.2,76.8,0,81.5,48.3,01,1,1,0,0,32,0,35,67,32,35,MISSOURI,MISSOURI,,,
98007,Cadarrius Thompson,WR,0,,2025,175,,53.6,71.4,54.5,,05,0,1,0,0,9,0,0,9,9,0,GA STATE,GA STATE,,,
98019,Dalvin Smith,WR,0,,2025,346,61,48.3,74.8,48.8,61.6,17,0,1,0,0,17,0,11,28,17,11,W KENTUCKY,W KENTUCKY,,,
98029,Cameron Hite,TE,0,,2025,339,64.1,52.5,76.1,53.2,53.9,20,0,1,0,2,24,0,15,41,26,15,WAKE,WAKE,66.3,,
98033,Isaiah Neyor,WR,0,2025,2025,238,64.1,51.7,78.5,51.8,61.3,18,0,1,0,0,39,0,14,53,39,14,NEBRASKA,NEBRASKA,,,
98043,AJ Gillie,G,0,,2025,207,,63.2,80.1,,57.5,53,0,1,0,42,0,0,29,71,42,29,LA LAFAYET,LA LAFAYET,85.9,,
98047,Dontae Lucas,G,0,,2025,296,,57.1,74.7,,53.1,78,0,1,0,11,0,0,9,20,11,9,SO MISS,SO MISS,81.5,,
98057,Nishad Strother,G,0,,2025,264,,68.2,80.2,,64.5,50,0,1,0,36,0,0,37,73,36,37,OREGON,OREGON,86.8,,
98064,Christophe Atkinson,G,0,,2025,259,,67.3,78.8,,64.9,66,0,1,0,35,0,0,26,61,35,26,OHIO,OHIO,78.7,,
98070,Tyler Brown,G,0,,2027,143,,62.4,77.9,,58.5,56,0,1,0,32,0,0,8,40,32,8,COLORADO,COLORADO,71.6,,
98077,Caleb Thomas,G,0,,2025,319,,38.1,0,52.5,51.7,58,1,1,0,1,3,0,17,21,4,17,TULANE,TULANE,64.4,,
98078,Cedric Claiborne,T,0,,2025,242,,49.4,73.5,,57.1,78,0,1,0,13,0,0,14,27,13,14,NEW MEX ST,NEW MEX ST,18.7,,
98082,Demetris Allen,G,0,,2026,331,,65.1,74.6,,58,73,0,1,0,19,0,0,14,33,19,14,UTSA,UTSA,81.2,,
98099,Tristen Tewes,TE,0,,2025,254,61,62.3,75.3,62.4,59.1,82,0,1,0,2,13,0,29,44,15,29,N ILLINOIS,N ILLINOIS,77.6,,
98198,Wisdom Quarshie,G,0,,2025,306,,65,79.7,,70.4,79,0,1,0,47,0,0,36,83,47,36,TEMPLE,TEMPLE,39.8,,
98226,Jack Sherwin,T,0,,2025,347,,80,76.9,,74,63,0,1,0,40,0,0,31,71,40,31,W MICHIGAN,W MICHIGAN,85,,
98230,Joey Capra,T,0,,2025,109,,55.8,76.7,,60,53,0,1,0,43,0,0,27,70,43,27,ARIZONA,ARIZONA,45.2,,
98232,Renato Brown,G,0,,2025,210,,62.6,76.2,,63,56,0,1,0,16,0,0,15,31,16,15,LOUISVILLE,LOUISVILLE,56.1,,
98233,Zovon Lindsay,T,0,,2025,141,,54.4,74.7,,64.2,64,0,1,0,16,0,0,24,40,16,24,COAST CAR,COAST CAR,10.9,,
98252,Joshua Gray,G,0,2025,2025,265,,61.1,78.4,,56.1,67,0,1,0,31,0,0,14,45,31,14,OREGON ST,OREGON ST,75.3,,
98255,Jax Harrington,G,0,,2026,207,,66.6,78.8,,63.5,70,0,1,0,37,0,0,27,64,37,27,LA LAFAYET,LA LAFAYET,80.3,,
98272,Addison West,G,0,2025,2025,347,,77,79.2,,75.4,75,0,1,0,40,0,0,31,71,40,31,W MICHIGAN,W MICHIGAN,89.2,,
98277,King McGowen,T,0,,2025,207,,52.7,9.5,,56.2,77,1,1,0,31,0,0,24,55,31,24,LA LAFAYET,LA LAFAYET,59.6,,
98278,Tristen Bittner,G,0,,2025,201,,59.2,70.7,,60,65,0,1,0,4,0,0,2,6,4,2,KENT STATE,KENT STATE,50,,
98289,Marlyn Johnson,WR,0,,2025,165,62.9,57.2,77.3,57.2,59.8,11,0,1,0,0,31,0,10,41,31,10,FAU,FAU,,,
98301,Stanley King,WR,0,,2025,201,62.9,57.5,76.8,57.9,55.2,80,0,1,0,0,25,0,14,39,25,14,KENT STATE,KENT STATE,,,
98322,Tavion Woodard,ED,0,,2025,120,,56.3,60,55.3,,D52,0,1,0,0,1,0,0,1,1,0,BOISE ST,BOISE ST,,,
98350,Duke Olges,TE,0,,2025,256,,57.1,69.4,56,56.1,02,0,1,0,4,2,0,3,9,6,3,NWESTERN,NWESTERN,75.4,,
98358,Joshua Simon,TE,0,2025,2025,289,65,72.2,78.5,72.4,64.2,06,0,1,0,4,31,0,25,60,35,25,S CAROLINA,S CAROLINA,71.5,,
98362,Hayden Wolff,QB,0,,2025,347,69.4,48.7,25,54.3,60,11,1,1,39,0,1,2,28,70,40,30,W MICHIGAN,W MICHIGAN,,51.8,54.3
98391,DeVonte Gordon,T,0,,2025,339,,63.5,23.7,,57.7,62,1,1,0,48,0,0,28,76,48,28,WAKE,WAKE,83,,
98398,Ben Scott,C,0,2025,2025,238,,63.9,0,,63.5,66,1,1,0,43,0,0,21,64,43,21,NEBRASKA,NEBRASKA,76.1,,
98405,Ryan Jacoby,G,0,,2025,268,,46.1,77.7,,42.3,61,0,1,0,27,0,0,11,38,27,11,PITTSBURGH,PITTSBURGH,42.9,,
98414,Jeremy Jones,T,0,,2025,214,,51.8,76.8,,52.6,74,0,1,0,40,0,0,26,66,40,26,MARSHALL,MARSHALL,48,,
98421,Shamar Hobdy-Lee,T,0,,2025,182,,60.8,71.6,,52,58,1,1,0,10,0,0,4,14,10,4,HOUSTON,HOUSTON,83.4,,
98426,J.J. Lippe,G,0,2025,2025,254,,63.6,78.3,,59.5,79,0,1,0,21,0,0,37,58,21,37,N ILLINOIS,N ILLINOIS,87.2,,
98430,Thomas Gordon,TE,0,2025,2025,256,61,44.6,0,50.2,50.3,87,1,1,0,2,29,0,17,48,31,17,NWESTERN,NWESTERN,41,,
98431,Tyler Fromm,TE,0,,2025,174,,49.7,76.7,46.3,62,07,0,1,0,2,24,0,14,40,26,14,GA SOUTHRN,GA SOUTHRN,67.6,,
98489,Caelan Shepard,T,0,,2025,126,,64.6,77.4,,67.2,77,0,1,0,44,0,0,41,85,44,41,BUFFALO,BUFFALO,52.6,,
98494,Tyler Stephens,TE,0,,2025,229,,59.4,63.5,59.2,,80,0,1,0,0,1,0,0,1,1,0,MISSOURI,MISSOURI,,,
98496,Luke Deal,TE,0,2025,2025,115,,57,75.1,51.9,62.7,86,0,1,0,3,8,0,9,20,11,9,AUBURN,AUBURN,70.1,,
98524,Jack Conley,G,0,2025,2025,121,,55.5,78.2,,54.6,67,0,1,0,30,0,0,29,59,30,29,BOSTON COL,BOSTON COL,51.4,,
98531,Bryce Benhart,T,0,,2025,238,,65.9,76.5,,62.6,54,0,1,0,43,0,0,21,64,43,21,NEBRASKA,NEBRASKA,67.8,,
98556,Jayden Harrison,WR,0,,2025,258,66.9,87.2,0,87.8,61.2,02,1,1,0,0,19,0,10,29,19,10,NOTRE DAME,NOTRE DAME,,,
98679,Nick Nash,WR,0,2025,2025,285,20,62.4,0,69.2,61.3,03,1,1,0,0,53,1,18,72,53,19,S JOSE ST,S JOSE ST,,,42.4
98717,Dominick Mazotti,TE,0,,2025,216,64.1,72.7,78.3,69.4,66,81,0,1,0,3,26,0,43,72,29,43,UMASS,UMASS,69,,
98792,Da'Quan Thomas,T,1,,2025,102,,56,72.4,,57.5,51,1,1,0,14,0,0,6,20,14,6,AKRON,AKRON,50.7,,
98803,Nay'Quan Wright,HB,0,2025,2025,327,71.5,74.9,72.1,80.8,60,05,0,1,0,0,7,7,1,15,7,8,USF,USF,,,71.3
99040,Jaylen Nichols,T,0,,2025,218,,73.5,69.3,57.7,77.1,52,0,1,0,1,1,0,4,6,2,4,MEMPHIS,MEMPHIS,66.5,,
99046,Vincent Murphy,C,0,,2025,319,,73.7,79.4,,68.8,64,0,1,0,22,0,0,42,64,22,42,TULANE,TULANE,81.5,,
99049,Dayne Davis,T,0,,2025,307,,56.6,0,,65.1,66,1,1,0,20,0,0,12,32,20,12,TENNESSEE,TENNESSEE,58.4,,
99071,Justin Osborne,G,0,2025,2025,287,,68.6,79,,64.4,51,0,1,0,39,0,0,30,69,39,30,SMU,SMU,88.1,,
99073,Kamaar Bell,G,0,,2025,289,,68.2,80,,67.7,52,0,1,0,38,0,0,31,69,38,31,S CAROLINA,S CAROLINA,69.3,,
99076,Clay Webb,G,0,2025,2025,196,,72,79.7,,72.7,74,0,1,0,26,0,0,39,65,26,39,JVILLE ST,JVILLE ST,61.6,,
99082,Xavier Truss,T,0,2025,2025,173,,53.3,77.2,,55.6,73,1,1,0,46,0,0,30,76,46,30,GEORGIA,GEORGIA,45.6,,
99086,Bryce Ramsey,G,0,,2025,214,,51.7,77.7,,48.7,55,0,1,0,22,0,0,13,35,22,13,MARSHALL,MARSHALL,57.8,,
99087,Luke Griffin,G,0,,2025,273,,60.2,68.8,,60,54,0,1,0,2,0,0,1,3,2,1,PURDUE,PURDUE,74.2,,
99099,Eli Cox,C,0,2025,2025,202,,62,78.5,,56.4,75,0,1,0,27,0,0,24,51,27,24,KENTUCKY,KENTUCKY,83.8,,
99109,K.D. McDaniel,ED,0,,2025,175,,60,60,,60,D47,1,1,0,0,0,0,1,1,0,1,GA STATE,GA STATE,,,
99135,Connor Bazelak,QB,0,2025,2025,122,70,86.9,76.2,,60,07,0,1,25,0,0,4,28,57,25,32,BOWL GREEN,BOWL GREEN,,85.4,67.2
99159,Sevaughn Clark,HB,0,,2025,316,74,61.6,73.6,57.5,,20,0,1,0,4,14,12,0,30,18,12,TOLEDO,TOLEDO,49,,62.6
99165,Anthony Watkins,HB,0,,2025,320,65.5,56.5,72.5,59.2,60,23,0,1,0,0,1,2,2,5,1,4,TULSA,TULSA,,,58.6
99166,Lee Witherspoon,HB,0,,2025,321,62.5,40.4,71.2,26.6,,05,0,1,0,2,9,1,0,12,11,1,UAB,UAB,43.1,,59.6
99171,Josh Williams,HB,0,2025,2025,211,74.5,62.4,76.4,42,60,18,0,1,0,14,21,13,1,49,35,14,LSU,LSU,29.3,,71.9
99181,Sean Brown,TE,0,,2025,196,61,65.7,76.2,64.1,63.2,17,0,1,0,0,12,0,32,44,12,32,JVILLE ST,JVILLE ST,,,
99206,Kam Brown,WR,0,,2025,273,61,62.1,76.2,61.8,59.5,04,0,1,0,0,13,0,9,22,13,9,PURDUE,PURDUE,,,
