playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesOffense,gradesOffensePenalty,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesHandsFumble,gradesPassBlock,gradesPassRoute,gradesPass,gradesRun
171757,Nate Compere,G,0,,2028,949,53.6,80,52.1,79,0,1,0,50,0,0,20,70,50,20,LNDNWD,LNDNWD,,47.8,,,
171764,Steve Hall,HB,0,,2028,949,59.3,63.5,,22,0,1,0,0,0,1,0,1,0,1,LNDNWD,LNDNWD,62.5,,,,59.6
171774,Jalen Smith,WR,0,,2028,949,52.1,77.6,61.3,04,0,1,0,0,43,0,12,55,43,12,LNDNWD,LNDNWD,61,,52.1,,
171778,Cole Watson,TE,0,,2027,949,37.6,72.1,49,81,0,1,0,4,5,0,8,17,9,8,LNDNWD,LNDNWD,,23.4,55,,
171791,Demetrion Cannon,WR,0,,2029,293,60,66.2,60,82,0,1,0,0,0,0,2,2,0,2,SE MO ST,SE MO ST,,,,,
171793,Donnie Cheers,WR,0,,2028,293,57.2,76.7,62.2,81,0,1,0,0,28,0,17,45,28,17,SE MO ST,SE MO ST,62.9,,56.9,,
171795,Andrew Civey,TE,0,,2028,293,65.7,0,65.8,45,1,1,0,3,6,0,17,26,9,17,SE MO ST,SE MO ST,62.9,71.6,72.1,,
171805,Kaleb Pearley,G,0,,2029,282,58.6,18.6,56,77,1,1,0,66,0,0,24,90,66,24,SAMFORD,SAMFORD,,76.4,,,
171806,Cole Ruble,HB,0,,2028,293,70.5,72.9,60,15,0,1,0,1,8,3,6,18,9,9,SE MO ST,SE MO ST,69,67.5,69.3,,69.2
171808,Demoni Taylor,T,0,,2028,293,53.1,75,43.6,60,0,1,0,23,0,0,15,38,23,15,SE MO ST,SE MO ST,,80.1,,,
171819,Jase Hoath,TE,0,,2028,308,69.9,76.7,83,89,0,1,0,11,6,0,15,32,17,15,TENN STATE,TENN STATE,,59,55.4,,
171827,Darius Neals,G,0,,2029,308,54.3,78.3,49.6,54,0,1,0,19,0,0,24,43,19,24,TENN STATE,TENN STATE,,83.1,,,
171854,Brandon Johnson,HB,0,,2028,253,55.3,72.4,,20,0,1,0,3,7,5,0,15,10,5,N COLORADO,N COLORADO,69.9,73.1,70.7,,52
171882,Sirri Kandiyeli,T,0,,2028,298,58.9,76.3,49.8,63,0,1,0,39,0,0,17,56,39,17,SO UTAH,SO UTAH,,71.3,,,
171886,Jaden Rashada,QB,0,,2028,279,54.6,0,60,05,1,1,6,0,0,0,12,18,6,12,SACRAMENTO,SACRAMENTO,64.2,,,70.8,52.8
171917,Roice Cleeland,G,0,,2029,322,56.4,73.8,58.8,63,0,1,0,8,0,0,5,13,8,5,UC DAVIS,UC DAVIS,,30,,,
171945,Xavier Allen,T,0,,2028,125,60.5,76.6,60.4,70,0,1,0,28,0,0,29,57,28,29,BUCKNELL,BUCKNELL,,56.1,,,
