playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesTackle,gradesPassRushDefense
70644,Ben Florentine,DI,0,0,,0,0,,WYOMING,2,D94,0,0,0,16,1,2026,41,0,0,63.7,0,0,0,2,7,0,49.5,0,0,0,0,WYOMING,2,0,0,0,,0,0,56.2,,75.8,0,351,41,0,31,0,0,25,1,2,0,0,1,74.2,54.9
70831,Korey Foreman,ED,1,0,,1,0,0,FRESNO ST,1,D00,0,0,0,11,1,2026,16,0,0,61.3,1,0,2,0,0,0,91.1,0,0,0,0,FRESNO ST,1,0,1,0,,0,0,91.5,,75.3,0,169,16,0,0,0,39.6,3,0,0,0,0,16,71.1,58.4
70879,Tuasivi Nomura,LB,6,0,2025,0,1,50,FRESNO ST,11,D08,70,61,0,5,1,2025,2,20,3,54.3,0,0,45,0,0,1,92.8,0,0,0,0,FRESNO ST,7,0,0,0,8,9,7.1,72.6,6.7,77.8,0,169,72,26,0,0,57.6,22,2,2,0,0,2,72.5,54.9
71322,Keyon Ware-Hudson,DI,0,0,,0,0,,OREGON,1,D95,0,0,0,11,1,2025,19,0,0,,1,0,0,4,3,0,52.7,0,0,0,0,OREGON,1,0,1,0,,0,0,51.9,,73.6,0,264,19,0,12,0,0,8,0,0,0,0,0,70.2,56.2
71370,Domani Jackson,CB,4,0,2026,0,1,25,ALABAMA,1,D01,65,0,0,0,1,2026,1,7,1,61.9,0,0,34,0,0,0,50.3,61,0,2,0,ALABAMA,0,0,0,0,7,4,50,59.7,7,77.9,0,103,66,1,0,1,39.6,32,0,0,0,0,1,28.1,
71391,William Nimmo Jr.,S,1,0,,0,1,0,S DIEGO ST,3,D07,32,20,0,0,1,2025,0,0,0,71,0,0,11,0,0,0,65.2,0,0,0,0,S DIEGO ST,2,0,0,0,,5,25,69.9,,73.7,0,284,32,0,0,0,39.6,21,0,0,7,0,0,48.8,
71406,Akili Arnold,S,2,0,,0,2,100,USC,1,D00,35,7,1,3,1,2025,1,3,2,61.8,0,0,22,0,0,0,43.3,0,0,0,0,USC,1,0,1,0,6,16,50,58.6,1.5,79,0,326,36,9,0,0,79.2,11,0,1,12,0,1,29.2,69.1
71410,Easton Mascarenas-Arnold,LB,4,0,2025,0,0,100,USC,5,D04,36,31,0,3,1,2025,0,33,4,62.8,0,1,22,0,0,0,39,0,0,0,0,USC,1,0,0,0,16,5,0,53.4,8.3,74.7,0,326,36,18,0,0,61.5,11,0,1,0,0,0,83.9,55.9
71957,Sheldon Newton,DI,0,0,,0,0,,BOISE ST,4,D09,0,0,0,18,1,2025,35,0,0,60,2,0,0,1,8,0,73.7,0,1,0,0,BOISE ST,1,0,3,0,,0,0,73.8,,75.4,0,120,35,0,26,0,0,17,0,0,0,0,0,74.3,63.9
72089,DJ Harvey,CB,2,0,,0,0,100,S JOSE ST,2,D02,60,13,0,0,1,2026,0,9,2,75.8,0,0,20,0,0,0,67.3,47,0,0,0,S JOSE ST,2,0,0,0,6,0,0,75.2,4.5,75.3,0,285,60,5,0,0,85.4,40,0,0,0,0,0,77,
72332,Kamren Fabiculanan,S,3,0,,0,0,66.7,WASHINGTON,2,D13,49,15,0,2,1,2025,7,6,2,77.9,1,0,31,0,0,0,49.5,4,0,0,0,WASHINGTON,1,0,1,0,6,10,0,72,3,78.8,0,340,56,0,0,1,70.1,23,0,2,20,0,7,81.7,66.8
72338,Raider Damuni,S,1,0,,0,0,0,BYU,1,D03,13,3,0,0,1,2028,2,0,0,70.6,0,0,8,0,0,0,63.1,0,0,0,0,BYU,1,0,0,0,,3,0,71,,74.5,0,128,15,0,0,0,39.6,7,0,0,7,0,2,74.8,
72354,Logan Pili,LB,0,0,,0,0,,UTAH ST,0,D27,2,2,0,0,1,2027,0,0,0,,0,0,0,0,0,0,60,0,0,0,0,UTAH ST,0,0,0,0,,0,,60,,66,0,329,2,0,0,0,0,2,0,0,0,0,0,,
72425,Zahran Manley,CB,6,0,,0,2,66.7,STANFORD,2,D04,46,6,0,0,1,2025,1,49,4,55.9,0,0,30,0,0,0,63.6,38,0,0,0,STANFORD,0,0,0,0,17,2,40,57.2,12.3,75.7,0,300,47,19,0,0,91.7,17,0,1,0,0,1,28.6,
72538,Jadon Pearson,LB,2,0,,0,1,50,UTAH ST,4,D39,27,21,0,1,1,2026,0,11,1,55.9,0,0,15,0,0,0,81.8,0,1,0,0,UTAH ST,4,0,1,0,11,6,14.3,70.7,11,71,0,329,27,7,0,0,66.7,11,0,2,0,0,0,59.2,66.5
72769,Lavario Wiley,CB,1,0,,0,0,100,UNLV,0,D17,39,7,0,0,1,2025,0,24,1,45.2,0,0,25,0,0,0,72.1,30,0,2,0,UNLV,0,0,0,0,24,2,0,50.5,24,74.1,0,325,39,27,0,0,118.8,14,0,2,0,0,0,76.6,
72821,Keith Conley Jr.,ED,0,0,,0,0,,UNLV,2,D99,0,0,0,11,1,2026,22,0,0,,1,0,0,6,0,0,70.9,0,0,0,0,UNLV,0,0,1,0,,0,0,73.2,,74,0,325,22,0,7,0,0,11,0,0,0,0,9,74.9,65.9
73151,Henry Ikahihifo,ED,0,0,,0,0,,NEVADA,1,D00,5,5,1,35,1,2026,49,0,0,63.2,0,0,4,0,0,0,71.6,0,0,1,0,NEVADA,1,0,1,0,,0,0,61.8,,0,0,239,54,0,0,0,0,15,0,0,0,0,49,75.7,58.5
73243,Lincoln Tuioti-Mariner,S,7,0,,0,3,71.4,AIR FORCE,3,D23,65,3,1,4,1,2028,2,78,5,37.5,0,0,36,0,0,0,68.9,0,0,0,0,AIR FORCE,4,0,1,0,24,62,42.9,45.3,15.6,80.1,0,101,67,54,0,0,108,27,0,1,0,0,2,28.7,63.2
73389,Marco Notarainni,LB,0,0,,0,0,,BOISE ST,3,D53,32,32,0,8,1,2026,0,0,0,72.7,1,0,6,0,0,1,69.8,0,0,0,0,BOISE ST,2,0,1,0,,0,0,74.6,,74.6,0,120,32,0,0,0,0,18,0,0,0,0,0,77.6,59.1
74101,Justin Houston,CB,1,0,,0,0,100,FRESNO ST,0,D13,3,0,0,0,1,2026,0,8,1,53.8,0,0,3,0,0,0,,0,0,0,0,FRESNO ST,0,0,0,0,8,3,0,52.6,8,68.6,0,169,3,2,0,0,100,0,0,1,0,0,0,75.1,
74119,Taariq Al-Uqdah,LB,5,0,,1,3,40,WASH STATE,3,D00,72,56,0,6,1,2027,0,0,2,90.2,2,0,46,0,0,1,48.3,1,1,0,0,WASH STATE,2,0,3,0,5,10,50,80.8,0,77.7,0,341,72,-2,0,0,47.9,20,1,0,5,0,0,28.1,59.3
74395,Zion Branch,S,1,0,,0,0,100,USC,2,D08,12,2,0,0,1,2027,0,8,1,67.5,0,0,7,0,0,0,60,0,0,0,0,USC,0,0,0,0,8,2,0,68.8,8,70.6,0,326,12,5,0,0,100,5,0,1,8,0,0,80.9,
74498,Treven Ma'ae,DI,0,0,2025,0,1,,BAYLOR,3,D09,1,0,1,27,1,2025,59,0,0,59.5,1,0,1,19,1,0,59.9,0,1,0,0,BAYLOR,3,0,3,0,,0,16.7,60.2,,77.4,0,118,60,0,29,0,0,32,0,2,0,0,10,77.9,60.9
75816,Chuck Hicks,LB,0,0,,0,0,,MISSOURI,2,D30,21,21,0,1,1,2025,0,0,0,62.9,0,0,10,0,0,0,77.6,0,0,0,0,MISSOURI,0,0,0,0,,0,0,73.3,,72.9,0,229,21,0,0,0,0,10,0,2,0,0,0,79.1,59.2
76532,Damaje Yancey,CB,4,0,,0,0,50,TROY,4,D09,64,2,0,1,1,2025,0,16,2,59.3,0,0,34,0,0,0,67.6,61,0,2,0,TROY,0,0,0,0,8,1,0,61.1,8,77.1,0,318,64,4,0,1,60.4,29,0,1,0,0,0,80.5,59.1
76604,Capone Blue,CB,6,0,,0,2,83.3,WAKE,6,D03,50,3,0,0,1,2025,1,74,5,50.3,0,0,34,0,0,0,52.2,46,0,0,0,WAKE,2,0,0,0,24,1,25,49.4,14.8,76.2,0,339,51,9,0,0,157.6,17,0,0,0,2,1,49.1,
76711,Torey Richardson,CB,0,0,,0,0,,TEMPLE,0,D13,35,10,0,0,1,2025,0,0,0,63.3,0,0,5,0,0,0,65,25,0,0,0,TEMPLE,0,0,0,0,,0,,65.4,,72.8,0,306,35,0,0,0,0,30,0,0,0,0,0,,
76792,Dennis Briggs Jr.,DI,0,0,,0,0,,ILLINOIS,5,D06,0,0,0,33,1,2025,60,0,0,,1,0,0,24,1,0,67.9,0,0,1,0,ILLINOIS,4,0,1,0,,0,0,63.3,,0,0,187,60,0,35,0,0,27,1,1,0,0,0,77.2,61.8
76813,Antonio Colclough,ED,0,0,,0,3,,BUFFALO,1,D06,0,0,0,14,1,2025,30,0,0,,3,0,0,23,0,0,50.5,0,1,0,0,BUFFALO,0,0,4,0,,0,60,57.8,,74.6,0,126,30,0,2,0,0,16,0,1,0,0,5,20.9,69.9
76999,Darnell Jefferies,DI,0,0,,0,0,,MINNESOTA,0,D08,0,0,0,13,1,2025,15,0,0,,0,0,0,1,1,0,62.6,0,0,0,0,MINNESOTA,0,0,0,0,,0,,65.8,,72.7,0,225,15,0,12,0,0,2,0,0,0,0,1,,60.9
77244,Matt Harmon,ED,0,0,2025,0,1,,KENT STATE,5,D07,0,0,0,19,1,2025,43,0,0,60,3,0,1,0,0,0,76.9,0,4,0,1,KENT STATE,4,0,7,0,,0,16.7,85.2,,79.9,0,201,43,0,0,0,0,23,0,0,0,0,43,61.8,80.8
77252,Daniel Bolden,LB,1,0,,0,1,100,TOLEDO,6,D31,79,76,0,7,1,2025,1,4,1,71.7,0,0,41,0,0,0,61.7,1,0,0,0,TOLEDO,3,0,0,0,4,2,12.5,67.9,4,78.1,0,316,80,0,0,0,83.3,32,0,1,0,0,1,62.6,53.6
77266,Keye Thompson,LB,1,0,,0,0,100,PITTSBURGH,3,D38,21,21,0,4,1,2025,1,4,1,60.1,0,0,7,0,0,0,59.4,0,0,0,0,PITTSBURGH,3,0,0,0,4,0,0,57.8,4,74.1,0,268,22,4,0,0,83.3,11,0,0,0,0,1,77.7,55.2
78169,DaShon Bussell,CB,0,0,,0,1,,W MICHIGAN,0,D00,6,0,0,0,1,2025,0,0,0,46.6,0,0,4,0,0,0,49.3,6,0,1,0,W MICHIGAN,0,1,0,0,,0,100,35.9,,69.3,0,347,6,0,0,0,0,2,0,0,0,0,0,21.7,
78999,Marque Collins,CB,3,0,,0,0,33.3,BYU,1,D02,69,5,0,1,1,2026,0,2,1,81.6,0,1,38,0,0,0,55.1,63,0,0,0,BYU,1,0,0,0,2,1,0,77.9,2,76.7,0,128,69,2,0,1,2.8,30,0,2,0,0,0,78,60
81249,Jayden McDonald,LB,1,0,,0,1,100,UCONN,3,D10,31,29,1,3,1,2025,0,3,1,43.2,2,0,11,0,0,0,83.9,0,0,0,0,UCONN,4,0,3,0,3,2,14.3,74.4,3,72.8,0,146,31,8,0,0,79.2,17,1,3,0,0,0,61.2,86.3
82212,Jermayne Lole,DI,0,0,,0,0,,TEXAS,1,D99,0,0,0,11,1,2025,23,0,0,,0,0,0,4,8,0,70.1,0,0,0,0,TEXAS,0,0,0,0,,0,0,66.7,,74.2,0,311,23,0,11,0,0,12,0,1,0,0,0,72.8,55.8
82266,Matt Lawson,DI,0,0,,0,0,,NEW MEX ST,1,D90,0,0,0,11,1,2025,23,0,0,,0,0,0,0,6,0,57.6,0,0,0,0,NEW MEX ST,1,0,0,0,,0,0,57.1,,74,0,242,23,0,17,0,0,12,0,1,0,0,0,72.2,57.6
82281,Ezekiel Holmes,DI,0,0,,0,0,,ILLINOIS,0,D33,0,0,0,4,1,2025,5,0,0,,0,0,0,4,0,0,60,0,0,0,0,ILLINOIS,0,0,0,0,,0,,60.7,,67.7,0,187,5,0,1,0,0,1,0,0,0,0,0,,58.4
82408,Maurice Strong Jr.,DI,0,0,,0,0,,S ALABAMA,0,D55,0,0,0,14,1,2025,32,0,0,,0,0,0,2,0,0,65.8,0,0,1,0,S ALABAMA,0,0,0,0,,0,,55.8,,0,0,288,32,0,22,0,0,18,0,0,0,0,8,,55.8
82557,Jacob Mangum-Farrar,ED,0,0,,0,1,,INDIANA,0,D07,0,0,0,7,1,2025,12,0,0,,2,0,0,1,0,0,61.4,0,0,0,0,INDIANA,0,0,2,0,,0,100,61.1,,72.4,0,190,12,0,4,0,0,5,0,0,0,0,7,22.2,59.2
82560,Raymond Scott,LB,2,0,,0,0,100,JAMES MAD,6,D01,15,15,0,1,1,2025,1,12,2,51.6,0,0,6,0,0,0,67.6,0,0,0,0,JAMES MAD,3,0,0,0,7,0,0,63.3,6,72.1,0,197,16,4,0,0,91.7,9,1,0,0,0,1,80.7,62.7
82562,Solomon Tuliaupupu,ED,0,0,,0,0,,USC,2,D58,0,0,0,8,1,2027,16,0,0,60,0,0,2,0,0,0,69,0,0,0,0,USC,1,0,0,0,,0,0,69.8,,75.7,0,326,16,0,0,0,0,6,0,1,0,0,16,77,63.3
83074,Jaden Robinson,CB,2,0,2025,0,0,50,OREGON ST,1,D04,48,2,0,0,1,2025,0,35,1,64.9,0,0,26,0,0,0,70.5,46,0,1,0,OREGON ST,0,1,0,0,35,0,0,67.2,35,76.3,0,265,48,3,0,0,95.8,22,0,1,0,0,0,77.9,
83197,Dustin Johnson,S,2,0,,0,3,100,OHIO,6,D06,68,16,0,0,1,2025,0,23,2,71.5,0,0,45,0,0,0,48.8,0,0,0,0,OHIO,2,0,0,0,23,4,23.1,65.9,11.5,77.1,0,259,68,26,0,0,114.6,23,0,4,48,0,0,50.1,
83314,Jarvis Ware,CB,3,0,,0,1,66.7,UNLV,3,D13,37,7,0,0,1,2025,0,15,2,65,0,0,27,0,0,0,64.7,30,0,1,0,UNLV,0,0,0,0,8,0,25,62.2,7.5,0,0,325,37,1,0,0,78.5,10,0,0,0,0,0,48.1,
83315,Chris Mills,CB,5,0,,0,0,40,TEXAS ST,0,D07,47,4,0,1,1,2025,0,24,2,53.9,0,0,33,0,0,0,62.8,41,0,0,0,TEXAS ST,0,0,0,0,18,1,,55,12,75.4,0,314,47,2,0,0,55.4,13,0,0,1,0,0,,59
83446,Brendon Harris,S,3,0,,0,2,100,MIDDLE TN,8,D07,58,19,0,2,1,2026,4,17,3,53.4,0,0,30,0,0,0,63.8,0,0,0,0,MIDDLE TN,3,0,0,0,16,11,14.3,57,5.7,77.8,0,224,62,18,0,0,90.3,30,1,4,28,0,4,66.6,58.2
83824,Alex Williams,ED,0,0,2025,0,0,,MIDDLE TN,3,D99,0,0,0,13,1,2025,32,0,0,60,0,0,0,9,0,0,65.2,0,0,0,0,MIDDLE TN,2,0,0,0,,0,0,66.7,,75.7,0,224,32,0,8,0,0,19,0,0,0,0,15,75.1,62.1
83838,Armani-Eli Adams,S,0,0,,0,1,,W MICHIGAN,2,D30,44,24,0,2,1,2025,3,0,0,38.4,1,0,21,0,0,0,42.3,0,0,0,0,W MICHIGAN,0,0,1,0,,2,25,34.6,,74.2,0,347,47,0,0,0,0,24,0,1,18,0,3,61.1,47.3
85725,Jayden Dunlap,CB,0,0,,0,0,,BYU,0,D29,5,0,0,0,1,2026,0,0,0,62.6,0,0,4,0,0,0,60,5,0,0,0,BYU,0,0,0,0,,0,,63.1,,68.4,0,128,5,0,0,0,0,1,0,0,0,0,0,,
85774,Gracen Halton,DI,0,0,2026,0,0,,OKLAHOMA,2,D56,0,0,0,17,1,2026,32,0,0,,1,0,0,2,3,0,80.4,0,0,0,0,OKLAHOMA,2,0,1,0,,0,0,76.4,,75.3,1,261,32,0,27,0,0,15,1,0,0,0,0,69.9,59.3
86077,Kitione Tau,DI,0,0,,0,0,,NEVADA,0,D52,0,0,0,6,1,2026,8,0,0,60,1,0,0,4,1,0,60.5,0,0,0,0,NEVADA,0,0,1,0,,0,0,67.9,,71.4,0,239,8,0,3,0,0,2,0,1,0,0,0,69.7,64.6
86082,Jacob Bandes,DI,0,0,,0,0,,WASHINGTON,0,D55,0,0,0,16,1,2025,25,0,0,,0,0,0,2,9,0,69.7,0,0,1,0,WASHINGTON,0,0,0,0,,0,,63.5,,0,0,340,25,0,14,0,0,9,0,0,0,0,0,,65.2
86168,Jairus Satele,DI,0,0,,0,1,,FRESNO ST,0,D56,0,0,0,26,1,2028,31,0,0,,2,0,0,4,6,0,63.2,0,0,0,0,FRESNO ST,0,0,2,0,,0,100,59.5,,74.6,0,169,31,0,21,0,0,5,0,0,0,0,0,21.8,56.7
86527,Rodney Robinson,S,2,0,,0,0,100,BOISE ST,5,D04,35,10,1,4,1,2025,3,13,2,77.2,0,0,16,0,0,0,71.1,0,0,0,0,BOISE ST,4,0,1,0,10,24,0,79.2,6.5,76.4,0,120,38,11,0,0,93.8,18,0,0,1,0,3,82.9,66.4
86729,Ozzie Nicholas,LB,4,0,,0,0,75,DUKE,6,D45,54,46,0,5,1,2025,1,24,3,60.8,0,0,24,0,0,1,75.7,0,0,1,0,DUKE,4,0,0,0,11,8,0,65.8,8,0,0,154,55,24,0,0,89.6,26,1,2,0,0,1,82.8,63.7
86877,Ceyair Wright,CB,0,0,2026,0,0,,NEBRASKA,0,D15,7,0,0,0,1,2026,0,0,0,63.9,0,0,7,0,0,0,,7,0,0,0,NEBRASKA,0,0,0,0,,0,,64.3,,69.5,0,238,7,0,0,0,0,0,0,0,0,0,0,,
88453,Dylan Brown,DI,0,0,,0,0,,JVILLE ST,0,D54,0,0,0,9,1,2025,19,0,0,,0,0,0,0,19,0,60.2,0,0,0,0,JVILLE ST,0,0,0,0,,0,,59.3,,75,0,196,19,0,0,0,0,10,0,0,0,0,0,,57.5
90079,David Reese,ED,0,0,,0,0,,CAL,0,D07,0,0,0,3,1,2026,3,0,0,,0,0,0,0,0,0,,0,0,0,0,CAL,0,0,0,0,,0,,56.6,,69.4,0,130,3,0,0,0,0,0,0,0,0,0,3,,56.6
90529,Ose Egbase,ED,0,0,,0,0,,UNLV,1,D26,0,0,0,18,1,2026,23,0,0,64.9,0,0,2,4,0,0,60.1,0,0,0,0,UNLV,1,0,0,0,,0,0,58.3,,75,0,325,23,0,2,0,0,3,1,0,0,0,17,69.7,51.9
90783,Tyrice Ivy Jr.,S,1,0,,0,1,0,OREGON ST,0,D12,13,7,0,0,1,2026,0,0,0,72.7,0,0,6,0,0,0,50.9,0,0,0,0,OREGON ST,0,0,0,0,,0,100,61.6,,71.5,0,265,13,0,0,0,39.6,7,0,0,6,0,0,22.1,
91245,Trey Laing,ED,0,0,,0,0,,E MICHIGAN,0,D97,2,0,0,5,1,2025,16,0,0,62.4,0,0,5,0,0,0,65.1,0,0,0,0,E MICHIGAN,0,0,0,0,,2,,64.2,,76.9,0,160,18,0,0,0,0,8,0,0,0,0,16,,56.5
97141,Antavious Lane,S,1,0,,0,0,100,N CAROLINA,5,D01,33,17,0,2,1,2025,2,6,1,61.5,1,0,22,0,0,0,78.3,1,0,1,0,N CAROLINA,3,0,1,0,6,6,0,67,6,0,0,245,35,2,0,0,91.7,11,0,0,9,0,2,82.5,66.7
97143,Bralyn Lux,CB,2,0,2025,0,1,50,TEXAS TECH,1,D00,64,10,0,0,1,2025,0,10,1,71.3,0,0,25,0,0,0,46.9,53,0,0,0,TEXAS TECH,1,0,0,0,10,1,50,65.2,10,76.6,0,315,64,0,0,0,64.6,39,0,0,0,0,0,28.1,
97220,Anthony Wilson,S,3,0,,0,0,33.3,W VIRGINIA,2,D12,62,14,0,0,1,2025,0,19,1,60.7,0,0,45,0,0,0,70.3,0,0,1,0,W VIRGINIA,0,0,0,0,19,25,0,60,19,0,0,343,62,3,0,1,56.3,17,0,4,23,0,0,83.8,
97225,Brandon Crossley,CB,1,0,2025,0,0,0,SMU,2,D01,38,6,0,0,1,2025,0,0,0,66.8,0,0,20,0,0,0,65.6,31,0,0,0,SMU,0,0,0,0,,1,0,68.1,,74.1,0,287,38,0,0,0,39.6,18,0,0,0,0,0,77,
97230,Marcus Harris,CB,5,0,2025,0,0,40,CAL,5,D05,53,4,0,0,1,2025,0,30,2,64.5,0,0,35,0,0,0,68.9,45,0,1,0,CAL,1,0,0,0,15,3,0,62.5,15,0,0,130,53,2,0,1,100,18,0,2,1,1,0,81.6,
97237,Rod Heard II,S,1,0,,0,0,100,NOTRE DAME,1,D02,24,20,0,1,1,2025,2,13,1,54.7,0,0,8,0,0,0,73.4,0,1,0,0,NOTRE DAME,0,0,1,0,13,1,0,69.4,13,71.7,0,258,26,0,0,0,118.8,17,0,2,3,0,2,78.9,60
97239,Chike Anigbogu,LB,0,0,,0,0,,RICE,0,D07,20,17,0,3,1,2025,1,0,0,62.2,0,0,6,0,0,0,70.6,0,1,0,0,RICE,0,0,1,0,,3,,75.3,,72.2,0,275,21,0,0,0,0,12,0,0,0,0,1,,74.1
97243,Isaiah Essissima,CB,1,0,,0,0,0,COLO STATE,0,D01,31,1,0,0,1,2025,2,0,0,70.9,0,0,15,0,0,0,62.8,28,0,0,0,COLO STATE,0,0,0,0,,0,,71,,76,0,144,33,0,0,0,39.6,18,0,0,2,0,2,,
97324,Jordan Clark,CB,2,0,2025,0,0,0,NOTRE DAME,0,D01,16,2,0,0,1,2025,0,0,0,86.1,0,0,8,0,0,0,53.6,2,0,0,0,NOTRE DAME,0,0,0,0,,12,,80.8,,72.6,0,258,16,0,0,2,39.6,8,0,0,0,0,0,,
97329,Derrick Canteen,S,7,0,2025,0,1,57.1,CINCINNATI,7,D10,58,38,0,0,1,2025,0,46,4,78.5,0,0,37,0,0,0,59.3,3,0,0,0,CINCINNATI,0,0,0,0,15,14,10,74.4,11.5,76.6,0,138,58,7,0,3,77.1,21,0,2,3,0,0,69.9,
97330,Juan Powell,CB,2,0,,0,0,50,COAST CAR,3,D00,35,13,0,4,1,2025,5,1,1,70.8,0,0,17,0,0,0,53.2,0,0,0,0,COAST CAR,3,0,0,0,1,20,0,64.1,1,75.4,0,141,40,1,0,1,56.3,19,1,0,2,0,5,77.9,57.5
97341,Ken Robinson,S,1,0,,0,2,100,UTSA,9,D04,43,11,0,0,1,2025,0,12,1,56.8,0,0,26,0,0,0,76.3,0,0,0,0,UTSA,4,0,0,0,12,8,18.2,63.8,12,76.8,0,331,43,11,0,0,116.7,17,1,0,24,0,0,57.3,
