playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesOffense,gradesOffensePenalty,gradesPassRoute,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesHandsFumble,gradesPassBlock,gradesPass,gradesRun
41982,Cam McCormick,TE,0,,2025,220,43.1,0,50.7,57.9,84,1,1,0,0,6,0,13,19,6,13,MIAMI FL,MIAMI FL,,,,
52369,Marshall Lang,TE,0,2025,2025,256,48.9,75.1,54.3,43.2,88,0,1,0,0,15,0,6,21,15,6,NWESTERN,NWESTERN,61,,,
52487,Luke Kandra,G,0,2025,2025,138,59.2,79.3,,53.5,67,0,1,0,51,0,0,24,75,51,24,CINCINNATI,CINCINNATI,,73.1,,
52540,Jakob James,C,0,,2025,316,54.3,78.7,,47,78,0,1,0,32,0,0,20,52,32,20,TOLEDO,TOLEDO,,83.6,,
52545,Joe Royer,TE,0,2026,2026,138,50.6,79.1,47.5,66,11,0,1,0,2,42,0,17,61,44,17,CINCINNATI,CINCINNATI,61,28.8,,
52962,Michael McCalmont,TE,0,,2025,138,59.7,65.9,,58.4,82,0,1,0,0,0,0,2,2,0,2,CINCINNATI,CINCINNATI,,,,
53372,Nick Presley,WR,0,,2026,117,56.3,69.7,57.1,60,19,0,1,0,0,3,0,2,5,3,2,BALL ST,BALL ST,,,,
53398,Eric Meeks,G,0,,2026,214,42.4,0,,56.1,57,2,1,0,30,0,0,34,64,30,34,MARSHALL,MARSHALL,,25,,
53431,Zeke Correll,C,0,2025,2025,248,60.3,79.2,,57.4,56,0,1,0,40,0,0,21,61,40,21,NC STATE,NC STATE,,66.8,,
53851,Logan Osburn,C,0,,2025,214,56.2,73.1,,55,65,0,1,0,4,0,0,7,11,4,7,MARSHALL,MARSHALL,,75.8,,
54221,Sterling Berkhalter,WR,0,,2027,138,70,76.4,68.9,61,84,0,1,0,0,20,0,8,28,20,8,CINCINNATI,CINCINNATI,62.9,,,
63838,Jack Coldiron,TE,0,,2025,221,52.7,75,55.3,53.2,89,0,1,0,2,10,0,12,24,12,12,MIAMI OH,MIAMI OH,61,68.7,,
63985,CJ Kiss,TE,0,,2025,346,60,63.5,,60,89,0,1,0,0,0,0,1,1,0,1,W KENTUCKY,W KENTUCKY,,,,
70536,Sebastian Macaluso,WR,0,,2025,285,53.6,72,54.4,60,24,0,1,0,0,11,0,1,12,11,1,S JOSE ST,S JOSE ST,,,,
70874,Jake Retzlaff,QB,0,,2026,128,69.2,77,,60,12,0,1,49,0,0,2,18,69,49,20,BYU,BYU,70.4,,68.6,61.3
70933,DeCarlos Brooks,HB,0,,2025,110,60,64.9,,60,25,0,1,0,0,0,0,1,1,0,1,ARIZONA ST,ARIZONA ST,,,,
70961,Mikey Keene,QB,0,,2027,169,53.7,76.5,60,60,01,1,1,37,0,1,3,20,61,38,23,FRESNO ST,FRESNO ST,33.3,,62.3,36.7
70963,Jacob Conover,QB,0,,2026,329,60,63.6,,,15,0,1,0,0,0,1,0,1,0,1,UTAH ST,UTAH ST,62.5,,,60
71295,Ryan Hilinski,QB,0,,2025,256,36.4,70.1,,60,03,1,1,4,0,0,0,6,10,4,6,NWESTERN,NWESTERN,63.3,,35,
71304,Kyle Ford,WR,0,,2025,326,51.8,77,51.8,61.5,81,0,1,0,0,18,0,13,31,18,13,USC,USC,,,,
71312,Elijah Mojarro,TE,0,,2025,275,46.8,77.2,46.3,53.7,07,0,1,0,7,24,0,15,46,31,15,RICE,RICE,10.3,72.4,,
71345,Bru McCoy,WR,0,,2025,307,71.3,76.3,68.6,78.1,05,0,1,0,0,27,0,18,45,27,18,TENNESSEE,TENNESSEE,65.7,,,
71409,Jamari Ferrell,HB,0,,2026,351,62,75.1,59.6,58.4,06,0,1,0,3,10,11,4,28,13,15,WYOMING,WYOMING,73.6,47,,62.7
71502,Andrew Madrigal,C,0,,2026,239,55,79.3,,59.1,78,0,1,0,42,0,0,20,62,42,20,NEVADA,NEVADA,,39.7,,
71530,Marquis Ashley,WR,0,,2026,239,54.6,75.2,54.4,61.3,07,0,1,0,0,22,0,13,35,22,13,NEVADA,NEVADA,65.3,,,
71674,Silas Bolden,WR,0,2025,2025,311,53.2,75.5,56.5,45,11,0,1,0,0,8,0,16,24,8,16,TEXAS,TEXAS,16.3,,,
72075,Josh Carlin,G,0,,2025,324,68.1,78.4,,70.6,54,0,1,0,36,0,0,20,56,36,20,UCLA,UCLA,,57.6,,
72178,Colby Bowman,WR,0,,2025,329,56.2,69.9,57.2,60,09,0,1,0,0,2,0,2,4,2,2,UTAH ST,UTAH ST,,,,
72200,Marist Talavou,G,0,,2025,285,66.8,77.9,,63.2,61,0,1,0,24,0,0,25,49,24,25,S JOSE ST,S JOSE ST,,85.8,,
72292,Canaan Yarro,C,0,,2025,242,64.1,78.8,,60,56,0,1,0,22,0,0,33,55,22,33,NEW MEX ST,NEW MEX ST,,82.8,,
72324,Sonny Makasini,G,0,,2027,128,70,73.7,,64.8,51,0,1,0,13,0,0,2,15,13,2,BYU,BYU,,81.8,,
72689,Marshall Jackson,T,0,,2026,346,53.1,76.3,,50,53,0,1,0,37,0,0,24,61,37,24,W KENTUCKY,W KENTUCKY,,56.3,,
72705,Jacob Gideon,C,0,,2025,347,67.7,78.5,,69.6,77,0,1,0,30,0,0,21,51,30,21,W MICHIGAN,W MICHIGAN,,48.4,,
73148,Falcon Kaumatule,G,0,,2025,328,64.8,73.7,,63.4,59,0,1,0,4,0,0,11,15,4,11,UTAH,UTAH,,79.1,,
73621,Elijah Gilliam,HB,0,,2026,169,62.7,74,64.1,60,33,0,1,0,2,10,3,2,17,12,5,FRESNO ST,FRESNO ST,68.5,42.5,,62.4
73931,Luke Bottari,QB,0,,2025,328,62,72.9,,60,15,1,1,11,0,0,3,7,21,11,10,UTAH,UTAH,68.5,,57.6,64.9
73940,Davis Warren,QB,0,,2027,222,63.3,76.9,,60,16,0,1,37,0,0,0,33,70,37,33,MICHIGAN,MICHIGAN,68.8,,62.3,
73978,Michael Churich,TE,0,,2025,324,56.6,68.6,55.8,,89,0,1,0,0,2,0,0,2,2,0,UCLA,UCLA,,,,
74174,Mose Vavao,C,0,2025,2025,169,75.5,79.4,,69.4,51,0,1,0,38,0,0,27,65,38,27,FRESNO ST,FRESNO ST,,86.2,,
74236,Mason Murphy,T,0,2026,2026,326,65.7,14.6,85.1,59.6,76,1,1,0,39,0,0,26,65,39,26,USC,USC,,69.9,,
74267,Melquan Stovall,WR,0,,2025,110,59.6,76.2,60,60.9,05,0,1,0,0,16,1,27,44,16,28,ARIZONA ST,ARIZONA ST,64.3,,,59.2
74298,Justin Lockhart,WR,0,2025,2025,285,47,77.2,47,61.1,11,0,1,0,0,12,0,16,28,12,16,S JOSE ST,S JOSE ST,,,,
74652,AJ Vaipulu,G,0,,2026,242,57.8,79.1,,54,51,0,1,0,22,0,0,33,55,22,33,NEW MEX ST,NEW MEX ST,,85.6,,
75288,Tegra Tshabola,G,0,,2028,260,55.3,0,,57.3,77,1,1,0,29,0,0,27,56,29,27,OHIO STATE,OHIO STATE,,64.7,,
76794,Malcolm Lamar Sr.,T,0,,2025,165,73.3,77.4,,79.7,70,1,1,0,26,0,0,46,72,26,46,FAU,FAU,,24.5,,
77383,John Campbell Jr.,T,0,,2025,307,72,72.5,,69.5,74,0,1,0,12,0,0,8,20,12,8,TENNESSEE,TENNESSEE,,76.8,,
77518,Marques Cox,T,0,2025,2025,202,55.3,76.7,,44.5,69,0,1,0,34,0,0,23,57,34,23,KENTUCKY,KENTUCKY,,74.3,,
77677,Casey Thompson,QB,0,,2025,261,60,63.6,,,16,0,1,0,0,0,1,0,1,0,1,OKLAHOMA,OKLAHOMA,62.5,,,60
77939,Anthony Torres,TE,0,2025,2025,316,66.4,77,73.6,49,88,0,1,0,1,22,0,18,41,23,18,TOLEDO,TOLEDO,62.9,67.3,,
78150,Sterling Galban,WR,0,,2026,216,54.8,76,54.4,61.9,04,0,1,0,0,23,0,20,43,23,20,UMASS,UMASS,62.9,,,
78573,Solomon Vanhorse,HB,0,,2026,190,60,64.9,,60,18,0,1,0,0,0,0,1,1,0,1,INDIANA,INDIANA,61.9,,,
78578,Ty Son Lawton,HB,0,,2025,190,73.3,75.4,60.2,60,17,0,1,0,2,10,15,2,29,12,17,INDIANA,INDIANA,75.2,23.2,,74.7
81514,Brennen Milliron,LS,0,,2025,296,60,65.1,,60,S39,0,1,0,0,0,0,1,1,0,1,SO MISS,SO MISS,,,,
81559,Spencer Lovell,G,0,,2025,239,70.3,78.5,,70.3,76,0,1,0,42,0,0,17,59,42,17,NEVADA,NEVADA,,75,,
81809,Joe More,C,0,,2025,111,60,65.8,,60,78,0,1,0,0,0,0,2,2,0,2,ARKANSAS,ARKANSAS,,,,
81813,Reggie Sutton,T,0,,2025,278,60,67.3,,60,70,0,1,0,0,0,0,4,4,0,4,RUTGERS,RUTGERS,,,,
81860,Tank Jenkins,G,0,,2025,182,65.6,0,,68.9,72,1,1,0,30,0,0,22,52,30,22,HOUSTON,HOUSTON,,76.1,,
81896,Wyatt Bowles,G,0,2025,2025,329,57.8,78.4,,55.1,60,0,1,0,30,0,0,44,74,30,44,UTAH ST,UTAH ST,,67.9,,
82136,Spencer Petras,QB,0,,2025,329,57,72.7,,60,07,0,1,12,0,0,1,9,22,12,10,UTAH ST,UTAH ST,66.8,,61.7,52.9
83537,Tyler Shough,QB,0,2025,2025,210,83,23.3,,60,09,1,1,31,0,0,0,36,67,31,36,LOUISVILLE,LOUISVILLE,68.3,,83.4,63.1
83944,Tyneil Hopper,TE,0,,2025,223,54.2,66.6,58.1,56.6,88,0,1,0,0,1,0,3,4,1,3,MICH STATE,MICH STATE,,,,
86142,Carson Lee,G,0,,2026,160,63.8,79.3,,59.4,75,0,1,0,49,0,0,23,72,49,23,E MICHIGAN,E MICHIGAN,,77.5,,
86146,Toreon Penright,T,0,,2026,169,60.8,78.8,,59.5,77,0,1,0,38,0,0,26,64,38,26,FRESNO ST,FRESNO ST,,61.6,,
86392,Corey Kiner,HB,0,2025,2025,138,71.9,77.1,63.2,59.7,21,0,1,0,13,25,15,2,55,38,17,CINCINNATI,CINCINNATI,75.2,22.9,,77.9
86461,Jonah Monheim,C,0,2025,2025,326,76.3,79.4,,74.9,79,0,1,0,39,0,0,26,65,39,26,USC,USC,,70,,
86489,Alex Moore,T,0,,2025,101,79.7,76.9,,77.8,76,0,1,0,5,0,0,68,73,5,68,AIR FORCE,AIR FORCE,,33.7,,
86538,Chase Penry,WR,0,,2026,120,56.9,71.5,57,60.4,13,0,1,0,0,5,0,6,11,5,6,BOISE ST,BOISE ST,,,,
87406,Bless Harris,T,0,,2025,305,63.6,75.3,,60.9,58,0,1,0,27,0,0,15,42,27,15,TCU,TCU,,65.8,,
88746,Landon Parker,WR,0,2025,2025,318,63.8,0,65.8,61,01,1,1,2,0,27,0,6,35,29,6,TROY,TROY,66.1,,59.7,
90875,Hudson Mesa,C,0,,2026,285,48.6,78.4,,47.5,60,0,1,0,24,0,0,25,49,24,25,S JOSE ST,S JOSE ST,,62.9,,
97061,Josh Kelly,WR,0,2025,2025,315,56.9,78.3,56.6,62,03,0,1,0,0,53,0,22,75,53,22,TEXAS TECH,TEXAS TECH,65,,,
97104,Lexington Joseph,HB,0,,2025,166,63.1,74.4,58.4,58.4,08,0,1,0,1,5,2,8,16,6,10,FIU,FIU,66.3,65.3,,63.6
97105,Cam Ross,WR,0,2026,2026,197,56,78.6,55.7,59.9,01,0,1,0,0,36,0,31,67,36,31,JAMES MAD,JAMES MAD,66.4,,,
97121,Gerald Green,HB,0,,2025,318,63.5,73.6,45,58,00,0,1,0,1,6,7,6,20,7,13,TROY,TROY,21.2,70.3,,68.7
97125,Jacquez Stuart,HB,0,,2025,316,62.3,74.2,74.6,41.3,00,0,1,0,5,10,2,2,19,15,4,TOLEDO,TOLEDO,67.7,78,,58.3
97127,Samario Rudolph,WR,0,,2026,196,60,66.5,59.9,60,03,0,1,0,0,2,0,1,3,2,1,JVILLE ST,JVILLE ST,10.1,,,
97161,Aaron Young,HB,0,,2025,263,76.1,77,51.4,57.6,05,0,1,0,9,23,18,15,65,32,33,DOMINION,DOMINION,76.2,76.8,,79.9
97188,Dante Wright,WR,0,,2025,306,80.2,77.6,78.3,71.8,05,0,1,0,0,32,0,18,50,32,18,TEMPLE,TEMPLE,71.9,,,
97191,Michael Brown Stephens,WR,0,,2025,327,70.4,76.7,69.7,61.1,07,0,1,0,0,26,0,20,46,26,20,USF,USF,65.7,,,
97211,Christian Dremel,WR,0,,2025,278,70.4,81.7,63.1,92,80,0,1,0,0,25,0,17,42,25,17,RUTGERS,RUTGERS,70.2,,,
97213,Taylor Morin,WR,0,2025,2025,339,67.5,76.3,67.3,58.8,02,0,1,0,0,26,0,16,42,26,16,WAKE,WAKE,69.1,,,
97218,Jacob Bernard,WR,0,,2025,207,64.3,76.5,64.4,57.6,04,0,1,0,0,18,0,21,39,18,21,LA LAFAYET,LA LAFAYET,70.1,,,
97278,Javon Harvey,WR,0,,2025,154,56.5,69.4,57.4,60,07,0,1,0,0,3,0,1,4,3,1,DUKE,DUKE,,,,
97286,Chandler Fields,QB,0,,2025,207,91.1,20,,60,18,1,1,31,0,0,3,24,58,31,27,LA LAFAYET,LA LAFAYET,69.8,,92.7,58.8
97287,Trevor Wilson,WR,0,,2025,198,58.9,72.5,58.8,60.6,07,0,1,0,0,4,0,7,11,4,7,KANSAS,KANSAS,66.2,,,
97308,Jerjuan Newton,WR,0,2025,2025,316,57.7,78.3,57.5,60.6,01,0,1,0,0,32,0,19,51,32,19,TOLEDO,TOLEDO,66,,,
97310,Deion Hankins,HB,0,2025,2025,314,74.6,69.1,58.7,,33,0,1,0,2,2,5,0,9,4,5,TEXAS ST,TEXAS ST,69.7,73.2,,72.3
97392,Daton Montiel,K,0,,2025,166,60,70.3,,60,S25,0,1,0,0,0,0,1,1,0,1,FIU,FIU,,,,
97404,Brett Gabbert,QB,0,2025,2025,221,60.1,75.9,,60,05,0,1,30,1,0,2,20,53,31,22,MIAMI OH,MIAMI OH,69.3,62.2,58.5,61.4
97422,Dino Tomlin,WR,0,,2025,121,52.4,76.2,52.6,57.3,13,0,1,0,0,15,0,18,33,15,18,BOSTON COL,BOSTON COL,,,,
97424,Bryce Kirtz,WR,0,,2025,256,67.3,77,66.5,61.2,17,0,1,0,0,26,0,9,35,26,9,NWESTERN,NWESTERN,64.1,,,
97427,Devin Voisin,WR,0,,2026,288,54,76.6,53.6,60.4,01,0,1,0,0,18,0,18,36,18,18,S ALABAMA,S ALABAMA,,,,
97433,Trey Sanders,HB,0,,2025,305,58.1,68,60,,02,0,1,0,0,1,2,0,3,1,2,TCU,TCU,65.5,,,58.7
97471,Roderick Roberson,S,0,,2025,208,60,65,,60,D19,0,1,0,0,0,0,1,1,0,1,LA TECH,LA TECH,,,,
97543,Jett Elad,S,0,,2026,325,60,65,,60,D09,2,1,0,0,0,0,1,1,0,1,UNLV,UNLV,,,,
97594,Dannis Jackson,WR,0,,2026,296,55.8,76.2,53.8,72.5,13,0,1,0,0,19,0,11,30,19,11,SO MISS,SO MISS,61,,,
97617,Cole Snyder,QB,0,,2025,160,69.6,76.4,,60,15,1,1,40,0,0,4,16,60,40,20,E MICHIGAN,E MICHIGAN,70.7,,70.2,59.2
97620,Zakhari Franklin,WR,0,2025,2025,187,54.6,75.3,54.1,61.7,04,0,1,0,0,12,0,14,26,12,14,ILLINOIS,ILLINOIS,,,,
97640,Beau Johnson,TE,0,,2025,174,46.7,72.8,52.2,47.6,11,0,1,0,2,9,0,10,21,11,10,GA SOUTHRN,GA SOUTHRN,,67.9,,
97645,Jakai Clark,C,0,,2025,287,67.1,4.9,,65.3,53,1,1,0,35,0,0,35,70,35,35,SMU,SMU,,83.7,,
97651,Dom Polizzi,C,0,,2025,126,55.1,79.8,,55.3,66,0,1,0,35,0,0,37,72,35,37,BUFFALO,BUFFALO,,54.3,,
97653,Tanner Miller,C,0,,2025,223,79,79.7,,74.8,61,0,1,0,35,0,0,36,71,35,36,MICH STATE,MICH STATE,,75,,
97656,Parker Titsworth,C,0,,2025,259,69,80,,64.8,69,0,1,0,25,0,0,49,74,25,49,OHIO,OHIO,,80.4,,
97659,Kris Mitchell,WR,0,,2025,258,68.8,74.5,68,60.1,10,0,1,0,0,10,0,8,18,10,8,NOTRE DAME,NOTRE DAME,61,,,
97665,Dante Cephas,WR,0,,2025,199,60.1,77.7,59.8,60.4,14,0,1,0,0,20,0,25,45,20,25,KANSAS ST,KANSAS ST,64.1,,,
97704,Matt Salopek,LB,0,,2025,221,60,63.8,,60,D15,0,1,0,0,0,0,1,1,0,1,MIAMI OH,MIAMI OH,,,,
97754,Jordan Waters,HB,0,2025,2025,248,67.2,74.1,79.2,,07,0,1,0,5,10,3,0,18,15,3,NC STATE,NC STATE,68.5,76.2,,59.7
97779,Lance LeGendre,WR,0,,2025,207,79.6,75.3,79.3,55.6,09,0,1,0,0,19,0,14,33,19,14,LA LAFAYET,LA LAFAYET,66.2,,,
97799,Michael Kern,QB,0,,2025,339,47,69.1,,60,15,0,1,5,0,0,0,2,7,5,2,WAKE,WAKE,63.8,,50.4,57.3
97800,Jadon Jackson,WR,0,,2025,199,59.8,69.4,,59.2,00,0,1,0,0,0,0,5,5,0,5,KANSAS ST,KANSAS ST,,,,
97809,Javien Cuff,WR,0,,2026,126,57.3,70,57.9,60.5,19,0,1,0,0,2,0,4,6,2,4,BUFFALO,BUFFALO,,,,
97813,Donavon Greene,WR,0,,2026,339,47.2,77.8,47.7,57.2,11,0,1,0,0,23,0,15,38,23,15,WAKE,WAKE,,,,
97835,Will McDonald,C,0,,2025,130,69.8,79.9,,66,66,0,1,0,54,0,0,20,74,54,20,CAL,CAL,,75.2,,
97843,Joshua Black,G,0,,2025,175,57,79.3,,54.3,72,0,1,0,32,0,0,42,74,32,42,GA STATE,GA STATE,,66.6,,
97851,Chayse Todd,C,0,,2025,314,73.7,80.4,,72.4,77,1,1,0,54,0,0,31,85,54,31,TEXAS ST,TEXAS ST,,67.9,,
97922,Terrell McDonald,TE,0,,2025,321,63.5,76.4,65.5,62,10,0,1,0,1,11,1,21,34,12,22,UAB,UAB,64.3,67.3,,58.5
97933,Nick Rempert,WR,0,,2026,251,49.5,72.9,44.8,59.9,09,0,1,0,0,4,1,4,9,4,5,N TEXAS,N TEXAS,62.5,,,63.2
97995,Eli Pancol,WR,0,2025,2025,154,79.1,77.2,78.3,58.6,04,0,1,0,0,36,0,22,58,36,22,DUKE,DUKE,65.7,,,
97998,Kurtis Rourke,QB,0,2025,2025,190,65.1,76.7,,60.1,09,1,1,28,0,0,3,32,63,28,35,INDIANA,INDIANA,69.6,,60.9,68.2
98005,Theo Wease Jr.,WR,0,2025,2025,229,72.4,77.7,75.6,48.2,01,0,1,0,0,16,0,28,44,16,28,MISSOURI,MISSOURI,65,,,
98007,Cadarrius Thompson,WR,0,,2025,175,59.5,71.8,59.9,60.1,05,0,1,0,0,1,0,10,11,1,10,GA STATE,GA STATE,67.5,,,
98019,Dalvin Smith,WR,0,,2025,346,74.7,75.2,73.5,60.9,17,0,1,0,0,20,0,11,31,20,11,W KENTUCKY,W KENTUCKY,65,,,
98025,Collin Schlee,QB,0,,2025,337,66.5,73.1,,60,03,0,1,9,0,0,7,9,25,9,16,VA TECH,VA TECH,71,,43.1,78.2
98029,Cameron Hite,TE,0,,2025,339,53.9,75.2,51.8,59.6,20,0,1,0,2,13,0,17,32,15,17,WAKE,WAKE,61,66.4,,
98033,Isaiah Neyor,WR,0,2025,2025,238,54.7,78.3,54.5,60.9,18,0,1,0,0,34,0,22,56,34,22,NEBRASKA,NEBRASKA,65,,,
98043,AJ Gillie,G,0,,2025,207,78.6,0,,83.7,53,1,1,0,31,0,0,27,58,31,27,LA LAFAYET,LA LAFAYET,,85.3,,
98047,Dontae Lucas,G,0,,2025,296,65,0.2,,67.1,78,1,1,0,41,0,0,24,65,41,24,SO MISS,SO MISS,,78.8,,
98064,Christophe Atkinson,G,0,,2025,259,55.3,79.4,,51.6,66,0,1,0,25,0,0,49,74,25,49,OHIO,OHIO,,82.4,,
98068,Ethan Miner,C,0,,2025,227,71.4,78.6,,66.6,67,0,1,0,31,0,0,21,52,31,21,MISS STATE,MISS STATE,,81.2,,
98070,Tyler Brown,G,0,,2027,143,51.4,73,,53.1,56,0,1,0,8,0,0,4,12,8,4,COLORADO,COLORADO,,35.8,,
98078,Cedric Claiborne,T,0,,2025,242,63.8,75.9,,57.4,78,0,1,0,22,0,0,33,55,22,33,NEW MEX ST,NEW MEX ST,,83.7,,
98082,Demetris Allen,G,0,,2026,331,60.6,68,,60.1,73,0,1,0,1,0,0,2,3,1,2,UTSA,UTSA,,74.1,,
98099,Tristen Tewes,TE,0,,2025,254,62.2,74.9,49.8,69.1,82,0,1,0,2,10,0,24,36,12,24,N ILLINOIS,N ILLINOIS,,66.5,,
98198,Wisdom Quarshie,G,0,,2025,306,58.3,79.1,,53.1,79,0,1,0,40,0,0,27,67,40,27,TEMPLE,TEMPLE,,74.3,,
98226,Jack Sherwin,T,0,,2025,347,77,75.6,,77.9,63,0,1,0,30,0,0,21,51,30,21,W MICHIGAN,W MICHIGAN,,68.8,,
98230,Joey Capra,T,0,,2025,109,49.6,0,,60,53,2,1,0,53,0,0,18,71,53,18,ARIZONA,ARIZONA,,54.5,,
98232,Renato Brown,G,0,,2025,210,69.6,77,,68.6,56,0,1,0,17,0,0,18,35,17,18,LOUISVILLE,LOUISVILLE,,81.2,,
98233,Zovon Lindsay,T,0,,2025,141,57.6,72.4,,52.9,64,0,1,0,8,0,0,11,19,8,11,COAST CAR,COAST CAR,,78.2,,
98249,Timothy McKay,G,0,2025,2025,248,63.1,78.6,,60.2,52,0,1,0,40,0,0,21,61,40,21,NC STATE,NC STATE,,71.5,,
98252,Joshua Gray,G,0,2025,2025,265,67.1,80.8,,65.7,67,0,1,0,41,0,0,42,83,41,42,OREGON ST,OREGON ST,,71.5,,
98255,Jax Harrington,G,0,,2026,207,68,78.4,,64.9,70,0,1,0,28,0,0,27,55,28,27,LA LAFAYET,LA LAFAYET,,85,,
98266,Steven Losoya III,G,0,2025,2025,333,63.8,78.2,,64.1,68,0,1,0,26,0,0,21,47,26,21,VANDERBILT,VANDERBILT,,59,,
98272,Addison West,G,0,2025,2025,347,77.2,77.9,,77.8,75,0,1,0,29,0,0,21,50,29,21,W MICHIGAN,W MICHIGAN,,80.9,,
98277,King McGowen,T,0,,2025,207,59.2,76.1,,56,77,0,1,0,25,0,0,23,48,25,23,LA LAFAYET,LA LAFAYET,,65.1,,
98278,Tristen Bittner,G,0,,2025,201,43.1,76.2,,42,65,0,1,0,14,0,0,8,22,14,8,KENT STATE,KENT STATE,,31,,
98287,Matt Smith,TE,0,,2027,216,55.4,67,59.6,56.6,80,0,1,0,0,1,0,2,3,1,2,UMASS,UMASS,,,,
98289,Marlyn Johnson,WR,0,,2025,165,69.4,73,68.2,60.6,11,0,1,0,0,8,0,6,14,8,6,FAU,FAU,62.9,,,
98301,Stanley King,WR,0,,2025,201,55,73.6,55.3,60.5,80,0,1,0,0,8,0,5,13,8,5,KENT STATE,KENT STATE,,,,
98350,Duke Olges,TE,0,,2025,256,69.7,67.4,57.1,68.5,02,0,1,0,1,2,0,2,5,3,2,NWESTERN,NWESTERN,,68.3,,
98362,Hayden Wolff,QB,0,,2025,347,61.3,75.5,,60,11,0,1,29,0,0,0,20,49,29,20,W MICHIGAN,W MICHIGAN,68.1,,61.6,57.8
98383,Reece McIntyre,C,0,,2025,226,59.8,78.6,,58,56,0,1,0,35,0,0,17,52,35,17,OLE MISS,OLE MISS,,62.7,,
98391,DeVonte Gordon,T,0,,2025,339,57.6,10.6,,55.7,62,2,1,0,30,0,0,24,54,30,24,WAKE,WAKE,,81.2,,
98398,Ben Scott,C,0,2025,2025,238,77.9,79.9,,72.2,66,0,1,0,40,0,0,34,74,40,34,NEBRASKA,NEBRASKA,,84.4,,
98405,Ryan Jacoby,G,0,,2025,268,53,79.4,,50.2,61,0,1,0,39,0,0,20,59,39,20,PITTSBURGH,PITTSBURGH,,54.8,,
98414,Jeremy Jones,T,0,,2025,214,61.5,76.8,,58.1,74,0,1,0,30,0,0,37,67,30,37,MARSHALL,MARSHALL,,67.4,,
98423,Jeremy James,G,0,,2025,226,72,75.7,,72.5,78,0,1,0,19,0,0,8,27,19,8,OLE MISS,OLE MISS,,75.5,,
98426,J.J. Lippe,G,0,2025,2025,254,73.6,77.3,,66.8,79,0,1,0,46,0,0,32,78,46,32,N ILLINOIS,N ILLINOIS,,82.7,,
98430,Thomas Gordon,TE,0,2025,2025,256,48.3,75.1,53,44.3,87,0,1,0,2,15,0,9,26,17,9,NWESTERN,NWESTERN,61,69.9,,
98431,Tyler Fromm,TE,0,,2025,174,59.8,76.5,59.7,57.6,07,0,1,0,3,25,0,16,44,28,16,GA SOUTHRN,GA SOUTHRN,64.1,69.6,,
98482,Dalton Cooper,T,0,2025,2025,262,66.1,75.5,,59.2,71,0,1,0,24,0,0,19,43,24,19,OKLA STATE,OKLA STATE,,80.7,,
98489,Caelan Shepard,T,0,,2025,126,47.1,76.9,,54.4,77,0,1,0,36,0,0,38,74,36,38,BUFFALO,BUFFALO,,25.1,,
98494,Tyler Stephens,TE,0,,2025,229,60,63,,60,80,0,1,0,0,0,0,1,1,0,1,MISSOURI,MISSOURI,,,,
98496,Luke Deal,TE,0,2025,2025,115,46.3,76.7,55,42.7,86,0,1,0,4,5,0,18,27,9,18,AUBURN,AUBURN,,73.2,,
98497,Tyler Foster,TE,0,,2025,262,59.6,70,59.7,59.4,86,0,1,0,2,1,0,4,7,3,4,OKLA STATE,OKLA STATE,,69.3,,
98501,Ryland Goede,TE,0,,2025,176,59,74.8,54.4,62.5,86,0,1,0,2,7,0,12,21,9,12,GA TECH,GA TECH,,68.1,,
98515,Chase Lundt,T,0,2025,2025,146,72.3,76.6,,68.9,75,0,1,0,50,0,0,16,66,50,16,UCONN,UCONN,,74.5,,
98517,Quinn Carroll,T,0,,2025,225,54.3,78.5,,51.3,77,0,1,0,27,0,0,32,59,27,32,MINNESOTA,MINNESOTA,,59.6,,
98524,Jack Conley,G,0,2025,2025,121,65,78.5,,62.9,67,0,1,0,31,0,0,30,61,31,30,BOSTON COL,BOSTON COL,,72.5,,
98528,Victor Stoffel,T,0,,2025,130,67.9,73.2,,61.4,78,0,1,0,14,0,0,7,21,14,7,CAL,CAL,,82.8,,
98531,Bryce Benhart,T,0,,2025,238,77.9,77,,74.6,54,0,1,0,40,0,0,34,74,40,34,NEBRASKA,NEBRASKA,,75.6,,
98550,Adrian Medley,G,0,,2026,323,57.4,79.3,,53.6,76,0,1,0,24,0,0,33,57,24,33,UCF,UCF,,79,,
98553,Jarrad Baker,WR,0,,2027,323,59.4,76.8,58.9,61.8,19,0,1,0,0,21,0,23,44,21,23,UCF,UCF,61,,,
98556,Jayden Harrison,WR,0,,2025,258,65.1,71.1,64.3,60,02,0,1,0,0,9,0,2,11,9,2,NOTRE DAME,NOTRE DAME,64.6,,,
98576,Justin Ball,TE,0,,2025,227,61.2,0,65.4,61.9,84,1,1,0,1,14,0,16,31,15,16,MISS STATE,MISS STATE,62.9,65.6,,
98679,Nick Nash,WR,0,2025,2025,285,52,76.5,51.6,59.6,03,0,1,0,0,24,0,25,49,24,25,S JOSE ST,S JOSE ST,61,,,
98683,Chandler Rogers,QB,0,,2026,130,70.7,68.9,60,60,07,0,1,0,0,1,2,2,5,1,4,CAL,CAL,65.5,,,66.5
