playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesKickoffKicker,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesLongSnap,gradesPuntReturn,gradesKickReturn,gradesFgepKicker,gradesPunter
144130,Peter Nearn,S,0,0,,2026,140,,61,65.6,D97,0,0,1,0,0,2,0,0,1,0,CLEMSON,CLEMSON,3,,,,,,,
144131,Payton Page,DI,0,0,2025,2025,140,,53.5,65.1,D55,0,0,1,9,1,0,0,0,1,0,CLEMSON,CLEMSON,11,43.3,59.8,,,,,
144132,Zaire Patterson,ED,0,0,,2026,140,,60,62.7,D91,0,0,1,0,1,0,0,0,0,0,CLEMSON,CLEMSON,1,,59.8,,,,,
144135,Tristen Rigby,HB,0,0,,2026,140,,60.4,67.3,31,0,0,1,0,0,1,0,0,1,0,CLEMSON,CLEMSON,2,,,,,,,
144137,Wise Segars Jr.,HB,0,0,,2026,140,,60.7,67,32,0,0,1,0,0,1,3,0,0,0,CLEMSON,CLEMSON,4,,,,,,,
144145,Jaylin Alderman,LB,0,0,,2026,220,,60,62.7,D21,0,0,1,0,1,0,0,0,0,0,MIAMI FL,MIAMI FL,1,,59.8,,,,,
144146,Caleb Banks,DI,0,0,2026,2026,163,,60.3,65.7,D88,0,0,1,0,4,0,0,0,2,0,FLORIDA,FLORIDA,6,,59.2,,,,,
144147,Victoine Brown,DI,0,0,,2025,175,,67.9,64.2,D20,0,0,1,8,0,0,3,6,0,1,GA STATE,GA STATE,17,60.6,,,,,,
144151,Ryheem Craig,ED,0,0,,2026,156,,60,61.1,D32,0,0,1,0,1,0,0,0,0,0,E CAROLINA,E CAROLINA,1,,60,,,,,
144154,Ashton Gillotte,ED,0,0,2025,2025,210,,60.2,62.9,D09,0,0,1,0,1,0,0,2,0,0,LOUISVILLE,LOUISVILLE,3,,60,,,,,
144155,Michael Gonzalez,G,0,0,2025,2025,210,,62.2,67.6,68,0,0,1,7,0,0,0,0,0,0,LOUISVILLE,LOUISVILLE,7,62.5,,,,,,
144157,Jackson Hamilton,LB,0,0,,2026,176,,60,62.9,D17,0,0,1,0,1,0,0,0,0,0,GA TECH,GA TECH,1,,60,,,,,
144159,Brady Hodges,P,0,0,,2025,210,,60.7,62.4,S93,0,0,1,7,0,0,0,1,0,0,LOUISVILLE,LOUISVILLE,8,60,,,,,,60
144172,Benjamin Perry,LB,0,0,,2027,210,,67.8,64.4,D10,0,0,1,0,1,5,0,0,0,1,LOUISVILLE,LOUISVILLE,6,,60,,,,,
144173,TJ Quinn,LB,0,0,2026,2026,210,,60.4,63.1,D34,0,0,1,0,1,0,0,0,2,0,LOUISVILLE,LOUISVILLE,3,,60,,,,,
144176,Mark Vassett,P,0,0,,2025,143,,60.4,64.4,S15,0,0,1,3,0,0,0,2,0,0,COLORADO,COLORADO,5,60,,,,,,61
144177,Kani Walker,CB,0,0,2026,2026,261,,61.5,66.5,D26,0,0,1,0,1,0,0,0,4,0,OKLAHOMA,OKLAHOMA,5,,60,,,,,
144180,Anthony Borriello,S,0,0,,2026,339,,60.3,66.5,D38,0,0,1,0,0,0,8,0,2,0,WAKE,WAKE,10,,,,,,,
144181,Quincy Bryant,LB,0,0,,2026,339,,60.5,67.8,D09,0,0,1,0,6,3,4,5,1,0,WAKE,WAKE,19,,60,,,,,
144182,Jaydon Collins,T,0,0,,2026,339,,60.1,66.1,76,0,0,1,2,0,0,0,0,0,0,WAKE,WAKE,2,60,,,,,,
144183,Matthew Dennis,K,0,0,,2026,339,,60,62.5,S99,0,0,1,2,0,0,0,0,0,0,WAKE,WAKE,2,,,,,,60,
144189,Trey Gooden,DI,0,0,2026,2026,327,,59.8,62.4,D03,0,0,1,0,1,0,0,0,0,0,USF,USF,1,,59.6,,,,,
144190,Christian Greene,WR,0,0,,2025,339,,60,64.3,29,0,0,1,0,0,0,0,0,1,0,WAKE,WAKE,1,,,,,,,
144191,Matt Gulbin,G,0,0,2026,2026,339,,60.9,64,54,0,0,1,2,0,0,0,5,0,0,WAKE,WAKE,7,60,,,,,,
144192,Dylan Hazen,LB,0,0,,2026,339,,60.1,65.7,D24,0,0,1,0,4,3,0,5,0,0,WAKE,WAKE,12,,59.8,,,,,
144194,Zach Igwebe,HB,0,0,,2025,339,,60.3,64.8,21,0,0,1,0,0,0,0,0,2,0,WAKE,WAKE,2,,,,,,,
144196,Zach Lohavichan,DI,0,0,,2027,339,,59.1,65.2,D94,0,0,1,0,4,0,0,0,1,0,WAKE,WAKE,5,,58.7,,,,,
144203,Erik Russell,T,0,0,,2025,339,,60,61.3,72,0,0,1,2,0,0,0,0,0,0,WAKE,WAKE,2,60,,,,,,
144205,Nick Sharpe,G,0,0,,2027,339,,60.5,64.8,70,0,0,1,2,0,0,0,0,0,0,WAKE,WAKE,2,60,,,,,,
144208,Evan Slocum,S,0,0,,2025,339,,60.5,63.1,D07,0,0,1,0,6,3,0,0,0,0,WAKE,WAKE,9,,59.9,,,,,
144214,BJ Williams,ED,0,0,,2026,339,,60.3,64,D18,0,0,1,0,3,0,0,0,1,0,WAKE,WAKE,4,,59.6,,,,,
144217,Jack Dingle,LB,0,0,2026,2026,138,,60.4,64.2,D49,0,0,1,0,4,0,0,2,0,0,CINCINNATI,CINCINNATI,6,,60.1,,,,,
144219,Mason Fletcher,P,0,0,,2025,138,,60,65,S31,0,0,1,1,0,0,0,2,0,0,CINCINNATI,CINCINNATI,3,60,,,,,,59.6
144220,AJ George,G,0,0,,2026,102,,61.7,68.5,71,0,0,1,6,0,0,0,0,0,0,AKRON,AKRON,6,60,,,,,,
144224,Rob Jackson,ED,0,0,,2026,138,,59.1,63.5,D99,0,0,1,0,3,0,0,0,0,0,CINCINNATI,CINCINNATI,3,,59.1,,,,,
144232,Myles Montgomery,HB,0,0,2026,2026,323,,61.1,68.4,22,0,0,1,0,0,0,6,0,3,0,UCF,UCF,9,,,,,,,
144234,Will Pauling,WR,0,0,2026,2026,349,,59.8,65.7,06,0,0,1,0,0,0,0,2,0,0,WISCONSIN,WISCONSIN,2,,,,,,,
144241,Jah-Mal Williams,ED,0,0,,2026,318,,59.9,64,D05,0,0,1,0,4,0,0,0,0,0,TROY,TROY,4,,59.6,,,,,
144248,Jalen Garner,LB,0,0,,2026,182,,57.4,69.9,D36,0,0,1,0,0,3,4,4,3,1,HOUSTON,HOUSTON,14,,,,,,,
144249,Demarcus Griffin-Taylor,CB,0,0,,2025,208,,60.1,64.7,D08,0,0,1,0,5,0,6,0,1,0,LA TECH,LA TECH,12,,59.8,,,62.3,,
144253,Alton McCaskill,HB,0,0,,2027,110,,59.7,65.5,20,0,0,1,0,0,0,5,1,0,0,ARIZONA ST,ARIZONA ST,6,,,,,,,
144255,Raylen Sharpe,WR,0,0,2026,2026,169,,60,62.2,11,0,0,1,0,0,0,1,0,0,0,FRESNO ST,FRESNO ST,1,,,,,,,
144261,Zy Brockington,DI,0,0,,2025,102,,59.8,62,D96,0,0,1,0,1,0,0,0,0,0,AKRON,AKRON,1,,59.6,,,,,
144266,Noah Grant,K,0,0,,2026,321,58.2,60,69.4,S38,0,0,1,0,0,7,0,0,0,0,UAB,UAB,7,,,,,,,
144276,Mak Pounders,T,0,0,,2026,227,,60.8,62.9,66,0,0,1,4,0,0,0,0,0,0,MISS STATE,MISS STATE,4,60,,,,,,
144277,Tyrell Raby,CB,0,0,,2026,224,,60.9,67.7,D29,0,0,1,0,6,0,0,0,2,0,MIDDLE TN,MIDDLE TN,8,,59.9,,,,,
144281,Cameron Smith,S,0,0,,2025,305,,60,61.5,D29,0,0,1,0,2,0,0,0,0,0,TCU,TCU,2,,60,,,,,
144307,Randy Franklin,S,0,0,,2026,136,,62.6,70,D43,0,0,1,0,0,9,6,2,3,0,CHARLOTTE,CHARLOTTE,20,,,,,,,
144314,Maquel Haywood,HB,0,0,,2025,108,,60,62.2,28,0,0,1,0,0,0,5,0,0,0,APP STATE,APP STATE,5,,,,,61.8,,
144327,Elias Larry,CB,0,0,,2025,144,,60,64.6,D03,0,0,1,0,2,0,0,0,0,0,COLO STATE,COLO STATE,2,,60,,,,,
144356,Roderick Daniels Jr.,WR,0,0,2025,2025,287,,60.1,64.7,13,0,0,1,0,0,0,2,0,7,0,SMU,SMU,9,,,,66.2,,,
144358,Stone Eby,TE,0,0,,2026,287,,60.1,64.2,44,0,0,1,0,0,0,2,2,0,0,SMU,SMU,4,,,,,,,
144373,Isaiah Nwokobia,S,0,0,2026,2026,287,,60.2,66.1,D23,0,0,1,0,2,0,1,2,1,0,SMU,SMU,6,,59.9,,,,,
144392,Justin Lynch,HB,0,0,,2026,254,,60.2,66.4,05,0,0,1,0,0,0,5,0,0,0,N ILLINOIS,N ILLINOIS,5,,,,,,,
144393,Jalen McMurray,CB,0,0,2026,2026,307,,66.2,76,D06,0,0,1,0,2,0,0,6,6,0,TENNESSEE,TENNESSEE,14,,60,,,,,
144395,Jimto Obidegwu,T,0,0,2026,2026,201,,60.9,67.2,73,0,0,1,3,0,0,0,0,0,0,KENT STATE,KENT STATE,3,60,,,,,,
144398,Bobby Salla Jr.,S,0,0,,2026,166,,53.1,69,D32,0,0,1,0,0,6,6,6,3,0,FIU,FIU,21,,,,,,,
144399,Jalen Satchell,DI,0,0,,2026,223,,60,64.7,D93,0,0,1,0,0,0,0,0,1,0,MICH STATE,MICH STATE,1,,,,,,,
144405,Jadon Canady,CB,0,0,2026,2026,226,,61.2,67.8,D28,0,0,1,0,4,0,0,0,2,0,OLE MISS,OLE MISS,6,,60,,,,,
144406,Iverson Celestine,HB,0,0,,2026,288,,61.1,65.3,23,0,0,1,0,0,6,3,0,0,0,S ALABAMA,S ALABAMA,9,,,,,,,
144409,Keith Cooper Jr.,ED,0,0,2025,2025,182,,60.3,63.1,D05,0,0,1,3,4,0,0,4,0,0,HOUSTON,HOUSTON,11,60,59.4,,,,,
144411,Devean Deal,ED,0,0,2026,2026,305,,59.6,63.2,D11,0,0,1,0,3,0,0,0,0,0,TCU,TCU,3,,59.5,,,,,
144450,Owen Ostroski,ED,0,0,,2026,320,,59.8,64.7,D55,0,0,1,0,6,0,0,0,0,0,TULSA,TULSA,6,,59.5,,,,,
144452,BJ Adams,CB,0,0,2025,2025,323,,60,64.3,D00,0,0,1,0,1,0,0,1,0,0,UCF,UCF,2,,60,,,,,
144453,Matthew Alexander,DI,0,0,,2026,323,,60,64.3,D44,0,0,1,0,2,0,0,0,1,0,UCF,UCF,3,,59.3,,,,,
144459,Cole Joyce,LB,0,0,,2026,329,,53.7,68.9,D20,0,0,1,0,4,7,5,4,3,0,UTAH ST,UTAH ST,23,,60,,,,,
144475,John Cannon,K,0,0,,2026,327,,60.1,64.3,S39,0,0,1,10,0,0,0,0,0,0,USF,USF,10,,,,,,62.6,
144478,Gunnar Greenwald,TE,0,0,,2025,327,,61.9,63.1,87,0,0,1,11,0,0,0,5,0,0,USF,USF,16,62.9,,,,,,
144482,Davon Hicks,LB,0,0,,2026,174,,60.7,62.2,D04,0,0,1,0,2,0,0,0,2,0,GA SOUTHRN,GA SOUTHRN,4,,59.9,,,,,
144485,Reggie Johnson II,LB,0,0,,2026,327,,69.3,66.3,D58,0,0,1,0,0,3,0,0,0,1,USF,USF,3,,,,,,,
144487,Gannon Lanning,T,0,0,,2026,327,,62,62.4,61,0,0,1,11,0,0,0,0,0,0,USF,USF,11,60.6,,,,,,
144498,Jaelen Stokes,S,0,0,,2026,327,,46.7,28.3,D21,1,1,1,0,1,8,5,5,4,0,USF,USF,23,,59.9,,,,,
144499,Andrew Stokes,P,0,0,,2025,327,,60,67.3,S36,0,0,1,0,0,0,0,5,0,0,USF,USF,5,,,,,,,70.4
144502,Amer Amer,LB,0,0,,2026,327,,71.6,69.5,D54,0,0,1,0,0,8,5,5,4,1,USF,USF,22,,,,,,,
144503,Caleb Parker,ED,0,0,,2025,118,,61.9,69.5,D47,0,0,1,0,0,0,3,0,3,0,BAYLOR,BAYLOR,6,,,,,,,
144513,Josh Cameron,WR,0,0,2026,2026,118,,60,63.6,34,0,0,1,0,0,0,0,0,4,0,BAYLOR,BAYLOR,4,,,,62.4,,,
144514,Gavin Yates,TE,0,0,,2025,118,,60.3,63.1,43,0,0,1,0,0,0,0,4,0,0,BAYLOR,BAYLOR,4,,,,,,,
144516,Ryan Lengyel,G,0,0,,2026,118,,60.8,63.6,62,0,0,1,4,0,0,0,0,0,0,BAYLOR,BAYLOR,4,60,,,,,,
144522,Devin Lemear,S,0,0,,2025,118,,60,62.9,D20,0,0,1,0,1,0,0,0,0,0,BAYLOR,BAYLOR,1,,60,,,,,
144524,Tevin Williams III,CB,0,0,,2026,118,,60.9,66.8,D27,0,0,1,0,1,0,0,0,4,0,BAYLOR,BAYLOR,5,,60,,,,,
144531,Garrison Grimes,LS,0,0,2026,2026,118,,65.3,63.2,S26,0,0,1,4,0,0,0,4,0,0,BAYLOR,BAYLOR,8,60,,80.2,,,,
144532,Isaiah Hankins,K,0,0,,2026,118,,60,63.3,S98,0,0,1,4,0,0,0,0,0,0,BAYLOR,BAYLOR,4,,,,,,71.9,
144537,Asle Thorson,S,0,0,,2025,193,,59.9,65.5,D39,0,0,1,0,0,0,6,0,0,0,IOWA STATE,IOWA STATE,6,,,,,,,
144542,Tyler Maro,T,0,0,,2026,193,,61.5,63.4,50,0,0,1,7,0,0,0,0,0,0,IOWA STATE,IOWA STATE,7,60,,,,,,
144544,Jim Bonifas,C,0,0,2026,2026,193,,61.4,63.3,63,0,0,1,7,0,0,0,0,0,0,IOWA STATE,IOWA STATE,7,60,,,,,,
144547,Tyler Onyedim,ED,0,0,2026,2026,193,,59.9,64.7,D11,0,0,1,0,5,0,0,0,0,0,IOWA STATE,IOWA STATE,5,,59.6,,,,,
144548,Myles Purchase,CB,0,0,2025,2025,193,,60.3,65.5,D05,0,0,1,0,4,0,0,0,0,0,IOWA STATE,IOWA STATE,4,,59.8,,,,,
144549,Beau Freyler,S,0,0,,2025,193,,60,61.9,D17,0,0,1,0,5,0,0,0,0,0,IOWA STATE,IOWA STATE,5,,59.9,,,,,
144550,Malik Verdon,S,0,0,2025,2025,193,,60,61.8,D07,0,0,1,0,5,0,0,0,0,0,IOWA STATE,IOWA STATE,5,,59.9,,,,,
144552,Myles Mendeszoon,ED,0,0,,2026,193,,50,67.5,D06,1,0,1,0,0,6,0,3,0,0,IOWA STATE,IOWA STATE,9,,,,,,,
144553,Joey Petersen,ED,0,0,,2025,193,,60.4,64.6,D52,0,0,1,0,5,0,0,0,0,0,IOWA STATE,IOWA STATE,5,,60.1,,,,,
144555,Jayden Gray,ED,0,0,,2026,208,,61,65,D07,0,0,1,0,5,0,0,8,1,0,LA TECH,LA TECH,14,,59.9,,,,,
144572,Jayson Gilliom,LB,0,0,,2026,198,,60.2,63.8,D10,0,0,1,0,3,0,1,0,0,0,KANSAS,KANSAS,4,,60,,,,,
144575,Cobee Bryant,CB,0,0,2025,2025,198,,60.1,65.2,D02,0,0,1,0,3,0,0,0,0,0,KANSAS,KANSAS,3,,60,,,,,
144579,Cole Mondi,LB,0,0,,2026,198,,37.2,66.7,D39,0,0,1,0,0,8,0,0,0,0,KANSAS,KANSAS,8,,,,,,,
144581,O.J. Burroughs,S,0,0,,2025,198,,61,64.2,D05,0,0,1,0,3,5,0,0,0,0,KANSAS,KANSAS,8,,60,,,,,
144584,Tommy Dunn Jr.,DI,0,0,2026,2026,198,,59.2,63,D92,0,0,1,0,3,0,0,0,0,0,KANSAS,KANSAS,3,,59.1,,,,,
144585,Cole Petrus,ED,0,0,,2026,198,,65.4,67.5,D96,0,0,1,0,3,8,4,0,2,2,KANSAS,KANSAS,17,,60,,,,,
144586,Grayden Addison,P,0,0,,2026,198,,42.1,24.5,S37,0,1,1,7,0,0,0,0,0,0,KANSAS,KANSAS,7,60,,,,,,
144587,Kingsley Ugwu,T,0,0,,2025,169,,61.2,67.2,76,0,0,1,4,0,0,0,0,0,0,FRESNO ST,FRESNO ST,4,60,,,,,,
144592,Shane Porter,HB,0,0,,2026,251,,60.3,64,31,0,0,1,0,0,0,0,0,3,0,N TEXAS,N TEXAS,3,,,,,,,
144599,Andrew Leingang,G,0,0,,2026,199,,61.9,68.8,56,0,0,1,7,0,0,0,0,0,0,KANSAS ST,KANSAS ST,7,61,,,,,,
144605,Omar Daniels,S,0,0,,2026,176,,60.7,63.8,D21,0,0,1,0,4,6,0,0,0,0,GA TECH,GA TECH,10,,59.7,,,,,
144611,Desmond Purnell,LB,0,0,,2026,199,,60.2,65.2,D32,0,0,1,0,1,0,1,0,0,0,KANSAS ST,KANSAS ST,2,,60,,,,,
144612,Krew Jackson,LB,0,0,,2026,110,,61.8,68.6,D43,0,0,1,0,0,5,5,0,0,0,ARIZONA ST,ARIZONA ST,10,,,,,,,
144617,Chris Tennant,K,0,0,,2025,199,,60,63.9,S17,0,0,1,7,0,0,0,0,0,0,KANSAS ST,KANSAS ST,7,,,,,,68.8,
144631,Clayton Smith,ED,0,0,,2027,110,,60.1,63.3,D10,0,0,1,0,1,0,0,0,1,0,ARIZONA ST,ARIZONA ST,2,,59.9,,,,,
144632,Danny Stutsman,LB,0,0,2025,2025,261,,60,71.8,D28,0,0,1,0,1,0,0,0,0,0,OKLAHOMA,OKLAHOMA,1,,60,,,,,
144636,Ethan Downs,ED,0,0,2025,2025,261,,60.2,63.3,D40,0,0,1,0,1,0,0,3,0,0,OKLAHOMA,OKLAHOMA,4,,59.9,,,,,
144637,Kelvin Gilliam Jr.,DI,0,0,2026,2026,337,,60,64.1,D22,0,0,1,0,0,0,0,0,1,0,VA TECH,VA TECH,1,,,,,,,
144638,Billy Bowman Jr.,S,0,0,2025,2025,261,,60.6,64.1,D02,0,0,1,0,1,3,2,0,0,0,OKLAHOMA,OKLAHOMA,6,,59.9,,,59.4,,
144639,Latrell McCutchin Sr.,CB,0,0,2026,2026,182,,60.2,68.5,D01,0,0,1,0,4,0,0,4,3,0,HOUSTON,HOUSTON,11,,59.7,,,,,
144641,Jake Mann,LS,0,0,,2026,248,,65.8,63.5,S95,0,0,1,4,0,0,0,5,0,0,NC STATE,NC STATE,9,60,,81.3,,,,
144643,Caleb Etienne,T,0,0,2025,2025,128,,60,60.9,76,0,0,1,1,0,0,0,0,0,0,BYU,BYU,1,60,,,,,,
144650,JP Richardson,WR,0,0,2025,2025,305,,60,63.6,07,0,0,1,0,0,0,0,0,4,0,TCU,TCU,4,,,,65.2,,,
144652,Jaden Nixon,HB,0,0,2026,2026,347,,60,62,03,0,0,1,0,0,0,4,0,0,0,W MICHIGAN,W MICHIGAN,4,,,,,62.5,,
144654,Luke McEndoo,TE,0,0,,2026,262,,61.5,62.7,47,0,0,1,7,0,0,0,0,0,0,OKLA STATE,OKLA STATE,7,60,,,,,,
144656,Hilton Marsh,G,0,0,,2025,262,,60,60.2,65,0,0,1,1,0,0,0,0,0,0,OKLA STATE,OKLA STATE,1,60,,,,,,
144659,Kale Smith,CB,0,0,,2026,262,,61.3,66.6,D10,0,0,1,0,3,4,0,0,2,0,OKLA STATE,OKLA STATE,9,,60,,,,,
144661,Lyrik Rawls,S,0,0,,2027,262,,64.8,70.6,D06,0,0,1,0,0,8,9,4,5,0,OKLA STATE,OKLA STATE,26,,,,,59.9,,
144662,Raymond Gay II,CB,0,0,,2026,262,,76.1,69.6,D27,0,0,1,0,0,8,9,0,3,3,OKLA STATE,OKLA STATE,20,,,,,,,
144668,Kendal Daniels,LB,0,0,2026,2026,262,,60,62.9,D05,0,0,1,0,5,0,0,0,0,0,OKLA STATE,OKLA STATE,5,,59.9,,,,,
144671,Aden Kelley,DI,0,0,,2026,262,,60,63.6,D71,0,0,1,0,1,0,0,4,0,0,OKLA STATE,OKLA STATE,5,,59.6,,,,,
144672,Cam Smith,CB,0,0,,2026,262,,61.1,66.7,D03,0,0,1,0,5,4,0,1,0,0,OKLA STATE,OKLA STATE,10,,60,,,,,
144675,Logan Ward,K,0,0,,2026,262,62.1,60.5,67.7,S19,0,0,1,8,0,6,0,0,0,0,OKLA STATE,OKLA STATE,14,,,,,,59.9,
144678,Abe Camara,S,0,1,,2025,305,,29.8,24.7,D01,0,1,1,0,1,0,0,2,1,0,TCU,TCU,4,,60,,,,,
144683,Trent Battle,HB,0,0,2026,2026,305,,59.8,63.9,17,0,0,1,0,0,0,0,2,0,0,TCU,TCU,2,,,,,,,
144696,DJ Rogers,TE,0,0,2026,2026,305,,61.1,61.9,00,0,0,1,7,0,0,6,0,0,0,TCU,TCU,13,60,,,,,,
144699,Landyn Watson,LB,0,0,,2027,214,,61.8,65.5,D09,0,0,1,0,5,0,0,0,3,0,MARSHALL,MARSHALL,8,,60.2,,,,,
144700,Da'Veawn Armstead,CB,0,0,2026,2026,281,,60.1,65.2,D02,0,0,1,0,3,0,0,0,0,0,SM HOUSTON,SM HOUSTON,3,,59.8,,,,,
144707,Luke Lingard,LB,0,0,,2026,305,,60.8,68.6,D51,0,0,1,0,0,0,6,0,0,0,TCU,TCU,6,,,,,,,
144708,Chris Murray,ED,0,0,,2028,281,,59.7,62.4,D00,0,0,1,0,2,0,0,0,0,0,SM HOUSTON,SM HOUSTON,2,,59.5,,,,,
144709,Blake Baldwin,LB,0,0,,2026,305,,60.9,67.1,D43,0,0,1,0,0,0,0,0,3,0,TCU,TCU,3,,,,,,,
144723,Hayden Conner,G,0,0,2025,2025,311,,62,67.2,76,0,0,1,6,0,0,0,0,0,0,TEXAS,TEXAS,6,61.5,,,,,,
144725,Juan Davis,TE,0,0,,2025,311,,62.2,70.1,81,0,0,1,0,0,0,0,0,4,0,TEXAS,TEXAS,4,,,,,,,
144726,Gunnar Helm,TE,0,0,2025,2025,311,,61.2,65,85,0,0,1,6,0,0,3,2,0,0,TEXAS,TEXAS,11,60,,,,,,
144727,Casey Cain,WR,0,0,,2026,325,,29.2,26.6,01,0,1,1,0,0,0,3,0,7,0,UNLV,UNLV,10,,,,,,,
144730,Jamier Johnson,CB,0,0,,2028,190,,61,66.3,D09,0,0,1,0,6,2,0,0,0,0,INDIANA,INDIANA,8,,60.1,,,,,
144732,Michael Taaffe,S,0,0,2026,2026,311,,49.3,66.9,D16,1,0,1,0,3,0,0,2,5,0,TEXAS,TEXAS,10,,59.6,,,,,
144734,D.J. Harris,ED,0,0,,2026,327,,59.3,65.7,D11,0,0,1,0,1,0,0,5,0,0,USF,USF,6,,59.8,,,,,
144737,Marshall Landwehr,LB,0,0,,2026,311,,57,66.7,D51,0,0,1,0,0,6,0,2,4,1,TEXAS,TEXAS,12,,,,,,,
144739,Barryn Sorrell,ED,0,0,2025,2025,311,,60.5,65.1,D88,0,0,1,0,3,0,0,0,1,0,TEXAS,TEXAS,4,,59.7,,,,,
144740,Bert Auburn,K,0,0,,2026,311,,60,63.7,S45,0,0,1,6,0,0,0,0,0,0,TEXAS,TEXAS,6,,,,,,63.6,
144741,Isaac Pearson,P,0,0,,2025,287,,60.7,63.8,S49,0,0,1,6,0,0,0,2,0,0,SMU,SMU,8,60,,,,,,61.5
144753,Jack Tucker,T,0,0,,2026,206,,61.2,62,75,0,0,1,6,0,0,0,0,0,0,LIBERTY,LIBERTY,6,60,,,,,,
144754,Caleb Rodkey,C,0,0,,2026,315,,62,68.1,69,0,0,1,8,0,0,0,5,0,0,TEXAS TECH,TEXAS TECH,13,62.1,,,,,,
144755,Brett Canis,T,0,0,,2026,208,,60.5,62.4,67,0,0,1,0,0,0,0,8,0,0,LA TECH,LA TECH,8,,,,,,,
144756,Jacoby Jackson,G,0,0,,2026,227,,60.7,62.5,75,0,0,1,4,0,0,0,0,0,0,MISS STATE,MISS STATE,4,60,,,,,,
144758,Mason Tharp,TE,0,0,,2025,315,,61.4,62.5,80,0,0,1,7,0,0,1,0,0,0,TEXAS TECH,TEXAS TECH,8,60,,,,,,
144766,Gage Elder,LB,0,0,,2026,315,,60,62.8,D48,0,0,1,0,0,1,0,0,0,0,TEXAS TECH,TEXAS TECH,1,,,,,,,
144767,Chief Collins,S,0,0,,2026,315,,62.8,69.6,D29,0,0,1,0,0,9,0,0,1,0,TEXAS TECH,TEXAS TECH,10,,,,,,,
144768,Charles Esters III,ED,0,0,,2026,315,,60.5,63.3,D11,0,0,1,0,6,0,0,0,1,0,TEXAS TECH,TEXAS TECH,7,,59.9,,,,,
144769,Isaac Smith,ED,0,0,,2027,315,,60,63.4,D17,0,0,1,0,0,0,0,1,1,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
144770,Blake Burris,DI,0,0,,2027,287,,61.8,68.8,D91,0,0,1,6,0,0,0,0,0,0,SMU,SMU,6,60,,,,,,
144772,Jackson Knotts,LS,0,0,,2025,315,,50.8,63.6,S30,1,0,1,8,0,0,0,5,0,0,TEXAS TECH,TEXAS TECH,13,66.3,,42.6,,,,
144774,Caleb Coleman,S,0,0,,2026,314,,66,70.4,D09,0,0,1,0,0,6,8,1,2,0,TEXAS ST,TEXAS ST,17,,,,,,,
144783,Tomas Rimac,G,0,0,2026,2026,343,,61.6,65.9,55,0,0,1,5,0,0,0,0,0,0,W VIRGINIA,W VIRGINIA,5,60,,,,,,
144786,Treylan Davis,TE,0,0,,2025,343,,60,63.1,81,0,0,1,0,0,0,1,0,0,0,W VIRGINIA,W VIRGINIA,1,,,,,,,
144788,Andrew Wilson-Lamp,CB,0,0,,2026,156,,92.5,66.2,D11,0,0,1,0,6,0,0,0,0,0,E CAROLINA,E CAROLINA,6,,90.9,,,,,
144793,Hammond Russell IV,DI,0,0,,2027,343,,61,63,D99,0,0,1,5,0,0,0,0,0,0,W VIRGINIA,W VIRGINIA,5,60,,,,,,
144796,Cam Rice,DI,0,0,2026,2026,259,,59.8,62,D10,0,0,1,0,1,0,0,0,0,0,OHIO,OHIO,1,,59.6,,,,,
144807,Zach Barlev,T,0,0,,2026,263,,61.5,67.8,64,0,0,1,5,0,0,0,0,0,0,DOMINION,DOMINION,5,60,,,,,,
144808,Josh Gesky,G,0,0,2026,2026,187,,61,65.9,73,0,0,1,3,0,0,0,0,0,0,ILLINOIS,ILLINOIS,3,60,,,,,,
144809,Miles Scott,S,0,0,2026,2026,187,,60,62,D10,0,0,1,0,5,0,0,0,0,0,ILLINOIS,ILLINOIS,5,,59.9,,,,,
144817,DD Snyder,S,0,0,,2027,117,,60.1,62.1,D03,0,0,1,0,6,0,0,0,0,0,BALL ST,BALL ST,6,,59.9,,,,,
144819,Luke Zardzin,LB,0,0,,2026,187,,62.3,69.4,D42,0,0,1,0,0,7,6,4,4,0,ILLINOIS,ILLINOIS,21,,,,,,,
144823,Lane Hansen,LS,0,0,,2026,187,,28.7,63.2,S36,1,0,1,3,0,0,0,4,0,0,ILLINOIS,ILLINOIS,7,60,,0,,,,
144832,Malachi Holt-Bennett,WR,0,0,,2025,321,,74.2,64,13,0,0,1,0,0,0,3,0,0,0,UAB,UAB,3,,,,,,,
144845,Cooper Jones,T,0,0,,2025,190,,60,64.5,78,0,0,1,1,0,0,0,0,0,0,INDIANA,INDIANA,1,60,,,,,,
144846,James Evans,P,0,0,,2025,190,,60.3,67,S94,0,0,1,1,0,0,0,5,0,0,INDIANA,INDIANA,6,60,,,,,,62.2
144848,Keagan Johnson,WR,0,0,,2026,199,,60,63.7,10,0,0,1,0,0,0,1,0,0,0,KANSAS ST,KANSAS ST,1,,,,,,,
144851,Max White,HB,0,0,,2026,192,,57,64.8,22,0,0,1,0,0,0,3,0,0,0,IOWA,IOWA,3,,,,,,,
