playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesOffense,gradesOffensePenalty,gradesPassBlock,gradesPassRoute,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesHandsFumble,gradesPass,gradesRun
71345,Bru McCoy,WR,0,,2025,307,54.6,77.2,,53.6,60.6,05,0,1,0,0,20,0,39,59,20,39,TENNESSEE,TENNESSEE,62.9,,
71382,Luke Felix-Fualalo,T,0,2025,2025,180,58.4,71.5,83,,47.2,72,0,1,0,11,0,0,4,15,11,4,HAWAII,HAWAII,,,
71502,Andrew Madrigal,C,0,,2026,239,52.6,79.1,54,,52.8,78,1,1,0,30,0,0,28,58,30,28,NEVADA,NEVADA,,,
71530,Marquis Ashley,WR,0,,2026,239,58.6,69.7,,58.9,59.9,07,0,1,0,0,3,0,1,4,3,1,NEVADA,NEVADA,68,,
71674,Silas Bolden,WR,0,2025,2025,311,80.4,75.4,,79.8,59,11,0,1,0,0,12,0,14,26,12,14,TEXAS,TEXAS,66.8,,
71706,Bryce Pierre,TE,0,2025,2025,324,65.1,76.9,,64.2,61.4,87,0,1,0,0,23,0,10,33,23,10,UCLA,UCLA,62.9,,
72075,Josh Carlin,G,0,,2025,324,71.3,79.5,65.8,,72.1,54,1,1,0,38,0,0,38,76,38,38,UCLA,UCLA,,,
72178,Colby Bowman,WR,0,,2025,329,58,64.9,,57.7,,09,0,1,0,0,1,0,0,1,1,0,UTAH ST,UTAH ST,,,
72200,Marist Talavou,G,0,,2025,285,69.2,78.5,83.6,,65.9,61,1,1,0,40,0,0,18,58,40,18,S JOSE ST,S JOSE ST,,,
72208,Jude Wolfe,TE,0,,2025,284,59.8,79.6,72.3,57.5,62.7,18,0,1,0,4,34,0,25,63,38,25,S DIEGO ST,S DIEGO ST,65,,
72292,Canaan Yarro,C,0,,2025,242,90.3,80.1,84.1,,83.1,56,0,1,0,25,0,0,52,77,25,52,NEW MEX ST,NEW MEX ST,,,
72324,Sonny Makasini,G,0,,2027,128,59.1,74.5,18.9,,65.9,51,0,1,0,10,0,0,6,16,10,6,BYU,BYU,,,
72376,Cam Davis,HB,0,,2026,340,56.7,68.5,31.4,58.3,,22,0,1,0,2,2,0,0,4,4,0,WASHINGTON,WASHINGTON,,,
72689,Marshall Jackson,T,0,,2026,346,59.4,76.5,82.5,,49.4,53,0,1,0,33,0,0,31,64,33,31,W KENTUCKY,W KENTUCKY,,,
72705,Jacob Gideon,C,0,,2025,347,69.4,79.6,84.9,,64,77,1,1,0,32,0,0,35,67,32,35,W MICHIGAN,W MICHIGAN,,,
73148,Falcon Kaumatule,G,0,,2025,328,53.6,75.3,46.8,,53.5,59,0,1,0,11,0,0,13,24,11,13,UTAH,UTAH,,,
73582,Cade Briggs,G,0,,2025,110,58.8,76.9,59.5,,57.6,55,0,1,0,20,0,0,16,36,20,16,ARIZONA ST,ARIZONA ST,,,
73621,Elijah Gilliam,HB,0,,2026,169,63.6,72.8,75,55.3,,33,0,1,0,2,11,4,0,17,13,4,FRESNO ST,FRESNO ST,68.9,,66.2
73940,Davis Warren,QB,0,,2027,222,40.1,76.7,,,60,16,1,1,37,0,0,0,28,65,37,28,MICHIGAN,MICHIGAN,27.2,39.8,57.3
73978,Michael Churich,TE,0,,2025,324,73.8,66.9,,,80.6,89,0,1,0,0,0,0,4,4,0,4,UCLA,UCLA,,,
74174,Mose Vavao,C,0,2025,2025,169,57.9,77.6,55.4,,57.7,51,0,1,0,32,0,0,8,40,32,8,FRESNO ST,FRESNO ST,,,
74267,Melquan Stovall,WR,0,,2025,110,58.2,75.5,,57.8,60.1,05,0,1,0,0,23,0,19,42,23,19,ARIZONA ST,ARIZONA ST,61,,
74298,Justin Lockhart,WR,0,2025,2025,285,68.1,79.4,,67.4,61,11,1,1,0,0,38,0,10,48,38,10,S JOSE ST,S JOSE ST,65.7,,
74427,Anthony Landphere,TE,0,2025,2025,218,53.7,76,70.3,49.4,64.2,82,0,1,0,2,16,0,18,36,18,18,MEMPHIS,MEMPHIS,,,
74652,AJ Vaipulu,G,0,,2026,242,73.3,9.6,28.7,,80,51,1,1,0,25,0,0,52,77,25,52,NEW MEX ST,NEW MEX ST,,,
75263,Silas Walters,S,0,2026,2026,221,59.7,60,,59.5,,D29,0,1,0,0,1,0,0,1,1,0,MIAMI OH,MIAMI OH,,,
75288,Tegra Tshabola,G,0,,2028,260,60.5,78,49.7,,61.7,77,0,1,0,29,0,0,23,52,29,23,OHIO STATE,OHIO STATE,,,
76794,Malcolm Lamar Sr.,T,0,,2025,165,66.3,8.7,68.8,,70.2,70,1,1,0,33,0,0,19,52,33,19,FAU,FAU,,,
77383,John Campbell Jr.,T,0,,2025,307,41.2,73.6,52,,40.6,74,0,1,0,9,0,0,19,28,9,19,TENNESSEE,TENNESSEE,,,
77679,Alan Bowman,QB,0,,2025,262,70.2,76.5,,,60,07,0,1,33,0,0,1,29,63,33,30,OKLA STATE,OKLA STATE,69,69.2,60
78578,Ty Son Lawton,HB,0,,2025,190,66.6,74.9,26.2,54.3,60,17,0,1,0,6,13,12,3,34,19,15,INDIANA,INDIANA,74,,69.7
81559,Spencer Lovell,G,0,,2025,239,51.2,78.5,25.8,,54.3,76,0,1,0,30,0,0,28,58,30,28,NEVADA,NEVADA,,,
81883,Baraka Beckett,G,0,,2025,241,70.3,79.5,82.2,,68.3,56,0,1,0,27,0,0,33,60,27,33,NEW MEXICO,NEW MEXICO,,,
81896,Wyatt Bowles,G,0,2025,2025,329,51,80.2,26.8,,54.7,60,0,1,0,49,0,0,25,74,49,25,UTAH ST,UTAH ST,,,
82115,Ben Wooldridge,QB,0,2025,2025,207,58.6,75.8,,,60,10,0,1,28,0,0,1,24,53,28,25,LA LAFAYET,LA LAFAYET,27.6,64.1,44.7
82136,Spencer Petras,QB,0,,2025,329,57.9,77.3,,,60,07,0,1,53,0,0,2,21,76,53,23,UTAH ST,UTAH ST,70.6,55.4,65.3
83838,Armani-Eli Adams,S,0,,2025,347,58.1,60,,57.7,,D30,0,1,0,0,1,0,0,1,1,0,W MICHIGAN,W MICHIGAN,,,
84071,Brant Kuithe,TE,0,,2025,328,70.7,74.6,,75.7,43.5,80,0,1,0,0,13,2,10,25,13,12,UTAH,UTAH,67.8,,59.6
86146,Toreon Penright,T,0,,2026,169,62.6,77.1,67.9,,60.3,77,0,1,0,32,0,0,8,40,32,8,FRESNO ST,FRESNO ST,,,
86272,Dillon Gabriel,QB,0,2025,2025,264,73,76.7,,,60,08,0,1,36,0,0,3,26,65,36,29,OREGON,OREGON,70.1,72.4,61.6
86392,Corey Kiner,HB,0,2025,2025,138,61.9,78.1,63.9,61.1,55.5,21,0,1,0,7,22,25,5,59,29,30,CINCINNATI,CINCINNATI,78,,61.9
86489,Alex Moore,T,0,,2025,101,89.1,77.8,78.5,,83.7,76,0,1,0,9,0,0,79,88,9,79,AIR FORCE,AIR FORCE,,,
86538,Chase Penry,WR,0,,2026,120,53.6,73.3,,55.7,51.6,13,0,1,0,0,6,0,10,16,6,10,BOISE ST,BOISE ST,,,
87406,Bless Harris,T,0,,2025,305,69.5,75.5,85.6,,59.7,58,0,1,0,32,0,0,12,44,32,12,TCU,TCU,,,
88453,Dylan Brown,DI,0,,2025,196,60,60,,,60,D54,0,1,0,0,0,0,1,1,0,1,JVILLE ST,JVILLE ST,,,
90875,Hudson Mesa,C,0,,2026,285,66.6,79,73.6,,62.6,60,0,1,0,40,0,0,18,58,40,18,S JOSE ST,S JOSE ST,,,
97061,Josh Kelly,WR,0,2025,2025,315,66.2,78.8,,66.2,57.7,03,0,1,0,0,51,0,30,81,51,30,TEXAS TECH,TEXAS TECH,67.1,,
97105,Cam Ross,WR,0,2026,2026,197,59.8,77.7,,60.5,62.4,01,0,1,0,0,33,1,14,48,33,15,JAMES MAD,JAMES MAD,66.5,,57.5
97127,Samario Rudolph,WR,0,,2026,196,57.6,68.7,,59.2,60,03,0,1,0,0,1,0,1,2,1,1,JVILLE ST,JVILLE ST,63.8,,
97191,Michael Brown Stephens,WR,0,,2025,327,53.1,76.9,,56.4,34.2,07,0,1,0,0,25,0,10,35,25,10,USF,USF,61,,
97200,Ulysses Bentley IV,HB,0,2025,2025,226,67.3,74.3,77.9,76.1,60,24,0,1,0,6,14,13,1,34,20,14,OLE MISS,OLE MISS,74.5,,63.6
97211,Christian Dremel,WR,0,,2025,278,59.1,79.5,63.9,58.6,61.2,80,0,1,0,1,19,0,18,38,20,18,RUTGERS,RUTGERS,68.7,,
97213,Taylor Morin,WR,0,2025,2025,339,71.8,79,,71.3,59.7,02,0,1,0,0,45,0,23,68,45,23,WAKE,WAKE,22.9,,
97218,Jacob Bernard,WR,0,,2025,207,54.1,74.5,,54.2,61.8,04,0,1,0,0,14,0,9,23,14,9,LA LAFAYET,LA LAFAYET,71.4,,
97278,Javon Harvey,WR,0,,2025,154,57.4,69.1,,58.2,60,07,0,1,0,0,2,0,2,4,2,2,DUKE,DUKE,,,
97286,Chandler Fields,QB,0,,2025,207,79.3,69.8,,,60,18,0,1,6,0,0,0,3,9,6,3,LA LAFAYET,LA LAFAYET,64.2,73.7,64.1
97287,Trevor Wilson,WR,0,,2025,198,56.2,69.7,,57.2,59.5,07,0,1,0,0,3,0,2,5,3,2,KANSAS,KANSAS,72.4,,
97305,Devyn Ford,HB,0,,2025,258,59.4,67.5,69.6,58.2,60,22,0,1,0,1,3,0,1,5,4,1,NOTRE DAME,NOTRE DAME,,,
97310,Deion Hankins,HB,0,2025,2025,314,69.8,74.9,0,55.9,67.8,88,0,1,0,1,4,16,7,28,5,23,TEXAS ST,TEXAS ST,28,,72.1
97321,Ryan Davis,WR,0,,2026,241,69.7,77.9,54.1,70.5,58.5,18,0,1,0,1,26,0,30,57,27,30,NEW MEXICO,NEW MEXICO,69.3,,
97404,Brett Gabbert,QB,0,2025,2025,221,63.2,76.6,,,60,05,0,1,36,0,0,3,24,63,36,27,MIAMI OH,MIAMI OH,70.1,61.6,62.5
97422,Dino Tomlin,WR,0,,2025,121,56,73.8,,56,60.7,13,0,1,0,0,6,0,9,15,6,9,BOSTON COL,BOSTON COL,,,
97423,Jake Smith,WR,0,,2025,110,55.6,72.9,,56.1,60,08,0,1,0,0,9,0,1,10,9,1,ARIZONA ST,ARIZONA ST,65.1,,
97433,Trey Sanders,HB,0,,2025,305,67.7,65.2,,,,02,0,1,0,0,0,2,0,2,0,2,TCU,TCU,65.5,,65.5
97594,Dannis Jackson,WR,0,,2026,296,59.3,69.4,,60,59.5,13,0,1,0,0,1,0,3,4,1,3,SO MISS,SO MISS,,,
97656,Parker Titsworth,C,0,,2025,259,71.8,79,78.8,,67.4,69,0,1,0,30,0,0,28,58,30,28,OHIO,OHIO,,,
97659,Kris Mitchell,WR,0,,2025,258,52.7,75.8,,52.7,61.4,10,0,1,0,0,16,0,12,28,16,12,NOTRE DAME,NOTRE DAME,,,
97704,Matt Salopek,LB,0,,2025,221,60,66.6,63.8,,60,D15,0,1,0,1,0,0,2,3,1,2,MIAMI OH,MIAMI OH,,,
97754,Jordan Waters,HB,0,2025,2025,248,60.2,74.7,54.2,69.9,53.4,07,0,1,0,4,8,11,2,25,12,13,NC STATE,NC STATE,73.6,,60.3
97779,Lance LeGendre,WR,0,,2025,207,67,74.3,,67.3,55.6,09,0,1,0,0,15,0,8,23,15,8,LA LAFAYET,LA LAFAYET,65,,
97792,Torry Locklin,WR,0,,2025,198,64.5,74.3,,69.6,58.8,12,0,1,0,0,4,1,20,25,4,21,KANSAS,KANSAS,64.3,,57.5
97798,Jonah Panoke,WR,0,,2025,180,68.4,77.6,,67.8,60.7,01,0,1,0,0,43,0,15,58,43,15,HAWAII,HAWAII,66.2,,
97799,Michael Kern,QB,0,,2025,339,60,63.6,,,60,15,0,1,0,0,0,0,1,1,0,1,WAKE,WAKE,,,
97813,Donavon Greene,WR,0,,2026,339,60,76,,59.9,59.1,11,0,1,0,0,30,0,9,39,30,9,WAKE,WAKE,61,,
97835,Will McDonald,C,0,,2025,130,64.7,80.6,66.8,,62.3,66,0,1,0,62,0,0,28,90,62,28,CAL,CAL,,,
97843,Joshua Black,G,0,,2025,175,50.6,78.3,58.5,,45.9,72,0,1,0,41,0,0,16,57,41,16,GA STATE,GA STATE,,,
97851,Chayse Todd,C,0,,2025,314,69.5,0.4,79.4,,68.6,77,2,1,0,17,0,0,51,68,17,51,TEXAS ST,TEXAS ST,,,
97922,Terrell McDonald,TE,0,,2025,321,70.5,76.6,50.2,79,68.4,10,0,1,0,9,13,1,17,40,22,18,UAB,UAB,66,,57.7
97933,Nick Rempert,WR,0,,2026,251,40.2,70.7,,44.4,60,09,0,1,0,0,3,0,2,5,3,2,N TEXAS,N TEXAS,,,
97995,Eli Pancol,WR,0,2025,2025,154,58.5,76.8,,58.1,63.3,04,0,1,0,0,31,0,24,55,31,24,DUKE,DUKE,13.7,,
97998,Kurtis Rourke,QB,0,2025,2025,190,70.9,76.3,,,60.2,09,0,1,34,0,0,3,21,58,34,24,INDIANA,INDIANA,69.9,71.6,57
98005,Theo Wease Jr.,WR,0,2025,2025,229,78,78.3,,78.3,59.9,01,0,1,0,0,23,0,30,53,23,30,MISSOURI,MISSOURI,65,,
98007,Cadarrius Thompson,WR,1,,2025,175,47.2,0,,57.2,60.2,05,1,1,0,0,4,0,4,8,4,4,GA STATE,GA STATE,,,
98019,Dalvin Smith,WR,0,,2025,346,64,75.3,,54,75.1,17,0,1,1,0,17,0,14,32,18,14,W KENTUCKY,W KENTUCKY,63.7,87.3,
98025,Collin Schlee,QB,0,,2025,337,50.3,73.1,,,,03,0,1,24,0,0,0,0,24,24,0,VA TECH,VA TECH,67.6,52.8,53.9
98029,Cameron Hite,TE,0,,2025,339,46.1,75.1,29.7,50.8,51.4,20,0,1,0,3,14,0,16,33,17,16,WAKE,WAKE,,,
98043,AJ Gillie,G,0,,2025,207,77.2,79,83.2,,76.6,53,0,1,0,28,0,0,25,53,28,25,LA LAFAYET,LA LAFAYET,,,
98047,Dontae Lucas,G,1,,2025,296,54.7,0,59.2,,59.1,78,1,1,0,15,0,0,22,37,15,22,SO MISS,SO MISS,,,
98057,Nishad Strother,G,0,,2025,264,58.8,0.9,87,,57.1,50,1,1,0,36,0,0,30,66,36,30,OREGON,OREGON,,,
98064,Christophe Atkinson,G,0,,2025,259,85.4,78.6,86.6,,86.8,66,1,1,0,31,0,0,29,60,31,29,OHIO,OHIO,,,
98068,Ethan Miner,C,0,,2025,227,63.5,79.6,83.3,,57.8,67,0,1,0,37,0,0,30,67,37,30,MISS STATE,MISS STATE,,,
98070,Tyler Brown,G,0,,2027,143,59.3,80.2,78.8,,50,56,0,1,0,52,0,0,17,69,52,17,COLORADO,COLORADO,,,
98077,Caleb Thomas,G,0,,2025,319,64.9,76.4,64.7,,63.8,58,0,1,0,10,0,0,20,30,10,20,TULANE,TULANE,,,
98099,Tristen Tewes,TE,0,,2025,254,79.9,76,70.3,71.1,72.6,82,0,1,0,3,7,0,30,40,10,30,N ILLINOIS,N ILLINOIS,61,,
98110,Kyle Maxwell,WR,0,,2025,341,60,64.8,,,60,09,0,1,0,0,0,0,1,1,0,1,WASH STATE,WASH STATE,,,
98192,Immanuel Hickman Sr.,DI,0,,2026,327,60,63.5,,,60,E06,0,1,0,0,0,0,1,1,0,1,USF,USF,,,
98198,Wisdom Quarshie,G,0,,2025,306,48,77.7,13.8,,56.3,79,0,1,0,32,0,0,14,46,32,14,TEMPLE,TEMPLE,,,
98226,Jack Sherwin,T,0,,2025,347,67.4,76.7,82.3,,60.4,63,0,1,0,32,0,0,35,67,32,35,W MICHIGAN,W MICHIGAN,,,
98233,Zovon Lindsay,T,0,,2025,141,57.6,76.3,67.3,,54.5,64,0,1,0,21,0,0,40,61,21,40,COAST CAR,COAST CAR,,,
98249,Timothy McKay,G,0,2025,2025,248,72.3,79.3,59.2,,77.8,52,0,1,0,48,0,0,24,72,48,24,NC STATE,NC STATE,,,
98252,Joshua Gray,G,0,2025,2025,265,66.2,16.6,69.2,,68.9,67,1,1,0,45,0,0,42,87,45,42,OREGON ST,OREGON ST,,,
98255,Jax Harrington,G,0,,2026,207,57.4,0,45.3,,63.9,70,1,1,0,29,0,0,23,52,29,23,LA LAFAYET,LA LAFAYET,,,
98266,Steven Losoya III,G,0,2025,2025,333,54.2,79.2,57.6,,51.2,68,0,1,0,37,0,0,26,63,37,26,VANDERBILT,VANDERBILT,,,
98272,Addison West,G,0,2025,2025,347,83,1.2,88.2,,86.9,75,1,1,0,32,0,0,35,67,32,35,W MICHIGAN,W MICHIGAN,,,
98277,King McGowen,T,0,,2025,207,75.8,74.3,71.8,,74.6,77,0,1,0,17,0,0,14,31,17,14,LA LAFAYET,LA LAFAYET,,,
98278,Tristen Bittner,G,0,,2025,201,53,73.3,73.6,,51.8,65,0,1,0,3,0,0,8,11,3,8,KENT STATE,KENT STATE,,,
98289,Marlyn Johnson,WR,0,,2025,165,65.4,77.5,,64.8,60.2,11,0,1,0,0,34,0,9,43,34,9,FAU,FAU,64.1,,
98301,Stanley King,WR,0,,2025,201,59.2,71.1,,,58,80,0,1,0,0,0,0,9,9,0,9,KENT STATE,KENT STATE,,,
98358,Joshua Simon,TE,0,2025,2025,289,75.3,77.3,70,79.1,56.1,06,1,1,0,3,24,0,26,53,27,26,S CAROLINA,S CAROLINA,65,,
98362,Hayden Wolff,QB,0,,2025,347,59.3,76.7,,,60,11,0,1,31,0,0,1,34,66,31,35,W MICHIGAN,W MICHIGAN,68.8,59.3,57.7
98383,Reece McIntyre,C,0,,2025,226,61,79.4,59.4,,60.2,56,0,1,0,35,0,0,30,65,35,30,OLE MISS,OLE MISS,,,
98414,Jeremy Jones,T,0,,2025,214,70.5,76.5,58.3,,70.6,74,0,1,0,26,0,0,39,65,26,39,MARSHALL,MARSHALL,,,
98423,Jeremy James,G,0,,2025,226,55.6,70.1,14.2,,60,78,0,1,0,4,0,0,1,5,4,1,OLE MISS,OLE MISS,,,
98426,J.J. Lippe,G,0,2025,2025,254,50.4,79,58.7,,48,79,0,1,0,18,0,0,42,60,18,42,N ILLINOIS,N ILLINOIS,,,
98494,Tyler Stephens,TE,0,,2025,229,37.5,71.8,17.2,,36.4,80,0,1,0,2,0,0,3,5,2,3,MISSOURI,MISSOURI,,,
98497,Tyler Foster,TE,0,,2025,262,53.2,74.2,67.7,53,59.6,86,0,1,0,1,8,0,4,13,9,4,OKLA STATE,OKLA STATE,,,
98501,Ryland Goede,TE,0,,2025,176,58.1,75.8,,50.7,62.7,86,0,1,0,0,5,0,24,29,5,24,GA TECH,GA TECH,,,
98515,Chase Lundt,T,0,2025,2025,146,79.5,77.2,64.8,,82.1,75,0,1,0,45,0,0,32,77,45,32,UCONN,UCONN,,,
98517,Quinn Carroll,T,0,,2025,225,62.8,1.2,54.9,,73.3,77,1,1,0,53,0,0,14,67,53,14,MINNESOTA,MINNESOTA,,,
98524,Jack Conley,G,0,2025,2025,121,64.3,77.9,82.2,,61.7,67,0,1,0,13,0,0,44,57,13,44,BOSTON COL,BOSTON COL,,,
98528,Victor Stoffel,T,0,,2025,130,60,67.2,,,60,78,0,1,0,0,0,0,3,3,0,3,CAL,CAL,,,
98550,Adrian Medley,G,0,,2026,323,73.2,80.3,48.9,,78.1,76,0,1,0,38,0,0,34,72,38,34,UCF,UCF,,,
98553,Jarrad Baker,WR,0,,2027,323,60.4,70.8,62.1,59.8,60,19,0,1,0,1,5,0,3,9,6,3,UCF,UCF,62.9,,
98556,Jayden Harrison,WR,0,,2025,258,86.1,72,,83.4,59.9,02,0,1,0,0,10,0,5,15,10,5,NOTRE DAME,NOTRE DAME,62.9,,
98576,Justin Ball,TE,0,,2025,227,57,74.7,,58.7,53.7,84,0,1,0,0,6,0,10,16,6,10,MISS STATE,MISS STATE,61,,
98679,Nick Nash,WR,0,2025,2025,285,72.3,0,,73.8,56.5,03,2,1,0,0,37,0,18,55,37,18,S JOSE ST,S JOSE ST,66.7,,
98683,Chandler Rogers,QB,0,,2026,130,57.2,67.3,,56.3,60,07,0,1,0,0,2,0,1,3,2,1,CAL,CAL,61,,
98803,Nay'Quan Wright,HB,0,2025,2025,327,62.2,73.9,76.7,60.5,59.7,05,0,1,0,4,8,3,2,17,12,5,USF,USF,68.2,,61.4
98811,Trent Whittemore,WR,0,,2025,323,67.3,74,,63.8,73,80,0,1,0,0,8,0,13,21,8,13,UCF,UCF,61,,
99046,Vincent Murphy,C,0,,2025,319,76.5,79.7,82.4,,71.2,64,0,1,0,26,0,0,40,66,26,40,TULANE,TULANE,,,
99047,Jackson Lampley,G,0,,2025,307,75.9,79.7,70.2,,75.8,75,1,1,0,24,0,0,42,66,24,42,TENNESSEE,TENNESSEE,,,
99049,Dayne Davis,T,0,,2025,307,60.4,76,82.4,,54,66,0,1,0,20,0,0,36,56,20,36,TENNESSEE,TENNESSEE,,,
99064,Amari Kight,T,0,2025,2025,323,70.7,22.3,72,,73.1,78,1,1,0,38,0,0,34,72,38,34,UCF,UCF,,,
99073,Kamaar Bell,G,0,,2025,289,61.2,80,73,,58.6,52,0,1,0,28,0,0,38,66,28,38,S CAROLINA,S CAROLINA,,,
99076,Clay Webb,G,0,2025,2025,196,71.5,80.9,75,,70.3,74,0,1,0,38,0,0,51,89,38,51,JVILLE ST,JVILLE ST,,,
99082,Xavier Truss,T,0,2025,2025,173,43.5,78,53.3,,38.1,73,0,1,0,39,0,0,26,65,39,26,GEORGIA,GEORGIA,,,
99086,Bryce Ramsey,G,0,,2025,214,52.7,79.5,75.9,,49,55,0,1,0,23,0,0,37,60,23,37,MARSHALL,MARSHALL,,,
99135,Connor Bazelak,QB,0,2025,2025,122,66.8,77,,,60,07,1,1,36,0,0,1,32,69,36,33,BOWL GREEN,BOWL GREEN,69.2,65.8,60
99166,Lee Witherspoon,HB,0,,2025,321,55.6,73.5,23.6,55,60,05,0,1,0,4,9,2,1,16,13,3,UAB,UAB,65.5,,60.7
99171,Josh Williams,HB,0,2025,2025,211,61.7,75.1,32,67.9,59.6,18,0,1,0,6,23,6,3,38,29,9,LSU,LSU,71.4,,60.7
99181,Sean Brown,TE,0,,2025,196,56.6,78.2,54,50.1,66.6,17,0,1,0,4,20,0,46,70,24,46,JVILLE ST,JVILLE ST,,,
99205,Chase Lane,WR,0,,2025,176,61.4,76.9,,61,60.8,07,0,1,0,0,13,0,23,36,13,23,GA TECH,GA TECH,61,,
99206,Kam Brown,WR,0,,2025,273,58.7,70.7,,59.2,59.6,04,0,1,0,0,2,0,3,5,2,3,PURDUE,PURDUE,,,
99223,Ja'Varrius Johnson,WR,0,,2025,323,54.8,76.2,,52.2,60.9,09,0,1,0,0,20,1,11,32,20,12,UCF,UCF,62.5,,63
99244,DeMarcus Harris,WR,1,,2025,214,56.2,74,,55.3,62.3,04,1,1,0,0,6,0,17,23,6,17,MARSHALL,MARSHALL,,,
99306,Jake Schultz,TE,0,,2025,262,63,75.6,71.9,52.3,70.8,38,0,1,0,5,10,0,22,37,15,22,OKLA STATE,OKLA STATE,61,,
99421,Nick Malone,T,0,,2025,343,80.5,75.1,84.9,,74.9,58,0,1,0,21,0,0,22,43,21,22,W VIRGINIA,W VIRGINIA,,,
99422,Parker Moorer,T,0,,2025,156,72.8,76.5,51,57.7,75.7,52,0,1,0,23,1,0,30,54,24,30,E CAROLINA,E CAROLINA,,,
99423,Brandon Yates,C,0,,2025,343,77.4,78,82.6,,72.4,50,0,1,0,21,0,0,22,43,21,22,W VIRGINIA,W VIRGINIA,,,
99425,Jake Springfield,T,0,,2025,262,74.4,77.2,67.6,,74.3,61,0,1,0,43,0,0,34,77,43,34,OKLA STATE,OKLA STATE,,,
99426,Joe Michalski,C,0,2025,2025,262,83.4,79.4,79.9,,78.4,66,0,1,0,33,0,0,33,66,33,33,OKLA STATE,OKLA STATE,,,
99427,Cole Birmingham,G,0,,2025,262,58.6,79,45.1,,59.3,67,0,1,0,24,0,0,29,53,24,29,OKLA STATE,OKLA STATE,,,
99428,Taylor Miterko,G,0,,2025,262,72.7,76.2,76.1,,73.3,68,1,1,0,19,0,0,5,24,19,5,OKLA STATE,OKLA STATE,,,
