playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepOffense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesKickReturn,gradesLongSnap,gradesPuntReturn,gradesFgepKicker,gradesKickoffKicker,gradesPunter
74236,Mason Murphy,T,0,0,2026,2026,326,60,61.8,68.8,76,0,0,1,6,0,0,0,0,0,0,USC,USC,6,,,,,,,
74395,Zion Branch,S,0,0,,2027,326,,60.3,61.8,D08,0,0,1,0,2,0,0,0,1,0,USC,USC,3,59.8,,,,,,
74427,Anthony Landphere,TE,0,0,2025,2025,218,60,61.1,61.2,82,0,0,1,5,0,0,0,0,0,0,MEMPHIS,MEMPHIS,5,,,,,,,
74498,Treven Ma'ae,DI,0,0,2025,2025,118,,59.7,64.5,D09,0,0,1,0,5,0,0,0,0,0,BAYLOR,BAYLOR,5,59.5,,,,,,
74652,AJ Vaipulu,G,0,0,,2026,242,60,61.4,62.1,51,0,0,1,7,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,7,,,,,,,
74957,Nathan Griffin,LB,0,0,,2025,346,,58.3,68.3,D45,0,0,1,0,0,0,4,0,3,0,W KENTUCKY,W KENTUCKY,7,,,,,,,
75263,Silas Walters,S,0,0,2026,2026,221,,60.4,67.5,D29,0,0,1,0,5,0,0,6,4,0,MIAMI OH,MIAMI OH,15,59.8,,,,,,
75288,Tegra Tshabola,G,0,0,,2028,260,61.6,61.9,66.4,77,0,0,1,6,0,0,0,0,0,0,OHIO STATE,OHIO STATE,6,,,,,,,
76122,Bam Booker,ED,0,0,,2027,122,,60,64,D17,0,0,1,0,0,0,6,0,0,0,BOWL GREEN,BOWL GREEN,6,,,,,,,
76436,Damarco Moorer,S,0,0,,2026,242,,63,68.7,D10,0,0,1,0,0,4,0,0,4,0,NEW MEX ST,NEW MEX ST,8,,,,,,,
76604,Capone Blue,CB,0,0,,2025,339,,60.1,64.5,D03,0,0,1,0,2,0,0,0,0,0,WAKE,WAKE,2,59.8,,,,,,
76792,Dennis Briggs Jr.,DI,0,0,,2025,187,,60.1,64.6,D06,0,0,1,0,5,0,0,0,1,0,ILLINOIS,ILLINOIS,6,59.5,,,,,,
76794,Malcolm Lamar Sr.,T,0,0,,2025,165,61,61.9,68.8,70,0,0,1,7,0,0,0,0,0,0,FAU,FAU,7,,,,,,,
76813,Antonio Colclough,ED,0,0,,2025,126,,59.5,66.8,D06,0,0,1,0,1,0,0,9,1,0,BUFFALO,BUFFALO,11,60,,,,,,
76999,Darnell Jefferies,DI,0,0,,2025,225,,60,62.9,D08,0,0,1,0,1,0,0,0,0,0,MINNESOTA,MINNESOTA,1,60,,,,,,
77244,Matt Harmon,ED,0,0,2025,2025,201,,60.4,65.9,D07,0,0,1,0,6,2,0,0,1,0,KENT STATE,KENT STATE,9,59.4,,,,,,
77307,Justin Holloway,LS,0,0,,2025,109,63.4,65.5,63.2,S31,0,0,1,6,0,0,0,4,0,0,ARIZONA,ARIZONA,10,,,79.8,,,,
77518,Marques Cox,T,0,0,2025,2025,202,60,60.8,62.7,69,0,0,1,4,0,0,0,0,0,0,KENTUCKY,KENTUCKY,4,,,,,,,
77680,Jace Ruder,LB,0,0,,2025,251,,66.3,69.1,D03,0,0,1,0,1,9,5,4,6,1,N TEXAS,N TEXAS,25,60,,,,,,
78169,DaShon Bussell,CB,0,0,,2025,347,,60,64.3,D00,0,0,1,0,0,0,0,0,1,0,W MICHIGAN,W MICHIGAN,1,,,,,,,
78573,Solomon Vanhorse,HB,0,0,,2026,190,,61.5,70.7,18,0,0,1,0,0,0,5,3,8,0,INDIANA,INDIANA,16,,58.7,,,,,
78578,Ty Son Lawton,HB,0,0,,2025,190,,60,61.2,17,0,0,1,0,0,0,1,0,0,0,INDIANA,INDIANA,1,,,,,,,
78999,Marque Collins,CB,0,0,,2026,128,,60.4,65.5,D02,0,0,1,0,4,0,0,0,0,0,BYU,BYU,4,60,,,,,,
81249,Jayden McDonald,LB,0,0,,2025,146,,60,61.7,D10,0,0,1,0,1,0,0,0,0,0,UCONN,UCONN,1,60,,,,,,
81284,Jared Small,LB,0,0,,2026,109,,62.1,68.3,D40,0,0,1,0,0,6,3,0,0,0,ARIZONA,ARIZONA,9,,,,,,,
81437,Moroni Anae,ED,0,0,,2026,328,,60,63.4,D24,0,0,1,0,0,0,0,1,0,0,UTAH,UTAH,1,,,,,,,
81809,Joe More,C,0,0,,2025,111,60,60.4,62.2,78,0,0,1,3,0,0,0,0,0,0,ARKANSAS,ARKANSAS,3,,,,,,,
81883,Baraka Beckett,G,0,0,,2025,241,60,61.4,63.3,56,0,0,1,7,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,7,,,,,,,
82266,Matt Lawson,DI,0,0,,2025,242,,59.2,63,D90,0,0,1,0,3,0,0,0,0,0,NEW MEX ST,NEW MEX ST,3,59.1,,,,,,
82281,Ezekiel Holmes,DI,0,0,,2025,187,,59.8,62,D33,0,0,1,0,1,0,0,0,0,0,ILLINOIS,ILLINOIS,1,59.6,,,,,,
82408,Maurice Strong Jr.,DI,0,0,,2025,288,,59.5,64.5,D55,0,0,1,0,4,0,0,0,1,0,S ALABAMA,S ALABAMA,5,59,,,,,,
82560,Raymond Scott,LB,0,0,,2025,197,,63.1,79.6,D01,0,0,1,0,0,5,0,0,1,0,JAMES MAD,JAMES MAD,6,,,,,,,
82597,Kenneth Almendares,K,0,0,,2025,207,,60.6,68.5,S45,0,0,1,7,0,8,0,0,0,0,LA LAFAYET,LA LAFAYET,15,,,,,72.8,71.7,
83197,Dustin Johnson,S,0,0,,2025,259,,60,61.5,D06,0,0,1,0,2,0,0,0,0,0,OHIO,OHIO,2,59.9,,,,,,
83314,Jarvis Ware,CB,0,0,,2025,325,,62.3,69.7,D13,0,0,1,0,2,0,0,0,5,0,UNLV,UNLV,7,59.9,,,,,,
83315,Chris Mills,CB,0,0,,2025,314,,60.3,66.5,D07,0,0,1,0,7,0,0,0,0,0,TEXAS ST,TEXAS ST,7,59.7,,,,,,
83821,Fa'Najae Gotay,LB,0,0,,2025,115,,59.9,65.5,D38,0,0,1,0,0,0,6,0,0,0,AUBURN,AUBURN,6,,,,,,,
83824,Alex Williams,ED,0,0,2025,2025,224,,59.6,69.4,D99,0,0,1,0,2,0,0,0,4,0,MIDDLE TN,MIDDLE TN,6,58.9,,,,,,
83825,Bryan Addison,S,0,0,,2025,324,,60.1,61.5,D04,0,0,1,0,5,0,0,0,0,0,UCLA,UCLA,5,60,,,,,,
83838,Armani-Eli Adams,S,0,0,,2025,347,,60.6,71.1,D30,0,0,1,0,1,2,0,0,0,0,W MICHIGAN,W MICHIGAN,3,59.8,,,,,,
83944,Tyneil Hopper,TE,0,0,,2025,223,60,59.6,66.5,88,0,0,1,1,0,0,7,0,0,0,MICH STATE,MICH STATE,8,,,,,,,
85725,Jayden Dunlap,CB,0,0,,2026,128,,60,63.6,D29,0,0,1,0,1,0,0,0,0,0,BYU,BYU,1,59.9,,,,,,
85774,Gracen Halton,DI,0,0,2026,2026,261,,59.5,62.9,D56,0,0,1,0,2,0,0,0,0,0,OKLAHOMA,OKLAHOMA,2,59.3,,,,,,
86082,Jacob Bandes,DI,0,0,,2025,340,,90.9,64.5,D55,0,0,1,0,4,0,0,0,1,0,WASHINGTON,WASHINGTON,5,90.2,,,,,,
86345,Aaron Rodriguez,P,0,0,,2025,241,,60,66.8,S10,0,0,1,0,0,0,0,4,0,0,NEW MEXICO,NEW MEXICO,4,,,,,,,62.7
86489,Alex Moore,T,0,0,,2025,101,60,60.8,62.1,76,0,0,1,3,0,0,0,3,0,0,AIR FORCE,AIR FORCE,6,,,,,,,
86527,Rodney Robinson,S,0,0,,2025,120,,62.1,67.5,D04,0,0,1,0,2,8,0,0,0,0,BOISE ST,BOISE ST,10,60,,,,,,
86538,Chase Penry,WR,0,0,,2026,120,,60,65.5,13,0,0,1,0,0,0,1,0,0,0,BOISE ST,BOISE ST,1,,,,,,,
86729,Ozzie Nicholas,LB,0,0,,2025,154,,60.3,63.5,D45,0,0,1,0,3,0,0,0,1,0,DUKE,DUKE,4,59.6,,,,,,
86773,Jackson Schulz,S,0,0,,2026,202,,60,65.6,D29,0,0,1,0,0,0,4,0,0,0,KENTUCKY,KENTUCKY,4,,,,,,,
86877,Ceyair Wright,CB,0,0,2026,2026,238,,60.4,65.4,D15,0,0,1,0,2,0,0,0,1,0,NEBRASKA,NEBRASKA,3,59.9,,,,,,
88924,Josh Simmons,T,0,0,2025,2025,260,60,61.6,67.2,71,0,0,1,6,0,0,0,0,0,0,OHIO STATE,OHIO STATE,6,,,,,,,
90131,Joseph Vaughn,LB,0,0,2025,2025,324,,50.2,71.4,D30,1,0,1,0,0,4,7,5,2,0,UCLA,UCLA,18,,,,,,,
90192,Dalton Norris,DI,0,0,,2025,221,60,61,61.5,D95,0,0,1,5,0,0,0,0,0,0,MIAMI OH,MIAMI OH,5,,,,,,,
90224,Reymello Murphy,WR,0,0,,2026,109,,63.1,66.7,00,0,0,1,0,0,6,0,0,3,0,ARIZONA,ARIZONA,9,,,,,,,
90626,Beau Gardner,LS,0,0,2026,2026,173,60,64.3,63,S60,0,0,1,2,0,0,0,3,0,0,GEORGIA,GEORGIA,5,,,79.4,,,,
91245,Trey Laing,ED,0,0,,2025,160,,60,64.8,D97,0,0,1,0,0,0,0,0,2,0,E MICHIGAN,E MICHIGAN,2,,,,,,,
97061,Josh Kelly,WR,0,0,2025,2025,315,,60,63.4,03,0,0,1,0,0,0,1,0,1,0,TEXAS TECH,TEXAS TECH,2,,,,51.9,,,
97087,Amir McDaniel,CB,0,0,,2025,207,,60,62.1,D13,0,0,1,0,0,1,0,0,0,0,LA LAFAYET,LA LAFAYET,1,,,,,,,
97141,Antavious Lane,S,0,0,,2025,245,,60.2,61,D01,0,0,1,0,4,0,0,0,1,0,N CAROLINA,N CAROLINA,5,60.1,,,,,,
97188,Dante Wright,WR,0,0,,2025,306,,60,64.9,05,0,0,1,0,0,0,0,1,3,0,TEMPLE,TEMPLE,4,,,,62.9,,,
97200,Ulysses Bentley IV,HB,0,0,2025,2025,226,,60,62,24,0,0,1,0,0,0,4,0,0,0,OLE MISS,OLE MISS,4,,58.2,,,,,
97211,Christian Dremel,WR,0,0,,2025,278,,60,62.9,80,0,0,1,0,0,0,4,0,2,0,RUTGERS,RUTGERS,6,,58.7,,61,,,
97213,Taylor Morin,WR,0,0,2025,2025,339,,60,62.4,02,0,0,1,0,0,0,3,0,1,0,WAKE,WAKE,4,,59.4,,60.3,,,
97218,Jacob Bernard,WR,0,0,,2025,207,,60,62.8,04,0,0,1,0,0,0,0,0,2,0,LA LAFAYET,LA LAFAYET,2,,,,62.7,,,
97225,Brandon Crossley,CB,0,0,2025,2025,287,,62.5,68.8,D01,0,0,1,0,2,0,0,0,7,0,SMU,SMU,9,60,,,,,,
97237,Rod Heard II,S,0,0,,2025,258,,77.3,67.2,D02,0,0,1,0,0,6,0,2,3,1,NOTRE DAME,NOTRE DAME,11,,,,,,,
97239,Chike Anigbogu,LB,0,0,,2025,275,,71.8,69.5,D07,0,0,1,0,0,5,4,5,5,0,RICE,RICE,19,,,,,,,
97270,Mycah Pittman,WR,0,0,,2026,328,,60,63.6,05,0,0,1,0,0,0,0,0,4,0,UTAH,UTAH,4,,,,62.4,,,
97274,Dywan Griffin,CB,0,0,,2025,263,,60.9,67.7,D23,0,0,1,0,3,0,0,0,2,0,DOMINION,DOMINION,5,60,,,,,,
97287,Trevor Wilson,WR,0,0,,2025,198,,49.4,67,07,0,0,1,0,0,0,6,5,2,0,KANSAS,KANSAS,13,,66.9,,61.9,,,
97303,Enoch Nawahine,HB,0,0,,2026,128,,60,63,21,0,0,1,0,0,0,1,0,0,0,BYU,BYU,1,,,,,,,
97305,Devyn Ford,HB,0,0,,2025,258,,75.5,68.6,22,0,0,1,0,0,6,1,4,0,1,NOTRE DAME,NOTRE DAME,11,,51.6,,,,,
97310,Deion Hankins,HB,0,0,2025,2025,314,,61.2,67.5,33,0,0,1,0,0,0,4,0,2,0,TEXAS ST,TEXAS ST,6,,,,,,,
97324,Jordan Clark,CB,0,0,2025,2025,258,,61,68.5,D01,0,0,1,0,0,0,0,0,3,0,NOTRE DAME,NOTRE DAME,3,,,,,,,
97329,Derrick Canteen,S,0,0,2025,2025,138,,65,63.6,D10,0,0,1,0,7,1,0,1,0,1,CINCINNATI,CINCINNATI,9,60,,,,,,
97341,Ken Robinson,S,0,0,,2025,331,,60.4,64.6,D04,0,0,1,0,6,0,0,0,0,0,UTSA,UTSA,6,60.1,,,,,,
97351,Jakeen Harris,S,0,0,,2025,245,,80.8,67.2,D02,0,0,1,0,3,0,0,9,1,2,N CAROLINA,N CAROLINA,13,60,,,,,,
97369,Sidney Porter,LB,0,0,,2025,200,,61,64.5,D11,0,0,1,0,5,3,0,0,0,0,KENNESAW,KENNESAW,8,59.9,,,,,,
97372,Reid Dedman,LB,0,0,,2025,174,,62.3,65.5,D17,0,0,1,0,0,7,0,5,2,0,GA SOUTHRN,GA SOUTHRN,14,,,,,,,
97379,Woodi Washington,CB,0,0,,2025,261,,60.3,67.5,D05,0,0,1,0,3,0,0,0,0,0,OKLAHOMA,OKLAHOMA,3,60,,,,,,
97386,Solomon Brown,S,0,0,,2026,126,,60,61.1,D07,0,0,1,0,2,0,0,0,0,0,BUFFALO,BUFFALO,2,60,,,,,,
97392,Daton Montiel,K,0,0,,2025,166,60,60.9,67.4,S25,0,1,1,3,0,0,0,6,0,0,FIU,FIU,9,,,,,,,55.3
97397,Alex Raynor,K,0,0,,2025,202,,60,63.3,S16,0,0,1,4,0,0,0,0,0,0,KENTUCKY,KENTUCKY,4,,,,,68.2,,
97427,Devin Voisin,WR,0,0,,2026,288,,59.9,66.4,01,0,0,1,0,0,0,7,0,2,0,S ALABAMA,S ALABAMA,9,,,,60.2,,,
97453,Luis Cristobal Jr.,G,0,0,,2025,220,60,61.2,63.1,52,0,0,1,6,0,0,0,0,0,0,MIAMI FL,MIAMI FL,6,,,,,,,
97468,Trevon Booker,CB,0,0,,2025,136,,37.5,27.1,D20,1,1,1,0,2,4,0,7,5,0,CHARLOTTE,CHARLOTTE,18,59.8,,,,,,
97470,Keonte Glinton,CB,0,0,,2025,242,,67.7,66.8,D07,0,0,1,0,6,0,0,0,1,0,NEW MEX ST,NEW MEX ST,7,60,,,,,,
97471,Roderick Roberson,S,0,0,,2025,208,,67.8,69.2,D19,0,1,1,0,0,3,0,5,6,1,LA TECH,LA TECH,14,,,,,,,
97473,Kerry Martin Jr.,S,0,0,,2025,248,,61.8,68,D19,0,0,1,0,2,0,0,0,3,0,NC STATE,NC STATE,5,60,,,,,,
97495,Dean Clark,S,0,0,2025,2025,169,,60.3,65.7,D32,0,0,1,0,8,0,0,5,2,0,FRESNO ST,FRESNO ST,15,60,,,,,,
97499,Caleb Tate,LB,0,0,,2025,126,,63.5,66.3,D33,0,0,1,0,0,0,0,10,0,1,BUFFALO,BUFFALO,10,,,,,,,
97506,Jaden Voisin,S,0,0,,2025,288,,47.8,64.3,D02,0,0,1,0,6,3,0,0,0,0,S ALABAMA,S ALABAMA,9,59.8,,,,,,
97517,Marvae Myers,CB,0,0,,2026,224,,51.9,68.3,D06,0,0,1,0,5,2,0,7,3,0,MIDDLE TN,MIDDLE TN,17,59.7,,,,,,
97520,Malik Dixon-Williams,S,0,0,2025,2025,146,,60,61.1,D01,0,0,1,0,1,0,0,0,0,0,UCONN,UCONN,1,60,,,,,,
97532,Malachi Langley,LB,0,0,,2025,169,,60.3,62.4,D09,0,0,1,0,9,0,0,0,0,0,FRESNO ST,FRESNO ST,9,60.1,,,,,,
97541,Chad Stephens,ED,0,0,,2025,156,,59.5,62.7,D03,0,0,1,0,3,0,0,0,0,0,E CAROLINA,E CAROLINA,3,59.4,,,,,,
97543,Jett Elad,S,0,0,,2026,325,,61.7,66.8,D09,0,0,1,0,1,0,0,2,4,0,UNLV,UNLV,7,60,,,,,,
97563,Marcus Fuqua,S,0,0,,2025,126,,60.9,63.2,D10,0,0,1,0,9,0,0,0,1,0,BUFFALO,BUFFALO,10,60.3,,,,,,
97572,Javon Denis,DI,0,0,,2025,218,,60.7,66.6,D08,0,0,1,0,1,0,0,0,3,0,MEMPHIS,MEMPHIS,4,59.8,,,,,,
97582,Logan Lupo,P,0,0,,2026,165,,60,64,S16,0,0,1,0,0,0,0,1,0,0,FAU,FAU,1,,,,,,,60
97585,Ethan Hudak,LS,0,0,,2025,319,64.9,64.5,62.7,S57,0,0,1,7,0,0,0,2,0,0,TULANE,TULANE,9,,,76.6,,,,
97589,Ivan Mora,P,0,0,,2025,339,60,60.8,63.7,S36,0,0,1,7,0,0,0,2,0,0,WAKE,WAKE,9,,,,,,,60.9
97609,Damari Roberson,S,0,0,,2025,347,,59.7,64.8,D04,0,0,1,0,5,0,0,4,1,0,W MICHIGAN,W MICHIGAN,10,59.8,,,,,,
97640,Beau Johnson,TE,0,0,,2025,174,60,61.6,63.1,11,0,0,1,5,0,0,0,0,1,0,GA SOUTHRN,GA SOUTHRN,6,,,,,,,
97675,Terry Jones,CB,0,0,,2025,190,,64.8,68.7,D12,0,0,1,0,0,7,0,0,8,0,INDIANA,INDIANA,15,,,,,,,
97684,Trey Rucker,S,0,0,2025,2025,262,,60,62.1,D09,0,0,1,0,6,0,0,0,0,0,OKLA STATE,OKLA STATE,6,59.9,,,,,,
97686,Mehki Miller,S,0,0,,2025,138,,65.9,67.6,D20,0,0,1,0,1,7,0,0,0,1,CINCINNATI,CINCINNATI,8,60,,,,,,
97703,M.J. Griffin,S,0,0,,2025,210,,59.7,67.2,D26,0,0,1,0,2,0,0,3,0,0,LOUISVILLE,LOUISVILLE,5,59.9,,,,,,
97704,Matt Salopek,LB,0,0,,2025,221,,60.1,64.4,D15,0,0,1,0,5,0,0,1,0,0,MIAMI OH,MIAMI OH,6,60,,,,,,
97715,Dylan Downing,LB,0,0,,2025,198,,51,68.3,D32,0,1,1,0,1,6,7,0,1,0,KANSAS,KANSAS,15,60,,,,,,
97720,Jalen Davis,LB,0,0,,2025,224,,59.9,68.9,D12,0,0,1,0,0,2,5,7,0,0,MIDDLE TN,MIDDLE TN,14,,,,,,,
97750,Marley Cook,DI,0,0,,2025,220,,60,62.7,D57,0,0,1,0,1,0,0,0,0,0,MIAMI FL,MIAMI FL,1,59.8,,,,,,
97754,Jordan Waters,HB,0,0,2025,2025,248,,47,66.2,07,1,0,1,0,0,0,0,7,0,0,NC STATE,NC STATE,7,,,,,,,
97773,Jaren Mangham,HB,0,0,,2025,225,,56.8,65.3,08,0,0,1,0,0,0,4,0,0,0,MINNESOTA,MINNESOTA,4,,,,,,,
97777,Raymond Cutts,ED,0,0,,2025,318,,59.2,63.2,D00,0,0,1,0,3,0,0,0,0,0,TROY,TROY,3,59.1,,,,,,
97792,Torry Locklin,WR,0,0,,2025,198,,45.9,70.1,12,1,0,1,0,0,6,7,5,1,0,KANSAS,KANSAS,19,,,,,,,
97822,Jack Martin,K,0,0,,2025,182,,60,64.2,S41,0,0,1,0,0,1,0,0,0,0,HOUSTON,HOUSTON,1,,,,,,60.1,
97843,Joshua Black,G,0,0,,2025,175,60,60,61.6,72,0,0,1,1,0,0,0,0,0,0,GA STATE,GA STATE,1,,,,,,,
97863,Todd Justice,TE,0,0,,2025,288,60,60.7,63.8,86,0,0,1,2,0,0,0,6,0,0,S ALABAMA,S ALABAMA,8,,,,,,,
97881,Jamal Morris,LB,0,0,,2025,182,,61.1,64.3,D25,0,0,1,0,3,0,0,0,2,0,HOUSTON,HOUSTON,5,60,,,,,,
97882,Prince Wallace-Bemah,LB,0,0,,2025,136,,60.2,64.7,D25,0,0,1,0,5,0,0,1,2,0,CHARLOTTE,CHARLOTTE,8,59.4,,,,,,
97883,Gavin Potter,LB,0,0,,2025,320,,61.4,64.4,D19,0,0,1,0,4,5,0,0,0,0,TULSA,TULSA,9,60,,,,,,
97887,Jalen Jackson,CB,0,0,,2026,224,,61.1,67.9,D23,0,0,1,0,0,0,0,0,4,0,MIDDLE TN,MIDDLE TN,4,,,,,,,
97889,Jack Kiser,LB,0,0,2025,2025,258,,59.4,66,D24,0,0,1,0,4,0,0,4,2,0,NOTRE DAME,NOTRE DAME,10,59.9,,,,,,
97892,Lama Lavea,DI,0,0,,2025,102,,61,65.7,D05,0,0,1,0,4,0,0,7,2,0,AKRON,AKRON,13,59.6,,,,,,
97910,Darius McClendon,S,0,0,,2025,122,,67.9,69.8,D00,0,0,1,0,3,4,0,0,5,1,BOWL GREEN,BOWL GREEN,12,60.1,,,,,,
