playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesFgepOffense,gradesLongSnap,gradesKickReturn,gradesPuntReturn,gradesFgepKicker,gradesPunter,gradesKickoffKicker
163282,Luke Eckardt,T,0,0,,2026,281,61,63,52,0,0,1,5,0,0,0,0,0,0,SM HOUSTON,SM HOUSTON,5,,60,,,,,,
163396,Jomarion Briggs,CB,0,0,,2028,169,60,63.6,D28,0,0,1,0,1,0,0,0,0,0,FRESNO ST,FRESNO ST,1,60,,,,,,,
163397,Jayden Davis,S,0,0,,2027,169,60.9,67.3,D11,0,0,1,0,4,2,5,0,0,0,FRESNO ST,FRESNO ST,11,59.9,,,,,,,
163403,Jahzon Jacks,ED,0,0,,2028,169,59.7,63.6,D06,0,0,1,0,4,0,0,0,0,0,FRESNO ST,FRESNO ST,4,59.5,,,,,,,
163406,Dylan Lynch,K,0,0,,2026,169,60,65.5,S46,0,0,1,2,0,2,0,0,0,0,FRESNO ST,FRESNO ST,4,,,,,,60,,65.8
163409,Sione Noa,ED,0,0,,2027,169,59.8,63,D54,0,0,1,0,2,0,0,0,0,0,FRESNO ST,FRESNO ST,2,59.6,,,,,,,
163417,Tim Thomas,LB,0,0,,2028,169,60.1,61.7,D26,0,0,1,0,4,0,0,0,0,0,FRESNO ST,FRESNO ST,4,60.1,,,,,,,
163420,Ryan Wilson,S,0,0,,2028,169,61.6,67.1,D37,0,0,1,0,0,2,6,0,3,0,FRESNO ST,FRESNO ST,11,,,,,,,,
163422,Merhauti Xepera,ED,0,0,,2028,169,60.2,65.1,D09,0,0,1,2,4,0,5,4,0,0,FRESNO ST,FRESNO ST,15,59.5,60,,,,,,
163542,Nick Verdugo,P,0,0,,2028,169,60.4,66,S41,0,0,1,2,0,0,0,4,0,0,FRESNO ST,FRESNO ST,6,,60,,,,,64.5,
163595,Emmanuel Henderson Jr.,WR,0,0,2026,2026,198,79.2,65.8,01,0,0,1,0,0,0,2,3,0,1,KANSAS,KANSAS,5,,,,59.4,,,,
163608,Jake Pope,S,0,0,,2028,325,73.9,66.2,D07,0,0,1,0,5,4,0,4,1,1,UNLV,UNLV,14,59.9,,,,,,,
163781,Brandon White,WR,0,0,,2027,180,60,62.2,01,0,0,1,0,0,0,5,0,0,0,HAWAII,HAWAII,5,,,,53.7,,,,
163806,Jalen Dye,S,0,0,,2026,198,61.8,66.2,D14,0,0,1,0,0,2,2,0,3,0,KANSAS,KANSAS,7,,,,,,,,
163807,Mason Ellis,S,0,0,,2027,198,61.2,67.5,D23,0,0,1,0,2,0,0,3,4,0,KANSAS,KANSAS,9,60,,,,,,,
163821,Isaac Koch,WR,0,0,,2027,199,61.6,66,84,0,0,1,0,0,0,5,0,3,0,KANSAS ST,KANSAS ST,8,,,,,,,,
164137,Quincy Burroughs,WR,0,0,,2027,346,57.1,66,12,0,0,1,0,0,0,5,0,0,0,W KENTUCKY,W KENTUCKY,5,,,,,,,,
164180,JB Nelson,G,0,0,,2026,199,61.1,65.7,54,0,0,1,3,0,0,0,0,0,0,KANSAS ST,KANSAS ST,3,,60,,,,,,
165722,Mackavelli Malotumau,DI,0,0,,2027,346,56.2,67.3,D00,0,0,1,0,3,0,0,5,4,0,W KENTUCKY,W KENTUCKY,12,59.6,,,,,,,
166787,Moussa Barry,WR,0,0,,2027,346,60.2,64.6,03,0,0,1,0,0,0,5,0,0,0,W KENTUCKY,W KENTUCKY,5,,,,,,,,
169941,Brendan Doyle,TE,0,0,,2026,300,82.6,65,80,0,0,1,0,0,0,5,4,0,1,STANFORD,STANFORD,9,,,,,,,,
169947,CJ Johnson,LB,0,0,,2026,281,59.9,66.6,D08,0,0,1,0,7,0,0,5,0,0,SM HOUSTON,SM HOUSTON,12,60.1,,,,,,,
169976,Jai Eugene Jr.,S,0,0,,2028,346,62.4,68.6,D26,0,0,1,0,1,8,0,0,3,0,W KENTUCKY,W KENTUCKY,12,60,,,,,,,
170063,Justin Brown,WR,0,0,,2028,346,60,64.9,22,0,0,1,0,0,0,0,0,1,0,W KENTUCKY,W KENTUCKY,1,,,,,,,,
170196,Kevin Kalonji,T,0,0,,2026,281,61.5,67.9,77,0,0,1,5,0,0,0,0,0,0,SM HOUSTON,SM HOUSTON,5,,60,,,,,,
170321,Jace Arnold,S,0,0,,2028,281,60.6,68.2,D09,0,0,1,0,1,5,0,5,3,0,SM HOUSTON,SM HOUSTON,14,60,,,,,,,
170328,Grady O'Neill,WR,0,0,,2027,281,60,64.5,06,0,0,1,0,0,0,0,1,0,0,SM HOUSTON,SM HOUSTON,1,,,,,,,,
170382,Cam Todd,C,0,0,,2027,281,61.6,62.1,60,0,0,1,5,0,0,0,0,0,0,SM HOUSTON,SM HOUSTON,5,,60.8,,,,,,
170501,Qua'Vez Humphreys,WR,0,0,,2027,281,60.9,69.3,07,0,0,1,0,0,0,8,0,0,0,SM HOUSTON,SM HOUSTON,8,,,,,,,,
170503,William McCollum,G,0,0,,2026,281,61,62.9,75,0,0,1,5,0,0,0,0,0,0,SM HOUSTON,SM HOUSTON,5,,60,,,,,,
170505,Malik Phillips,WR,0,0,,2026,281,62.9,67,11,0,0,1,0,0,0,8,0,5,0,SM HOUSTON,SM HOUSTON,13,,,,56.8,,,,
170734,Michael Jordan Jr.,DI,0,0,,2026,169,58.9,63.4,D99,0,0,1,0,3,0,0,0,0,0,FRESNO ST,FRESNO ST,3,58.9,,,,,,,
171334,Ethan Tierney,S,0,0,,2029,169,68.1,65.9,D17,0,0,1,0,0,2,0,0,3,1,FRESNO ST,FRESNO ST,5,,,,,,,,
171564,Devon Smith,T,0,0,,2026,346,61.4,63.1,65,0,0,1,7,0,0,0,0,0,0,W KENTUCKY,W KENTUCKY,7,,60,,,,,,
171855,Kamuela Ka'aihue,LB,0,0,,2028,325,60.2,69.3,D43,0,0,1,0,0,0,6,4,0,0,UNLV,UNLV,10,,,,,,,,
171889,Landen Thomas,ED,0,0,,2029,325,59.8,62,D18,0,0,1,0,1,0,0,0,0,0,UNLV,UNLV,1,59.6,,,,,,,
171890,K'vion Thunderbird,LB,0,0,,2029,169,60.3,62.8,D10,0,0,1,0,1,2,0,0,0,0,FRESNO ST,FRESNO ST,3,60,,,,,,,
171893,Dylan Edwards,HB,0,0,,2028,199,60,62.1,03,0,0,1,0,0,0,0,0,1,0,KANSAS ST,KANSAS ST,1,,,,,50,,,
172256,Jack Mowrey,LS,0,0,,2029,180,55.9,63.5,S33,0,0,1,5,0,0,0,4,0,0,HAWAII,HAWAII,9,,58.2,38.7,,,,,
172383,Jahlil Hurley,CB,0,0,,2028,198,62.1,70.2,D06,0,0,1,0,0,6,0,0,4,0,KANSAS,KANSAS,10,,,,,,,,
173065,Logan Brantley,LB,0,0,,2028,198,62.7,66.8,D16,0,0,1,0,0,3,0,0,3,0,KANSAS,KANSAS,6,,,,,,,,
173069,Calvin Clements,T,0,0,,2028,198,60.9,61.9,75,0,0,1,5,0,0,0,0,0,0,KANSAS,KANSAS,5,,60,,,,,,
173074,Jaden Hamm,TE,0,0,,2028,198,60.3,63.7,17,0,0,1,0,0,0,2,0,0,0,KANSAS,KANSAS,2,,,,,,,,
173077,Keaton Kubecka,WR,0,0,,2028,198,60,64.2,03,0,0,1,0,0,0,2,0,0,0,KANSAS,KANSAS,2,,,,,,,,
173088,Ezra Vedral,LB,0,0,,2028,198,60.8,64.8,D41,0,0,1,0,0,4,0,2,0,0,KANSAS,KANSAS,6,,,,,,,,
173089,Jordan Allen,ED,0,0,,2028,199,56.1,64.8,D91,0,0,1,0,1,4,5,0,0,0,KANSAS ST,KANSAS ST,10,59.7,,,,,,,
173090,Will Anciaux,TE,0,0,,2028,199,60.5,61.1,80,0,0,1,3,0,0,0,0,0,0,KANSAS ST,KANSAS ST,3,,60,,,,,,
173092,Mikey Bergeron,S,0,0,,2028,199,51.3,68.2,D17,1,0,1,0,0,4,5,4,3,0,KANSAS ST,KANSAS ST,16,,,,,,,,
173095,Daniel Cobbs,CB,0,0,,2028,199,60.5,63.8,D04,0,0,1,0,3,0,0,0,1,0,KANSAS ST,KANSAS ST,4,60,,,,,,,
173102,Jack Fabris,S,0,0,,2028,199,72.9,67.3,D36,0,0,1,0,0,2,2,4,2,0,KANSAS ST,KANSAS ST,10,,,,,,,,
173103,Wesley Fair,S,2,0,,2028,199,70.1,63.5,D18,0,0,1,0,3,4,0,0,0,0,KANSAS ST,KANSAS ST,7,59.9,,,,,,,
173105,Garrett Harstad,TE,0,0,,2029,199,60.7,67.3,19,0,0,1,0,0,0,0,0,3,0,KANSAS ST,KANSAS ST,3,,,,,,,,
173107,Justice Clemons,CB,0,0,,2026,199,60.8,64.5,D05,0,0,1,0,1,4,0,0,0,0,KANSAS ST,KANSAS ST,5,60,,,,,,,
173111,Simon McClannan,K,0,0,,2028,199,60.9,68.2,S08,0,0,1,3,0,4,0,4,0,0,KANSAS ST,KANSAS ST,11,,60,,,,,57.3,64.1
173112,Donovan McIntosh,CB,0,0,,2028,199,60.4,65.3,D09,0,0,1,0,3,0,0,0,1,0,KANSAS ST,KANSAS ST,4,60,,,,,,,
173115,Chiddi Obiazor,ED,0,0,,2028,199,59.5,63.7,D08,0,0,1,0,4,0,0,0,0,0,KANSAS ST,KANSAS ST,4,59.3,,,,,,,
173117,Austin Romaine,LB,0,0,,2028,199,60.5,63.1,D45,0,0,1,0,3,0,0,0,1,0,KANSAS ST,KANSAS ST,4,59.9,,,,,,,
173120,Kanijal Thomas,CB,0,0,,2028,199,62.6,69.4,D29,0,0,1,0,0,4,0,4,3,1,KANSAS ST,KANSAS ST,11,,,,,,,,
173123,Rex Van Wyhe,LB,0,0,,2027,199,61,67.1,D28,0,0,1,0,2,4,5,4,0,0,KANSAS ST,KANSAS ST,15,59.9,,,,,,,
173416,Martin Owusu,DI,0,0,,2029,169,59.8,62,D08,0,0,1,0,1,0,0,0,0,0,FRESNO ST,FRESNO ST,1,59.6,,,,,,,
173444,Joshua Mensah,LB,0,0,,2027,346,62.3,64.9,D29,0,0,1,0,0,8,0,0,0,0,W KENTUCKY,W KENTUCKY,8,,,,,,,,
173445,Noah Meyers,TE,0,0,,2028,346,68.1,66.4,81,0,0,1,0,0,0,5,0,0,0,W KENTUCKY,W KENTUCKY,5,,,,,,,,
173447,Nazir Ward,CB,0,0,,2028,346,61.8,66.8,D06,0,0,1,0,5,0,0,0,3,0,W KENTUCKY,W KENTUCKY,8,60,,,,,,,
173504,Jaden Carrillo,S,0,0,,2029,169,50,68.1,D29,1,0,1,0,0,2,0,4,3,0,FRESNO ST,FRESNO ST,9,,,,,,,,
173509,Camryn Bracha,S,0,0,,2026,169,60.7,65.1,D22,0,0,1,0,5,0,0,0,1,0,FRESNO ST,FRESNO ST,6,59.9,,,,,,,
173510,RL Miller,S,0,0,,2028,169,61.3,67.4,D04,0,0,1,0,1,2,5,4,3,0,FRESNO ST,FRESNO ST,15,60,,,,,,,
173515,Brock Lium,TE,0,0,,2029,169,60,64.9,89,0,0,1,0,0,0,1,0,0,0,FRESNO ST,FRESNO ST,1,,,,,,,,
173519,Richie Anderson III,TE,1,0,,2028,169,75,64.7,88,0,0,1,2,0,0,0,4,0,0,FRESNO ST,FRESNO ST,6,,60,,,,,,
173520,Jake Tarwater,TE,0,0,,2026,169,60,60.9,87,0,0,1,2,0,0,0,0,0,0,FRESNO ST,FRESNO ST,2,,60,,,,,,
173529,Edward Fonua,G,0,0,,2028,169,60,61.5,72,0,0,1,1,0,0,0,0,0,0,FRESNO ST,FRESNO ST,1,,60,,,,,,
173636,Nick Fattig,G,0,0,,2028,300,61.6,62.1,60,0,0,1,5,0,0,0,0,0,0,STANFORD,STANFORD,5,,60.8,,,,,,
173739,Travis Bates,ED,0,0,,2027,199,60.3,64.2,D39,0,0,1,0,1,0,0,0,1,0,KANSAS ST,KANSAS ST,2,59.8,,,,,,,
173990,Tavake Tuikolovatu,G,0,0,,2028,198,61.7,66.8,54,0,0,1,5,0,0,0,0,0,0,KANSAS,KANSAS,5,,60.3,,,,,,
174013,Jackie Johnson III,ED,0,0,,2026,180,60,63.8,D57,0,0,1,0,0,0,0,0,1,0,HAWAII,HAWAII,1,,,,,,,,
174015,Lesterlaisene Lagafuaina,ED,0,0,,2029,180,59.9,65.6,D51,0,0,1,0,5,0,0,0,2,0,HAWAII,HAWAII,7,59.3,,,,,,,
174061,Blesyng Alualu-Tuiolemotu,LB,0,0,,2029,325,61,64.9,D15,0,0,1,0,5,1,0,0,1,0,UNLV,UNLV,7,60,,,,,,,
174067,Lucas Conti,DI,0,0,,2029,325,60.2,64,D94,0,0,1,0,1,0,0,0,1,0,UNLV,UNLV,2,60,,,,,,,
174074,DeAngelo Irvin Jr.,WR,0,0,,2028,325,59.9,66.1,04,0,0,1,0,0,0,6,0,2,0,UNLV,UNLV,8,,,,,61,,,
174082,Ramon Villela,K,0,0,,2029,325,60,64.1,S32,0,0,1,8,0,0,0,0,0,0,UNLV,UNLV,8,,,,,,53.8,,
174120,Kodi DeCambra,S,0,0,,2028,325,64.2,68.4,D24,0,0,1,0,0,1,6,0,1,0,UNLV,UNLV,8,,,,,,,,
174204,Wesley Brown,LS,0,0,2026,2026,169,78.1,63.2,S52,0,0,1,2,0,0,0,4,0,1,FRESNO ST,FRESNO ST,6,,60,80.7,,,,,
174657,Kai Black,TE,0,0,,2027,193,60.2,66.2,17,0,0,1,0,0,0,2,0,0,0,IOWA STATE,IOWA STATE,2,,,,,,,,
174658,Brendan Black,G,0,0,,2028,193,61.7,66.8,51,0,0,1,5,0,0,0,0,0,0,IOWA STATE,IOWA STATE,5,,60.3,,,,,,
174660,Benjamin Brahmer,TE,0,0,,2028,193,60.4,65.3,18,0,0,1,5,0,0,0,4,0,0,IOWA STATE,IOWA STATE,9,,60,,,,,,
174665,Kooper Ebel,LB,0,0,,2028,193,60.7,63.4,D47,0,0,1,0,2,0,0,4,1,0,IOWA STATE,IOWA STATE,7,60,,,,,,,
174670,Zaimir Hawk,DI,0,0,,2028,193,59.3,63.5,D53,0,0,1,0,3,0,0,0,0,0,IOWA STATE,IOWA STATE,3,59.1,,,,,,,
174672,Ta'Shawn James,S,0,0,,2029,193,62.7,67.9,D19,0,0,1,0,0,5,0,0,3,0,IOWA STATE,IOWA STATE,8,,,,,,,,
174675,Kyle Konrardy,K,0,0,,2028,193,60,63.5,S97,0,0,1,5,0,0,0,0,0,0,IOWA STATE,IOWA STATE,5,,,,,,60.6,,
174677,Caden Matson,S,0,0,,2027,193,59.9,64.9,D43,0,0,1,0,0,0,4,0,0,0,IOWA STATE,IOWA STATE,4,,,,,,,,
174680,Beni Ngoyi,CB,0,0,,2028,193,66.6,68.6,D05,0,0,1,0,0,0,4,0,4,0,IOWA STATE,IOWA STATE,8,,,,,,,,
174683,Jamison Patton,S,0,0,,2028,193,60.2,62.3,D02,0,0,1,0,3,1,0,0,0,0,IOWA STATE,IOWA STATE,4,60,,,,,,,
174690,Cam Smith,S,0,0,,2028,193,74.1,69.4,D13,0,0,1,0,0,5,4,0,3,0,IOWA STATE,IOWA STATE,12,,,,,,,,
174691,Drew Surges,S,0,0,,2028,193,69.1,70.1,D29,0,0,1,0,0,0,4,4,4,0,IOWA STATE,IOWA STATE,12,,,,,,,,
174693,Tripp Walsh,TE,0,0,,2028,193,60.1,66,86,0,0,1,0,0,0,4,0,0,0,IOWA STATE,IOWA STATE,4,,,,,,,,
174758,Devin Dye,S,0,0,,2026,198,61.4,67.7,D11,0,0,1,0,0,6,2,0,1,0,KANSAS,KANSAS,9,,,,,,,,
174966,Braxton Myers,CB,0,0,,2028,346,59.8,67.5,D14,0,0,1,0,0,0,0,4,1,0,W KENTUCKY,W KENTUCKY,5,,,,,,,,
175091,Zach Johnson,LB,0,0,,2028,300,72.7,68.7,D38,0,0,1,0,0,5,5,0,0,0,STANFORD,STANFORD,10,,,,,,,,
175609,Landan Brown,HB,0,0,,2028,281,59.4,66.4,34,0,0,1,0,0,0,0,4,0,0,SM HOUSTON,SM HOUSTON,4,,,,,,,,
175610,Lonnie Adkism,WR,0,0,,2028,281,60.3,65.3,05,0,0,1,0,0,0,8,0,0,0,SM HOUSTON,SM HOUSTON,8,,,,,,,,
175616,Dax Horany,LB,0,0,,2028,281,44.4,66.2,D31,1,0,1,0,0,5,0,0,0,1,SM HOUSTON,SM HOUSTON,5,,,,,,,,
175628,Eli Wallace,LB,0,0,,2028,281,62.7,71.1,D45,0,0,1,0,0,0,8,1,5,0,SM HOUSTON,SM HOUSTON,14,,,,,,,,
175630,Carson Whitington,LS,0,0,,2027,281,66.3,63.6,S46,0,0,1,5,0,0,0,6,0,0,SM HOUSTON,SM HOUSTON,11,,61.6,81.9,,,,,
175696,Deliyon Freeman,CB,0,0,,2028,180,61.1,68.6,D06,0,0,1,0,0,0,0,0,3,0,HAWAII,HAWAII,3,,,,,,,,
175698,KT Carter,T,0,0,,2028,180,60,61,75,0,0,1,0,0,0,0,1,0,0,HAWAII,HAWAII,1,,,,,,,,
175701,Kansei Matsuzawa,K,0,0,2026,2026,180,60,63.5,S17,0,0,1,5,0,0,0,0,0,0,HAWAII,HAWAII,5,,,,,,76.8,,
175703,James Milovale,T,0,0,,2026,180,61.5,67.9,70,0,0,1,5,0,0,0,0,0,0,HAWAII,HAWAII,5,,60,,,,,,
175705,Jamih Otis,LB,0,0,,2028,180,53.4,70.5,D11,0,0,1,0,5,3,5,4,4,0,HAWAII,HAWAII,21,60.1,,,,,,,
175706,Elijah Palmer,CB,0,0,,2028,180,78.7,63.9,D04,0,0,1,0,0,5,0,0,1,3,HAWAII,HAWAII,6,,,,,,,,
175710,Josh Sagapolutele,LB,0,0,,2029,180,60.2,66.5,D91,0,0,1,0,0,0,5,4,1,0,HAWAII,HAWAII,10,,,,,,,,
175716,Jaheim Wilson-Jones,CB,0,0,,2026,180,60.7,69.6,D14,0,0,1,0,5,0,0,4,3,0,HAWAII,HAWAII,12,59.9,,,,,,,
175897,Ray Lotten,TE,0,0,,2028,281,60.6,70.1,19,0,0,1,5,0,0,7,5,0,0,SM HOUSTON,SM HOUSTON,17,,60,,,,,,
175973,Alex Bray,ED,0,0,,2028,198,59.7,63.3,D91,0,0,1,0,2,0,0,0,0,0,KANSAS,KANSAS,2,59.5,,,,,,,
176037,Bryce Cohoon,WR,0,0,,2028,198,61.4,67.3,13,0,0,1,0,0,6,0,0,0,0,KANSAS,KANSAS,6,,,,,,,,
176610,Aidan Flintoft,K,0,0,,2028,300,60.9,66.2,S37,0,1,1,5,0,0,0,4,0,0,STANFORD,STANFORD,9,,60,,,,,61.2,
176615,Champ Hampton,HB,0,0,,2028,300,53.4,65.4,34,0,0,1,0,0,0,5,0,0,0,STANFORD,STANFORD,5,,,,,,,,
176617,Chico Holt,TE,0,0,,2028,300,61.2,63.2,84,0,0,1,5,0,0,0,4,0,0,STANFORD,STANFORD,9,,60,,,,,,
176618,Sedrick Irvin,HB,0,0,,2028,300,59.6,68.1,26,0,0,1,0,0,0,5,3,0,0,STANFORD,STANFORD,8,,,,,,,,
176621,Myles Libman,WR,0,0,,2028,300,61.2,69.3,18,0,0,1,0,0,5,5,3,3,0,STANFORD,STANFORD,16,,,,,,,,
176622,Braden Marceau-Olayinka,DI,0,0,,2028,300,58.7,64.5,D75,0,0,1,0,5,0,0,0,1,0,STANFORD,STANFORD,6,58.8,,,,,,,
176624,Aaron Morris,CB,0,0,,2028,300,60.4,66.4,D31,0,0,1,0,2,0,0,0,1,0,STANFORD,STANFORD,3,59.8,,,,,,,
176625,Che Ojarikre,CB,0,0,,2027,300,60,64.4,D22,0,0,1,0,0,0,1,0,1,0,STANFORD,STANFORD,2,,,,,,,,
176626,Simione Pale,G,0,0,,2028,300,61.7,66.8,55,0,0,1,5,0,0,0,0,0,0,STANFORD,STANFORD,5,,60.3,,,,,,
176630,Charlie Symonds,G,0,0,,2028,300,61,63,73,0,0,1,5,0,0,0,0,0,0,STANFORD,STANFORD,5,,60,,,,,,
176637,Deijon Laffitte,DI,0,0,,2029,169,59.8,62,D44,0,0,1,0,1,0,0,0,0,0,FRESNO ST,FRESNO ST,1,59.6,,,,,,,
176775,Andrew Powdrell,CB,0,0,,2028,325,60.4,68.2,D04,0,0,1,0,5,2,0,4,0,0,UNLV,UNLV,11,59.9,,,,,,,
177766,Noah Yeh,ED,0,0,,2029,169,62.3,68.5,D96,0,0,1,0,0,0,4,0,3,0,FRESNO ST,FRESNO ST,7,,,,,,,,
178468,AJ Sargent,DI,0,0,,2026,281,60,62.2,D23,0,0,1,0,2,0,0,0,0,0,SM HOUSTON,SM HOUSTON,2,59.9,,,,,,,
180176,Ralph Ortiz,LB,0,0,,2028,199,71.4,70.4,D20,0,0,1,0,0,4,5,4,3,0,KANSAS ST,KANSAS ST,16,,,,,,,,
182956,Marvin Sims,WR,0,0,,2027,346,58.1,68.9,18,0,0,1,0,0,0,5,0,1,0,W KENTUCKY,W KENTUCKY,6,,,,,,,,
183056,Jacoby Davis,CB,0,0,,2028,198,61.1,65.3,D47,0,0,1,0,0,3,0,0,0,0,KANSAS,KANSAS,3,,,,,,,,
183255,Zach Smith,LB,0,0,,2029,346,71.5,65.9,D20,0,0,1,0,0,1,5,0,1,0,W KENTUCKY,W KENTUCKY,7,,,,,,,,
183277,Sam Mattingly,LB,0,0,,2029,300,80.1,69.7,D51,0,0,1,0,1,5,5,4,3,1,STANFORD,STANFORD,18,59.9,,,,,,,
183279,Cam Richardson,CB,0,0,,2029,300,61.4,66.7,D08,0,0,1,0,2,5,0,0,2,0,STANFORD,STANFORD,9,60,,,,,,,
183280,Dylan Stephenson,ED,0,0,,2029,300,60.3,64.8,D02,0,0,1,0,0,0,1,0,1,0,STANFORD,STANFORD,2,,,,,,,,
183394,Sam Neely III,CB,0,0,,2029,300,60,61.6,D28,0,0,1,0,0,0,0,0,1,0,STANFORD,STANFORD,1,,,,,,,,
183576,Nico Ottomanelli,K,0,0,,2029,281,60.4,60.5,S81,0,0,1,5,0,0,0,0,0,0,SM HOUSTON,SM HOUSTON,5,,60,,,,,,
183804,Dakyus Brinkley,ED,0,0,,2029,198,60.2,65,D09,0,0,1,0,0,0,0,0,3,0,KANSAS,KANSAS,3,,,,,,,,
183816,Jalen Todd,CB,0,0,,2029,198,60.4,68,D26,0,0,1,0,2,0,0,3,3,0,KANSAS,KANSAS,8,59.9,,,,,,,
183985,Darrick Bledsoe III,WR,0,0,,2028,281,62.6,68.7,00,0,0,1,0,0,0,0,0,5,0,SM HOUSTON,SM HOUSTON,5,,,,,,,,
183992,Josiah Stephens,ED,0,0,,2029,281,60,62.7,D94,0,0,1,0,1,0,0,0,0,0,SM HOUSTON,SM HOUSTON,1,59.8,,,,,,,
183999,Melvin Collins Jr.,G,0,0,,2027,346,62.1,62.3,77,0,0,1,7,0,0,0,0,0,0,W KENTUCKY,W KENTUCKY,7,,63.1,,,,,,
184000,Harper Holloman,ED,0,0,,2029,346,61.1,66,D44,0,0,1,0,5,0,0,0,5,0,W KENTUCKY,W KENTUCKY,10,59.3,,,,,,,
184166,Ha'aheo Dela Cruz,ED,0,0,,2030,180,61.1,62.9,D90,0,0,1,5,0,0,0,0,0,0,HAWAII,HAWAII,5,,60,,,,,,
184167,Junior Fiaui,LB,0,0,,2030,180,60.7,68.3,D35,0,0,1,0,0,0,5,0,0,0,HAWAII,HAWAII,5,,,,,,,,
184168,Judah Kaio,G,0,0,,2028,180,61.6,62.5,79,0,0,1,5,0,0,0,3,0,0,HAWAII,HAWAII,8,,60.8,,,,,,
184175,Vaifanua Peko,ED,0,0,,2029,180,33.3,67.1,D28,0,0,1,0,0,5,0,0,0,0,HAWAII,HAWAII,5,,,,,,,,
184180,Tama Uiliata,WR,0,0,,2030,180,60.8,67.9,08,0,0,1,0,0,0,5,0,4,0,HAWAII,HAWAII,9,,,,,63.2,,,
184189,Jaden McGill,HB,0,0,,2027,346,60,63.6,25,0,0,1,0,0,1,0,0,0,0,W KENTUCKY,W KENTUCKY,1,,,,,,,,
184203,Jae Beasley II,TE,0,0,,2029,325,60,62.2,43,0,0,1,0,0,0,1,0,0,0,UNLV,UNLV,1,,,,,,,,
184206,Tre Fulton,S,1,0,,2030,325,67.6,64.7,D10,0,0,1,0,3,3,1,0,1,0,UNLV,UNLV,8,60,,,,,,,
184236,Jakari Embry,CB,0,0,,2026,169,60.3,65.2,D01,0,0,1,0,3,0,0,0,0,0,FRESNO ST,FRESNO ST,3,60,,,,,,,
184237,Ponafatu Kamuta,G,0,0,,2027,169,60.6,65.7,67,0,0,1,2,0,0,0,0,0,0,FRESNO ST,FRESNO ST,2,,60,,,,,,
184238,Jordan Malau'ulu,WR,0,0,,2030,169,59.3,63.2,10,0,0,1,0,0,0,6,0,3,0,FRESNO ST,FRESNO ST,9,,,,,62.2,,,
184268,Jaavan Mack,CB,0,0,,2026,346,62.1,69.6,D12,0,0,1,0,0,8,0,0,2,0,W KENTUCKY,W KENTUCKY,10,,,,,,,,
184339,Amarion Fortenberry,CB,0,0,,2029,199,61.1,68.5,D00,0,0,1,0,1,0,0,0,3,0,KANSAS ST,KANSAS ST,4,60,,,,,,,
184411,Laquan Robinson,CB,0,0,,2027,198,61.9,67.1,D12,0,0,1,0,0,6,0,0,0,0,KANSAS,KANSAS,6,,,,,,,,
184763,Karsten Upchurch,T,0,0,,2027,346,61.5,62.9,74,0,0,1,7,0,0,0,0,0,0,W KENTUCKY,W KENTUCKY,7,,60,,,,,,
184827,Cael Brezina,LB,0,0,,2029,193,60,61.2,D09,0,0,1,0,1,0,0,0,0,0,IOWA STATE,IOWA STATE,1,60,,,,,,,
184832,Dylan Lee,HB,0,0,,2030,193,60.5,66.7,02,0,0,1,0,0,0,0,0,3,0,IOWA STATE,IOWA STATE,3,,,,,,,,
184833,Easton Miller,HB,0,0,,2028,193,50.3,68.4,25,0,0,1,0,0,5,4,4,0,0,IOWA STATE,IOWA STATE,13,,,,,,,,
184837,Nick Reinicke,LB,0,0,,2028,193,67.6,67.5,D51,0,0,1,0,0,5,4,0,4,1,IOWA STATE,IOWA STATE,13,,,,,,,,
184839,Keaton Roskop,TE,0,0,,2029,193,60,63.6,85,0,0,1,0,0,0,4,0,0,0,IOWA STATE,IOWA STATE,4,,,,,,,,
184840,Quentin Taylor,CB,0,0,,2029,193,55.4,66,D24,0,0,1,0,0,4,2,0,0,1,IOWA STATE,IOWA STATE,6,,,,,,,,
184981,Isaiah Patterson,LB,0,0,,2029,325,67.4,67.7,D54,0,0,1,0,0,7,6,0,1,1,UNLV,UNLV,14,,,,,,,,
185444,Breylan Thompson,CB,0,0,,2029,300,60.8,63.9,D27,0,0,1,0,0,5,0,0,0,0,STANFORD,STANFORD,5,,,,,,,,
185595,Jerrian Parker Jr.,HB,0,0,,2029,281,61,70.7,09,0,0,1,0,0,0,8,0,0,0,SM HOUSTON,SM HOUSTON,8,,,,,,,,
186014,Finn Lappin,P,0,0,,2026,198,60,66.2,S35,0,0,1,0,0,0,0,3,0,0,KANSAS,KANSAS,3,,,,,,,63,
186467,Cohen Fuller,DI,0,0,,2027,325,59.6,63.7,D55,0,0,1,0,4,0,0,0,0,0,UNLV,UNLV,4,59.4,,,,,,,
188077,Qua Moss,S,0,0,,2028,199,60.1,64.5,D06,0,0,1,0,2,0,0,0,0,0,KANSAS ST,KANSAS ST,2,59.9,,,,,,,
