playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesHandsFumble,gradesOffense,gradesOffensePenalty,gradesPassBlock,gradesPassRoute,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesRun,gradesPass
164073,Chedon James,WR,0,,2028,189,66.6,69.8,0,,69.4,79.7,03,1,1,0,0,30,0,14,44,30,14,INCAR WORD,INCAR WORD,,
164078,Julian Mason,WR,0,,2027,186,64.1,60.3,78.5,61.9,57.4,82.2,80,0,1,0,1,57,0,26,84,58,26,IDAHO ST,IDAHO ST,,
164622,Jace Rodriguez,G,0,,2027,322,,61.2,80,73.2,,57.8,64,0,1,0,38,0,0,28,66,38,28,UC DAVIS,UC DAVIS,,
164762,Brian Hardy,G,0,,2027,247,,59.9,67.2,,,59.8,72,0,1,0,0,0,0,2,2,0,2,NC CENT,NC CENT,,
164768,Chris Mosley,HB,0,,2026,247,76.1,80.4,75.1,13.5,59.6,35.7,01,0,1,0,3,17,17,1,38,20,18,NC CENT,NC CENT,86.4,
165729,Stryker Rashid,T,0,,2027,186,,55,0,64.6,,59.9,51,2,1,0,58,0,0,26,84,58,26,IDAHO ST,IDAHO ST,,
167098,Jawuan Singletary,C,0,,2026,189,,63.2,79.3,82.2,,57.7,50,0,1,0,42,0,0,28,70,42,28,INCAR WORD,INCAR WORD,,
167128,Darren Morris,WR,0,,2027,297,66.8,60.4,77.4,,59.9,62.1,04,0,1,0,0,22,0,19,41,22,19,SOUTHERN U,SOUTHERN U,,
167135,Dupree Fuller,TE,0,,2026,297,62.9,66.2,74.3,68.3,56.8,77,05,0,1,0,2,12,0,10,24,14,10,SOUTHERN U,SOUTHERN U,,
167571,Tamaj Hoffman,HB,0,,2027,243,71.5,63.2,75.9,69.2,60.7,59,35,0,1,0,9,12,7,2,30,21,9,NICHOLLS,NICHOLLS,63,
168334,Danny Valenzuela,C,0,,2026,189,,51.1,4.9,53.9,,54.9,55,1,1,0,42,0,0,28,70,42,28,INCAR WORD,INCAR WORD,,
168468,Ernesto Nava,G,0,,2026,322,,60.5,79,76,,56.2,79,0,1,0,38,0,0,28,66,38,28,UC DAVIS,UC DAVIS,,
170043,Apollos Cook,TE,0,,2028,219,62.9,71.6,72.2,67.7,85.8,45.7,03,0,1,0,1,3,0,5,9,4,5,MERCER,MERCER,,
170511,Mike Franklin,HB,0,,2027,297,71.9,71.3,73.9,75,55.3,59.9,07,0,1,0,3,11,8,2,24,14,10,SOUTHERN U,SOUTHERN U,72.9,
170512,Javoni Gardere,WR,0,,2027,186,,60,64.3,,,60,07,0,1,0,0,0,0,1,1,0,1,IDAHO ST,IDAHO ST,,
170698,Zachary Dodson-Greene,WR,0,,2027,269,,56,67.5,,57.1,,17,0,1,0,0,3,0,0,3,3,0,PORTLAND,PORTLAND,,
170743,Gabe Downing,QB,0,,2029,269,68.3,63.9,74,,,60,05,0,1,18,0,0,2,12,32,18,14,PORTLAND,PORTLAND,55.8,65.8
170751,Kristian Ingman,TE,0,,2029,269,62.9,51,76.6,12,60.3,44.3,85,1,1,0,1,18,0,20,39,19,20,PORTLAND,PORTLAND,,
170759,Delon Thompson,HB,0,,2029,269,75.9,72,77.5,78.4,74,59.6,24,0,1,0,5,19,17,6,47,24,23,PORTLAND,PORTLAND,68.9,
171071,Jordan Smith,WR,0,,2027,243,62.9,55.6,79.9,,57.2,46.4,12,0,1,0,0,36,0,21,57,36,21,NICHOLLS,NICHOLLS,,
171557,Everett Hunter,TE,0,,2027,243,62.9,54.6,76.4,70.2,68.1,37.9,83,0,1,0,6,20,0,22,48,26,22,NICHOLLS,NICHOLLS,,
172478,Trey Holly,HB,0,,2028,297,73.2,81.3,74.2,70.8,68.4,56.1,06,0,1,0,1,9,10,3,23,10,13,SOUTHERN U,SOUTHERN U,81,
172672,Samuel Albee,TE,0,,2028,219,,58.6,72.7,73,53.1,58.8,86,0,1,0,6,5,0,15,26,11,15,MERCER,MERCER,,
172674,Amarii Atchison,T,1,,2028,219,,51.1,76.4,34.4,,57.1,74,2,1,0,30,0,0,23,53,30,23,MERCER,MERCER,,
172675,Tyrell Coard,HB,0,,2027,219,64.3,60.6,72.4,74,70.7,60,25,0,1,0,2,4,1,3,10,6,4,MERCER,MERCER,57.4,
172676,Adjatay Dabbs,WR,0,,2029,219,,47.5,76.4,,47.9,61.6,18,0,1,0,0,17,0,12,29,17,12,MERCER,MERCER,,
172679,Julian Fox,LB,0,,2029,219,,60,60,,,60,D10,0,1,0,0,0,0,1,1,0,1,MERCER,MERCER,,
172682,Kendall Harris,WR,0,,2028,219,65,75.6,76.8,,75.1,59,07,0,1,0,0,19,0,15,34,19,15,MERCER,MERCER,,
172688,Brayden Smith,WR,0,,2028,219,70.9,59.3,75.4,,59.1,60.9,09,0,1,0,0,23,0,8,31,23,8,MERCER,MERCER,,
172775,Jordan Aaron,G,0,,2026,243,,61.3,77.3,82.8,,56.8,60,0,1,0,18,0,0,13,31,18,13,NICHOLLS,NICHOLLS,,
172942,Timothy Carter,HB,0,,2027,189,73.2,65.5,74.5,,74.1,60,20,0,1,0,0,16,10,1,27,16,11,INCAR WORD,INCAR WORD,62.2,
172949,Jameson Garcia,WR,0,,2028,189,,56.4,69.9,,57.2,60,17,0,1,0,0,3,0,1,4,3,1,INCAR WORD,INCAR WORD,,
172956,Lawson Petty,G,0,,2028,189,,65.6,77.2,57,,66.4,76,0,1,0,15,0,0,16,31,15,16,INCAR WORD,INCAR WORD,,
173016,Bryce Parker,WR,0,,2028,401,,52,72.1,,53.2,55.2,10,0,1,0,0,10,0,7,17,10,7,TARLETON,TARLETON,,
174406,Darryl Taylor,WR,0,,2029,247,68,69,69.5,,67.3,60.2,81,0,1,0,0,5,0,3,8,5,3,NC CENT,NC CENT,,
174760,Jake Hellmann,G,0,,2027,186,,63.1,80.4,70.7,,60.1,75,0,1,0,50,0,0,24,74,50,24,IDAHO ST,IDAHO ST,,
175116,Jordan Cooke,QB,0,,2027,186,44.6,58,30.1,,88.9,60,01,2,1,56,0,1,4,22,83,57,26,IDAHO ST,IDAHO ST,54.4,57.9
175123,Messiyah Moye,G,0,,2027,186,,56.7,73,42.8,,59.8,53,0,1,0,8,0,0,2,10,8,2,IDAHO ST,IDAHO ST,,
175125,Alex Ramirez,C,0,,2027,186,,55.6,80.5,71.5,,50.1,50,0,1,0,58,0,0,26,84,58,26,IDAHO ST,IDAHO ST,,
175709,John-Keawe Sagapolutele,QB,0,,2029,269,66.2,28.9,71.6,,,60,09,0,1,14,0,0,0,2,16,14,2,PORTLAND,PORTLAND,,29
176422,Pax Hughes,TE,0,,2028,243,64.1,62.8,73.9,59,68.7,50.5,47,0,1,0,5,9,0,7,21,14,7,NICHOLLS,NICHOLLS,,
176847,Jordan Fisher,HB,0,,2028,322,71.9,76.3,73.8,67.7,54.1,60,20,0,1,0,1,11,8,2,22,12,10,UC DAVIS,UC DAVIS,78.3,
176860,Ian Simpson,TE,0,,2026,322,61,51.9,77.5,,49.8,58.4,00,0,1,0,0,22,0,21,43,22,21,UC DAVIS,UC DAVIS,,
177098,Joshua Jones,QB,0,,2029,247,,60,65.5,,,60,10,0,1,0,0,0,0,2,2,0,2,NC CENT,NC CENT,,
177101,A.C. McMoore,G,0,,2028,247,,65.4,3.5,85,31.7,73.5,51,2,1,0,32,0,0,31,63,32,31,NC CENT,NC CENT,,
177103,Ja'Quan Sprinkle,T,0,,2028,247,,55.5,75.7,48.4,,56.9,53,0,1,0,27,0,0,25,52,27,25,NC CENT,NC CENT,,
177104,Tyshon Holland,C,0,,2029,247,,60,67.3,,,59.8,61,0,1,0,0,0,0,2,2,0,2,NC CENT,NC CENT,,
177110,Chance Peterson,WR,0,,2029,247,65,74.7,74.6,,73.5,62.2,05,0,1,0,0,21,0,13,34,21,13,NC CENT,NC CENT,,
177849,Jaiden Hamilton,LS,0,,2028,219,,60,60,,,60,S56,0,1,0,0,0,0,1,1,0,1,MERCER,MERCER,,
177985,Jackson Dufrene,WR,0,,2028,243,,59.1,66.2,,59.9,60,13,0,1,0,0,1,0,1,2,1,1,NICHOLLS,NICHOLLS,,
177988,Karaaz Johnson,WR,0,,2028,243,62.9,86.2,70.7,,82.1,59.2,03,0,1,0,0,2,0,3,5,2,3,NICHOLLS,NICHOLLS,,
177994,Christian McNees,WR,0,,2028,243,,63.7,74.4,,53.5,83.1,85,0,1,0,0,14,0,11,25,14,11,NICHOLLS,NICHOLLS,,
177999,Hamza Rahman,T,0,,2028,243,,66.3,72.8,56.3,,68.2,63,0,1,0,13,0,0,9,22,13,9,NICHOLLS,NICHOLLS,,
178006,Scott White,TE,0,,2028,243,,52.9,0,70.1,55.2,64.2,48,1,1,0,5,4,0,13,22,9,13,NICHOLLS,NICHOLLS,,
178060,Khalil Harris,WR,0,,2026,297,,59.2,65.3,,60,60,08,0,1,0,0,1,0,1,2,1,1,SOUTHERN U,SOUTHERN U,,
178062,Cam Jefferson,WR,0,,2028,297,62.9,56.4,75.9,,56.1,61.5,17,0,1,0,0,14,0,13,27,14,13,SOUTHERN U,SOUTHERN U,,
178066,Jermaine Minor Jr.,TE,0,,2028,297,62.9,63.6,72.4,65.4,67.1,51.6,84,0,1,0,1,8,0,5,14,9,5,SOUTHERN U,SOUTHERN U,,
178085,Jalen Woods,QB,0,,2028,297,64.2,68.7,70.1,,,60,02,0,1,6,0,0,0,4,10,6,4,SOUTHERN U,SOUTHERN U,,68.2
178252,Jackson Sharman,QB,0,,2029,186,60.3,26.3,63.6,,,,08,0,1,1,0,0,0,0,1,1,0,IDAHO ST,IDAHO ST,,26.8
178254,Ian Duarte,WR,0,,2028,186,66.2,65.7,79.7,,65.1,60.4,11,0,1,0,0,30,0,11,41,30,11,IDAHO ST,IDAHO ST,,
178255,Michael Shulikov,WR,0,,2026,186,65.3,59,81.1,,59.9,51.2,14,0,1,1,0,57,0,25,83,58,25,IDAHO ST,IDAHO ST,,60.6
178258,Raiden Brown,WR,0,,2030,186,61,59.8,74.4,,59.7,60.1,13,0,1,0,0,15,0,7,22,15,7,IDAHO ST,IDAHO ST,,
178268,Jorgen Miller,T,0,,2027,186,,50.8,12,54.4,,51.7,54,3,1,0,53,0,0,25,78,53,25,IDAHO ST,IDAHO ST,,
178276,Will Davis,T,0,,2028,186,,45.3,78.2,36.8,,48.6,62,0,1,0,58,0,0,26,84,58,26,IDAHO ST,IDAHO ST,,
178608,Autavius Ison,HB,0,,2029,219,72.8,79,75.4,39.2,72.3,59.7,04,0,1,0,2,14,9,2,27,16,11,MERCER,MERCER,78.9,
182675,Nasim Cosby,WR,0,,2029,247,62.9,64.6,75.3,,63.7,61.9,87,0,1,0,0,9,0,9,18,9,9,NC CENT,NC CENT,,
182843,Artis Hall,C,0,,2026,401,,72.3,71.7,,,71.5,55,0,1,0,0,0,0,7,7,0,7,TARLETON,TARLETON,,
184220,AJ Hasson,T,0,,2029,322,,59.6,67.2,,,59.5,60,0,1,0,0,0,0,2,2,0,2,UC DAVIS,UC DAVIS,,
185052,Pule Leatigaga,T,0,,2030,269,,51.3,0,81,,58.7,74,2,1,0,17,0,0,20,37,17,20,PORTLAND,PORTLAND,,
185055,Andre Miller,WR,0,,2030,269,11.8,52.3,74.5,,52.7,61,12,0,1,0,0,14,0,6,20,14,6,PORTLAND,PORTLAND,,
185057,Cru Newman,WR,0,,2030,269,69.3,58,70.8,72.9,57.8,60,06,0,1,0,1,9,0,2,12,10,2,PORTLAND,PORTLAND,,
185065,Tyrese Smith,QB,0,,2030,269,72.7,72.5,72.4,,,60,14,0,1,5,0,0,10,3,18,5,13,PORTLAND,PORTLAND,68.1,64.1
185069,Shaun Torgeson,T,0,,2029,269,,71.2,77.2,87.4,,62.3,70,0,1,0,37,0,0,29,66,37,29,PORTLAND,PORTLAND,,
185104,Kai Acia,HB,0,,2028,322,,60,63.5,,,60,34,0,1,0,0,0,0,1,1,0,1,UC DAVIS,UC DAVIS,,
