playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepOffense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesLongSnap,gradesKickReturn,gradesPuntReturn,gradesFgepKicker,gradesKickoffKicker,gradesPunter
76604,Capone Blue,CB,0,0,,2025,339,,61.3,67.9,D03,0,0,1,0,2,0,0,0,5,0,WAKE,WAKE,7,60,,,,,,
76711,Torey Richardson,CB,0,0,,2025,306,,62.7,75.9,D13,0,0,1,0,4,0,0,0,4,0,TEMPLE,TEMPLE,8,59.9,,,,,,
76792,Dennis Briggs Jr.,DI,0,0,,2025,187,,60,64.7,D06,0,0,1,0,0,0,0,0,1,0,ILLINOIS,ILLINOIS,1,,,,,,,
76813,Antonio Colclough,ED,0,0,,2025,126,,60,64.6,D06,0,0,1,0,0,0,0,0,2,0,BUFFALO,BUFFALO,2,,,,,,,
76999,Darnell Jefferies,DI,0,0,,2025,225,,59.7,63.1,D08,0,0,1,0,1,0,0,0,0,0,MINNESOTA,MINNESOTA,1,59.4,,,,,,
77244,Matt Harmon,ED,0,0,2025,2025,201,,59.7,63.6,D07,0,0,1,0,3,0,0,0,0,0,KENT STATE,KENT STATE,3,59.5,,,,,,
77266,Keye Thompson,LB,0,0,,2025,268,,61.9,80.9,D38,0,0,1,0,2,10,5,0,4,0,PITTSBURGH,PITTSBURGH,21,60,,,,,,
77307,Justin Holloway,LS,0,0,,2025,109,27.2,29.7,62.5,S31,0,0,1,10,0,0,0,1,0,0,ARIZONA,ARIZONA,11,,0,,,,,
77518,Marques Cox,T,0,0,2025,2025,202,60,61,62.9,69,0,0,1,5,0,0,0,0,0,0,KENTUCKY,KENTUCKY,5,,,,,,,
77680,Jace Ruder,LB,0,0,,2025,251,,70.8,68,D03,0,0,1,0,0,9,8,0,3,0,N TEXAS,N TEXAS,20,,,,,,,
77939,Anthony Torres,TE,0,0,2025,2025,316,61.4,61.8,61.7,88,0,0,1,9,0,0,0,0,0,0,TOLEDO,TOLEDO,9,,,,,,,
78150,Sterling Galban,WR,0,0,,2026,216,,60,62.8,04,0,0,1,0,0,0,0,0,2,0,UMASS,UMASS,2,,,,61,,,
78169,DaShon Bussell,CB,0,0,,2025,347,,60.3,65.1,D00,0,0,1,0,1,1,0,0,1,0,W MICHIGAN,W MICHIGAN,3,59.9,,,60.3,,,
78573,Solomon Vanhorse,HB,0,0,,2026,190,,61.8,71,18,0,0,1,0,0,6,2,3,5,0,INDIANA,INDIANA,16,,,59.4,,,,
78999,Marque Collins,CB,0,0,,2026,128,,60.1,64.5,D02,0,0,1,0,2,0,0,0,0,0,BYU,BYU,2,59.9,,,,,,
81249,Jayden McDonald,LB,0,0,,2025,146,,60.5,63.1,D10,0,0,1,0,4,0,0,0,1,0,UCONN,UCONN,5,59.9,,,,,,
81437,Moroni Anae,ED,0,0,,2026,328,,51.2,69.8,D24,1,0,1,0,0,8,1,0,7,1,UTAH,UTAH,16,,,,,,,
81514,Brennen Milliron,LS,0,0,,2025,296,,57.7,63,S39,0,0,1,0,0,0,0,3,0,0,SO MISS,SO MISS,3,,80.2,,,,,
81559,Spencer Lovell,G,0,0,,2025,239,60,61.4,62,76,0,0,1,4,0,0,0,0,0,0,NEVADA,NEVADA,4,,,,,,,
81809,Joe More,C,0,0,,2025,111,60.7,61.9,63.6,78,0,0,1,10,0,0,0,0,0,0,ARKANSAS,ARKANSAS,10,,,,,,,
81883,Baraka Beckett,G,0,0,,2025,241,60,61,62.9,56,0,0,1,5,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,5,,,,,,,
82266,Matt Lawson,DI,0,0,,2025,242,,59.1,63.1,D90,0,0,1,0,2,0,0,0,0,0,NEW MEX ST,NEW MEX ST,2,59,,,,,,
82281,Ezekiel Holmes,DI,0,0,,2025,187,,60,61.8,D33,0,0,1,0,0,0,0,1,0,0,ILLINOIS,ILLINOIS,1,,,,,,,
82408,Maurice Strong Jr.,DI,0,0,,2025,288,,58.8,64,D55,0,0,1,0,6,0,0,0,0,0,S ALABAMA,S ALABAMA,6,58.8,,,,,,
82557,Jacob Mangum-Farrar,ED,0,0,,2025,190,,61.9,64.5,D07,0,0,1,0,0,6,0,0,0,0,INDIANA,INDIANA,6,,,,,,,
82560,Raymond Scott,LB,0,0,,2025,197,,61.2,65.7,D01,0,0,1,0,0,6,0,3,0,0,JAMES MAD,JAMES MAD,9,,,,,,,
82562,Solomon Tuliaupupu,ED,0,0,,2027,326,,60,62.7,D58,0,0,1,0,1,0,0,0,0,0,USC,USC,1,59.8,,,,,,
82597,Kenneth Almendares,K,0,0,,2025,207,,60.1,66.8,S45,0,0,1,5,0,4,0,0,0,0,LA LAFAYET,LA LAFAYET,9,,,,,67.8,60.3,
82646,Ale Kaho,LB,0,0,2025,2025,324,,60.8,67.3,D10,0,0,1,0,3,0,3,2,3,0,UCLA,UCLA,11,59.8,,,,,,
83074,Jaden Robinson,CB,0,0,2025,2025,265,,60,63.6,D04,0,0,1,0,1,0,0,0,0,0,OREGON ST,OREGON ST,1,60,,,,,,
83197,Dustin Johnson,S,0,0,,2025,259,,65.7,67.3,D06,0,0,1,0,0,6,4,4,1,1,OHIO,OHIO,15,,,,,,,
83315,Chris Mills,CB,0,0,,2025,314,,60.8,67.8,D07,0,0,1,0,4,0,2,1,0,0,TEXAS ST,TEXAS ST,7,60,,,,,,
83446,Brendon Harris,S,0,0,,2026,224,,63.9,66.3,D07,0,0,1,0,4,6,0,0,0,0,MIDDLE TN,MIDDLE TN,10,59.9,,,,,,
83821,Fa'Najae Gotay,LB,0,0,,2025,115,,60.2,63.8,D38,0,0,1,0,2,0,0,0,0,0,AUBURN,AUBURN,2,60.1,,,,,,
83824,Alex Williams,ED,0,0,2025,2025,224,,60,63.5,D99,0,0,1,0,0,0,0,0,1,0,MIDDLE TN,MIDDLE TN,1,,,,,,,
83825,Bryan Addison,S,0,0,,2025,324,,59.9,60.8,D04,0,0,1,0,1,0,0,0,0,0,UCLA,UCLA,1,59.6,,,,,,
83838,Armani-Eli Adams,S,0,0,,2025,347,,60,61.6,D30,0,0,1,0,2,0,0,0,0,0,W MICHIGAN,W MICHIGAN,2,60,,,,,,
85774,Gracen Halton,DI,0,0,2026,2026,261,,59.9,65.6,D56,0,0,1,0,0,0,0,0,1,0,OKLAHOMA,OKLAHOMA,1,,,,,,,
86082,Jacob Bandes,DI,0,0,,2025,340,60.8,61,62.4,D55,0,0,1,5,1,0,0,0,0,0,WASHINGTON,WASHINGTON,6,59.3,,,,,,
86114,Sergio Muasau,C,0,0,,2025,180,60,61.1,65.7,66,0,0,1,3,0,0,0,0,0,0,HAWAII,HAWAII,3,,,,,,,
86142,Carson Lee,G,0,0,,2026,160,60,61.4,66.3,75,0,0,1,4,0,0,0,0,0,0,E MICHIGAN,E MICHIGAN,4,,,,,,,
86267,Kalib Perry,LB,0,0,,2027,307,,64.5,71.9,D08,0,0,1,0,2,0,2,1,9,0,TENNESSEE,TENNESSEE,14,60,,,,,,
86345,Aaron Rodriguez,P,0,0,,2025,241,,60.1,67.7,S10,0,1,1,0,0,0,0,4,0,0,NEW MEXICO,NEW MEXICO,4,,,,,,,62.1
86353,Byron Cardwell Jr.,HB,0,0,,2027,130,,62.2,67.8,21,0,0,1,0,0,1,3,0,4,0,CAL,CAL,8,,,,,,,
86392,Corey Kiner,HB,0,0,2025,2025,138,,59.8,64.2,21,0,0,1,0,0,0,0,2,0,0,CINCINNATI,CINCINNATI,2,,,,,,,
86489,Alex Moore,T,0,0,,2025,101,,60.4,62.8,76,0,0,1,0,0,0,0,6,0,0,AIR FORCE,AIR FORCE,6,,,,,,,
86527,Rodney Robinson,S,0,0,,2025,120,,68.8,77.2,D04,0,0,1,0,2,8,0,1,1,1,BOISE ST,BOISE ST,12,60,,,,,,
86729,Ozzie Nicholas,LB,0,0,,2025,154,,52.1,66.7,D45,1,0,1,0,0,5,2,3,0,0,DUKE,DUKE,10,,,,,,,
86759,Joe Bowman,K,0,0,,2026,330,,60,67,S97,0,0,1,0,0,3,0,0,0,0,UTEP,UTEP,3,,,,,,61.3,
86877,Ceyair Wright,CB,0,0,2026,2026,238,,67.2,67,D15,0,0,1,0,0,0,0,0,5,0,NEBRASKA,NEBRASKA,5,,,,,,,
87618,Logan Taylor,LB,0,0,,2026,180,,60.4,62.4,D16,0,0,1,0,5,0,0,0,1,0,HAWAII,HAWAII,6,60,,,,,,
88453,Dylan Brown,DI,0,0,,2025,196,,59.6,64.5,D54,0,0,1,0,4,0,0,6,0,0,JVILLE ST,JVILLE ST,10,59.1,,,,,,
88924,Josh Simmons,T,0,0,2025,2025,260,61.5,61.9,67.7,71,0,0,1,7,0,0,0,0,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
90079,David Reese,ED,0,0,,2026,130,,60,61.7,D07,0,0,1,0,1,0,0,0,0,0,CAL,CAL,1,60,,,,,,
90131,Joseph Vaughn,LB,0,0,2025,2025,324,,64.1,68.5,D30,0,0,1,0,0,4,3,4,3,0,UCLA,UCLA,14,,,,,,,
90160,Davis Salom,LS,0,0,,2025,285,64.9,65.7,64,S40,0,0,1,7,0,1,0,4,0,0,S JOSE ST,S JOSE ST,12,,79.6,,,,,
90224,Reymello Murphy,WR,0,0,,2026,109,,60,63,00,0,0,1,0,0,0,1,0,0,0,ARIZONA,ARIZONA,1,,,,,,,
90279,Nilay Upadhyayula,LS,0,0,,2026,268,,28.7,24.6,S47,0,1,1,0,0,0,0,2,0,0,PITTSBURGH,PITTSBURGH,2,,0,,,,,
90529,Ose Egbase,ED,0,0,,2026,325,,59.7,63.1,D26,0,0,1,0,1,0,0,0,0,0,UNLV,UNLV,1,59.4,,,,,,
90613,Skylar Loving-Black,TE,0,0,,2025,285,60,61.6,63.2,86,0,0,1,7,0,0,0,0,0,0,S JOSE ST,S JOSE ST,7,,,,,,,
90626,Beau Gardner,LS,0,0,2026,2026,173,63.4,65.5,63.2,S60,0,0,1,6,0,0,0,4,0,0,GEORGIA,GEORGIA,10,,79.8,,,,,
90783,Tyrice Ivy Jr.,S,0,0,,2026,265,,65,68.1,D12,0,0,1,0,0,8,0,0,0,0,OREGON ST,OREGON ST,8,,,,,,,
97061,Josh Kelly,WR,0,0,2025,2025,315,,60,62.8,03,0,0,1,0,0,0,0,0,2,0,TEXAS TECH,TEXAS TECH,2,,,,61.9,,,
97087,Amir McDaniel,CB,0,0,,2025,207,,60.2,65.4,D13,0,0,1,0,0,2,0,0,0,0,LA LAFAYET,LA LAFAYET,2,,,,,,,
97121,Gerald Green,HB,0,0,,2025,318,,58.3,65.2,00,0,0,1,0,0,1,1,0,0,0,TROY,TROY,2,,,,,,,
97125,Jacquez Stuart,HB,0,0,,2025,316,,60,61.8,00,0,0,1,0,0,0,3,0,0,0,TOLEDO,TOLEDO,3,,,55.8,,,,
97127,Samario Rudolph,WR,0,0,,2026,196,,60,62.8,03,0,0,1,0,0,0,0,0,2,0,JVILLE ST,JVILLE ST,2,,,,61,,,
97141,Antavious Lane,S,0,0,,2025,245,,53,67,D01,0,0,1,0,5,6,0,0,6,0,N CAROLINA,N CAROLINA,17,60,,,,,,
97151,Michael Hayes,K,0,0,,2025,343,,60,67.2,S22,0,0,1,2,0,4,0,0,0,0,W VIRGINIA,W VIRGINIA,6,,,,,60,56.6,
97155,Jacob Barnes,K,0,0,,2026,319,,60,64.1,S35,0,0,1,8,0,0,0,0,0,0,TULANE,TULANE,8,,,,,68.6,,
97171,Alante Brown,WR,0,0,,2027,223,,70.2,65.1,00,0,0,1,0,0,0,2,2,0,0,MICH STATE,MICH STATE,4,,,63,,,,
97188,Dante Wright,WR,0,0,,2025,306,,60,63.6,05,0,0,1,0,0,0,0,0,4,0,TEMPLE,TEMPLE,4,,,,33.4,,,
97189,Jamious Griffin,HB,0,0,,2025,265,,60,61.8,08,0,0,1,0,0,0,3,0,0,0,OREGON ST,OREGON ST,3,,,58.7,,,,
97204,Juwaun Price,HB,0,0,,2026,251,,61.1,64.6,02,0,0,1,0,0,0,8,0,3,0,N TEXAS,N TEXAS,11,,,72.4,,,,
97211,Christian Dremel,WR,0,0,,2025,278,,60.1,64.9,06,0,0,1,0,0,0,2,0,5,0,RUTGERS,RUTGERS,7,,,,63.2,,,
97213,Taylor Morin,WR,0,0,2025,2025,339,,60,64,02,0,0,1,0,0,0,1,0,6,0,WAKE,WAKE,7,,,61.8,73.7,,,
97218,Jacob Bernard,WR,0,0,,2025,207,,60,63.9,04,0,0,1,0,0,0,0,0,5,0,LA LAFAYET,LA LAFAYET,5,,,,30.8,,,
97220,Anthony Wilson,S,0,0,,2025,343,,69,64.3,D12,0,0,1,0,5,3,0,0,1,1,W VIRGINIA,W VIRGINIA,9,60.1,,,,,,
97225,Brandon Crossley,CB,0,0,2025,2025,287,,35.4,26.2,D01,0,1,1,0,1,3,0,0,5,0,SMU,SMU,9,59.9,,,,,,
97230,Marcus Harris,CB,0,0,2025,2025,130,,61.2,66.9,D05,0,0,1,0,3,5,0,1,2,0,CAL,CAL,11,60,,,,,,
97237,Rod Heard II,S,0,0,,2025,258,,61.7,66.5,D02,0,0,1,0,1,6,0,0,3,0,NOTRE DAME,NOTRE DAME,10,60,,,,,,
97239,Chike Anigbogu,LB,1,0,,2025,275,,67.7,70.8,D07,0,0,1,0,0,3,7,0,4,0,RICE,RICE,14,,,,,,,
97243,Isaiah Essissima,CB,0,0,,2025,144,,60.1,65,D01,0,0,1,0,3,0,0,0,0,0,COLO STATE,COLO STATE,3,59.7,,,,,,
97257,Will Goldberg,S,0,0,,2025,154,,60,64.6,D35,0,0,1,0,0,1,0,0,0,0,DUKE,DUKE,1,,,,,,,
97278,Javon Harvey,WR,0,0,,2025,154,,66.3,71.1,07,0,0,1,0,0,4,2,3,7,1,DUKE,DUKE,16,,,,,,,
97287,Trevor Wilson,WR,0,0,,2025,198,,60.1,64,07,0,0,1,0,0,0,2,0,6,0,KANSAS,KANSAS,8,,,59.4,62.6,,,
97305,Devyn Ford,HB,0,0,,2025,258,,60.9,68.9,22,0,0,1,0,0,6,4,3,0,0,NOTRE DAME,NOTRE DAME,13,,,,,,,
97308,Jerjuan Newton,WR,0,0,2025,2025,316,,60.2,65.5,01,0,0,1,0,0,0,3,0,0,0,TOLEDO,TOLEDO,3,,,61.8,,,,
97310,Deion Hankins,HB,0,0,2025,2025,314,,60,63.6,33,0,0,1,0,0,0,4,0,0,0,TEXAS ST,TEXAS ST,4,,,,,,,
97321,Ryan Davis,WR,0,0,,2026,241,,61.2,67.9,18,0,0,1,0,0,1,2,0,1,0,NEW MEXICO,NEW MEXICO,4,,,,,,,
97329,Derrick Canteen,S,0,0,2025,2025,138,,61.5,67.6,D10,0,0,1,0,3,0,5,0,5,0,CINCINNATI,CINCINNATI,13,60,,,,,,
97330,Juan Powell,CB,0,0,,2025,141,,60.4,63.2,D00,0,0,1,0,2,0,0,0,1,0,COAST CAR,COAST CAR,3,60,,,,,,
97341,Ken Robinson,S,0,0,,2025,331,,59.9,61.2,D04,0,0,1,0,4,0,0,0,0,0,UTSA,UTSA,4,59.8,,,,,,
