playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesOffense,gradesOffensePenalty,gradesPassBlock,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesHandsFumble,gradesPassRoute,gradesPass,gradesRun
171939,Keith Reynolds,WR,0,,2028,221,53.1,78,,62,00,0,1,0,0,22,1,19,42,22,20,MIAMI OH,MIAMI OH,66.4,53.7,,57.5
172143,Caleb Ramseur,HB,0,,2026,239,66.6,75.5,34.7,58.6,20,0,1,0,6,12,8,4,30,18,12,NEVADA,NEVADA,72.5,67.5,,67.4
172187,Chauncy Cobb,WR,0,,2028,113,54.1,77,,57.2,16,0,1,0,0,34,0,20,54,34,20,ARK STATE,ARK STATE,18,54.4,,
172200,Tyler Little,TE,0,,2028,113,66.7,76.7,69.1,54.8,87,0,1,0,3,19,0,19,41,22,19,ARK STATE,ARK STATE,65.7,69.9,,
172201,Mason Myers,C,0,,2028,113,65.9,80.6,79.7,59.5,52,0,1,0,60,0,0,29,89,60,29,ARK STATE,ARK STATE,,,,
172203,Jaylen Raynor,QB,0,,2028,113,72.7,77.5,,60,01,0,1,57,0,0,5,17,79,57,22,ARK STATE,ARK STATE,71.7,,73.5,59.2
172212,Lacota Dippre,TE,0,,2028,197,53.3,74.9,65.1,57.7,15,0,1,0,1,11,0,24,36,12,24,JAMES MAD,JAMES MAD,,52,,
172218,Rene Miller,T,0,,2027,200,60.3,69.9,69,59.3,77,0,1,0,1,0,0,6,7,1,6,KENNESAW,KENNESAW,,,,
172225,Dorian Fleming,TE,0,,2028,215,54.6,0,71.2,47.1,09,2,1,0,3,22,0,19,44,25,19,MARYLAND,MARYLAND,65,67.3,,
172246,Griffin Hart,T,0,,2028,197,59.6,68,66.7,58.9,58,0,1,0,1,0,0,3,4,1,3,JAMES MAD,JAMES MAD,,,,
172250,Yamir Knight,WR,0,,2028,287,91,75,,56.7,08,0,1,0,0,26,0,11,37,26,11,SMU,SMU,69.8,89.9,,
172258,Josh Phifer,TE,0,,2028,197,44.1,76,74.1,42.5,89,0,1,0,7,0,0,26,33,7,26,JAMES MAD,JAMES MAD,,,,
172260,Riley Robell,G,0,,2029,197,62.2,78.5,79.5,58.4,55,0,1,0,29,0,0,28,57,29,28,JAMES MAD,JAMES MAD,,,,
172271,Kadarius Calloway,HB,0,2026,2026,242,64.4,74.8,77.4,59.7,01,0,1,0,4,14,8,2,28,18,10,NEW MEX ST,NEW MEX ST,72.4,67.6,,62.3
172309,Gio Lopez,QB,0,,2028,245,52.8,76.3,,60,07,0,1,31,0,0,5,22,58,31,27,N CAROLINA,N CAROLINA,32,,50.2,61.1
172326,Chris Dawn Jr.,WR,0,,2028,314,70,80.3,,61.9,01,0,1,0,0,43,0,21,64,43,21,TEXAS ST,TEXAS ST,67.1,69.2,,
172327,Justin DeLeon,G,0,,2028,314,63.5,77.2,86.4,56.4,66,0,1,0,31,0,0,10,41,31,10,TEXAS ST,TEXAS ST,,,,
172329,P.J. Hatter,QB,0,,2028,175,69.5,63.6,,,07,0,1,0,0,0,1,0,1,0,1,GA STATE,GA STATE,62.5,,,63.4
172376,Wilkin Formby,T,0,,2027,103,60.7,75.4,82.6,49.2,75,0,1,0,27,0,0,21,48,27,21,ALABAMA,ALABAMA,60.9,65.1,,
172385,Ty Lockwood,TE,0,,2028,121,70.6,68.9,,60,19,0,1,0,0,5,0,1,6,5,1,BOSTON COL,BOSTON COL,61,68.6,,
172386,Dylan Lonergan,QB,0,,2028,121,75.7,76.6,,60,09,0,1,47,0,0,0,17,64,47,17,BOSTON COL,BOSTON COL,69.5,,74.7,63.2
172388,Miles McVay,T,0,,2028,245,62.6,70.3,66.9,60,54,0,1,0,8,0,0,2,10,8,2,N CAROLINA,N CAROLINA,,,,
172392,Kadyn Proctor,T,0,2026,2026,103,72.4,77,87.3,62,74,0,1,0,40,0,0,24,64,40,24,ALABAMA,ALABAMA,,,,
172404,Davion Dozier,WR,0,,2028,108,62.9,78.6,,57.1,01,0,1,0,0,46,0,18,64,46,18,APP STATE,APP STATE,64.1,62.8,,
172405,Shamar Easter,TE,0,,2028,245,57.1,69.8,,,84,0,1,0,0,3,0,0,3,3,0,N CAROLINA,N CAROLINA,,57.9,,
172418,Paris Patterson,G,0,,2028,287,65.6,73,71.3,64.8,78,0,1,0,3,0,0,7,10,3,7,SMU,SMU,,,,
172426,Malachi Singleton,QB,0,,2028,273,77.1,69.5,,60,03,0,1,3,0,0,2,3,8,3,5,PURDUE,PURDUE,66.4,,74,63.9
172443,Jeremiah Cobb,HB,1,,2028,115,68.1,78.3,64.9,62.8,23,1,1,0,10,43,16,10,79,53,26,AUBURN,AUBURN,75.6,55.2,,74.4
172454,Bradyn Welch-Joiner,C,0,,2028,273,53.8,78.2,69.3,50.4,55,0,1,0,28,0,0,19,47,28,19,PURDUE,PURDUE,,,,
172459,Izavion Miller,G,0,2026,2026,115,70.3,77.8,57.8,73.9,72,1,1,0,58,0,0,28,86,58,28,AUBURN,AUBURN,,,,
172474,Rickie Collins,QB,0,,2028,304,50.6,76.7,,60.2,10,0,1,35,0,0,0,29,64,35,29,SYRACUSE,SYRACUSE,68.6,,49.9,56.8
172487,Jackson McGohan,TE,0,,2028,349,60,64.4,,65.4,87,0,1,0,0,0,0,1,1,0,1,WISCONSIN,WISCONSIN,,,,
172488,Paul Mubenga,G,0,,2029,211,61.2,73,76.9,59.6,65,0,1,0,6,0,0,2,8,6,2,LSU,LSU,,,,
172489,Kyle Parker,WR,0,,2028,211,38.6,75.6,64.4,32.9,12,0,1,0,1,20,0,10,31,21,10,LSU,LSU,,42.9,,
172490,Ka'Morreun Pimpton,TE,0,,2028,305,62.6,71.2,70.5,67.6,88,0,1,0,2,3,0,3,8,5,3,TCU,TCU,,56.4,,
172494,Shelton Sampson Jr.,WR,0,,2028,207,75.5,78.9,,60.3,06,0,1,0,0,26,0,40,66,26,40,LA LAFAYET,LA LAFAYET,65.7,75.9,,
172510,Jayvontay Conner,TE,0,,2029,156,56.5,77.4,75.4,62.4,08,0,1,0,12,16,0,16,44,28,16,E CAROLINA,E CAROLINA,61,52.4,,
172514,Ethan Fields,G,0,,2028,226,58.1,76.7,80.8,54.6,77,0,1,0,14,0,0,19,33,14,19,OLE MISS,OLE MISS,,,,
172521,Cayden Lee,WR,0,,2028,226,59,75.9,,55.1,19,0,1,0,0,26,0,12,38,26,12,OLE MISS,OLE MISS,62.9,59.4,,
172525,Kedrick Reescano,HB,0,,2028,109,62.4,73.3,75.1,60,03,0,1,0,2,13,5,1,21,15,6,ARIZONA,ARIZONA,69.7,54.9,,63.6
172527,Brycen Sanders,C,0,,2028,226,59.5,78.6,77.1,53.4,62,0,1,0,37,0,0,15,52,37,15,OLE MISS,OLE MISS,,,,
172531,Ayden Williams,WR,0,,2028,227,52.3,77.3,,63.4,11,0,1,0,0,32,0,28,60,32,28,MISS STATE,MISS STATE,61,51.7,,
172552,Jeffery Pittman,HB,0,,2026,296,70.1,75.3,70.8,59,00,0,1,0,1,12,20,3,36,13,23,SO MISS,SO MISS,76.7,61,,69.8
172570,Chase Bisontis,G,0,2026,2026,312,68.9,79.9,79.8,66.6,71,0,1,0,34,0,0,32,66,34,32,TEXAS A&M,TEXAS A&M,,,,
172571,Nana Boadi-Owusu,ED,0,,2027,312,60,60,,60,D12,0,1,0,0,0,0,1,1,0,1,TEXAS A&M,TEXAS A&M,,,,
172590,Rueben Owens II,HB,0,,2028,312,71,74.6,74.3,68.2,04,0,1,0,2,17,13,4,36,19,17,TEXAS A&M,TEXAS A&M,74.5,64.6,,69.7
172595,Daymion Sanford,LB,0,,2028,312,60,60,,60,D27,0,1,0,0,0,0,1,1,0,1,TEXAS A&M,TEXAS A&M,,,,
172599,Micah Tease,WR,0,,2028,320,57.1,78,,60.7,03,0,1,0,0,30,0,18,48,30,18,TULSA,TULSA,61,56.8,,
172605,Sedrick Alexander,HB,0,,2028,333,65,77.7,39.2,49.8,28,0,1,0,7,26,10,15,58,33,25,VANDERBILT,VANDERBILT,73.1,54.7,,74.6
172610,Gabe Fisher,TE,0,,2028,333,59,72.1,63.3,59.2,44,0,1,0,1,1,0,8,10,2,8,VANDERBILT,VANDERBILT,,60,,
172615,Martel Hight,CB,0,,2028,333,59,63.4,,,D04,0,1,0,0,1,0,0,1,1,0,VANDERBILT,VANDERBILT,67.5,60,,
172616,London Humphreys,WR,0,,2028,173,60.3,76.6,,65,16,0,1,0,0,14,0,13,27,14,13,GEORGIA,GEORGIA,61,59.1,,
172617,Kamrean Johnson,TE,0,,2028,339,51,73.8,70.7,43.2,12,0,1,0,3,6,0,8,17,9,8,WAKE,WAKE,61,57.3,,
172623,AJ Newberry,HB,0,,2028,333,63.2,69.6,,60,23,0,1,0,0,4,2,1,7,4,3,VANDERBILT,VANDERBILT,65.5,57.5,,63.6
172627,Junior Sherrill,WR,0,,2028,333,70.6,79.4,,82.7,00,0,1,0,0,42,0,24,66,42,24,VANDERBILT,VANDERBILT,65,67.5,,
172640,Brock Chappell,TE,0,,2028,207,58.6,75.9,67.4,59.8,83,0,1,0,1,13,0,26,40,14,26,LA LAFAYET,LA LAFAYET,64.1,56.6,,
173000,Tyler Chen,G,0,,2028,285,64,76.3,60.2,64.5,62,1,1,0,46,0,0,16,62,46,16,S JOSE ST,S JOSE ST,,,,
173021,Beau Sparks,WR,0,,2028,314,82.1,77.3,,61.8,11,0,1,0,0,41,1,20,62,41,21,TEXAS ST,TEXAS ST,70.1,78.1,,69.5
173047,Parker Jenkins,HB,0,,2028,156,58.8,71.2,67.9,60,05,0,1,0,1,2,5,3,11,3,8,E CAROLINA,E CAROLINA,69.7,58.7,,59
173069,Calvin Clements,T,0,,2028,198,57.9,77.5,74.6,51.1,75,0,1,0,35,0,0,38,73,35,38,KANSAS,KANSAS,,,,
173074,Jaden Hamm,TE,0,,2028,198,58.7,64.1,,,17,0,1,0,0,1,0,0,1,1,0,KANSAS,KANSAS,,59.8,,
173077,Keaton Kubecka,WR,0,,2028,198,64.8,74.6,,77.7,03,0,1,0,0,12,0,9,21,12,9,KANSAS,KANSAS,61,61.7,,
173119,Tre Spivey,WR,0,,2028,109,55.9,77.4,,62.8,12,0,1,0,0,41,0,21,62,41,21,ARIZONA,ARIZONA,64.1,55.5,,
173127,Jordyn Bailey,WR,0,,2028,305,55.2,72,,60.1,04,0,1,0,0,7,0,3,10,7,3,TCU,TCU,61,55.8,,
173133,Cam Cook,HB,0,,2028,196,69.6,77.9,65.3,57.2,04,0,1,0,8,28,19,18,73,36,37,JVILLE ST,JVILLE ST,76.5,44.4,,77
173146,Cooper Powers,G,0,,2028,305,62.3,75.5,61.6,61.9,77,0,1,0,16,0,0,8,24,16,8,TCU,TCU,,,,
173151,Ben Taylor-Whitfield,T,0,,2028,305,67.3,78.1,63.6,67,56,1,1,0,54,0,0,30,84,54,30,TCU,TCU,,,,
173178,Rodney Gallagher III,WR,0,,2028,343,57.2,76.9,,59.2,24,0,1,0,0,26,2,29,57,26,31,W VIRGINIA,W VIRGINIA,65.5,51.5,,70.3
173181,TJ Johnson,TE,0,,2028,296,43.9,68.8,9.3,49.6,21,0,1,0,2,0,0,2,4,2,2,SO MISS,SO MISS,,,,
173185,Nick Krahe,T,0,,2028,343,74.2,78,88.6,66.9,52,0,1,0,33,0,0,50,83,33,50,W VIRGINIA,W VIRGINIA,,,,
173217,Isaac Sohn,T,0,,2029,281,63.5,70.3,79.5,59.1,67,0,1,0,7,0,0,2,9,7,2,SM HOUSTON,SM HOUSTON,,,,
173233,Drayden Dickmann,WR,0,,2028,275,53.5,79.5,,57.1,06,0,1,0,0,16,2,45,63,16,47,RICE,RICE,68.5,54.8,,55.8
173236,James Falk,TE,0,,2028,275,57.8,70.5,,58.8,86,0,1,0,0,2,0,5,7,2,5,RICE,RICE,,58.9,,
173238,Netane Fehoko,G,0,,2027,275,69.2,77.3,33.9,70.5,55,0,1,0,9,0,0,30,39,9,30,RICE,RICE,,,,
173242,Chase Jenkins,QB,0,,2028,275,54.3,77,,60,04,0,1,18,0,0,9,46,73,18,55,RICE,RICE,29.4,,63.4,49.2
173252,Patrick Valent,G,0,,2028,275,52.9,79.5,80.3,50.6,50,0,1,0,16,0,0,50,66,16,50,RICE,RICE,,,,
173257,Diego Barajas,T,0,,2026,306,64.5,0.5,69.1,69.2,77,1,1,0,26,0,0,20,46,26,20,TEMPLE,TEMPLE,,,,
173261,Peter Clarke,TE,0,,2028,306,78,75.3,55.3,68.8,88,0,1,0,7,17,0,17,41,24,17,TEMPLE,TEMPLE,62.9,77,,
173265,Tyler Douglas,QB,0,,2028,306,56.5,63.4,,,14,0,1,1,0,0,0,0,1,1,0,TEMPLE,TEMPLE,60.3,,60,
173275,Eric King,G,0,,2028,306,62.3,78.5,65.3,61,52,0,1,0,26,0,0,20,46,26,20,TEMPLE,TEMPLE,,,,
173280,Melvin Siani,T,0,,2028,339,79.1,77,89,72.4,71,0,1,0,25,0,0,39,64,25,39,WAKE,WAKE,,,,
173328,Jordan Hall,T,0,,2028,245,58.5,76.7,42.6,62.9,66,1,1,0,31,0,0,27,58,31,27,N CAROLINA,N CAROLINA,,,,
173337,Corri Milliner,WR,0,,2028,321,68.2,77.3,,61.9,01,0,1,0,0,34,0,12,46,34,12,UAB,UAB,64.1,67.5,,
173338,Logan Moore,T,0,,2028,321,63.2,73.7,68.7,59.6,77,0,1,0,18,0,0,11,29,18,11,UAB,UAB,,,,
173349,Amare Thomas,WR,0,,2028,182,66.1,79.3,,61.3,00,0,1,0,0,36,0,42,78,36,42,HOUSTON,HOUSTON,65.7,65.8,,
173351,Delano Townsend,G,0,,2028,226,56.1,77.6,81.9,48.8,51,1,1,0,25,0,0,11,36,25,11,OLE MISS,OLE MISS,,,,
173357,Jayvin James,T,0,,2028,227,60.9,77.3,44.2,65.1,77,0,1,0,35,0,0,34,69,35,34,MISS STATE,MISS STATE,,,,
173365,Brody Bolyn,G,0,,2029,122,59.5,76.5,76.4,56.6,54,0,1,0,17,0,0,17,34,17,17,BOWL GREEN,BOWL GREEN,,,,
173370,Jacob Harris,TE,0,,2028,122,66.4,76.5,68.8,57.1,88,0,1,0,2,18,0,7,27,20,7,BOWL GREEN,BOWL GREEN,62.9,66.5,,
173387,Brady Simmons,WR,0,,2027,221,57.1,66.2,,,02,0,1,0,0,2,0,0,2,2,0,MIAMI OH,MIAMI OH,,58.2,,
173392,Sam West,TE,0,,2028,227,83.7,71.4,,75.9,87,0,1,0,0,4,0,5,9,4,5,MISS STATE,MISS STATE,61,73.9,,
173441,Darrell Johnson Jr.,T,0,,2026,102,59.5,72.6,33.5,62.2,78,0,1,0,5,0,0,14,19,5,14,AKRON,AKRON,,,,
173449,CJ Tiller,QB,0,,2029,329,69.9,68.1,,60,12,0,1,0,0,0,3,2,5,0,5,UTAH ST,UTAH ST,67.3,,,65.1
173460,Justin Marshall,HB,0,,2028,144,65.3,71.8,,60,20,0,1,0,0,6,7,2,15,6,9,COLO STATE,COLO STATE,71.4,76.6,,59.2
173467,Lavon Brown,WR,0,,2028,144,62.1,77.4,,76.6,08,0,1,0,0,26,0,19,45,26,19,COLO STATE,COLO STATE,66.9,59.5,,
173472,Jamari Person,WR,0,,2028,206,65.9,78.4,,62.1,03,0,1,0,0,27,0,24,51,27,24,LIBERTY,LIBERTY,65.7,65.3,,
173480,Jackson Brousseau,QB,0,,2028,144,48.8,76.1,,60,07,0,1,31,0,0,0,25,56,31,25,COLO STATE,COLO STATE,68.3,,48.5,55.6
173481,Ryan McConnell,TE,0,,2027,144,59.5,72.7,75.7,61.9,26,0,1,0,3,4,0,11,18,7,11,COLO STATE,COLO STATE,,54.4,,
173491,Christian Martin,T,0,,2028,144,61.4,77,58.5,60.7,72,1,1,0,38,0,0,28,66,38,28,COLO STATE,COLO STATE,,,,
173499,Aitor Urionabarrenechea,C,0,,2028,144,62,0,62.8,64.7,79,1,1,0,34,0,0,28,62,34,28,COLO STATE,COLO STATE,,,,
173507,Tim Grear Jr.,WR,0,,2026,102,56.8,74.4,,62.3,04,0,1,0,0,3,0,13,16,3,13,AKRON,AKRON,,56.2,,
173530,Anthony Evans III,WR,0,,2028,227,62.6,76.9,,58.4,03,0,1,0,0,35,1,30,66,35,31,MISS STATE,MISS STATE,69.9,60.5,,63.4
173544,Lawson Luckie,TE,0,,2028,173,53.5,74.4,,57.4,07,0,1,0,0,8,0,7,15,8,7,GEORGIA,GEORGIA,,53.3,,
173548,Monroe Freeling,T,0,2026,2026,173,91.5,77,75.1,91.8,57,0,1,0,33,0,0,29,62,33,29,GEORGIA,GEORGIA,,,,
173606,Anthony Caccese,G,0,,2028,151,59.1,21.3,65.7,60.3,62,1,1,0,63,0,0,20,83,63,20,DELAWARE,DELAWARE,,,,
173611,Ja'Carree Kelly,WR,0,,2028,151,65.9,73.7,,60.2,09,0,1,0,0,11,1,5,17,11,6,DELAWARE,DELAWARE,65.3,56,,66.9
173617,Nick Minicucci,QB,0,,2028,151,54.3,77.8,,60.1,04,1,1,63,0,0,4,16,83,63,20,DELAWARE,DELAWARE,71.6,,51.4,63.4
173653,Kelby Valsin,WR,0,,2028,315,60,64.8,,60,06,0,1,0,0,0,0,1,1,0,1,TEXAS TECH,TEXAS TECH,,,,
173674,Cooper Fordham,C,0,,2028,207,63.4,80.6,66.5,61.3,50,0,1,0,32,0,0,52,84,32,52,LA LAFAYET,LA LAFAYET,,,,
173685,Joshua Bates,C,0,,2028,287,56.7,0,85.8,53.8,64,2,1,0,38,0,0,25,63,38,25,SMU,SMU,,,,
173697,Cayden Green,T,0,,2028,229,67.4,76.8,71.1,64,70,0,1,0,29,0,0,31,60,29,31,MISSOURI,MISSOURI,,,,
173725,Karson Boschma,WR,0,,2028,265,54.7,69.6,,59.8,18,0,1,0,0,5,0,1,6,5,1,OREGON ST,OREGON ST,,55.7,,
173726,Zack Card,WR,0,,2028,265,49.6,77.3,,44,12,0,1,0,0,29,0,13,42,29,13,OREGON ST,OREGON ST,61,51.6,,
173734,Taz Reddicks,WR,0,,2028,265,73.4,73.9,,60.6,03,0,1,0,0,9,0,6,15,9,6,OREGON ST,OREGON ST,64.1,71.8,,
173738,Jaden Barnes,WR,0,,2028,108,81.1,79.5,,61.9,15,0,1,0,0,52,0,14,66,52,14,APP STATE,APP STATE,70.1,79.7,,
173764,Ashton Nickelberry,WR,0,,2026,330,59.2,64.8,,,00,0,1,0,0,1,0,0,1,1,0,UTEP,UTEP,,60,,
173772,Marquez Taylor,HB,0,,2029,330,53.3,71,,59.7,21,0,1,0,0,3,3,2,8,3,5,UTEP,UTEP,67.3,35.6,,64.5
173798,Ethan Newman,G,0,,2028,218,60,63.5,,59.2,62,0,1,0,0,0,0,1,1,0,1,MEMPHIS,MEMPHIS,,,,
173847,Jack Burnett,G,0,,2026,101,60.5,77.3,55,60.1,62,0,1,0,6,0,0,36,42,6,36,AIR FORCE,AIR FORCE,,,,
173850,Dylan Carson,HB,0,,2026,101,55.1,75.7,72.7,56.9,05,0,1,0,1,0,13,10,24,1,23,AIR FORCE,AIR FORCE,74.4,,,56.1
173854,Costen Cooley,C,1,,2026,101,62.8,80.1,77.9,60.6,67,1,1,0,11,0,0,66,77,11,66,AIR FORCE,AIR FORCE,,,,
173861,Bruin Fleischmann,TE,0,,2027,101,54,79,,35.6,88,2,1,0,0,11,0,62,73,11,62,AIR FORCE,AIR FORCE,62.9,85.4,,
173863,Kade Frew,FB,0,,2026,101,74.8,76.6,48.5,48.4,08,0,1,0,3,4,5,33,45,7,38,AIR FORCE,AIR FORCE,69.7,56.2,,83.4
173874,Parker Menefee,TE,0,,2026,101,53.8,75.1,65.5,55.1,87,0,1,0,1,2,0,25,28,3,25,AIR FORCE,AIR FORCE,,55.8,,
173880,Quin Smith,WR,0,,2026,101,62.2,78.1,,55.9,18,0,1,0,0,8,0,47,55,8,47,AIR FORCE,AIR FORCE,61,64.3,,
173885,Trevor Tate,T,0,,2026,101,74.3,76.5,80.9,70.4,78,0,1,0,8,0,0,48,56,8,48,AIR FORCE,AIR FORCE,,,,
173887,Luke Vonderhaar,T,0,,2028,101,73.3,76,77.1,69.9,55,0,1,0,9,0,0,47,56,9,47,AIR FORCE,AIR FORCE,,,,
173923,Jaxon King,T,0,,2027,216,48.4,71.9,16.6,60.3,77,1,1,0,12,0,0,4,16,12,4,UMASS,UMASS,,,,
173924,Javon Robinson,WR,1,,2028,175,43.1,0,,47.9,05,1,1,0,0,38,0,27,65,38,27,GA STATE,GA STATE,16.8,45.7,,
173945,Saint Farrior,DI,0,,2029,108,60,63.3,0.1,,D96,0,1,0,1,0,0,0,1,1,0,APP STATE,APP STATE,,,,
173966,Peter Bario,TE,0,,2029,324,60,63.5,,60,44,0,1,0,0,0,0,1,1,0,1,UCLA,UCLA,,,,
173969,Kanye Clark,S,0,,2028,324,60,60,,60,D01,0,1,0,0,0,0,1,1,0,1,UCLA,UCLA,,,,
173979,Troy Leigber,HB,0,,2029,324,60,71.8,,60,32,0,1,0,0,0,0,1,1,0,1,UCLA,UCLA,,,,
173981,Jerry McClure,WR,0,,2028,284,57.9,68.8,,60,85,0,1,0,0,1,0,2,3,1,2,S DIEGO ST,S DIEGO ST,,59.3,,
173983,Dante Moore,QB,0,,2028,264,65.6,76.3,,60,05,0,1,22,0,0,5,32,59,22,37,OREGON,OREGON,28.6,,64,61.9
173984,Wyatt Mosier,LB,0,,2029,324,60,60,,60,D36,0,1,0,0,0,0,1,1,0,1,UCLA,UCLA,,,,
173986,Carter Shaw,WR,0,,2028,324,60,64.9,,60,14,0,1,0,0,0,0,1,1,0,1,UCLA,UCLA,,,,
173987,Michael Sullivan,ED,0,,2026,324,60,60,,60,D91,0,1,0,0,0,0,1,1,0,1,UCLA,UCLA,,,,
173990,Tavake Tuikolovatu,G,0,,2028,198,60,67.5,64.5,60,54,0,1,0,1,0,0,3,4,1,3,KANSAS,KANSAS,,,,
173994,Tristan Cook,T,0,,2029,117,56.2,15.8,55.4,61.6,70,1,1,0,36,0,0,28,64,36,28,BALL ST,BALL ST,,,,
173996,Malcolm Gillie,WR,0,,2026,141,39.5,77.5,,61.5,02,0,1,0,0,8,0,19,27,8,19,COAST CAR,COAST CAR,,38.6,,
173999,TJ Horton,HB,0,,2028,117,64.6,75,80.9,59.9,04,0,1,0,7,8,5,11,31,15,16,BALL ST,BALL ST,70.3,73.4,,54.6
174014,Micah Kaonohi-Kaihenui,TE,0,,2028,180,55.4,73.2,,53.2,45,0,1,0,0,0,0,9,9,0,9,HAWAII,HAWAII,,,,
174038,Benjamin Hall,HB,0,,2028,245,63.6,73.1,78.2,59.6,28,0,1,0,5,5,6,2,18,10,8,N CAROLINA,N CAROLINA,70.5,55.9,,63.4
174039,Amir Herring,G,0,,2028,198,65.3,80.2,63,64.9,56,0,1,0,35,0,0,38,73,35,38,KANSAS,KANSAS,,,,
174054,Frank Covey IV,WR,0,,2028,256,56.1,69.1,,60,03,0,1,0,0,3,0,1,4,3,1,NWESTERN,NWESTERN,,57.2,,
174066,Austin Boyd,T,0,,2028,325,64.2,75,70.1,60.6,79,0,1,0,20,0,0,22,42,20,22,UNLV,UNLV,,,,
174068,Jacob De Jesus,WR,0,2026,2026,130,84.6,78.8,,43.6,21,0,1,3,0,49,0,12,64,52,12,CAL,CAL,71.4,85.4,82.3,56.3
174069,Christian Earls,TE,0,,2026,273,53.8,73.7,68.4,57.8,87,0,1,0,3,10,0,11,24,13,11,PURDUE,PURDUE,,52.6,,
174070,Matthew Greene,G,0,,2028,230,53.9,78.7,64.7,46.4,54,0,1,0,44,0,0,16,60,44,16,MO STATE,MO STATE,,,,
174074,DeAngelo Irvin Jr.,WR,0,,2028,325,55.1,74.4,,61,04,0,1,0,0,12,0,17,29,12,17,UNLV,UNLV,68,54.8,,
174080,Jai'Den Thomas,HB,0,,2028,325,68.4,72.3,15.2,,09,0,1,0,5,5,7,0,17,10,7,UNLV,UNLV,71.4,62.1,,72.3
174085,David Amador II,WR,0,,2028,331,69,76.4,,60,08,0,1,1,0,25,0,10,36,26,10,UTSA,UTSA,67,70.4,,57.3
174093,Cory Godinet,G,0,,2026,331,67.6,0,60,78.2,53,1,1,0,21,0,0,11,32,21,11,UTSA,UTSA,,,,
174094,Robert Henry Jr.,HB,0,2026,2026,331,53.6,75.6,84.2,60,03,0,1,0,3,23,10,2,38,26,12,UTSA,UTSA,73.2,45,,57.4
174109,Brandon Tennison,QB,0,,2028,331,61.3,74.7,,60,17,0,1,25,0,0,1,10,36,25,11,UTSA,UTSA,68.3,,54.4,70.2
174127,Gernorris Wilson,T,0,,2028,264,54.8,10.9,64.7,57.4,78,1,1,0,22,0,0,37,59,22,37,OREGON,OREGON,,,,
174128,Iapani Laloulu,C,0,,2028,264,79.3,79.1,82,73.6,72,0,1,0,22,0,0,37,59,22,37,OREGON,OREGON,,,,
174131,Dante Dowdell,HB,0,,2028,202,88.3,73.2,72.7,59.9,02,0,1,0,1,7,7,2,17,8,9,KENTUCKY,KENTUCKY,71.3,55.9,,88.3
174142,Zachariah Branch,WR,0,2026,2026,173,70.4,76.4,,78.7,01,0,1,0,0,25,0,13,38,25,13,GEORGIA,GEORGIA,70.4,67.8,,
174143,DT Sheffield,WR,0,2026,2026,278,71.1,77.4,,58.6,00,0,1,0,0,22,0,44,66,22,44,RUTGERS,RUTGERS,67.3,72.5,,
174150,Makai Lemon,WR,0,2026,2026,326,90.4,78.5,61.9,74.3,06,0,1,0,1,35,1,20,57,36,21,USC,USC,72.3,88.7,,63.2
174165,A'Marion Peterson,HB,0,,2028,331,66.8,72.9,58,60,28,0,1,0,6,6,6,2,20,12,8,UTSA,UTSA,70.5,54.8,,69.8
174167,Carlos Hernandez,WR,0,,2028,339,54.3,78.3,,61.7,08,0,1,0,0,22,0,28,50,22,28,WAKE,WAKE,69.9,53.6,,
174168,Mikey Matthews,WR,0,,2028,324,60,76.8,,58.2,07,0,1,0,0,20,0,10,30,20,10,UCLA,UCLA,67.1,60.1,,
174174,Christian Pierce,S,0,,2028,326,60,60,63.8,,D24,0,1,0,1,0,0,0,1,1,0,USC,USC,,,,
174176,Taylor Bradshaw,WR,0,,2028,174,58.5,63.4,,,15,0,1,0,0,1,0,0,1,1,0,GA SOUTHRN,GA SOUTHRN,,59.7,,
174177,Tiger Bachmeier,WR,0,,2028,128,64.4,70,,83.9,19,0,1,0,0,4,0,1,5,4,1,BYU,BYU,,56.7,,
174199,JP Mikhael,TE,0,,2028,174,59.3,76.8,67.8,69.5,84,0,1,0,4,13,0,16,33,17,16,GA SOUTHRN,GA SOUTHRN,,52.4,,
174201,Matthew Williams,T,0,,2028,174,60,64.3,,60,51,0,1,0,0,0,0,1,1,0,1,GA SOUTHRN,GA SOUTHRN,,,,
174210,Robert Wright Jr.,T,0,,2028,174,53.6,77.1,57.7,51.1,71,0,1,0,40,0,0,33,73,40,33,GA SOUTHRN,GA SOUTHRN,,,,
174221,Elijah Paige,T,0,,2028,326,57.1,76.7,70.4,49.5,72,0,1,0,37,0,0,23,60,37,23,USC,USC,,,,
174222,Nick Morrow,T,0,,2028,130,58.6,77.9,37.3,69.5,52,0,1,0,55,0,0,21,76,55,21,CAL,CAL,,,,
174244,Knijeah Harris,G,0,,2028,163,66.7,79.6,63.6,67.3,77,0,1,0,38,0,0,24,62,38,24,FLORIDA,FLORIDA,,,,
174252,Caden Jones,T,0,,2028,163,47,75.8,38.4,50,63,0,1,0,32,0,0,22,54,32,22,FLORIDA,FLORIDA,,,,
