playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,gradesPassRushDefense,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesCoverageDefense
66298,Ty Hamilton,DI,0,0,2025,0,2,,OHIO STATE,1,D58,0,0,1,38,1,2025,57,25.5,0,0,3,0,0,1,2,0,57.6,0,1,0,0,OHIO STATE,0,0,5,0,,0,50,59.4,,76.9,0,260,57,0,54,0,0,19,0,1,60.2,0,0,0,
82212,Jermayne Lole,DI,0,0,,0,0,,TEXAS,2,D99,0,0,0,21,1,2025,35,73.4,0,0,0,0,0,7,6,0,66,0,0,0,0,TEXAS,1,0,0,0,,0,0,67.8,,75.6,0,311,35,0,22,0,0,14,0,1,64.3,0,0,0,
97237,Rod Heard II,S,1,0,,0,1,100,NOTRE DAME,2,D02,34,9,1,1,1,2025,0,65.7,13,1,0,0,15,0,0,0,68.7,6,0,0,0,NOTRE DAME,2,0,1,0,13,12,25,69.5,13,74.6,0,258,34,15,0,0,118.8,18,0,1,75.4,7,0,0,62.7
97324,Jordan Clark,CB,1,0,2025,0,0,0,NOTRE DAME,1,D01,15,0,0,0,1,2025,0,74.8,0,0,0,0,9,0,0,0,64,1,0,0,0,NOTRE DAME,0,0,0,0,,14,0,76.1,,75.5,0,258,15,0,0,1,39.6,6,0,0,,0,0,0,75.1
97889,Jack Kiser,LB,2,0,2025,0,1,100,NOTRE DAME,8,D24,51,45,1,5,1,2025,0,73.9,10,2,1,0,18,0,0,0,63.7,1,0,0,0,NOTRE DAME,1,0,2,0,10,5,6.7,73,5,73.6,0,258,51,6,0,0,87.5,28,0,6,64.5,0,0,0,74.9
98342,R.J. Oben,ED,0,0,,0,0,,NOTRE DAME,1,D09,0,0,0,15,1,2025,34,74.4,0,0,1,0,0,4,0,0,70.3,0,0,0,0,NOTRE DAME,1,0,1,0,,0,0,67,,77,0,258,34,0,0,0,0,19,0,1,57.6,0,0,30,
98941,Bill Norton,DI,0,0,2025,0,0,,TEXAS,1,D15,0,0,0,11,1,2025,22,68.7,0,0,0,0,0,2,10,0,68.7,0,1,0,0,TEXAS,1,0,1,0,,0,0,69.7,,75,0,311,22,0,10,0,0,11,0,0,62.8,0,0,0,
99370,David Gbenda,LB,1,0,2025,0,1,100,TEXAS,1,D33,15,15,0,0,1,2025,0,32.1,4,1,0,1,7,0,0,0,55.8,0,0,0,0,TEXAS,1,0,0,0,4,0,50,71.9,4,69.6,0,311,15,0,0,0,43.8,8,0,0,,0,0,0,76.9
101408,Smith Vilbert,ED,0,0,2026,0,0,,PENN STATE,1,D92,0,0,0,4,1,2026,11,71.5,0,0,0,0,0,1,0,0,62.1,0,0,0,0,PENN STATE,1,0,0,0,,0,0,61.3,,73.2,0,266,11,0,0,0,0,7,1,0,57.9,0,0,10,
101455,Dvon J-Thomas,DI,0,0,2025,0,0,,PENN STATE,0,D91,0,0,0,26,1,2025,51,72.8,0,0,0,0,0,1,4,0,62.1,0,1,0,0,PENN STATE,0,0,1,0,,0,0,63.2,,77.3,0,266,51,0,46,0,0,25,0,1,61,0,0,0,60
102726,Howard Cross III,DI,0,0,2025,0,0,,NOTRE DAME,1,D56,0,0,0,24,1,2025,56,72.1,0,0,0,0,0,0,18,0,63.3,0,0,0,0,NOTRE DAME,1,0,0,0,,0,0,62.3,,77.6,0,258,56,0,38,0,0,32,0,1,57.9,0,0,0,
122914,Xavier Watts,S,2,0,2025,0,0,100,NOTRE DAME,6,D00,67,18,0,0,1,2025,0,86.4,29,2,0,0,30,0,0,0,70.5,2,0,0,0,NOTRE DAME,1,0,0,0,23,15,0,65,14.5,77.8,0,258,67,29,0,0,118.8,37,0,3,,32,0,0,60.8
123105,Jahdae Barron,CB,3,0,2025,0,2,66.7,TEXAS,5,D07,58,7,0,1,1,2025,1,55.3,12,2,0,0,37,0,0,0,65.1,49,0,0,0,TEXAS,1,0,0,0,7,1,25,59.1,6,77.2,0,311,59,4,0,0,74.3,21,0,1,58.8,1,0,1,57.9
123107,Vernon Broughton,DI,0,0,2025,1,0,,TEXAS,0,D45,0,0,1,18,1,2025,31,70.2,0,0,2,0,0,5,2,0,62.9,0,0,0,0,TEXAS,1,0,3,0,,0,,86.8,,75.4,0,311,31,0,21,0,0,13,0,0,90.6,0,0,3,
