playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepDefense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesKickReturn,gradesFgepKicker,gradesKickoffKicker,gradesPuntReturn,gradesLongSnap,gradesPunter
66298,Ty Hamilton,DI,0,0,2025,2025,260,59.7,60.4,66.4,D58,0,0,1,0,1,0,0,0,1,0,OHIO STATE,OHIO STATE,2,,,,,,,
75288,Tegra Tshabola,G,0,0,,2028,260,,61.9,65.6,77,0,0,1,6,0,0,0,0,0,0,OHIO STATE,OHIO STATE,6,61.7,,,,,,
97237,Rod Heard II,S,0,0,,2025,258,,59.9,65.6,D02,0,0,1,0,0,1,0,2,0,0,NOTRE DAME,NOTRE DAME,3,,,,,,,
97305,Devyn Ford,HB,0,0,,2025,258,,47.1,64,22,0,0,1,0,0,4,0,0,0,0,NOTRE DAME,NOTRE DAME,4,,,,,,,
97889,Jack Kiser,LB,0,0,2025,2025,258,59.9,59.8,65.1,D24,0,0,1,0,6,1,0,2,1,0,NOTRE DAME,NOTRE DAME,10,,,,,,,
98556,Jayden Harrison,WR,0,0,,2025,258,,59.9,64.5,02,0,0,1,0,0,0,7,2,0,0,NOTRE DAME,NOTRE DAME,9,,57.1,,,,,
101480,Joey Velazquez,LB,0,0,,2026,260,,59.7,64.6,D39,0,0,1,0,0,0,3,0,0,0,OHIO STATE,OHIO STATE,3,,,,,,,
122892,Tosh Baker,T,0,0,,2025,258,,60.5,64.8,79,0,0,1,2,0,0,0,0,0,0,NOTRE DAME,NOTRE DAME,2,60,,,,,,
122893,Kevin Bauman,TE,0,0,,2026,258,,60.3,64.1,84,0,0,1,2,0,0,7,0,0,0,NOTRE DAME,NOTRE DAME,9,60,,,,,,
122914,Xavier Watts,S,0,0,2025,2025,258,59.8,60.3,62.9,D00,0,0,1,0,6,1,0,0,0,0,NOTRE DAME,NOTRE DAME,7,,,,,,,
124242,Mitch Jeter,K,0,0,,2025,258,,60,67.2,S98,0,0,1,2,0,4,0,0,0,0,NOTRE DAME,NOTRE DAME,6,,,60,60.3,,,
128036,Christian Gray,CB,0,0,,2028,258,60.1,60.7,66.4,D29,0,0,1,0,6,0,0,0,0,0,NOTRE DAME,NOTRE DAME,6,,,,,,,
129746,Josh Fryar,T,0,0,2025,2025,260,,61.5,64.3,70,0,0,1,6,0,0,0,0,0,0,OHIO STATE,OHIO STATE,6,60,,,,,,
129747,Patrick Gurd,TE,0,0,2026,2026,260,,60.7,65.6,49,0,0,1,0,0,2,3,0,0,0,OHIO STATE,OHIO STATE,5,,,,,,,
129755,Lathan Ransom,S,1,0,2025,2025,260,60,75,64.8,D08,0,0,1,0,2,0,1,1,2,0,OHIO STATE,OHIO STATE,6,,,,,,,
129756,Gee Scott Jr.,TE,0,0,2025,2025,260,,29.8,25.4,88,0,1,1,0,0,0,4,1,1,0,OHIO STATE,OHIO STATE,6,,,,,,,
129757,Cody Simon,LB,0,0,2025,2025,260,60,75.6,68.3,D00,0,0,1,0,2,0,1,1,1,0,OHIO STATE,OHIO STATE,5,,,,,,,
143017,Max Hurleman,S,0,0,2025,2025,258,,60.5,68.9,D37,0,0,1,0,0,4,7,2,1,0,NOTRE DAME,NOTRE DAME,14,,,,,60.3,,
145055,Emeka Egbuka,WR,0,0,2025,2025,260,,60,63,02,0,0,1,0,0,0,4,0,0,0,OHIO STATE,OHIO STATE,4,,59.1,,,,,
145059,TreVeyon Henderson,HB,0,0,2025,2025,260,,60,61.2,32,0,0,1,0,0,0,1,0,0,0,OHIO STATE,OHIO STATE,1,,59.9,,,,,
145064,Donovan Jackson,T,0,0,2025,2025,260,,61.8,64.1,74,0,0,1,6,0,0,0,0,0,0,OHIO STATE,OHIO STATE,6,61.5,,,,,,
145067,Jordan Hancock,S,0,0,2025,2025,260,,61.2,65.4,D07,0,0,1,0,0,7,0,0,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
