playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesHandsFumble,gradesOffense,gradesOffensePenalty,gradesPassRoute,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesPassBlock,gradesPass,gradesRun
122164,E.J. Williams Jr.,WR,0,2026,2026,190,61,65.3,75.5,70.5,40.7,07,0,1,0,0,8,0,13,21,8,13,INDIANA,INDIANA,,,
123472,Noah Whittington,HB,0,2026,2026,264,,60.8,67.9,59,,06,0,1,0,2,2,0,0,4,4,0,OREGON,OREGON,75.3,,
123874,CJ Daniels,WR,0,2026,2026,220,65,56.6,80.4,55.2,70,07,0,1,0,0,42,0,33,75,42,33,MIAMI FL,MIAMI FL,,,
124010,Carson Beck,QB,0,2026,2026,220,41.4,58.7,78.2,,60.2,11,1,1,51,0,0,3,37,91,51,40,MIAMI FL,MIAMI FL,,58.8,56.8
125681,James Brockermeyer,C,0,2026,2026,220,,66.1,80.8,,60.1,52,0,1,0,51,0,0,40,91,51,40,MIAMI FL,MIAMI FL,83.1,,
125950,Luke Hasz,TE,0,,2028,226,,54.9,68.6,56.1,59.1,09,0,1,0,0,3,0,1,4,3,1,OLE MISS,OLE MISS,,,
128199,Kilohana Haasenritter,HB,0,,2026,264,,69.6,64.9,59.9,73.4,D25,0,1,0,0,1,0,0,1,1,0,OREGON,OREGON,,,
128427,Emmanuel Pregnon,G,0,2026,2026,264,,64.5,80,,56.6,75,0,1,0,48,0,0,22,70,48,22,OREGON,OREGON,89.6,,
129434,Kahlil Benson,T,0,2026,2026,190,,46.9,9.2,,49.7,67,1,1,0,24,0,0,31,55,24,31,INDIANA,INDIANA,59.5,,
129928,Riley Nowakowski,TE,0,2026,2026,190,62.9,74.3,77.1,66.3,73.5,37,0,1,0,4,20,0,37,61,24,37,INDIANA,INDIANA,70.5,,
131819,Gary Bryant Jr.,WR,0,,2026,264,63.8,54.2,74.5,54.5,60.1,02,0,1,0,0,11,0,6,17,11,6,OREGON,OREGON,,,
138448,Kaelon Black,HB,0,2026,2026,190,74.4,84,73.3,54.1,60,08,0,1,0,4,6,13,1,24,10,14,INDIANA,INDIANA,25.9,,84.8
143948,Ryan Rodriguez,C,0,,2027,220,,52.1,68.6,,47.6,76,0,1,0,0,0,0,2,2,0,2,MIAMI FL,MIAMI FL,,,
143976,Diego Pounds,T,0,2026,2026,226,,54,76.9,,43,61,0,1,0,45,0,0,18,63,45,18,OLE MISS,OLE MISS,67.8,,
144891,Roman Hemby,HB,0,2026,2026,190,75.8,54.8,74.9,59,60,01,0,1,0,3,11,17,3,34,14,20,INDIANA,INDIANA,76.9,,54.5
145062,Zen Michalski,T,0,,2026,190,,56.2,70.8,,55.4,75,0,1,0,2,0,0,12,14,2,12,INDIANA,INDIANA,68.1,,
145090,Harrison Wallace III,WR,0,2026,2026,226,69.1,59.7,79,59.7,56.7,02,0,1,0,0,39,0,11,50,39,11,OLE MISS,OLE MISS,,,
146130,Trace Bruckler,TE,0,,2026,226,,52.9,67,,49.6,85,0,1,0,0,0,0,3,3,0,3,OLE MISS,OLE MISS,,,
146508,De'Zhaun Stribling,WR,0,2026,2026,226,65.7,83.2,76.9,81.9,57,01,0,1,0,0,34,0,13,47,34,13,OLE MISS,OLE MISS,,,
146815,Jayden Williams,T,0,2026,2026,226,,45.1,76.4,,47.1,50,0,1,0,45,0,0,18,63,45,18,OLE MISS,OLE MISS,38.9,,
147370,Keelan Marion,WR,0,2026,2026,220,66.7,75.1,77.5,74.2,62.3,00,0,1,0,0,39,0,20,59,39,20,MIAMI FL,MIAMI FL,,,
147475,Logan Diggs,HB,0,,2026,226,69.2,63.9,73.8,71.7,,22,0,1,0,5,10,4,0,19,15,4,OLE MISS,OLE MISS,37.1,,62.3
147482,Pat Coogan,C,0,2026,2026,190,,69.8,79.2,,65,78,0,1,0,24,0,0,36,60,24,36,INDIANA,INDIANA,82.7,,
156395,Omar Cooper Jr.,WR,0,2026,2026,190,64.1,58.7,75.5,58.9,57.1,03,0,1,0,0,20,0,18,38,20,18,INDIANA,INDIANA,,,
156399,Carter Smith,T,0,,2027,190,,65.2,76.9,,57.8,65,0,1,0,24,0,0,37,61,24,37,INDIANA,INDIANA,87.3,,
156401,Bray Lynch,G,0,,2027,190,,64.2,78.7,,61.4,74,1,1,0,24,0,0,37,61,24,37,INDIANA,INDIANA,78.9,,
156940,Jonathan Brady,WR,0,2026,2026,190,63.8,57.7,67.9,,54.4,00,0,1,0,0,0,0,4,4,0,4,INDIANA,INDIANA,,,
156971,Holden Staes,TE,0,,2026,190,,59.2,67.9,59.6,60,19,0,1,0,0,1,0,2,3,1,2,INDIANA,INDIANA,,,
157645,Dae'Quan Wright,TE,0,2026,2026,226,64.1,74.5,78.3,73.1,62.8,08,0,1,0,10,24,0,16,50,34,16,OLE MISS,OLE MISS,72.1,,
157695,Alex Harkey,T,0,2026,2026,264,,62.6,17.3,,61.5,71,1,1,0,48,0,0,22,70,48,22,OREGON,OREGON,72.7,,
158252,Isaiah World,T,0,2026,2026,264,,45.1,74,,53.9,76,1,1,0,16,0,0,13,29,16,13,OREGON,OREGON,20.4,,
158323,Fernando Mendoza,QB,0,2026,2026,190,27.3,89.6,76.5,,60,15,0,1,24,0,0,3,34,61,24,37,INDIANA,INDIANA,,91.6,56.3
158407,Alex Bauman,TE,0,,2026,220,62.9,56.1,79.5,54.7,57.5,87,1,1,0,12,33,0,37,82,45,37,MIAMI FL,MIAMI FL,73.3,,
158693,Drew Evans,G,0,,2027,190,,52.7,0,,56.8,62,1,1,0,24,0,0,37,61,24,37,INDIANA,INDIANA,44.6,,
159499,Elijah Sarratt,WR,0,2026,2026,190,66.7,83.7,77.4,85.1,53,13,0,1,0,0,24,0,33,57,24,33,INDIANA,INDIANA,,,
162732,Anez Cooper,G,0,2026,2026,220,,52.7,0,,55.2,73,2,1,0,51,0,0,40,91,51,40,MIAMI FL,MIAMI FL,67.8,,
162736,Matthew McCoy,G,0,,2027,220,,55.1,78.6,,50.2,78,0,1,0,22,0,0,27,49,22,27,MIAMI FL,MIAMI FL,76.4,,
163294,Dave Iuli,G,0,,2027,264,,53.2,76.4,,52.4,74,0,1,0,20,0,0,13,33,20,13,OREGON,OREGON,50.2,,
163302,Kawika Rogers,G,0,,2027,264,,66,76.8,,65.6,73,0,1,0,28,0,0,9,37,28,9,OREGON,OREGON,69.5,,
163635,Patrick Kutas,G,0,,2027,226,,67.2,78.8,,69.2,75,0,1,0,45,0,0,18,63,45,18,OLE MISS,OLE MISS,61.9,,
169698,Malik Benson,WR,0,2026,2026,264,66.2,67.1,75.6,65,73.1,04,0,1,0,0,19,0,12,31,19,12,OREGON,OREGON,,,
170088,Francis Mauigoa,T,0,2026,2026,220,,63.7,77.9,,58.4,61,0,1,0,51,0,0,40,91,51,40,MIAMI FL,MIAMI FL,72,,
170089,Samson Okunlola,G,0,,2028,220,,72.7,78.4,,72.1,63,0,1,0,29,0,0,15,44,29,15,MIAMI FL,MIAMI FL,80.8,,
172259,D'Angelo Ponds,CB,0,2026,2026,190,61,81.1,63.9,74,,D05,1,1,0,0,1,0,0,1,1,0,INDIANA,INDIANA,,,
172521,Cayden Lee,WR,0,,2028,226,65.7,77,75.3,75.6,61,19,0,1,0,0,32,0,6,38,32,6,OLE MISS,OLE MISS,,,
172527,Brycen Sanders,C,0,,2028,226,,61.1,79.3,,63.2,62,0,1,0,45,0,0,18,63,45,18,OLE MISS,OLE MISS,50.9,,
173351,Delano Townsend,G,0,,2028,226,,54.5,79.7,,60.4,51,0,1,0,45,0,0,18,63,45,18,OLE MISS,OLE MISS,27.2,,
173983,Dante Moore,QB,0,,2028,264,28.3,47.3,76.9,,60,05,0,1,48,0,0,1,21,70,48,22,OREGON,OREGON,,45.3,63.1
174128,Iapani Laloulu,C,0,,2028,264,,57.8,79.7,,60.8,72,0,1,0,48,0,0,22,70,48,22,OREGON,OREGON,44.3,,
174132,Kenyon Sadiq,TE,0,2026,2026,264,65.7,54,79.3,52.9,62,18,0,1,0,2,45,0,20,67,47,20,OREGON,OREGON,30.3,,
174409,CharMar Brown,HB,0,,2028,220,74.8,76.5,75.9,66.6,60,06,0,1,0,5,16,14,3,38,21,17,MIAMI FL,MIAMI FL,27.8,,78.7
174706,Jamari Johnson,TE,0,,2028,264,65.7,72.7,78.4,76.5,47.1,09,0,1,0,5,35,0,16,56,40,16,OREGON,OREGON,69.1,,
175374,Mark Fletcher Jr.,HB,0,,2028,220,77.3,78.6,77.8,59.2,60,04,0,1,0,11,19,22,1,53,30,23,MIAMI FL,MIAMI FL,50.9,,79.6
176077,Deuce Alexander,WR,0,,2028,226,61,49.9,77.3,49,61.4,11,0,1,0,0,19,0,12,31,19,12,OLE MISS,OLE MISS,,,
176592,Zach Grace,TE,0,,2028,264,,56.9,65.3,,50.9,44,0,1,0,0,0,0,2,2,0,2,OREGON,OREGON,,,
178723,Trinidad Chambliss,QB,0,,2027,226,70.2,67.8,76.6,,60,06,1,1,45,0,0,2,16,63,45,18,OLE MISS,OLE MISS,,66.3,63.9
183226,Markel Bell,T,0,2026,2026,220,,71.4,29.8,,74.2,70,1,1,0,51,0,0,40,91,51,40,MIAMI FL,MIAMI FL,69,,
183234,Elija Lofton,TE,0,,2029,220,61,68.8,72.1,70.8,54.7,09,0,1,0,1,5,0,6,12,6,6,MIAMI FL,MIAMI FL,65.4,,
183245,Joshisa Trader,WR,0,,2029,220,61,47.2,74.1,48.5,55,01,0,1,0,0,8,0,5,13,8,5,MIAMI FL,MIAMI FL,,,
184543,Caleb Odom,TE,0,,2029,226,62.9,55.5,72.1,56,60,04,0,1,0,0,11,0,1,12,11,1,OLE MISS,OLE MISS,,,
184747,Jeffery Rush Jr.,ED,0,,2029,226,,60,64.4,,66.5,D90,0,1,0,0,0,0,1,1,0,1,OLE MISS,OLE MISS,,,
184843,Trent Ferguson,T,0,,2029,264,,59.9,70.2,,58.1,56,0,1,0,3,0,0,4,7,3,4,OREGON,OREGON,68.8,,
184848,Jay Harris,HB,0,,2027,264,75.6,69.6,76.2,82.6,,22,0,1,0,8,14,16,0,38,22,16,OREGON,OREGON,65.2,,63.7
184855,Jeremiah McClellan,WR,0,,2029,264,66.6,73.6,77.8,71.2,80,11,0,1,0,0,34,0,7,41,34,7,OREGON,OREGON,,,
184864,Roger Saleapaga II,TE,0,,2029,264,61,60,71.2,69.7,36.3,83,0,1,0,0,3,0,6,9,3,6,OREGON,OREGON,,,
188661,Charlie Becker,WR,0,,2029,190,62.9,75.8,78.5,76,58.5,80,0,1,0,0,16,0,24,40,16,24,INDIANA,INDIANA,,,
188671,Khobie Martin,HB,0,,2029,190,68.6,67.5,69.8,,60,28,0,1,0,0,0,4,2,6,0,6,INDIANA,INDIANA,,,66
190221,Kewan Lacy,HB,0,,2029,226,73.6,61.8,75.1,40.8,59.9,05,0,1,0,11,16,11,2,40,27,13,OLE MISS,OLE MISS,16.3,,73.8
191322,Fox Crader,T,0,,2029,264,,63.3,75.2,,49.2,59,0,1,0,32,0,0,9,41,32,9,OREGON,OREGON,85.4,,
193152,Adedamola Ajani,G,0,,2029,190,,59.9,69.5,,59.5,72,0,1,0,0,0,0,7,7,0,7,INDIANA,INDIANA,,,
198538,Lebron Bond,WR,0,,2030,190,,60,66.2,,60,06,0,1,0,0,0,0,2,2,0,2,INDIANA,INDIANA,,,
199790,Winston Watkins Jr.,WR,0,,2030,226,64.3,55.4,73,55.8,60.1,17,0,1,0,0,11,1,8,20,11,9,OLE MISS,OLE MISS,,,59.6
199870,Dierre Hill Jr.,HB,0,,2030,264,70.1,77.8,73.9,65.8,59.8,23,0,1,0,5,12,5,2,24,17,7,OREGON,OREGON,77.6,,80.1
199876,Cooper Perry,WR,0,,2030,264,,49.7,72.7,54.5,36.8,17,0,1,0,0,12,0,0,12,12,0,OREGON,OREGON,,,
199882,Dakorien Moore,WR,0,,2030,264,62.9,63,76.8,62.5,62,01,0,1,0,0,27,0,14,41,27,14,OREGON,OREGON,,,
200151,Seuseu Alofaituli,G,0,,2030,220,,59.6,65.6,,58.3,65,0,1,0,0,0,0,2,2,0,2,MIAMI FL,MIAMI FL,,,
200153,Joshua Moore,WR,0,,2030,220,61,67.5,73.6,63.6,82,03,0,1,0,0,10,0,9,19,10,9,MIAMI FL,MIAMI FL,,,
200155,Malachi Toney,WR,0,,2030,220,70.1,77.2,79.7,76.3,72.5,10,0,1,0,0,50,1,33,84,50,34,MIAMI FL,MIAMI FL,,,59.5
200169,Luka Gilbert,TE,0,,2030,220,,62.9,71.3,57.7,63.5,88,0,1,0,2,2,0,10,14,4,10,MIAMI FL,MIAMI FL,75.2,,
90602,JT Reed,C,0,,2026,233,,66.5,0,,65.2,55,1,1,0,26,0,0,38,64,26,38,MONTANA ST,MONTANA ST,84.5,,
99114,Jake Pope,T,0,,2026,188,,63.3,78.1,,51.7,67,0,1,0,45,0,0,39,84,45,39,ILL STATE,ILL STATE,87.2,,
101649,Julius Davis,HB,0,,2026,233,74.8,70.9,73.7,57.7,57.9,32,0,1,0,1,4,14,4,23,5,18,MONTANA ST,MONTANA ST,70.8,,70.1
105438,Dillon Botner,C,0,,2026,232,,57.5,0,,59.3,60,1,1,0,24,0,0,8,32,24,8,MONTANA,MONTANA,76.1,,
122484,Ryan King,WR,0,,2026,233,,54.5,70.9,55.4,58.9,09,0,1,0,0,5,0,3,8,5,3,MONTANA ST,MONTANA ST,,,
122873,Patrick Matan,G,1,,2026,232,,64.6,79.1,,65.8,76,1,1,0,47,0,0,22,69,47,22,MONTANA,MONTANA,58.5,,
129885,Chris Long,WR,0,,2026,233,62.9,60.4,75.1,60.1,61,01,0,1,0,0,18,0,7,25,18,7,MONTANA ST,MONTANA ST,,,
130440,Cade Klimczak,C,0,,2026,232,,64.4,77.5,,63.7,72,0,1,0,23,0,0,15,38,23,15,MONTANA,MONTANA,60.2,,
131652,Everett Johnson,T,0,,2026,232,,66,75.1,,72.3,62,0,1,0,33,0,0,11,44,33,11,MONTANA,MONTANA,54.5,,
138198,Micah Barnhart,G,0,,2026,188,,60.1,79.8,,62.7,69,0,1,0,45,0,0,39,84,45,39,ILL STATE,ILL STATE,41.4,,
138202,Javon Charles,TE,0,,2026,188,63.6,60.5,75.8,62,56.2,85,0,1,0,6,14,0,34,54,20,34,ILL STATE,ILL STATE,71,,
141298,Cannon Panfiloff,T,1,,2026,232,,50.8,19.8,,61.1,69,1,1,0,47,0,0,23,70,47,23,MONTANA,MONTANA,42.7,,
142170,Josh Gale,TE,0,,2026,232,61,42.6,78.9,47.7,39.8,81,1,1,0,5,24,0,5,34,29,5,MONTANA,MONTANA,44.4,,
142389,Temi Ajirotutu,G,0,,2026,334,,61.6,0,,60.5,74,1,1,0,34,0,0,21,55,34,21,VILLANOVA,VILLANOVA,86.9,,
143699,Drew Deck,WR,0,,2026,232,63.8,50.4,78.6,50.2,62.3,02,0,1,0,0,35,0,17,52,35,17,MONTANA,MONTANA,,,
143729,Grayson Pibal,LS,0,,2026,232,,60,60,,60,S43,0,1,0,0,0,0,1,1,0,1,MONTANA,MONTANA,,,
143731,Jake Olson,TE,0,,2026,232,61,59.1,76.6,67,49.4,87,0,1,0,7,9,0,17,33,16,17,MONTANA,MONTANA,56.3,,
143735,Liam Brown,G,0,2026,2026,232,,61.8,80.1,,57,79,0,1,0,47,0,0,22,69,47,22,MONTANA,MONTANA,74,,
144052,Justin Lamson,QB,0,,2027,233,71,84.1,76.7,,60,08,0,1,26,0,0,6,32,64,26,38,MONTANA ST,MONTANA ST,,83.9,67.7
145792,Pat McQuaide,QB,0,,2027,334,69.5,50.9,76,,60,07,0,1,34,0,0,2,19,55,34,21,VILLANOVA,VILLANOVA,,51.2,56.2
146242,Stevie Rocker,HB,0,,2026,232,62.9,61.7,72.8,65.5,60,21,0,1,0,0,14,0,1,15,14,1,MONTANA,MONTANA,,,
147530,Dylan Rollins,G,0,,2028,233,,60,60,,,63,0,1,0,1,0,0,0,1,1,0,MONTANA ST,MONTANA ST,63.8,,
147659,Titan Fleischmann,G,0,,2027,233,,54.9,78.8,,54.3,66,0,1,0,27,0,0,38,65,27,38,MONTANA ST,MONTANA ST,50.4,,
147988,Blake Bohannon,WR,0,,2026,232,65.7,55.1,78.1,56.4,45.6,04,0,1,0,0,38,0,19,57,38,19,MONTANA,MONTANA,,,
148028,Tommy Rittenhouse,QB,0,,2026,188,70.9,60.7,77.7,,60,16,1,1,45,0,0,4,35,84,45,39,ILL STATE,ILL STATE,,62.3,54.4
148032,Daniel Sobkowicz,WR,0,2026,2026,188,66.7,64.8,80,64.1,63.9,02,0,1,0,0,45,0,35,80,45,35,ILL STATE,ILL STATE,,,
148033,Scotty Presson Jr.,TE,0,,2026,188,64.1,64.5,78.7,65.5,56.4,11,0,1,0,5,28,0,29,62,33,29,ILL STATE,ILL STATE,71.7,,
148475,Stephane Voltaire,T,0,,2026,334,,67.5,76.3,,58.6,75,0,1,0,33,0,0,21,54,33,21,VILLANOVA,VILLANOVA,81.3,,
148481,AJ Johnson,TE,0,,2027,334,64.1,69.3,78.5,72.7,53.3,09,0,1,0,4,28,0,19,51,32,19,VILLANOVA,VILLANOVA,55.8,,
148602,Victor Dawson,HB,0,,2027,188,79.8,69.6,78.5,59.4,60.1,05,0,1,0,18,23,34,4,79,41,38,ILL STATE,ILL STATE,78.6,,68.5
155372,Luke Colella,WR,0,,2026,334,65,53.2,77.3,53.2,58.6,01,0,1,0,0,33,0,20,53,33,20,VILLANOVA,VILLANOVA,,,
156610,Samora Ezekiel,T,0,,2027,233,,60,67.2,,,56,0,1,0,1,0,0,0,1,1,0,MONTANA ST,MONTANA ST,63.8,,
157612,Titus Rohrer,TE,0,,2027,232,,57.6,65.9,59.1,60.2,44,0,1,0,0,1,0,2,3,1,2,MONTANA,MONTANA,,,
159007,Eli Gillman,HB,0,,2027,232,75.9,69.9,77,49.5,58.9,10,0,1,0,2,24,17,2,45,26,19,MONTANA,MONTANA,75.7,,74.1
159009,Ian Finch,WR,0,,2027,232,,59.7,69.6,,59.1,05,0,1,0,0,0,0,3,3,0,3,MONTANA,MONTANA,,,
159017,Kade Cutler,S,0,,2027,232,62.5,60,60,,,D30,0,1,0,0,0,1,0,1,0,1,MONTANA,MONTANA,,,60
159353,Max Ziebarth,TE,0,,2027,188,,59.9,67,,59.7,82,0,1,0,0,0,0,3,3,0,3,ILL STATE,ILL STATE,,,
159363,Rylan Crawford,WR,0,,2027,188,,60.3,68.7,,60.5,09,0,1,0,0,0,0,4,4,0,4,ILL STATE,ILL STATE,,,
159364,Landon Woodard,G,0,,2027,188,,60.4,80.8,,59.1,68,0,1,0,45,0,0,39,84,45,39,ILL STATE,ILL STATE,60.5,,
160455,Quin Whalen,C,0,,2027,334,,55.2,78.8,,54.6,63,0,1,0,34,0,0,21,55,34,21,VILLANOVA,VILLANOVA,56.9,,
163148,Jo Silver,K,0,,2027,232,,60,60,,60,S46,0,1,0,0,0,0,1,1,0,1,MONTANA,MONTANA,,,
164387,Taco Dowler,WR,0,,2027,233,72.4,78.5,78.6,80,60.9,14,0,1,0,0,23,1,32,56,23,33,MONTANA ST,MONTANA ST,,,57.9
164393,Burke Mastel,G,0,,2027,233,,59.3,79.9,,61.4,64,0,1,0,26,0,0,38,64,26,38,MONTANA ST,MONTANA ST,36.5,,
164397,Tommy Nilson,G,0,,2027,233,,60,60,,,60,0,1,0,1,0,0,0,1,1,0,MONTANA ST,MONTANA ST,63.8,,
164401,Rylan Schlepp,TE,0,,2027,233,,69.6,72.9,55.6,74.1,88,0,1,0,1,3,0,13,17,4,13,MONTANA ST,MONTANA ST,33,,
164785,Eddie Kasper,WR,0,,2027,188,69.9,62.2,74.7,61.7,61.2,13,0,1,0,0,12,0,8,20,12,8,ILL STATE,ILL STATE,,,
164938,Seth Glatz,HB,0,,2027,188,64.3,66,68.3,84.7,,21,0,1,0,0,4,1,0,5,4,1,ILL STATE,ILL STATE,,,59.6
170696,Michael Wortham,WR,0,2026,2026,232,69.9,72.3,0,70.4,61.8,06,1,1,0,0,34,2,14,50,34,16,MONTANA,MONTANA,,,70.2
170701,Myles Sansted,K,0,,2027,233,,60,60,,,S39,0,1,0,1,0,0,0,1,1,0,MONTANA ST,MONTANA ST,63.8,,
170917,Tommy Broderick,G,0,,2029,334,,60,65.2,,,78,0,1,0,1,0,0,0,1,1,0,VILLANOVA,VILLANOVA,67.3,,
