playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepDefense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesLongSnap,gradesPuntReturn,gradesPunter,gradesFgepKicker,gradesKickReturn,gradesKickoffKicker
155211,Cash Jones,HB,1,0,2026,2026,173,,66,70.2,32,0,0,1,0,0,5,2,7,5,0,GEORGIA,GEORGIA,19,,,,,,,
155966,Ethan Onianwa,G,0,0,2026,2026,260,,60.9,64.5,78,0,0,1,3,0,0,0,0,0,0,OHIO STATE,OHIO STATE,3,60,,,,,,
156099,Velltray Jefferson,TE,0,0,,2028,325,,60.6,61.7,88,0,0,1,4,0,0,0,0,0,0,UNLV,UNLV,4,60,,,,,,
156169,Nadame Tucker,ED,0,0,2026,2026,347,60,61.3,64.9,D11,0,0,1,0,1,0,0,0,3,0,W MICHIGAN,W MICHIGAN,4,,,,,,,
156213,Aamaris Brown,S,0,0,2026,2026,325,59.9,60.2,63.6,D09,0,0,1,0,4,0,0,0,1,0,UNLV,UNLV,5,,,,,,,
156242,Caleb Nix,S,0,0,,2027,196,60,60.6,66.5,D01,0,0,1,0,3,4,0,3,4,0,JVILLE ST,JVILLE ST,14,,,63.1,,,,
156256,Vincent Anthony Jr.,ED,0,0,2026,2026,154,58.9,59,66.4,D07,0,0,1,0,4,0,0,4,1,0,DUKE,DUKE,9,,,,,,,
156257,Chandler Rivers,CB,0,0,2026,2026,154,60,61,67,D00,0,0,1,0,5,0,0,0,1,0,DUKE,DUKE,6,,,,,,,
156298,Brandon Best,G,0,0,,2027,200,,61,61.8,58,0,0,1,3,0,0,0,0,0,0,KENNESAW,KENNESAW,3,60,,,,,,
156351,George Pettaway,HB,0,0,,2027,197,,59.8,61.8,06,0,0,1,0,0,0,3,0,0,0,JAMES MAD,JAMES MAD,3,,,,,,60,
156357,Sam Vander Haar,P,0,0,,2027,128,,60.4,66.2,S35,0,0,1,2,0,0,0,4,0,0,BYU,BYU,6,60,,,62.8,,,
156360,Ryland Gandy,CB,0,0,,2027,190,,61.3,70.2,D10,0,0,1,0,0,0,3,2,2,0,INDIANA,INDIANA,7,,,,,,,
156377,Noah Hartsoe,C,0,0,,2027,335,,61.6,62.3,58,0,0,1,5,0,0,0,2,0,0,VIRGINIA,VIRGINIA,7,60.8,,,,,,
156382,Eli Wood,WR,0,0,,2027,335,,61,66,82,0,0,1,0,0,5,5,0,0,0,VIRGINIA,VIRGINIA,10,,,,,,,
156384,Trey McDonald,ED,0,0,,2027,335,,61,67.3,D16,0,0,1,0,0,5,5,0,0,0,VIRGINIA,VIRGINIA,10,,,,,,,
156389,Will Bettridge,K,0,0,,2027,335,,60,63.5,S41,0,0,1,5,0,0,0,0,0,0,VIRGINIA,VIRGINIA,5,,,,,63,,
156393,Davis Lane,HB,0,0,,2027,335,,66.6,65.9,29,0,0,1,0,0,5,0,2,0,1,VIRGINIA,VIRGINIA,7,,,,,,,
156397,Kam Perry,WR,0,0,,2027,221,,59.9,63.3,08,0,0,1,0,0,0,0,0,1,0,MIAMI OH,MIAMI OH,1,,,,,,,
156399,Carter Smith,T,0,0,,2027,190,,61.2,67.4,65,0,0,1,4,0,0,0,0,0,0,INDIANA,INDIANA,4,60,,,,,,
156401,Bray Lynch,G,0,0,,2027,190,,61.4,62,74,0,0,1,4,0,0,0,0,0,0,INDIANA,INDIANA,4,60,,,,,,
156405,Kaiden Turner,LB,0,0,,2027,190,,60,64.8,D14,0,0,1,0,0,0,0,0,2,0,INDIANA,INDIANA,2,,,,,,,
156408,Jamari Sharpe,CB,0,0,,2027,190,60,60.7,66.7,D22,0,0,1,0,3,0,0,0,1,0,INDIANA,INDIANA,4,,,,,,,
156409,Isaiah Jones,LB,0,0,,2027,190,59.9,63,66.4,D46,0,0,1,0,3,4,0,3,0,1,INDIANA,INDIANA,10,,,,,,,
156415,Louis Moore,S,0,0,2026,2026,190,60,60.7,65.2,D07,0,0,1,0,2,0,0,0,2,0,INDIANA,INDIANA,4,,,,,,,
156417,Race Stewart,DI,0,0,,2026,347,,60,64.7,D64,0,0,1,0,0,0,0,0,1,0,W MICHIGAN,W MICHIGAN,1,,,,,,,
156482,Bennett Christian,TE,0,0,,2027,260,,60.1,65.6,85,0,0,1,0,0,0,0,3,0,0,OHIO STATE,OHIO STATE,3,,,,,,,
156483,C.J. Hicks,ED,0,0,,2027,260,,60.9,67.4,D11,0,0,1,0,0,0,0,0,3,0,OHIO STATE,OHIO STATE,3,,,,,,,
156488,Caden Curry,ED,0,0,2026,2026,260,59.7,60.1,64.6,D92,0,0,1,0,4,0,0,3,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
156492,Jayden Fielding,K,0,0,,2026,260,,60,66.3,S38,0,0,1,3,0,3,0,0,0,0,OHIO STATE,OHIO STATE,6,,,,,53.3,,69.1
156520,Omari Hayes,WR,0,0,,2027,319,,60,62.8,01,0,0,1,0,0,0,0,0,2,0,TULANE,TULANE,2,,,61,,,,
156583,Patrick Rea,P,0,0,,2027,197,,61,66.7,S11,0,0,1,5,0,0,0,6,0,0,JAMES MAD,JAMES MAD,11,60,,,49.2,,,
156612,Howard Sampson,T,0,0,,2027,315,,61.6,63.4,79,0,0,1,8,0,0,0,0,0,0,TEXAS TECH,TEXAS TECH,8,60,,,,,,
156616,Patrick Smith-Young,S,0,0,,2027,251,60,70.2,64.7,D12,0,0,1,0,7,4,0,0,0,1,N TEXAS,N TEXAS,11,,,,,,,
156620,Ethan Wesloski,LB,0,0,,2027,251,59.7,59.6,63.5,D32,0,0,1,0,7,0,0,2,0,0,N TEXAS,N TEXAS,9,,,,,,,
156684,Evan Crenshaw,P,0,0,,2027,318,,61.1,68.4,S28,0,0,1,3,0,0,0,10,0,0,TROY,TROY,13,60,,,45.3,,,
156708,Jayden Mines,WR,0,0,,2027,197,,50.3,70.5,02,1,0,1,0,0,6,3,6,6,0,JAMES MAD,JAMES MAD,21,,,,,,,
156712,Wayne Knight,HB,0,0,,2028,197,,60.2,64.7,03,0,0,1,0,0,0,0,0,9,0,JAMES MAD,JAMES MAD,9,,,63.4,,,,
156719,Amar Thomas,ED,0,0,,2027,197,59.5,61.7,66.7,D08,0,0,1,0,3,0,0,0,5,0,JAMES MAD,JAMES MAD,8,,,,,,,
156721,Trent Hendrick,LB,0,0,,2027,197,60,61.7,69.4,D05,0,0,1,0,3,6,0,6,4,0,JAMES MAD,JAMES MAD,19,,,,,,,
156722,Jacob Thomas,S,0,0,2026,2026,197,59.9,62.8,69.3,D07,0,0,1,0,3,4,0,6,9,0,JAMES MAD,JAMES MAD,22,,,,,,,
156724,Justin Eaglin,CB,0,0,,2027,197,59.7,80.5,69.3,D30,0,0,1,0,3,0,0,0,9,0,JAMES MAD,JAMES MAD,12,,,,,,,
156725,Aiden Fisher,LB,0,0,2026,2026,190,60,60.4,68.1,D04,0,0,1,0,3,0,0,3,1,0,INDIANA,INDIANA,7,,,,,,,
156729,Tyrique Tucker,DI,0,0,,2027,190,59.1,59.8,64.8,D95,0,0,1,0,3,0,0,0,1,0,INDIANA,INDIANA,4,,,,,,,
156868,Kyler Gibson,T,0,0,,2027,318,,60.7,64.8,71,0,0,1,3,0,0,0,0,0,0,TROY,TROY,3,60,,,,,,
156873,Justin Powe,S,0,0,,2027,318,60.1,60.2,63.8,D06,0,0,1,0,4,0,0,0,0,0,TROY,TROY,4,,,,,,,
156876,Luke Hodge,LB,0,0,,2027,318,60,60,61.7,D44,0,0,1,0,1,0,0,0,0,0,TROY,TROY,1,,,,,,,
156940,Jonathan Brady,WR,0,0,2026,2026,190,,60,63.3,00,0,0,1,0,0,0,0,0,3,0,INDIANA,INDIANA,3,,,62.2,,,,
156969,Jaden Mickey,S,0,0,,2027,120,59.9,59.7,65.5,D20,0,0,1,0,4,0,0,3,0,0,BOISE ST,BOISE ST,7,,,,,,,
156971,Holden Staes,TE,0,0,,2026,190,,60.1,65.5,19,0,0,1,0,0,0,3,0,0,0,INDIANA,INDIANA,3,,,,,,,
156974,Aiden Gobaira,ED,0,0,,2028,197,59.5,70.5,67.7,D97,0,0,1,5,3,0,3,6,4,0,JAMES MAD,JAMES MAD,21,60,,,,,,
157007,Khurtiss Perry,DI,0,0,,2027,196,59.2,59.4,63.5,D44,0,0,1,0,2,0,0,0,0,0,JVILLE ST,JVILLE ST,2,,,,,,,
157009,Tre'Quon Fegans,CB,0,0,,2027,196,59.7,61.1,68.6,D03,0,0,1,0,3,0,0,0,4,0,JVILLE ST,JVILLE ST,7,,,,,,,
157071,Brett Thorson,P,0,0,2026,2026,173,,60.2,68,S92,0,0,1,0,0,0,0,7,0,0,GEORGIA,GEORGIA,7,,,,76,,,
157072,Gunner Stockton,QB,0,0,,2027,173,,60.3,60.5,14,0,0,1,4,0,0,0,0,0,0,GEORGIA,GEORGIA,4,60,,,,,,
157075,Terrell Foster,LB,0,0,,2027,173,,62.6,69.5,D30,0,0,1,0,0,0,2,1,5,0,GEORGIA,GEORGIA,8,,,,,,,
157078,JaCorey Thomas,S,0,0,,2026,173,60,60.6,66.1,D20,0,0,1,0,1,0,0,0,2,0,GEORGIA,GEORGIA,3,,,,,,,
157079,Daylen Everette,CB,0,0,2026,2026,173,59.9,60.6,66.6,D06,0,0,1,0,1,0,0,0,2,0,GEORGIA,GEORGIA,3,,,,,,,
157080,Oscar Delp,TE,0,0,2026,2026,173,,60.3,68,04,0,0,1,4,0,0,2,5,0,0,GEORGIA,GEORGIA,11,60,,,,,,
157115,Laterrance Welch,CB,0,0,,2027,325,59.8,61.1,68.2,D00,0,0,1,0,6,0,0,0,4,0,UNLV,UNLV,10,,,,,,,
157129,Davison Igbinosun,CB,0,0,2026,2026,260,59.8,60.3,65.5,D01,0,0,1,0,4,0,0,0,0,0,OHIO STATE,OHIO STATE,4,,,,,,,
157202,Braxton Fely,DI,0,0,,2027,120,59.2,60.4,66.1,D90,0,0,1,0,4,0,0,0,2,0,BOISE ST,BOISE ST,6,,,,,,,
157311,BJ Allen Jr.,CB,0,0,,2027,251,,47.1,67.8,D30,0,0,1,0,0,4,0,2,0,0,N TEXAS,N TEXAS,6,,,,,,,
157318,Haydon Wiginton,WR,0,0,,2026,315,,60,64,19,0,0,1,0,0,0,2,0,0,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
157324,Tre'Von McAlpine,DI,0,0,,2027,319,59.6,59.9,63.6,D95,0,0,1,0,1,0,0,3,0,0,TULANE,TULANE,4,,,,,,,
157329,Wesley Smith,LB,0,0,,2028,315,,61.7,65.9,D40,0,0,1,0,0,8,2,1,0,0,TEXAS TECH,TEXAS TECH,11,,,,,,,
157332,Ben Roberts,LB,0,0,,2027,315,59.9,60,62.2,D13,0,0,1,0,2,0,0,0,0,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
157337,Coy Eakin,WR,0,0,,2027,315,,60,62.1,03,0,0,1,0,0,0,0,0,1,0,TEXAS TECH,TEXAS TECH,1,,,60.3,,,,
157339,Jack Esparza,TE,0,0,,2027,315,,60,63.4,83,0,0,1,0,0,1,0,0,0,0,TEXAS TECH,TEXAS TECH,1,,,,,,,
157368,Mumu Bin-Wahad,CB,0,0,,2028,325,59.9,60.3,65.1,D06,0,0,1,0,2,0,0,0,1,0,UNLV,UNLV,3,,,,,,,
157436,Isaiah Glasker,LB,0,0,,2027,128,60.1,60.3,65.2,D16,0,0,1,0,7,0,0,1,0,0,BYU,BYU,8,,,,,,,
157558,Donovan Spellman,ED,0,0,,2027,325,60,73.2,69.9,D19,0,0,1,0,1,0,7,0,0,0,UNLV,UNLV,8,,,,,,,
157785,Jordan Perry,S,0,0,,2027,318,,60.7,68.9,D21,0,0,1,0,0,0,6,10,6,0,TROY,TROY,22,,,,,,,
157843,Jake Steele,T,0,0,,2027,120,,61.7,68.4,68,0,0,1,6,0,0,0,0,0,0,BOISE ST,BOISE ST,6,60,,,,,,
158004,Davion Carter,G,0,0,,2026,315,,62.2,62.4,56,0,0,1,8,0,0,0,0,0,0,TEXAS TECH,TEXAS TECH,8,64,,,,,,
158011,Brandon Lawhorn Moore,G,0,0,,2027,221,,61,61.8,73,0,0,1,3,0,0,0,0,0,0,MIAMI OH,MIAMI OH,3,60,,,,,,
158012,Eric Smith,T,0,0,,2027,221,,60.8,66.5,51,0,0,1,3,0,0,0,0,0,0,MIAMI OH,MIAMI OH,3,60,,,,,,
158013,Gavin Rohrs,G,0,0,,2027,221,,61.1,65.7,76,0,0,1,3,0,0,0,0,0,0,MIAMI OH,MIAMI OH,3,60,,,,,,
158015,Drew Terrill,T,0,0,,2027,221,,60.7,67.1,78,0,0,1,3,0,0,0,0,0,0,MIAMI OH,MIAMI OH,3,60,,,,,,
158021,Adam Trick,ED,0,0,,2027,221,59.5,60.3,65.6,D20,0,0,1,0,4,1,0,6,0,0,MIAMI OH,MIAMI OH,11,,,,,,,
158024,Grant Lyons,ED,0,0,,2027,221,59.5,60.5,63.8,D43,0,0,1,0,2,0,0,6,1,0,MIAMI OH,MIAMI OH,9,,,,,,,
158025,Josh Lukusa,ED,0,0,,2027,221,59.6,59.8,63,D94,0,0,1,0,2,0,0,0,0,0,MIAMI OH,MIAMI OH,2,,,,,,,
158026,Chase Becker,TE,0,0,,2027,221,,60.5,60.4,48,0,0,1,3,0,0,0,0,0,0,MIAMI OH,MIAMI OH,3,60,,,,,,
158027,Eli Coppess,S,0,0,,2027,221,,61.5,66,D26,0,0,1,0,0,2,0,0,2,0,MIAMI OH,MIAMI OH,4,,,,,,,
158029,Hudson Powell,LS,1,0,,2028,221,,60.2,63.7,S59,0,0,1,3,0,0,0,6,0,0,MIAMI OH,MIAMI OH,9,60,6.5,,,,,
158096,Jason Llewellyn,TE,0,0,,2027,315,,62.9,63.4,89,0,0,1,8,0,0,2,2,0,0,TEXAS TECH,TEXAS TECH,12,66.3,70.8,,,,,
158115,Donovan Westmoreland,ED,0,0,,2028,200,59.8,60,62.7,D14,0,0,1,0,1,0,0,0,0,0,KENNESAW,KENNESAW,1,,,,,,,
158132,Fisher Camac,ED,0,0,,2027,335,59.9,62,65.4,D14,0,0,1,5,2,0,0,0,2,0,VIRGINIA,VIRGINIA,9,60,,,,,,
158159,RJ Todd,LS,1,0,,2027,347,,77.2,63.2,S46,0,0,1,5,0,0,0,4,0,0,W MICHIGAN,W MICHIGAN,9,61.6,80,,,,,
158160,Palmer Domschke,K,0,0,,2027,347,,60,63.5,S20,0,0,1,5,0,0,0,0,0,0,W MICHIGAN,W MICHIGAN,5,,,,,72.5,,
158229,Hunter Whitenack,G,0,0,,2027,347,,61,62.9,77,0,0,1,5,0,0,0,0,0,0,W MICHIGAN,W MICHIGAN,5,60,,,,,,
158307,Chad Schuster,T,0,0,,2027,347,,61.5,68,76,0,0,1,5,0,0,0,0,0,0,W MICHIGAN,W MICHIGAN,5,60,,,,,,
158316,Jeremiah Earby,CB,0,0,,2026,120,59.8,61.7,68.7,D06,0,0,1,0,4,7,0,0,6,0,BOISE ST,BOISE ST,17,,,,,,,
158387,Malcolm Jones,S,0,0,,2027,196,60,60.4,63.1,D12,0,0,1,0,3,0,0,0,1,0,JVILLE ST,JVILLE ST,4,,,,,,,
158396,James Schott,ED,0,0,,2028,221,,60.2,66.7,D32,0,0,1,0,0,0,6,0,0,0,MIAMI OH,MIAMI OH,6,,,,,,,
158415,Kameron Hamilton,ED,0,0,,2027,319,59.7,60,61.8,D06,0,0,1,0,1,0,0,0,0,0,TULANE,TULANE,1,,,,,,,
158418,Shadre Hurst,G,0,0,,2027,319,,61.8,66.8,56,0,0,1,7,0,0,0,0,0,0,TULANE,TULANE,7,60,,,,,,
158421,Garrett Mmahat,WR,0,0,,2027,319,,60.2,64.7,16,0,0,1,0,0,0,0,0,2,0,TULANE,TULANE,2,,,,,,,
158429,Colton Boomer,K,0,0,,2027,120,,60.5,68.2,S35,0,0,1,6,0,7,0,0,0,1,BOISE ST,BOISE ST,13,,,,,70.7,,73.2
158448,Mitch McCarthy,P,0,0,,2026,190,,60.6,65.1,S44,0,0,1,4,0,0,0,3,0,0,INDIANA,INDIANA,7,60,,,63.2,,,
158538,Kody Jones,S,0,0,,2027,200,60,60,61.6,D12,0,0,1,0,2,0,0,0,0,0,KENNESAW,KENNESAW,2,,,,,,,
158546,Keon Sabb,S,0,0,,2027,103,60,56.4,69.9,D03,0,0,1,0,4,2,0,7,4,0,ALABAMA,ALABAMA,17,,,,,,,
158579,Jayden Davis,S,0,0,,2026,347,,60,64.7,D23,0,0,1,0,0,0,0,0,1,0,W MICHIGAN,W MICHIGAN,1,,,,,,,
159108,Cazeem Moore,ED,0,0,,2027,335,60,60,61.7,D06,0,0,1,0,1,0,0,0,0,0,VIRGINIA,VIRGINIA,1,,,,,,,
159333,Cooper Barkate,WR,0,0,,2027,154,,60,62.1,18,0,0,1,0,0,0,0,0,1,0,DUKE,DUKE,1,,,60,,,,
160084,Josiah Kennard,LS,0,0,,2026,197,,62.4,61.7,S47,0,0,1,5,0,0,0,0,0,0,JAMES MAD,JAMES MAD,5,61.6,69.7,,,,,
160252,Rod Daniels,ED,0,0,,2026,200,59.8,60,62.7,D08,0,0,1,0,1,0,0,0,0,0,KENNESAW,KENNESAW,1,,,,,,,
160310,Justin Kirkland,DI,0,0,,2027,128,59.8,60,62.7,D96,0,0,1,0,1,0,0,0,0,0,BYU,BYU,1,,,,,,,
160369,Davis Bryson,WR,0,0,,2027,200,,61.4,69.5,09,0,0,1,0,0,0,4,4,3,0,KENNESAW,KENNESAW,11,,,,,,46.2,
160381,Milon Jones,S,0,0,,2026,200,59.9,60.1,68.7,D29,0,0,1,0,2,2,0,4,0,0,KENNESAW,KENNESAW,8,,,,,,,
160384,Eli Leiataua,LB,0,0,,2028,200,,51.3,66.6,D39,0,0,1,0,0,4,4,0,3,0,KENNESAW,KENNESAW,11,,,,,,,
160392,RJ Taylor,TE,0,0,,2027,200,,60.5,61.1,20,0,0,1,3,0,0,0,0,0,0,KENNESAW,KENNESAW,3,60,,,,,,
160451,Jaylan Sanchez,WR,0,0,,2026,197,,60,63.5,00,0,0,1,0,0,0,0,0,1,0,JAMES MAD,JAMES MAD,1,,,,,,,
162612,Pierse Stainton,P,0,0,,2028,221,,28.6,67,S34,0,0,1,3,0,0,0,6,0,0,MIAMI OH,MIAMI OH,9,60,,,61.7,,,
162691,Dawson Andrew,S,0,0,,2026,154,,56.9,65.2,D33,0,0,1,0,0,0,5,0,0,0,DUKE,DUKE,5,,,,,,,
162692,Travis Bates,HB,0,0,,2027,154,,60.2,64.6,13,0,0,1,0,0,0,5,0,0,0,DUKE,DUKE,5,,,,,,,
162699,Brian Parker II,T,0,0,2026,2026,154,,61.5,67.9,53,0,0,1,5,0,0,0,0,0,0,DUKE,DUKE,5,60,,,,,,
162701,Todd Pelino,K,0,0,,2026,154,,60,63.5,S29,0,0,1,5,0,0,0,0,0,0,DUKE,DUKE,5,,,,,66.5,,
162704,Wesley Williams,ED,0,0,2026,2026,154,59.5,60.4,64.7,D97,0,0,1,0,5,0,0,4,1,0,DUKE,DUKE,10,,,,,,,
162705,George Wright,CB,0,0,,2026,154,,61.4,70,D32,0,0,1,0,0,5,5,4,1,0,DUKE,DUKE,15,,,,,,,
162734,Jaden Harris,S,0,0,,2027,173,,61.8,66.6,D12,0,0,1,0,0,5,0,0,0,0,GEORGIA,GEORGIA,5,,,,,,,
162807,Kellan Wyatt,ED,0,0,,2027,190,,60,62.7,D13,0,0,1,0,0,0,1,0,0,0,INDIANA,INDIANA,1,,,,,,,
162815,Andrew Gentry,T,0,0,,2027,128,,60.3,65.4,75,0,0,1,2,0,0,0,0,0,0,BYU,BYU,2,60,,,,,,
162858,David Adolph,WR,0,0,,2027,260,,60.6,68.8,82,0,0,1,0,0,0,4,0,0,0,OHIO STATE,OHIO STATE,4,,,,,,,
162868,Kenyatta Jackson Jr.,ED,0,0,,2027,260,59.8,59.9,62.1,D97,0,0,1,0,4,0,0,0,0,0,OHIO STATE,OHIO STATE,4,,,,,,,
162869,Brenten Jones,S,0,0,,2027,260,,62.9,69.3,D21,0,0,1,0,0,3,0,0,3,0,OHIO STATE,OHIO STATE,6,,,,,,,
162876,Sonny Styles,LB,0,0,2026,2026,260,60,59.6,64.9,D00,0,0,1,0,4,0,0,3,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
162888,Domanick Moon,LB,0,0,,2027,347,,60,64.8,D47,0,0,1,0,0,0,0,0,3,0,W MICHIGAN,W MICHIGAN,3,,,,,,,
163030,Amier Boyd,CB,0,0,,2027,315,60,61.7,69.6,D27,0,0,1,0,2,0,0,2,4,0,TEXAS TECH,TEXAS TECH,8,,,,,,,
163042,Alexander Ford,S,0,0,,2027,200,60,61.1,66.8,D04,0,0,1,0,2,4,0,0,0,0,KENNESAW,KENNESAW,6,,,,,,,
163054,Marcus Patterson,ED,0,0,,2027,200,59.5,59.7,62.4,D06,0,0,1,0,2,0,0,0,0,0,KENNESAW,KENNESAW,2,,,,,,,
163126,Stephen Daley,ED,0,0,,2027,190,59.9,60.6,64.3,D08,0,0,1,0,3,0,0,2,1,0,INDIANA,INDIANA,6,,,,,,,
163133,Trell Harris,WR,0,0,,2027,335,,60,62.2,11,0,0,1,0,0,0,5,0,0,0,VIRGINIA,VIRGINIA,5,,,,,,58.3,
163161,Will Gerig,ED,0,0,,2027,347,,50.2,65.7,D42,1,0,1,5,0,0,2,4,3,0,W MICHIGAN,W MICHIGAN,14,60,,,,,,
163211,Donavon Platt,CB,0,0,,2027,335,59.9,60,63.6,D28,0,0,1,0,1,0,0,0,0,0,VIRGINIA,VIRGINIA,1,,,,,,,
163250,Evan Johnson,CB,0,0,,2027,128,59.8,60.6,66.7,D00,0,0,1,0,8,0,0,0,0,0,BYU,BYU,8,,,,,,,
163251,Parker Kingston,WR,0,0,,2027,128,,60,62.8,11,0,0,1,0,0,0,0,0,2,0,BYU,BYU,2,,,61.9,,,,
163252,Anthony Olsen,TE,0,0,,2027,128,,60.2,67.3,85,0,0,1,0,0,0,8,0,0,0,BYU,BYU,8,,,,,,,
163253,Trevin Ostler,G,0,0,,2027,128,,60,61.8,95,0,0,1,2,0,0,0,0,0,0,BYU,BYU,2,60,,,,,,
163255,Preston Rex,HB,0,0,,2027,128,,60.6,64.9,12,0,0,1,0,0,2,0,0,0,0,BYU,BYU,2,,,,,,,
163256,Bodie Schoonover,ED,0,0,,2027,128,59,59.6,64.8,D48,0,0,1,2,8,0,0,4,0,0,BYU,BYU,14,60,,,,,,
163378,Seth Knothe,HB,0,0,,2027,120,,59.7,64.7,28,0,0,1,0,0,0,4,0,0,0,BOISE ST,BOISE ST,4,,,,,,,
163387,Jake Ripp,LB,0,0,,2027,120,,74.9,65.7,D43,0,0,1,0,0,0,4,0,1,0,BOISE ST,BOISE ST,5,,,,,,,
163392,Jayden Virgin-Morgan,ED,0,0,,2027,120,59.8,61.1,65.7,D05,0,0,1,0,4,0,0,0,2,0,BOISE ST,BOISE ST,6,,,,,,,
163401,Jacob Holmes,DI,0,0,,2026,335,59.5,59.8,64.6,D23,0,0,1,0,3,0,0,0,0,0,VIRGINIA,VIRGINIA,3,,,,,,,
163572,DJ Epps,WR,0,0,,2027,318,,60,62.3,18,0,0,1,0,0,0,6,0,0,0,TROY,TROY,6,,,,,,57.7,
163576,Fabian Rogosch,TE,0,0,,2027,318,,60.6,63.6,85,0,0,1,0,0,0,0,10,0,0,TROY,TROY,10,,,,,,,
163608,Jake Pope,S,0,0,,2028,325,59.9,60.3,64.3,D07,0,0,1,0,5,0,0,0,1,0,UNLV,UNLV,6,,,,,,,
163613,Alex Rozier,LS,0,0,,2027,103,,60,60.8,S44,0,0,1,1,0,0,0,0,0,0,ALABAMA,ALABAMA,1,60,66,,,,,
163747,Christen Miller,DI,0,0,2026,2026,173,59.8,59.6,67.4,D52,0,0,1,0,1,0,0,0,2,0,GEORGIA,GEORGIA,3,,,,,,,
163753,Cole Speer,WR,0,0,,2026,173,,70.7,68.8,83,1,0,1,0,0,5,2,2,5,0,GEORGIA,GEORGIA,14,,,,,,,
163791,Jordan Robinson,CB,0,0,,2026,335,59.8,60.3,65.6,D09,0,0,1,0,4,0,0,0,0,0,VIRGINIA,VIRGINIA,4,,,,,,,
163937,Cade Backe,P,0,0,,2026,196,,60,60.2,S29,0,0,1,1,0,0,0,0,0,0,JVILLE ST,JVILLE ST,1,60,,,,,,
163958,Carter Lambert,WR,0,0,,2027,196,,57.5,68.7,29,0,0,1,0,0,0,4,3,0,0,JVILLE ST,JVILLE ST,7,,,,,,,
163972,Darrell Prater,DI,0,0,,2027,196,59.3,59.4,66.2,D96,0,0,1,0,2,0,0,0,1,0,JVILLE ST,JVILLE ST,3,,,,,,,
164028,Jaden Lyles,S,1,0,,2026,347,,53.5,67,D16,1,0,1,0,0,6,0,4,0,0,W MICHIGAN,W MICHIGAN,10,,,,,,,
164410,Chase Belcher,HB,0,0,,2026,200,,60,63.6,04,0,0,1,0,0,0,4,0,0,0,KENNESAW,KENNESAW,4,,,,,,,
164475,Jack Burgess,P,0,0,,2026,315,,60.9,63.5,S41,0,0,1,8,0,0,0,2,0,0,TEXAS TECH,TEXAS TECH,10,60,,,62.8,,,
164839,Jordan Larsen,G,0,0,,2027,154,,61.4,67.4,64,0,0,1,5,0,0,0,0,0,0,DUKE,DUKE,5,60,,,,,,
164945,Tyler Keinath,G,0,0,,2027,120,,62,67.2,78,0,0,1,6,0,0,0,0,0,0,BOISE ST,BOISE ST,6,61.5,,,,,,
165010,Cristiano Rosa,K,0,0,,2027,197,,60,68.9,S95,0,0,1,0,0,6,0,0,0,0,JAMES MAD,JAMES MAD,6,,,,,,,65.3
165819,Anisi Purcell,DI,0,0,,2027,128,,60.3,62,D94,0,0,1,0,0,0,0,4,0,0,BYU,BYU,4,,,,,,,
168355,Demetrie Morgan,ED,0,0,,2027,251,,60,64.5,D91,0,0,1,1,0,0,0,0,0,0,N TEXAS,N TEXAS,1,60,,,,,,
168565,Mory Bamba,CB,0,0,2026,2026,128,60,65.9,67.6,D04,0,0,1,0,4,0,0,3,1,0,BYU,BYU,8,,,,,,,
169973,Landry Cannon,G,0,0,,2028,319,,62.1,62.3,74,0,0,1,7,0,0,0,0,0,0,TULANE,TULANE,7,63.1,,,,,,
169974,Jean Claude Joseph III,LB,0,0,,2028,319,,59,69.3,D44,0,0,1,0,0,6,4,3,0,0,TULANE,TULANE,13,,,,,,,
169979,Jah'rie Garner,ED,0,0,,2028,319,,62.7,65.9,D48,0,0,1,0,0,6,0,0,2,0,TULANE,TULANE,8,,,,,,,
169982,Joker Johnson,CB,0,0,,2028,319,60,60,63.5,D20,0,0,1,0,1,0,0,0,0,0,TULANE,TULANE,1,,,,,,,
169985,Joshua Moore,S,0,0,,2028,319,,67.8,69.9,D30,0,0,1,0,0,6,4,3,2,0,TULANE,TULANE,15,,,,,,,
169987,Darion Reed,T,0,0,,2028,319,,62,68.9,77,0,0,1,7,0,0,0,0,0,0,TULANE,TULANE,7,60.7,,,,,,
169992,Makai Williams,LB,0,0,,2028,319,60,48.4,26.5,D42,0,1,1,0,1,6,4,3,2,0,TULANE,TULANE,16,,,,,,,
169998,Nikola Milovac,T,0,0,,2028,200,,60.6,65.6,76,0,0,1,3,0,0,0,0,0,0,KENNESAW,KENNESAW,3,60,,,,,,
170039,Vance Bolyard,TE,0,0,,2028,154,,74,67.1,80,0,0,1,0,0,0,5,0,1,0,DUKE,DUKE,6,,,,,,,
