playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepDefense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesLongSnap,gradesPuntReturn,gradesPunter,gradesFgepKicker,gradesKickReturn,gradesKickoffKicker
90529,Ose Egbase,ED,0,0,,2026,325,59.6,67.5,64.6,D17,0,0,1,0,1,4,0,0,0,1,UNLV,UNLV,5,,,,,,,
90626,Beau Gardner,LS,0,0,2026,2026,173,,66.7,63.8,S60,0,0,1,4,0,0,0,7,0,0,GEORGIA,GEORGIA,11,60,82.9,,,,,
97105,Cam Ross,WR,0,0,2026,2026,335,,60,63.9,06,0,0,1,0,0,0,0,0,4,0,VIRGINIA,VIRGINIA,4,,,62.4,,,,
97303,Enoch Nawahine,HB,0,0,,2026,128,,59.8,66.6,21,0,0,1,0,0,0,8,0,0,0,BYU,BYU,8,,,,,,,
99276,Will Jones II,S,0,0,,2026,251,60.1,61.4,63.9,D00,0,0,1,0,6,4,0,0,0,0,N TEXAS,N TEXAS,10,,,,,,,
99757,Antonio Clary,S,0,0,,2026,335,60,60,61.6,D00,0,0,1,0,1,0,0,0,1,0,VIRGINIA,VIRGINIA,2,,,,,,,
101480,Joey Velazquez,LB,0,0,,2026,260,,57.9,66.5,D39,0,0,1,0,0,3,4,0,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
101668,Tate Hallock,S,0,0,,2026,347,59.8,61.3,64.7,D03,0,0,1,0,3,0,1,0,3,0,W MICHIGAN,W MICHIGAN,7,,,,,,,
102309,Jordan Hall,G,0,0,,2026,319,,62.2,67.6,50,0,0,1,7,0,0,0,0,0,0,TULANE,TULANE,7,62.5,,,,,,
103655,Logan Lutui,ED,0,0,,2026,128,59.5,59.7,64.5,D07,0,0,1,0,7,0,0,0,0,0,BYU,BYU,7,,,,,,,
121724,Immanuel Bush,DI,0,0,,2026,197,,60,62.1,D00,0,0,1,0,0,0,0,0,1,0,JAMES MAD,JAMES MAD,1,,,60,,,,
122274,A.J. McCarty,CB,0,0,,2026,315,,61,65.3,D01,0,0,1,0,0,8,0,1,0,0,TEXAS TECH,TEXAS TECH,9,,,,,,,
122278,Devin Neal,S,0,0,2026,2026,335,60,60.7,67.4,D27,0,0,1,0,3,0,5,0,0,0,VIRGINIA,VIRGINIA,8,,,,,,,
122670,Kershawn Fisher,ED,0,0,,2026,347,59.6,60.3,64.2,D20,0,0,1,0,2,0,0,0,1,0,W MICHIGAN,W MICHIGAN,3,,,,,,,
122842,Malik McGowan,G,0,0,,2026,325,,61.4,62,60,0,0,1,4,0,0,0,0,0,0,UNLV,UNLV,4,60,,,,,,
122855,Devan Boykin,S,0,0,2026,2026,190,60,60.5,65.3,D12,0,0,1,0,1,4,0,3,1,0,INDIANA,INDIANA,9,,,,,,,
122908,Caleb Offord,CB,0,0,2026,2026,200,60,60.1,64.5,D02,0,0,1,0,2,0,0,0,0,0,KENNESAW,KENNESAW,2,,,,,,,
123146,Trent Low,LB,0,0,,2026,315,,61.4,65.3,D34,0,0,1,0,0,5,0,1,0,0,TEXAS TECH,TEXAS TECH,6,,,,,,,
123149,Larry Moore III,T,0,0,,2026,251,,60,60.9,74,0,0,1,1,0,0,0,0,0,0,N TEXAS,N TEXAS,1,60,,,,,,
123156,Bryce Ramirez,LB,0,0,,2026,315,,74.6,67.2,D03,0,0,1,0,0,7,0,2,0,1,TEXAS TECH,TEXAS TECH,9,,,,,,,
123404,Zach Vaughan,T,0,0,,2026,347,,61.2,64.2,73,0,0,1,5,0,0,0,0,0,0,W MICHIGAN,W MICHIGAN,5,60,,,,,,
123492,Daniel Sparks,P,0,0,,2027,335,,60.6,64,S38,0,0,1,5,0,0,0,2,0,0,VIRGINIA,VIRGINIA,7,60,,,60.6,,,
123612,Morgan Suarez,K,0,0,,2027,197,,60,63.5,S05,0,0,1,5,0,0,0,0,0,0,JAMES MAD,JAMES MAD,5,,,,,67.7,,
123675,Ugonna Nnanna,G,0,0,,2026,251,,60,61.6,71,0,0,1,1,0,0,0,0,0,0,N TEXAS,N TEXAS,1,60,,,,,,
123703,Derrick Graham,T,0,0,2026,2026,319,,61.4,63.1,76,0,0,1,7,0,0,0,0,0,0,TULANE,TULANE,7,60,,,,,,
123715,Luis Medina,DI,0,0,,2026,318,59.4,59.5,63,D01,0,0,1,0,3,0,0,0,0,0,TROY,TROY,3,,,,,,,
123745,Jaiden Francois,CB,0,0,,2026,154,59.9,60,62.5,D02,0,0,1,0,3,0,0,0,0,0,DUKE,DUKE,3,,,,,,,
123770,Jahmeer Carter,DI,0,0,2026,2026,335,59.8,62.7,67.5,D90,0,0,1,5,1,0,0,2,3,0,VIRGINIA,VIRGINIA,11,60.3,,,,,,
124041,Patrick Taylor,CB,0,0,,2026,196,,62.1,68.9,D09,0,0,1,0,0,0,4,0,3,0,JVILLE ST,JVILLE ST,7,,,,,,,
124104,Koy Moore,WR,0,0,,2026,325,,60.3,65.1,05,0,0,1,0,0,0,7,0,0,0,UNLV,UNLV,7,,,,,,,
124353,Logan Kyle,TE,0,0,,2026,197,,60,63.3,18,0,0,1,0,0,0,3,0,0,0,JAMES MAD,JAMES MAD,3,,,,,,,
124385,Jalen Lee,DI,0,0,,2026,325,59.6,60.3,65.4,D92,0,0,1,0,5,0,0,0,1,0,UNLV,UNLV,6,,,,,,,
124782,Jack Tchienchou,S,0,0,,2028,319,60,70.1,65.1,D01,0,0,1,0,1,0,0,3,0,0,TULANE,TULANE,4,,,,,,,
124924,Juandarion Silas,LB,0,0,,2027,200,,60.6,65.9,D16,0,0,1,0,0,4,0,4,0,0,KENNESAW,KENNESAW,8,,,,,,,
125313,Cole Wisniewski,S,0,0,2026,2026,315,59.9,60,61.5,D05,0,0,1,0,2,0,0,0,0,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
128119,Latrell Caples,WR,0,0,,2026,120,,61.4,67.2,03,0,0,1,0,0,0,0,0,4,0,BOISE ST,BOISE ST,4,,,,,,,
128189,Malik Sherrod,HB,0,0,,2026,120,,60.3,64.1,08,0,0,1,0,0,0,4,0,6,0,BOISE ST,BOISE ST,10,,,64.5,,,59.2,
128362,Alani Makihele,G,0,0,,2026,325,,61.4,66.3,73,0,0,1,4,0,0,0,0,0,0,UNLV,UNLV,4,60,,,,,,
128364,Waisale Muavesi,DI,0,0,,2026,325,59.6,59.5,64.1,D44,0,0,1,0,1,0,0,0,1,0,UNLV,UNLV,2,,,,,,,
129116,Andrew McIlquham,LS,0,0,,2026,325,,59.9,63.8,S36,0,0,1,4,0,0,0,6,0,0,UNLV,UNLV,10,60,56.1,,,,,
129434,Kahlil Benson,T,0,0,2026,2026,190,,61.4,66.3,67,0,0,1,4,0,0,0,0,0,0,INDIANA,INDIANA,4,60,,,,,,
129503,Nick DeGennaro,WR,0,0,2026,2026,197,,60.4,67.9,11,0,0,1,0,0,0,0,0,3,0,JAMES MAD,JAMES MAD,3,,,,,,,
129582,Nikhai Hill-Green,LB,0,0,2026,2026,103,59.9,60.3,66.1,D41,0,0,1,0,3,0,0,7,3,0,ALABAMA,ALABAMA,13,,,,,,,
129726,Jaheem Joseph,S,0,0,,2026,325,60,60.6,65.1,D03,0,0,1,0,6,0,0,0,2,0,UNLV,UNLV,8,,,,,,,
129753,Mitchell Melton,ED,0,0,2026,2026,335,,32.4,25.4,D17,0,1,1,0,0,0,0,0,4,0,VIRGINIA,VIRGINIA,4,,,,,,,
129790,Keyvone Lee,HB,0,0,,2026,325,,59.3,65.9,02,0,0,1,0,0,0,7,0,0,0,UNLV,UNLV,7,,,,,,,
129928,Riley Nowakowski,TE,0,0,2026,2026,190,,60.6,64.5,37,0,0,1,4,0,0,3,3,0,0,INDIANA,INDIANA,10,60,,,,,,
130512,James Bomba,TE,0,0,,2026,190,,60.9,65.1,48,0,0,1,4,0,0,3,0,0,0,INDIANA,INDIANA,7,60,,,,,,
130519,Dom Dzioban,K,0,0,,2026,221,,60,62.9,S31,0,0,1,3,0,0,0,0,0,0,MIAMI OH,MIAMI OH,3,,,,,60,,
130562,Devin Lafayette,S,0,0,2026,2026,318,59.8,59.9,62,D03,0,0,1,0,5,0,0,0,0,0,TROY,TROY,5,,,,,,,
130584,Harrison Waylee,HB,0,0,,2026,335,,60.4,65.1,21,0,0,1,0,0,2,0,0,0,0,VIRGINIA,VIRGINIA,2,,,,,,,
130632,Vinny Sciury,G,0,0,,2026,315,,62.4,67.9,71,0,0,1,8,0,0,0,0,0,0,TEXAS TECH,TEXAS TECH,8,63.4,,,,,,
130667,Adam Vandervest,T,0,0,,2026,347,,61.1,61.4,71,0,0,1,5,0,0,0,0,0,0,W MICHIGAN,W MICHIGAN,5,60,,,,,,
131777,James Pogorelc,T,0,0,,2026,197,,60.9,61.7,78,0,0,1,5,0,0,0,0,0,0,JAMES MAD,JAMES MAD,5,60,,,,,,
131791,Bruno Fina,T,0,0,2026,2026,154,,61,62.9,75,0,0,1,5,0,0,0,0,0,0,DUKE,DUKE,5,60,,,,,,
132298,Jarvarius Sims,CB,0,0,,2027,347,59.9,61,68,D08,0,0,1,0,3,0,0,0,3,0,W MICHIGAN,W MICHIGAN,6,,,,,,,
133060,Brenden Jordan,S,0,0,,2028,315,60,60,61.5,D07,0,0,1,0,2,0,0,0,0,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
134273,Cole Adams,WR,0,0,,2027,103,,60.1,66.1,07,0,0,1,0,0,0,5,0,7,0,ALABAMA,ALABAMA,12,,,56.9,,,,
138135,Daniel Rickert,ED,0,0,2026,2026,335,59.9,61,64.5,D52,0,0,1,0,2,0,0,0,2,0,VIRGINIA,VIRGINIA,4,,,,,,,
138455,Mikail Kamara,ED,0,0,2026,2026,190,60.1,60.9,65.3,D06,0,0,1,0,3,0,0,1,1,0,INDIANA,INDIANA,5,,,,,,,
139159,Isaiah Wadsworth,CB,0,0,,2026,319,,58.7,66.3,D08,0,0,1,0,0,6,1,0,2,0,TULANE,TULANE,9,,,,,,,
139541,Trey Fields,LB,0,0,,2026,251,59.9,60.3,65.7,D06,0,0,1,0,7,0,0,0,0,0,N TEXAS,N TEXAS,7,,,,,,,
139544,Briceon Hayes,ED,0,0,,2026,251,60,60.3,64.2,D44,0,0,1,0,6,0,0,0,0,0,N TEXAS,N TEXAS,6,,,,,,,
139558,Richard Outland Jr.,DI,0,0,,2026,251,59,59.1,63.7,D08,0,0,1,0,4,0,0,0,0,0,N TEXAS,N TEXAS,4,,,,,,,
141954,Sawyer Evans,P,0,0,,2026,251,,60,65,S41,0,0,1,1,0,0,0,2,0,0,N TEXAS,N TEXAS,3,60,,,60.3,,,
142023,Michael Pettway,WR,0,0,,2026,196,,60,62,01,0,0,1,0,0,0,4,0,0,0,JVILLE ST,JVILLE ST,4,,,,,,59,
142731,Cameron Williams,G,0,0,,2026,200,,61.1,65.7,64,0,0,1,3,0,0,0,0,0,0,KENNESAW,KENNESAW,3,60,,,,,,
143849,Curtis Cooper,LS,0,0,,2026,154,,65.4,63.5,S57,0,0,1,5,0,0,0,4,0,0,DUKE,DUKE,9,61.6,80,,,,,
143853,Tre Freeman,LB,0,0,,2026,154,60,60,62.6,D12,0,0,1,0,2,0,0,0,0,0,DUKE,DUKE,2,,,,,,,
143854,Sahmir Hagans,WR,0,0,2026,2026,154,,59.8,66.6,02,0,0,1,0,0,0,5,4,0,0,DUKE,DUKE,9,,,,,,58.6,
143855,Aaron Hall,DI,0,0,2026,2026,154,59.3,59.4,63.3,D99,0,0,1,0,3,0,0,0,0,0,DUKE,DUKE,3,,,,,,,
143870,Justin Pickett,G,0,0,2026,2026,154,,61.6,62.1,77,0,0,1,5,0,0,0,0,0,0,DUKE,DUKE,5,60.8,,,,,,
144016,Jaden Bradley,WR,0,0,2026,2026,325,,61,64.8,06,0,0,1,0,0,0,6,0,2,0,UNLV,UNLV,8,,,,,,61.5,
144053,Terry Lockett Jr.,DI,0,0,,2026,197,59.1,59.2,63.2,D90,0,0,1,0,3,0,0,0,0,0,JAMES MAD,JAMES MAD,3,,,,,,,
144241,Jah-Mal Williams,ED,0,0,,2026,318,59.5,60.3,64.4,D00,0,0,1,0,2,0,0,10,0,0,TROY,TROY,12,,,,,,,
144244,Matt Byrnes,TE,0,0,,2028,325,,60.6,64.1,85,0,0,1,4,0,0,7,0,0,0,UNLV,UNLV,11,60,,,,,,
144264,Bryce Edmondson,LB,0,0,,2026,325,,65.9,70.5,D14,0,0,1,0,0,4,7,6,2,1,UNLV,UNLV,19,,,,,,,
144407,Elijah Champaigne,DI,0,0,,2026,319,60,60.3,62.9,D93,0,0,1,0,1,0,0,3,0,0,TULANE,TULANE,4,,,,,,,
144413,Bailey Despanie,S,0,0,,2026,319,,61,64.1,D32,0,0,1,0,0,6,0,0,0,0,TULANE,TULANE,6,,,,,,,
144531,Garrison Grimes,LS,0,0,2026,2026,128,,61,63.3,S26,0,0,1,2,0,0,0,4,0,0,BYU,BYU,6,60,81.7,,,,,
144700,Da'Veawn Armstead,CB,0,0,2026,2026,251,59.9,60.4,65.7,D02,0,0,1,0,4,0,0,0,0,0,N TEXAS,N TEXAS,4,,,,,,,
144742,Tay Yanta II,C,0,0,,2026,251,,60,63.4,70,0,0,1,1,0,0,0,0,0,0,N TEXAS,N TEXAS,1,60,,,,,,
144766,Gage Elder,LB,0,0,,2026,315,,62.4,67.6,D35,0,0,1,0,0,8,0,0,0,0,TEXAS TECH,TEXAS TECH,8,,,,,,,
144767,Chief Collins,S,0,0,,2026,315,,63.9,71.2,D29,0,0,1,0,0,8,0,0,4,0,TEXAS TECH,TEXAS TECH,12,,,,,,,
144771,E'Maurion Banks,DI,0,0,,2026,315,58.9,59,62.1,D08,0,0,1,0,2,0,0,0,0,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
144863,Johnny Pascuzzi,TE,0,0,2026,2026,319,,72.9,65.1,82,0,0,1,7,0,0,4,0,0,0,TULANE,TULANE,11,60,,,,,,
144891,Roman Hemby,HB,0,0,2026,2026,190,,60,61.8,01,0,0,1,0,0,0,3,0,0,0,INDIANA,INDIANA,3,,,,,,58.7,
144926,Raheem Anderson II,C,0,0,,2026,347,,61.3,66.3,62,0,0,1,5,0,0,0,0,0,0,W MICHIGAN,W MICHIGAN,5,60,,,,,,
145062,Zen Michalski,T,0,0,,2026,190,,60.8,62.9,75,0,0,1,4,0,0,0,0,0,0,INDIANA,INDIANA,4,60,,,,,,
145075,Jackson Kuwatch,LB,0,0,2026,2026,221,59.9,60.2,66.3,D33,0,0,1,0,5,3,0,6,1,0,MIAMI OH,MIAMI OH,15,,,,,,,
145101,Rodney McGraw,ED,0,0,2026,2026,347,59.5,60.7,65.2,D04,0,0,1,0,3,0,0,0,2,0,W MICHIGAN,W MICHIGAN,5,,,,,,,
145187,Zuberi Mobley,HB,0,0,,2027,319,,60,64.8,02,0,0,1,0,0,0,3,0,0,0,TULANE,TULANE,3,,,,,,59.9,
145264,Cade Cunningham,QB,0,0,,2026,196,,60,60.2,08,0,0,1,1,0,0,0,0,0,0,JVILLE ST,JVILLE ST,1,60,,,,,,
145465,Brody Dalton,TE,0,0,,2026,103,,60,60.9,89,0,0,1,1,0,0,0,0,0,0,ALABAMA,ALABAMA,1,60,,,,,,
145796,Brian Shane,TE,0,0,,2026,221,,60.9,62.3,86,0,0,1,3,0,1,0,0,0,0,MIAMI OH,MIAMI OH,4,60,,,,,,
145800,Oscar McWood,LB,0,0,,2026,221,60,59.5,66.4,D23,0,0,1,0,5,1,0,6,0,0,MIAMI OH,MIAMI OH,12,,,,,,,
145801,Nasir Washington,DI,0,0,,2026,221,59.3,59.5,63.1,D52,0,0,1,0,2,0,0,0,0,0,MIAMI OH,MIAMI OH,2,,,,,,,
145817,Will Jados,G,0,0,,2026,315,,62.1,69.2,76,0,0,1,8,0,0,0,0,0,0,TEXAS TECH,TEXAS TECH,8,61.6,,,,,,
145820,Eli Blakey,S,0,0,,2026,221,60,59.9,65.7,D01,0,0,1,0,5,2,0,6,1,0,MIAMI OH,MIAMI OH,14,,,,,,,
145896,Will Kacmarek,TE,0,0,2026,2026,260,,60.6,65.6,89,0,0,1,3,0,0,0,0,0,0,OHIO STATE,OHIO STATE,3,60,,,,,,
145923,Mareyohn Hrabowski,TE,0,0,,2026,347,,60,62.7,07,0,0,1,0,0,0,1,0,0,0,W MICHIGAN,W MICHIGAN,1,,,,,,,
145935,John Hofer,G,0,0,,2026,347,,61.7,66.8,51,0,0,1,5,0,0,0,0,0,0,W MICHIGAN,W MICHIGAN,5,60.3,,,,,,
145938,Blake Bosma,TE,0,0,,2026,347,,60.2,64.9,86,0,0,1,0,0,0,1,0,6,0,W MICHIGAN,W MICHIGAN,7,,,64.4,,,,
145947,Malique Dieudonne,WR,0,0,,2026,347,,60,64.8,17,0,0,1,0,0,0,1,0,0,0,W MICHIGAN,W MICHIGAN,1,,,,,,,
145950,Aaron Wofford,CB,0,0,,2026,347,59.9,60.4,65.4,D05,0,0,1,0,2,0,0,0,1,0,W MICHIGAN,W MICHIGAN,3,,,,,,,
145975,Luke Voorhees,TE,0,0,,2026,120,,61.1,63.6,96,0,0,1,6,0,0,4,1,0,0,BOISE ST,BOISE ST,11,60,,,,,,
145985,Will Ferrin,K,0,0,2026,2026,128,,60,65.5,S44,0,0,1,2,0,2,0,0,0,0,BYU,BYU,4,,,,,60,,65.8
145992,Matt Lauter,TE,0,0,2026,2026,120,,60.2,63.1,85,0,0,1,0,0,0,0,3,0,0,BOISE ST,BOISE ST,3,,,,,,,
145993,Mason Hutton,LS,0,0,,2026,120,,65.5,63.2,S42,0,0,1,6,0,0,0,4,0,0,BOISE ST,BOISE ST,10,63.4,79.8,,,,,
145997,Zion Washington,S,0,0,2026,2026,120,60,61.2,64.9,D21,0,0,1,0,4,0,0,0,2,0,BOISE ST,BOISE ST,6,,,,,,,
146212,Marsel McDuffie,LB,0,0,,2026,325,60.2,61.1,63.4,D08,0,0,1,0,6,0,0,0,2,0,UNLV,UNLV,8,,,,,,,
146281,Gharin Stansbury,ED,0,0,,2027,196,59.7,60.9,64.5,D91,0,0,1,2,2,0,0,0,1,0,JVILLE ST,JVILLE ST,5,60,,,,,,
146283,John Ferlmann,LS,0,0,,2026,260,,64.5,63,S43,0,0,1,3,0,0,0,3,0,0,OHIO STATE,OHIO STATE,6,60,79.1,,,,,
146324,Trevor Woods,S,0,0,,2026,196,59.9,60,65.2,D43,0,0,1,0,1,0,0,3,1,0,JVILLE ST,JVILLE ST,5,,,,,,,
146549,Jabril McNeill,ED,0,0,,2026,318,,60.8,66.1,D53,0,0,1,0,0,3,0,0,0,0,TROY,TROY,3,,,,,,,
146588,JoJo Earle,WR,0,0,,2026,325,,60,61.2,11,0,0,1,0,0,0,1,0,0,0,UNLV,UNLV,1,,,,,,60,
146608,Deontae Lawson,LB,0,0,2026,2026,103,60,61.6,63.8,D00,0,0,1,0,4,2,0,0,3,0,ALABAMA,ALABAMA,9,,,,,,,
146617,Tim Keenan III,DI,0,0,2026,2026,103,59.4,60.4,65.8,D96,0,0,1,0,2,0,0,0,3,0,ALABAMA,ALABAMA,5,,,,,,,
146664,Landen King,TE,0,0,,2026,154,,60,63.8,00,0,0,1,0,0,0,5,0,0,0,DUKE,DUKE,5,,,,,,,
146676,Lee Hunter,DI,0,0,2026,2026,315,59.3,59.5,63.1,D02,0,0,1,0,2,0,0,0,0,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
146698,Nick Elksnis,TE,0,0,,2026,325,,60.1,65.7,84,0,0,1,4,0,0,0,6,0,0,UNLV,UNLV,10,60,,,,,,
146707,Chief Borders,ED,0,0,,2026,325,59.3,60.3,64.5,D01,0,0,1,0,5,0,0,0,2,0,UNLV,UNLV,7,,,,,,,
146718,Micah Morris,G,0,0,2026,2026,173,,61.4,62,56,0,0,1,4,0,0,0,0,0,0,GEORGIA,GEORGIA,4,60,,,,,,
146723,David Daniel-Sisavanh,S,0,0,,2026,318,60,60,61.5,D14,0,0,1,0,4,0,0,0,0,0,TROY,TROY,4,,,,,,,
146829,Taleeq Robbins,DI,0,0,,2026,318,59.6,59.8,62,D15,0,0,1,0,1,0,0,0,0,0,TROY,TROY,1,,,,,,,
146835,Caden Costa,K,0,0,,2026,325,,60,67.8,S38,0,0,1,0,0,4,0,0,0,0,UNLV,UNLV,4,,,,,,,71.5
146944,Christian Charles,S,0,0,,2026,335,60,60.9,63.6,D04,0,0,1,0,2,5,0,0,0,0,VIRGINIA,VIRGINIA,7,,,,,,,
146970,James Ziglor,CB,0,0,,2026,200,,62,69.1,D21,0,0,1,0,0,4,0,4,3,0,KENNESAW,KENNESAW,11,,,,,,,
146982,Tunmise Adeleye,ED,0,0,,2027,325,59.1,60.1,65.2,D30,0,0,1,0,5,0,0,0,2,0,UNLV,UNLV,7,,,,,,,
147134,Britton Williams,K,0,0,,2026,200,,60,67,S27,0,0,1,3,0,4,0,0,0,0,KENNESAW,KENNESAW,7,,,,,63.4,,52.9
147135,Mark Langston,LS,0,0,2026,2026,190,,63.9,63,S47,0,0,1,0,0,0,0,3,0,0,INDIANA,INDIANA,3,,80.2,,,,,
147143,Dre Washington,HB,0,0,,2026,103,,62.9,67.4,20,0,0,1,0,0,2,0,0,4,0,ALABAMA,ALABAMA,6,,,,,,,
147247,Peyton Higgins,WR,0,0,,2026,318,,59.4,70.9,02,0,0,1,0,0,0,6,10,6,0,TROY,TROY,22,,,64.4,,,,
147271,Jordan Stringer,LB,0,0,,2026,318,59.9,60,61.9,D07,0,0,1,0,2,0,0,0,0,0,TROY,TROY,2,,,,,,,
147274,Julian Peterson,DI,0,0,,2026,318,59.3,59.5,62.9,D99,0,0,1,0,2,0,0,0,0,0,TROY,TROY,2,,,,,,,
147275,Scott Taylor Renfroe,K,0,0,,2026,318,,60,62.9,S40,0,0,1,3,0,0,0,0,0,0,TROY,TROY,3,,,,,57.7,,
147285,Tylon Dunlap,DI,0,0,,2026,200,59.6,59.8,62,D05,0,0,1,0,1,0,0,0,0,0,KENNESAW,KENNESAW,1,,,,,,,
147304,Simeon Evans,WR,0,0,,2026,251,,60.1,66.4,03,0,0,1,0,0,0,6,2,3,0,N TEXAS,N TEXAS,11,,,,,,58.4,
147474,Lorenzo Styles Jr.,S,0,0,2026,2026,260,,60,67.5,D03,0,0,1,0,0,0,4,3,1,0,OHIO STATE,OHIO STATE,8,,,,,,,
147503,Talan Alfrey,S,0,0,,2026,128,,57.3,71.5,D25,0,0,1,0,0,2,8,4,2,0,BYU,BYU,16,,,,,,,
147507,Ethan Erickson,TE,0,0,,2026,128,,60.4,64.9,87,0,0,1,2,0,0,8,0,0,0,BYU,BYU,10,60,,,,,,
147534,Tanner Wall,S,0,0,2026,2026,128,60,48.7,65.3,D28,1,0,1,0,5,0,0,3,2,1,BYU,BYU,10,,,,,,,
147834,Kyle Sfarcioc,G,0,0,,2027,128,,60.6,61.5,64,0,0,1,2,0,0,0,0,0,0,BYU,BYU,2,60,,,,,,
147861,Jack Kelly,LB,0,0,2026,2026,128,59.8,60,63.2,D17,0,0,1,0,8,0,0,0,0,0,BYU,BYU,8,,,,,,,
147962,Joshua Huiet,P,0,0,,2026,200,,60.6,66,S91,0,0,1,3,0,0,0,4,0,0,KENNESAW,KENNESAW,7,60,,,58.2,,,
147969,Gabriel Benyard,WR,0,0,2026,2026,200,,60,63.3,01,0,0,1,0,0,0,0,0,3,0,KENNESAW,KENNESAW,3,,,60.6,,,,
147984,Adam Watkins,DI,0,0,,2026,200,59.3,59.5,63.1,D97,0,0,1,0,2,0,0,0,0,0,KENNESAW,KENNESAW,2,,,,,,,
147986,Tykeem Wallace,WR,0,0,,2026,200,,60.8,67.4,08,0,0,1,0,0,0,0,0,3,0,KENNESAW,KENNESAW,3,,,,,,,
148343,Johncarlos Miller II,TE,0,0,,2026,315,,61.5,63.8,09,0,0,1,8,0,0,2,0,0,0,TEXAS TECH,TEXAS TECH,10,60.7,,,,,,
148357,Kye Holmes,S,0,0,,2026,197,,61.6,66.5,D12,0,0,1,0,0,6,0,0,1,0,JAMES MAD,JAMES MAD,7,,,,,,,
148364,Josh Toner,G,0,0,,2026,197,,61,62.8,72,0,0,1,5,0,0,0,0,0,0,JAMES MAD,JAMES MAD,5,60,,,,,,
148387,Xavier Holmes,ED,0,0,2026,2026,197,,61,65.8,D09,0,0,1,0,0,0,0,0,4,0,JAMES MAD,JAMES MAD,4,,,,,,,
148479,Chantz Harley,CB,0,0,,2026,197,,60.6,66.1,D06,0,0,1,0,0,0,0,0,3,0,JAMES MAD,JAMES MAD,3,,,,,,,
148837,Ethan Sipe,G,0,0,,2026,335,,61,62.8,74,0,0,1,5,0,0,0,0,0,0,VIRGINIA,VIRGINIA,5,60,,,,,,
148866,Josiah Green,DI,0,0,2026,2026,154,59.1,59.3,63.5,D04,0,0,1,0,3,0,0,0,0,0,DUKE,DUKE,3,,,,,,,
149111,Tre Shackelford,WR,0,0,,2026,319,,57.2,64,11,0,0,1,0,0,0,3,0,0,0,TULANE,TULANE,3,,,,,,,
149293,Andrew Taddeo,DI,0,1,,2026,197,58.8,29.9,24.2,D33,0,1,1,0,3,0,0,0,0,0,JAMES MAD,JAMES MAD,3,,,,,,,
149295,Michael Brescia,TE,0,0,,2026,347,,60.3,65,02,0,0,1,0,0,0,2,4,0,0,W MICHIGAN,W MICHIGAN,6,,,,,,,
149418,Jordan Fuller,HB,0,0,,2026,197,,59.2,67.2,23,0,0,1,0,0,0,0,6,0,0,JAMES MAD,JAMES MAD,6,,,,,,,
149421,Curtis Harris-Lopez,S,0,0,,2026,197,,61,68,D21,0,0,1,0,0,6,3,5,0,0,JAMES MAD,JAMES MAD,14,,,,,,63,
149883,Mustafi Al-Garawi,DI,0,0,,2026,347,58.9,59.4,64.7,D00,0,0,1,0,3,0,0,0,1,0,W MICHIGAN,W MICHIGAN,4,,,,,,,
150294,David Fisher,CB,0,0,,2026,251,60,60.7,66.4,D01,0,0,1,0,7,0,0,0,0,0,N TEXAS,N TEXAS,7,,,,,,,
150298,Caleb Weaver,S,0,0,,2026,154,59.8,60.4,62.6,D03,0,0,1,0,4,0,0,0,1,0,DUKE,DUKE,5,,,,,,,
150307,Pearson Baldwin,TE,0,0,,2026,196,,60.7,61.6,13,0,0,1,2,0,0,0,3,0,0,JVILLE ST,JVILLE ST,5,60,,,,,,
150929,Baron Hopson,LB,0,0,,2027,200,60.1,60.1,63.8,D44,0,0,1,0,2,0,0,0,0,0,KENNESAW,KENNESAW,2,,,,,,,
151086,James Jackson,LB,0,0,,2026,335,60,60.6,63.9,D01,0,0,1,0,3,0,0,0,1,0,VIRGINIA,VIRGINIA,4,,,,,,,
151095,Jacob Rodriguez,LB,0,0,2026,2026,315,60.1,60.1,63.8,D10,0,0,1,0,2,0,0,0,0,0,TEXAS TECH,TEXAS TECH,2,,,,,,,
151103,Jack Witmer,T,0,0,,2026,335,,60.1,62.6,68,0,0,1,0,0,0,0,2,0,0,VIRGINIA,VIRGINIA,2,,,,,,,
151172,Luke Dillingham,LB,0,0,,2026,315,,62.9,66.5,D39,0,0,1,0,0,3,0,0,4,0,TEXAS TECH,TEXAS TECH,7,,,,,,,
153252,Hunter Smith,K,0,0,,2026,347,,60,68.9,S31,0,0,1,0,0,6,0,0,0,0,W MICHIGAN,W MICHIGAN,6,,,,,,,74.9
154605,Brylan Noonan,LS,0,0,,2026,200,,64.6,63.3,S34,0,0,1,0,0,0,0,4,0,0,KENNESAW,KENNESAW,4,,81.4,,,,,
