playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesHandsFumble,gradesOffense,gradesOffensePenalty,gradesPass,gradesRun,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesPassBlock,gradesPassRoute
172356,Jordan Lovett,HB,0,,2028,318,65.5,61,75.6,,65.5,58.6,01,0,1,0,4,5,2,4,15,9,6,TROY,TROY,20.5,57.1
172372,Jackson Worley,TE,0,,2028,318,61,49.5,76.1,,,44.9,88,0,1,0,5,8,0,12,25,13,12,TROY,TROY,54.3,56.3
172376,Wilkin Formby,T,0,,2027,103,,70.6,78.4,,,69.1,75,1,1,0,45,0,0,12,57,45,12,ALABAMA,ALABAMA,80.7,
172392,Kadyn Proctor,T,0,2026,2026,103,,74.1,76.6,,,67.8,74,0,1,0,45,0,0,12,57,45,12,ALABAMA,ALABAMA,80.3,
172616,London Humphreys,WR,0,,2028,173,61,58,78.2,,,61.3,16,0,1,0,0,24,0,30,54,24,30,GEORGIA,GEORGIA,,57.4
173133,Cam Cook,HB,0,,2028,196,76.5,69.9,77.5,,70.6,54,04,0,1,0,2,30,19,11,62,32,30,JVILLE ST,JVILLE ST,75.6,64.8
173208,Desmond Magiya,T,0,,2028,251,,58.6,74.7,,,61.3,76,0,1,0,22,0,0,12,34,22,12,N TEXAS,N TEXAS,49.5,
173213,Landon Sides,WR,0,,2028,251,65.3,55.5,77.1,,,60.5,22,0,1,0,0,36,0,20,56,36,20,N TEXAS,N TEXAS,,55.3
173383,Broc Lowry,QB,0,,2028,347,42.4,61.5,77,74.5,51.9,60,12,0,1,24,0,0,17,30,71,24,47,W MICHIGAN,W MICHIGAN,,
173402,Phillip Daniels,T,0,,2028,260,,58,76.1,,,48.8,70,0,1,0,35,0,0,22,57,35,22,OHIO STATE,OHIO STATE,74.3,
173457,Jason Steele,G,0,,2028,120,,72.2,74.5,,,71.2,67,0,1,0,9,0,0,10,19,9,10,BOISE ST,BOISE ST,79.6,
173542,Rod Robinson II,HB,0,,2028,173,61,61,65.6,,,59.9,00,0,1,0,0,1,0,1,2,1,1,GEORGIA,GEORGIA,,65.3
173544,Lawson Luckie,TE,0,,2028,173,61,59.4,0,,,63.8,07,1,1,0,5,16,0,26,47,21,26,GEORGIA,GEORGIA,71.3,60.5
173548,Monroe Freeling,T,0,2026,2026,173,,68,77.4,,,64.8,57,0,1,0,33,0,0,36,69,33,36,GEORGIA,GEORGIA,70.4,
173781,Navelle Dean,WR,0,,2028,200,62.9,68.1,71.5,,,60,07,0,1,0,0,8,0,3,11,8,3,KENNESAW,KENNESAW,,66.8
174066,Austin Boyd,T,0,,2028,325,,67.8,77.1,,,67.2,79,0,1,0,44,0,0,28,72,44,28,UNLV,UNLV,64.3,
174074,DeAngelo Irvin Jr.,WR,0,,2028,325,67.5,48.6,0,,,61,04,1,1,0,0,17,0,7,24,17,7,UNLV,UNLV,,52.9
174080,Jai'Den Thomas,HB,0,,2028,325,72.6,61.2,75.9,,60.6,57.1,09,0,1,0,6,15,9,5,35,21,14,UNLV,UNLV,61.3,64
174142,Zachariah Branch,WR,0,2026,2026,173,72.9,75.4,75.6,,,61.2,01,0,1,0,0,21,0,9,30,21,9,GEORGIA,GEORGIA,,74
174177,Tiger Bachmeier,WR,0,,2028,128,,56.2,70.7,,,60,19,0,1,0,0,4,0,3,7,4,3,BYU,BYU,,56.8
174678,Ryan Millmore,P,0,,2028,347,62.5,51,60,,57.7,,S25,0,1,0,0,0,1,0,1,0,1,W MICHIGAN,W MICHIGAN,,
175024,Miles Hall,LB,0,,2028,128,,60,60,,,,D21,0,1,0,1,0,0,0,1,1,0,BYU,BYU,63.8,
175031,Ace Kaufusi,LB,0,,2028,128,,60,60,,,,D18,0,1,0,1,0,0,0,1,1,0,BYU,BYU,63.8,
175035,LJ Martin,HB,0,,2028,128,37.2,67.8,77.8,,71.9,68.9,04,0,1,0,3,29,19,7,58,32,26,BYU,BYU,43.5,53.8
175036,Marcus McKenzie,CB,0,,2028,128,,58.1,60,,,,D32,0,1,0,0,1,0,0,1,1,0,BYU,BYU,,57.7
175038,Jojo Phillips,WR,0,,2028,128,,49.7,77.4,,,43.8,13,0,1,0,0,25,0,14,39,25,14,BYU,BYU,,51.9
175138,Anthony Brown-Stephens,WR,0,,2027,319,61,54,76.8,,,54.8,05,0,1,0,0,12,0,26,38,12,26,TULANE,TULANE,,54.5
175506,Deondre Johnson,WR,0,,2028,196,65.7,73.9,79.1,,,61.1,11,0,1,0,0,32,0,32,64,32,32,JVILLE ST,JVILLE ST,,74.2
175749,Baylin Brooks,WR,0,,2028,347,62.9,59,79.5,,,62.1,82,0,1,0,0,20,0,36,56,20,36,W MICHIGAN,W MICHIGAN,,58.2
175877,Richard Young,HB,0,,2028,103,,59.7,65.7,,,,09,0,1,0,1,1,0,0,2,2,0,ALABAMA,ALABAMA,69.5,59.2
175984,Anthony Miller,TE,0,,2028,319,,72.8,74.1,,,72.8,85,0,1,0,7,2,0,25,34,9,25,TULANE,TULANE,61.9,58
176280,Carson Rasmussen,G,0,,2028,120,,60,65,,,59.2,64,0,1,0,1,0,0,1,2,1,1,BOISE ST,BOISE ST,63.5,
176320,Matt Wagner,TE,0,,2028,120,61,59.4,0,,,60.2,88,1,1,0,7,13,0,30,50,20,30,BOISE ST,BOISE ST,60.9,65
176415,Mitchell Butler,C,0,,2028,221,,60,64.4,,,59.9,56,0,1,0,0,0,0,1,1,0,1,MIAMI OH,MIAMI OH,,
176430,Justyn Reid,TE,0,,2028,319,,63.1,77.6,,,71,88,0,1,0,2,7,0,23,32,9,23,TULANE,TULANE,71.7,51.4
177028,Josiah Chenault,C,0,,2028,200,,51.8,79.8,,,48.9,75,0,1,0,43,0,0,29,72,43,29,KENNESAW,KENNESAW,62.3,
178686,Amari Odom,QB,0,,2028,200,42.7,72.9,77.1,74,60.4,60,02,1,1,43,0,0,9,20,72,43,29,KENNESAW,KENNESAW,,
180915,Reggie Jackson,T,0,,2028,196,,64,76.6,,,56.4,77,0,1,0,33,0,0,32,65,33,32,JVILLE ST,JVILLE ST,81.6,
181612,Za'Ron Collins,WR,0,,2028,197,,59.5,64.1,,,,12,0,1,0,0,1,0,0,1,1,0,JAMES MAD,JAMES MAD,,60
183285,Kameron Courtney,WR,0,,2029,335,61,56.5,72.9,,,61.3,05,0,1,0,0,8,0,7,15,8,7,VIRGINIA,VIRGINIA,,56.5
183291,John Rogers,TE,0,,2029,335,,57.2,71.7,,,59.4,89,0,1,0,0,2,0,5,7,2,5,VIRGINIA,VIRGINIA,,57.7
183295,Ben York,T,0,,2029,335,,43,73.4,,,66.5,72,0,1,0,17,0,0,7,24,17,7,VIRGINIA,VIRGINIA,0,
183481,Kiefer Sibley,HB,0,,2029,251,72.5,59.4,74.9,,59.9,65,21,0,1,0,3,20,9,1,33,23,10,N TEXAS,N TEXAS,76,52.6
183483,Brandon Young Jr.,TE,0,,2029,251,61.9,59.4,63.4,,,,87,0,1,0,0,1,0,0,1,1,0,N TEXAS,N TEXAS,,60
183706,James Peoples,HB,0,,2029,260,,60,63.5,,,,20,0,1,0,1,0,0,0,1,1,0,OHIO STATE,OHIO STATE,0,
183708,Julian Sayin,QB,0,,2029,260,69.1,70.2,76.2,70.4,60,60,10,0,1,34,0,1,1,21,57,35,22,OHIO STATE,OHIO STATE,,57
183710,Jeremiah Smith,WR,0,,2029,260,67.1,75.1,77.6,,,62.7,04,0,1,0,0,33,0,20,53,33,20,OHIO STATE,OHIO STATE,,74
183773,Sione Moa,HB,0,,2029,128,64.3,56.4,73.3,,63.1,42.6,30,0,1,0,0,8,1,7,16,8,8,BYU,BYU,,59.3
184081,Thomas Gotkowski,QB,0,,2029,221,67.5,58.4,73.9,63,51,60,13,0,1,23,0,0,0,8,31,23,8,MIAMI OH,MIAMI OH,,
184085,Josh Ringer,HB,0,,2029,221,61,67.3,74.1,,,,30,0,1,0,13,10,0,0,23,23,0,MIAMI OH,MIAMI OH,73.7,65.3
184203,Jae Beasley II,TE,0,,2029,325,,60,63,,,59.5,43,0,1,0,0,0,0,1,1,0,1,UNLV,UNLV,,
184229,Sire Gaines,HB,0,,2029,120,72.5,84.6,74.2,,83.2,60,26,0,1,0,5,4,9,2,20,9,11,BOISE ST,BOISE ST,50.1,57
184377,Trae Swartz,TE,0,,2026,318,,45.3,71.7,,,67,89,0,1,0,9,5,0,6,20,14,6,TROY,TROY,24.2,53.5
184401,Dylan Gentry,WR,0,,2029,196,,58.7,67.2,,,60,05,0,1,0,0,1,0,2,3,1,2,JVILLE ST,JVILLE ST,,59.9
184536,Daniel Hill,HB,0,,2029,103,69.9,59.2,76.1,,61.7,59.1,04,0,1,0,8,28,4,4,44,36,8,ALABAMA,ALABAMA,66.2,54.7
184547,William Sanders,G,0,,2029,103,,65.6,74.6,,,,70,0,1,0,16,0,0,0,16,16,0,ALABAMA,ALABAMA,83.9,
184550,Chauncey Bowens,HB,0,,2029,173,68.9,63.5,72.6,,63.5,59.3,33,0,1,0,1,5,4,2,12,6,6,GEORGIA,GEORGIA,68.3,61.2
184572,Jaden Reddell,TE,0,,2029,173,,55.7,69.7,,,57.9,23,0,1,0,1,3,0,4,8,4,4,GEORGIA,GEORGIA,65.2,55.1
184578,Malachi Toliver,C,0,,2029,173,,58.4,79.7,,,54.3,51,0,1,0,33,0,0,36,69,33,36,GEORGIA,GEORGIA,77.4,
184583,Sacovie White-Helton,WR,0,,2029,173,61,61.4,64.8,,,,18,0,1,0,0,1,0,0,1,1,0,GEORGIA,GEORGIA,,60.9
184897,Cameron Dickey,HB,0,,2029,315,76.2,70.8,75.9,,73.3,60,08,0,1,0,3,21,18,1,43,24,19,TEXAS TECH,TEXAS TECH,19.6,61.4
184902,Micah Hudson,WR,0,,2029,315,,60,68.5,,,60,14,0,1,0,0,0,0,5,5,0,5,TEXAS TECH,TEXAS TECH,,
184903,Trey Jackson,TE,0,,2029,315,,60,67.5,,,60,88,0,1,0,0,0,0,3,3,0,3,TEXAS TECH,TEXAS TECH,,
184909,Jacob Ponton,T,0,,2029,315,,49,23,,,44.3,70,1,1,0,39,0,0,37,76,39,37,TEXAS TECH,TEXAS TECH,71.9,
184911,Tyson Turner,WR,0,,2029,315,,60,67.3,,,60,11,0,1,0,0,0,0,2,2,0,2,TEXAS TECH,TEXAS TECH,,
186494,Tray Taylor,WR,0,,2028,318,66,62.3,75.1,,57.7,59.6,08,0,1,0,0,18,1,2,21,18,3,TROY,TROY,,64.4
186580,Tre Williams III,TE,0,,2026,251,65,65.3,78.9,,,46.8,06,0,1,0,8,31,0,23,62,39,23,N TEXAS,N TEXAS,72,70.3
187361,Cameron Dorner,WR,0,2026,2026,251,66.2,70.5,81,,,46.9,04,0,1,0,0,47,0,26,73,47,26,N TEXAS,N TEXAS,,71.6
188281,Braylon Isom,WR,0,,2029,221,,51.2,77.3,,,56.2,18,0,1,0,0,34,0,11,45,34,11,MIAMI OH,MIAMI OH,,51.7
188283,D'Shawntae Jones,HB,0,,2029,221,70.5,59.7,71.5,,58.7,60,14,0,1,0,6,2,6,1,15,8,7,MIAMI OH,MIAMI OH,78.2,58.2
188285,Kris Manu,C,0,,2029,221,,57.1,79.7,,,59.4,72,0,1,0,48,0,0,23,71,48,23,MIAMI OH,MIAMI OH,46.5,
188291,Jacob Schorsch,G,0,,2029,221,,54,79.1,,,56.5,70,0,1,0,48,0,0,23,71,48,23,MIAMI OH,MIAMI OH,35.5,
188492,Kayden McGee,WR,0,,2029,325,65.5,50.8,69.8,,53.9,60,16,0,1,0,0,3,2,1,6,3,3,UNLV,UNLV,,58.2
188661,Charlie Becker,WR,0,,2029,190,66.2,90.6,77.4,,,56.8,80,0,1,0,0,19,0,19,38,19,19,INDIANA,INDIANA,,89.9
188673,Alberto Mendoza,QB,0,,2029,190,,60,63.6,,,60,16,0,1,0,0,0,0,1,1,0,1,INDIANA,INDIANA,,
189388,Jayden Moore,WR,0,,2029,154,,60,67.5,,,60,08,0,1,0,0,0,0,2,2,0,2,DUKE,DUKE,,
189390,Tyshon Reed Jr.,ED,0,,2029,154,,60,60,,,60,D10,0,1,0,0,0,0,1,1,0,1,DUKE,DUKE,,
189392,Kade Reynoldson,P,0,,2029,154,,60,70.3,,,60,S41,0,1,0,0,0,0,1,1,0,1,DUKE,DUKE,,
189395,Kobe Smith,ED,0,,2029,154,,60,60,,,60,D18,0,1,0,0,0,0,1,1,0,1,DUKE,DUKE,,
189397,Bradley Smith,G,0,,2029,154,,60.6,75.2,,,57.8,63,0,1,0,7,0,0,10,17,7,10,DUKE,DUKE,80.7,
189398,Chase Tyler,WR,0,,2029,154,,58.2,68.8,,,60,11,0,1,0,0,1,0,2,3,1,2,DUKE,DUKE,,59.3
189564,Reese Baker,T,0,,2029,319,,67.4,77.1,,,64.8,78,0,1,0,23,0,0,51,74,23,51,TULANE,TULANE,68.6,
189567,DJ Cicero,TE,0,,2029,319,,60,65,,,60,89,0,1,0,0,0,0,2,2,0,2,TULANE,TULANE,,
189579,Zycarl Lewis Jr.,WR,0,,2029,319,62.9,71.7,74.2,,,52.2,15,0,1,0,0,7,0,14,21,7,14,TULANE,TULANE,,73.4
189581,Jamauri McClure,HB,0,,2029,319,77.3,72.1,77.2,,69.5,59.4,25,0,1,0,4,7,22,6,39,11,28,TULANE,TULANE,22.5,77.7
189644,Cody Hagen,WR,0,,2029,128,,50.4,71.8,,,39.2,05,0,1,0,0,6,0,4,10,6,4,BYU,BYU,,56.5
189649,Noah Moeaki,TE,0,,2029,128,,58.2,70.5,,,60.1,82,0,1,0,1,2,0,3,6,3,3,BYU,BYU,64.5,58.5
189783,Amare Grayson,G,0,,2029,196,,68.3,0.2,,,70.4,54,1,1,0,33,0,0,32,65,33,32,JVILLE ST,JVILLE ST,80.9,
189795,Khristian Lando,HB,0,,2029,196,61,60.5,71.4,,,58.4,22,0,1,0,1,3,0,4,8,4,4,JVILLE ST,JVILLE ST,67.7,61.8
189802,Lucas Mrachkovskiy,C,0,,2029,196,,64,79.5,,,61.9,50,0,1,0,33,0,0,32,65,33,32,JVILLE ST,JVILLE ST,66.5,
189806,Justus Savage,HB,0,,2029,196,63.7,58.2,66.2,59.3,59.5,60,21,0,1,1,0,0,1,1,3,1,2,JVILLE ST,JVILLE ST,,
190150,Terence Marshall,WR,0,,2029,347,,58.6,70.2,,,60.5,11,0,1,0,0,2,0,4,6,2,4,W MICHIGAN,W MICHIGAN,,58.9
190302,Javon Rogers,WR,0,,2029,200,61,58.3,70.8,,,60,15,0,1,0,0,5,0,1,6,5,1,KENNESAW,KENNESAW,,58.7
190604,Miles Coleman,WR,0,,2029,251,68.4,92,75.7,,,60.6,01,0,1,0,0,13,0,7,20,13,7,N TEXAS,N TEXAS,,90.3
190611,Ashton Gray,HB,0,,2029,251,72.5,72.7,72.6,,74.6,,20,0,1,0,3,11,9,0,23,14,9,N TEXAS,N TEXAS,41.2,55.3
190616,Drew Mestemaker,QB,0,,2029,251,69.9,68.4,77.2,63.6,70.7,60,17,0,1,47,0,0,1,25,73,47,26,N TEXAS,N TEXAS,,
190617,Braydon Nelson,T,0,,2029,251,,52.7,16.5,,,60.3,67,1,1,0,47,0,0,26,73,47,26,N TEXAS,N TEXAS,42.2,
190632,Wyatt Young,WR,0,,2029,251,61,50.5,77.8,,,59,10,0,1,0,0,41,0,22,63,41,22,N TEXAS,N TEXAS,,50.1
190680,Caleb Ash,T,0,,2029,318,,27,76.3,,,38.2,54,0,1,0,43,0,0,14,57,43,14,TROY,TROY,0,
190689,Matt Henry,G,0,,2026,318,,58.8,79.1,,,45.7,67,0,1,0,52,0,0,18,70,52,18,TROY,TROY,89,
190694,Roman Mothershed,WR,0,,2028,318,,49.5,0,,,60.3,00,1,1,0,0,12,0,6,18,12,6,TROY,TROY,,55
190848,Zach Greenberg,C,0,,2027,197,,57.4,79.6,,,56.9,60,0,1,0,29,0,0,38,67,29,38,JAMES MAD,JAMES MAD,57.9,
190986,Cam Bates,WR,0,,2029,120,64.1,76.7,76.2,,,60.5,80,0,1,0,0,16,0,12,28,16,12,BOISE ST,BOISE ST,,75.5
190989,Troy Grizzle,FB,0,,2029,120,,60,65.6,,,60,45,0,1,0,1,0,0,1,2,1,1,BOISE ST,BOISE ST,66.1,
190992,Daylon Metoyer,T,0,,2027,120,,68.7,74.8,,,70.1,75,0,1,0,21,0,0,20,41,21,20,BOISE ST,BOISE ST,58.7,
190996,Dylan Riley,HB,0,,2029,120,77,68,75.7,,66.5,,24,0,1,0,1,11,21,0,33,12,21,BOISE ST,BOISE ST,72.7,67
191133,Jay Lindsey,TE,0,,2029,103,,59.2,71.6,,,58.5,88,0,1,0,2,4,0,5,11,6,5,ALABAMA,ALABAMA,70.9,57.7
191140,Rico Scott,WR,0,,2029,103,,57,69.4,,,59,11,0,1,0,0,3,0,2,5,3,2,ALABAMA,ALABAMA,,58
191142,Ryan Coleman-Williams,WR,0,,2029,103,65.3,61,76.9,,63,60.9,02,0,1,0,0,34,1,7,42,34,8,ALABAMA,ALABAMA,,59.3
191146,Nate Frazier,HB,0,,2029,173,74.5,63,75.2,,72.9,59.6,03,0,1,0,2,12,13,3,30,14,16,GEORGIA,GEORGIA,27.3,28.7
191350,Adam Hill,HB,0,,2029,315,,60,68,,,60,23,0,1,0,0,0,0,3,3,0,3,TEXAS TECH,TEXAS TECH,,
191359,J'Koby Williams,HB,0,,2029,315,28.6,69.5,74.4,,71.1,,20,0,1,0,2,15,15,0,32,17,15,TEXAS TECH,TEXAS TECH,74.3,55.6
193092,Gavin Dabo,G,0,,2029,347,,54.9,78.4,,,57.1,72,0,1,0,17,0,0,41,58,17,41,W MICHIGAN,W MICHIGAN,23.2,
193152,Adedamola Ajani,G,0,,2029,190,,62.4,76.6,,,60.3,72,0,1,0,15,0,0,20,35,15,20,INDIANA,INDIANA,73,
193193,Gabe VanSickle,G,0,,2029,260,,64.9,76,,,62.7,58,0,1,0,17,0,0,12,29,17,12,OHIO STATE,OHIO STATE,76.2,
198079,Derek Meadows,WR,0,,2030,103,,58.9,66.8,,,60,30,0,1,0,0,1,0,1,2,1,1,ALABAMA,ALABAMA,,60
198085,Marshall Pritchett,TE,0,,2030,103,62.9,57.4,71.8,,,60,14,0,1,0,0,9,0,1,10,9,1,ALABAMA,ALABAMA,,57.1
198090,Lotzeir Brooks,WR,0,,2030,103,65.7,50.4,77.2,,56.7,59,17,0,1,0,0,23,1,2,26,23,3,ALABAMA,ALABAMA,,52.6
198093,AK Dear,HB,0,,2030,103,67.3,36.8,69.1,,51.7,60,00,0,1,0,0,2,3,1,6,2,4,ALABAMA,ALABAMA,,38.9
198094,Michael Carroll,T,1,,2030,103,,62.7,9.9,,,71,64,1,1,0,45,0,0,12,57,45,12,ALABAMA,ALABAMA,63,
198217,Hunter Clegg,ED,0,,2030,128,,60,60,,,,D90,0,1,0,1,0,0,0,1,1,0,BYU,BYU,63.8,
198231,Cannon DeVries,CB,0,,2030,128,,58.1,60,,,,D20,0,1,0,0,1,0,0,1,1,0,BYU,BYU,,57.7
198336,Ma'khi Jones,S,0,,2030,154,,60,60,,,60,D26,1,1,0,0,0,0,1,1,0,1,DUKE,DUKE,,
198337,Nate Sheppard,HB,0,,2030,154,77,75.3,75.2,,74.2,60,20,0,1,0,3,13,21,2,39,16,23,DUKE,DUKE,18.9,73.5
198460,Juan Gaston,G,0,,2030,173,,52.8,76.1,,,48.2,73,0,1,0,12,0,0,16,28,12,16,GEORGIA,GEORGIA,81.8,
198465,CJ Wiley,WR,0,,2030,173,,48.6,70.9,,,37.2,06,0,1,0,0,6,0,1,7,6,1,GEORGIA,GEORGIA,,55
198475,Elyiss Williams,TE,0,,2030,173,,50.4,70.8,,,54,10,0,1,0,1,4,0,8,13,5,8,GEORGIA,GEORGIA,64.4,53.5
198477,Talyn Taylor,WR,0,,2030,173,,56.3,69.2,,,60,11,0,1,0,0,3,0,2,5,3,2,GEORGIA,GEORGIA,,57.1
198479,Landon Roldan,WR,0,,2030,173,,58.6,68,,,58.7,84,0,1,0,0,1,0,2,3,1,2,GEORGIA,GEORGIA,,60
198526,Davion Chandler,WR,0,,2030,190,,60,64.1,,,60,04,0,1,0,0,0,0,1,1,0,1,INDIANA,INDIANA,,
198538,Lebron Bond,WR,0,,2030,190,,57.6,69.5,,,60.2,06,0,1,0,0,2,0,4,6,2,4,INDIANA,INDIANA,,58.2
198578,Trent Wilson,G,0,,2030,197,,65.2,74.9,,,63.2,68,0,1,0,8,0,0,11,19,8,11,JAMES MAD,JAMES MAD,80,
198608,Clayton Coppock Jr.,WR,0,,2030,200,64.1,52.8,77.8,,,59.5,18,0,1,0,0,40,0,26,66,40,26,KENNESAW,KENNESAW,,52
198610,Jamari Harrold,TE,0,,2030,200,,60,63.4,,,60,88,0,1,0,0,0,0,1,1,0,1,KENNESAW,KENNESAW,,
198616,Jamiel Williams,T,0,,2030,200,,63.4,67.2,,,69,59,0,1,0,0,0,0,3,3,0,3,KENNESAW,KENNESAW,,
198999,Terrence Lewis,WR,0,,2030,251,61,63.2,73.2,,,59.6,18,0,1,0,0,11,0,6,17,11,6,N TEXAS,N TEXAS,,62.9
199001,Caleb Hawkins,HB,0,,2030,251,20.3,52.7,72,,63.4,,24,0,1,0,2,8,7,0,17,10,7,N TEXAS,N TEXAS,73.7,27
199336,Paul Bowling,C,0,,2030,318,,74.4,80,,,77.4,55,0,1,0,52,0,0,18,70,52,18,TROY,TROY,75.5,
199370,Javin Gordon,HB,0,,2030,319,73.6,60.3,74.7,,60,66,23,0,1,0,1,8,11,4,24,9,15,TULANE,TULANE,70,56.7
199374,Gabe Lovorn,TE,0,,2030,319,,56.4,69.6,,,58.4,86,0,1,0,0,1,0,4,5,1,4,TULANE,TULANE,,57.7
199604,AJ Jones,WR,0,,2030,120,,60,66.1,,,60,29,0,1,0,0,0,0,2,2,0,2,BOISE ST,BOISE ST,,
199606,Quinton Brown,WR,0,,2030,120,64.3,63.5,69.3,,63.2,60,25,0,1,0,0,4,1,1,6,4,2,BOISE ST,BOISE ST,,58.7
199849,Nate Roberts,TE,0,,2029,260,,51.7,70.7,,,48.9,83,0,1,0,2,1,0,4,7,3,4,OHIO STATE,OHIO STATE,69.4,59.5
199862,Isaiah West,HB,0,,2030,260,67.3,62.5,71.5,,62.6,,32,0,1,0,1,4,3,0,8,5,3,OHIO STATE,OHIO STATE,67.9,57.3
199864,Bo Jackson,HB,0,,2030,260,76.2,66.1,0,,68.3,,25,1,1,0,1,17,18,0,36,18,18,OHIO STATE,OHIO STATE,67.6,60.7
200038,Lolo Mataele,HB,0,,2028,347,70.5,57.2,71.9,,61.8,59.1,24,0,1,0,3,1,6,4,14,4,10,W MICHIGAN,W MICHIGAN,10.7,60
200045,Devin Miles,HB,0,,2026,347,67.3,55.8,69.4,,60.2,60,05,0,1,0,3,1,3,2,9,4,5,W MICHIGAN,W MICHIGAN,14.9,59.8
200280,Jon Adair,T,0,,2030,335,,60,64.4,,,52.6,79,0,1,0,0,0,0,1,1,0,1,VIRGINIA,VIRGINIA,,
200284,Dillon Newton-Short,WR,0,,2030,335,,55.5,72.5,,,60,15,0,1,0,0,6,0,6,12,6,6,VIRGINIA,VIRGINIA,,55.8
203434,Bear Bachmeier,QB,0,,2030,128,22.1,46.1,76.3,39.5,65.5,60,47,0,1,32,0,1,6,20,59,33,26,BYU,BYU,,54.3
203984,Qumonte Williams Jr.,WR,0,,2030,120,,59.1,68.8,,,60,83,0,1,0,0,1,0,2,3,1,2,BOISE ST,BOISE ST,,59.9
203997,Reggie Frischknecht,WR,0,,2029,128,,56.2,71.7,,,60.5,07,0,1,0,0,5,0,4,9,5,4,BYU,BYU,,56.5
204602,Kaleb Edwards,TE,0,,2030,103,64.1,63.7,76.7,,,60,81,0,1,0,4,26,0,6,36,30,6,ALABAMA,ALABAMA,73.9,62.8
204865,Dontrell Glover,G,0,,2030,173,,54.2,0,,,53.1,63,1,1,0,28,0,0,28,56,28,28,GEORGIA,GEORGIA,84.3,
204935,Gabe Glover,WR,0,,2029,196,,55.4,72.6,,,60,81,0,1,0,0,5,0,4,9,5,4,JVILLE ST,JVILLE ST,,55.9
204940,Lance Johnson,T,0,,2030,196,,68.4,77.1,,,64.8,79,0,1,0,33,0,0,32,65,33,32,JVILLE ST,JVILLE ST,72.3,
205436,Tra'jon Townsend,T,0,,2029,318,,42.3,0,,,51.7,74,1,1,0,28,0,0,12,40,28,12,TROY,TROY,41,
205552,Aveion Chenault,WR,0,,2030,347,64.6,61.5,76.5,,,65.7,18,0,1,0,0,17,0,29,46,17,29,W MICHIGAN,W MICHIGAN,,60.1
101661,Shadrick Byrd,HB,0,,2026,270,70.3,60.2,73.5,46.8,63.4,59.1,15,0,1,1,1,8,5,4,19,10,9,PRVIEW A&M,PRVIEW A&M,72.7,67.8
122306,Lamagea McDowell,HB,0,,2026,270,69.7,56.5,73.6,,57.3,57.3,23,0,1,0,2,3,5,14,24,5,19,PRVIEW A&M,PRVIEW A&M,72.3,57.9
123050,JaCobian Morgan,QB,0,,2026,194,65.1,62.2,72.4,48.9,69.4,60,15,0,1,9,0,0,0,11,20,9,11,JACKSON ST,JACKSON ST,,
123326,Cameron Peters,QB,0,,2026,270,21.9,63,77.5,72.9,54,60,04,0,1,33,0,1,23,24,81,34,47,PRVIEW A&M,PRVIEW A&M,,54.3
124182,Calvin McMillian,T,1,,2027,270,,45.6,0,,,49.7,66,2,1,0,34,0,0,47,81,34,47,PRVIEW A&M,PRVIEW A&M,66.6,
131399,Kobe Paul,WR,0,,2027,194,64.6,53.2,0,,,62.7,05,1,1,0,0,13,0,16,29,13,16,JACKSON ST,JACKSON ST,,56.7
138088,Jeremiah Mawali,T,0,,2026,270,,53.5,75,,,50.4,75,1,1,0,15,0,0,27,42,15,27,PRVIEW A&M,PRVIEW A&M,63.8,
144511,Cameron Bonner,WR,0,,2026,270,64.3,65.7,73.6,,57.6,60.2,83,0,1,0,0,13,1,11,25,13,12,PRVIEW A&M,PRVIEW A&M,,68
144974,Cameron James,T,0,,2026,194,,59.7,67,,,58.8,58,0,1,0,0,0,0,2,2,0,2,JACKSON ST,JACKSON ST,,
150935,Jency Riley Jr.,TE,0,,2027,194,,62.3,75.7,,,66.2,81,0,1,0,5,6,0,17,28,11,17,JACKSON ST,JACKSON ST,74.6,55
156611,Isaiah Villanueva,G,0,,2027,194,,59.7,68,,,59.2,72,0,1,0,0,0,0,2,2,0,2,JACKSON ST,JACKSON ST,,
160146,Travon Jones,TE,0,,2027,270,64.1,54.2,78.1,,,53.9,08,0,1,0,3,19,0,26,48,22,26,PRVIEW A&M,PRVIEW A&M,74.7,54.5
160288,Jyziah Rockwell,WR,0,,2028,270,65,74.1,81.3,,,62.7,11,0,1,0,0,34,0,46,80,34,46,PRVIEW A&M,PRVIEW A&M,,73.8
163131,Jameel Gardner Jr.,WR,0,,2027,194,,48.2,76.1,,,61.2,07,0,1,0,0,20,0,22,42,20,22,JACKSON ST,JACKSON ST,,47.6
163238,Kheagian Heckaman,TE,0,,2028,270,,66.6,71.3,,59.3,75.9,33,0,1,0,1,0,1,8,10,1,9,PRVIEW A&M,PRVIEW A&M,63.9,
165751,Andre Dennis,WR,0,,2026,270,71,60.1,78,,59.7,61.9,10,0,1,0,0,32,1,46,79,32,47,PRVIEW A&M,PRVIEW A&M,,59.7
172885,Quaveon Davis,T,0,,2028,194,,63.8,75.1,,,59.9,79,0,1,0,20,0,0,24,44,20,24,JACKSON ST,JACKSON ST,71.2,
