playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepDefense,gradesFgepOffense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesKickReturn,gradesPuntReturn,gradesPunter,gradesFgepKicker,gradesKickoffKicker,gradesLongSnap
174557,Devin Walter,P,0,0,,2027,274,,60,60.8,68,S49,0,0,1,2,0,0,0,8,0,0,RHODE ISLD,RHODE ISLD,10,,,51.4,,,
175070,Dallas Afalava,DI,0,0,,2028,185,59.6,,60.2,64.5,D52,0,0,1,0,1,0,0,0,1,0,IDAHO,IDAHO,2,,,,,,
175073,Ethan Beard,S,0,0,,2028,185,60,,60,61.7,D41,0,0,1,0,1,0,0,0,0,0,IDAHO,IDAHO,1,,,,,,
175074,Ryder Bordner,LB,0,0,,2028,185,,,61.9,66.9,D42,0,0,1,0,0,6,1,0,0,0,IDAHO,IDAHO,7,,,,,,
175078,Jaxton Eck,LB,0,0,,2028,185,59.8,,61.5,66.2,D06,0,0,1,0,1,5,2,3,2,0,IDAHO,IDAHO,13,59.9,,,,,
175085,Mark Hamper,WR,0,0,,2028,185,,,60.2,65.4,15,0,0,1,0,0,2,0,0,0,0,IDAHO,IDAHO,2,,,,,,
175086,LJ Harm,P,0,0,,2026,185,,60,60.6,65.1,S47,0,0,1,4,0,0,0,3,0,0,IDAHO,IDAHO,7,,,60.2,,,
175089,Keyshawn James-Newby,ED,0,0,2026,2026,185,,,60,64.8,D01,0,0,1,0,0,0,0,0,2,0,IDAHO,IDAHO,2,,,,,,
175091,Zach Johnson,LB,0,0,,2028,185,60,,62.4,67.4,D11,0,0,1,0,2,0,0,3,4,0,IDAHO,IDAHO,9,,,,,,
175095,Jahkari Larmond,DI,0,0,,2025,185,59.4,,60.2,64.6,D05,0,0,1,0,1,0,0,0,1,0,IDAHO,IDAHO,2,,,,,,
175096,Julian Lee,DI,0,0,,2028,185,59.6,60,60.9,67.1,D33,0,0,1,4,1,0,0,0,0,0,IDAHO,IDAHO,5,,,,,,
175097,Andrew Marshall,CB,0,0,,2028,185,60,,60.6,64.9,D07,0,0,1,0,2,4,2,0,4,0,IDAHO,IDAHO,12,,72.9,,,,
175098,Carlos Matheney,HB,0,0,,2028,185,,,60,65.5,25,0,0,1,0,0,0,1,0,0,0,IDAHO,IDAHO,1,,,,,,
175100,Matyus McLain,ED,0,0,,2028,185,59.7,60,66.2,62.8,D89,0,0,1,4,1,0,0,3,0,1,IDAHO,IDAHO,8,,,,,,
175105,Brayden Rice,CB,0,0,,2028,185,,,60.1,64,D13,0,0,1,0,0,0,3,0,0,0,IDAHO,IDAHO,3,,,,,,
175113,Art Williams,HB,0,0,,2028,185,,,60,63,23,0,0,1,0,0,0,1,0,0,0,IDAHO,IDAHO,1,,,,,,
175338,Logan Galletta,WR,0,0,,2029,205,,,59.8,66.1,81,0,0,1,0,0,0,6,0,0,0,LEHIGH,LEHIGH,6,,,,,,
175534,A.J. Tisdell,CB,0,0,,2028,189,60,,60.5,66.4,D21,0,0,1,0,2,0,0,0,1,0,INCAR WORD,INCAR WORD,3,,,,,,
176760,Everett Carr,T,0,0,,2028,233,,60,61.5,63.4,57,0,0,1,7,0,0,0,0,0,0,MONTANA ST,MONTANA ST,7,,,,,,
176762,Colson Coon,HB,0,0,,2028,233,,,62.9,70.4,28,0,0,1,0,0,8,4,5,8,0,MONTANA ST,MONTANA ST,25,,,,,,
176764,Patrick Duchien,QB,0,0,,2028,233,,60,60.6,60.7,15,0,1,1,7,0,0,0,0,0,0,MONTANA ST,MONTANA ST,7,,,,,,
176765,Tayden Gray,CB,0,0,,2028,233,60,,63.2,71.2,D07,0,0,1,0,1,8,0,0,8,0,MONTANA ST,MONTANA ST,17,,,,,,
176766,Bryce Grebe,LB,0,0,,2028,233,60,,60,62.9,D10,0,0,1,0,1,0,0,0,0,0,MONTANA ST,MONTANA ST,1,,,,,,
176768,Cedric Jefferson,T,0,0,,2029,233,,60,61.4,62.2,73,0,0,1,7,0,0,0,0,0,0,MONTANA ST,MONTANA ST,7,,,,,,
176769,Adam Jones,HB,0,0,,2028,233,,,60,64.9,23,0,0,1,0,0,0,1,0,0,0,MONTANA ST,MONTANA ST,1,,,,,,
176774,Colter Petre,S,0,0,,2028,233,,,72.9,68.2,D24,0,0,1,0,0,8,0,5,0,1,MONTANA ST,MONTANA ST,13,,,,,,
176775,Andrew Powdrell,CB,0,0,,2028,233,59.9,,39.4,26.7,D01,0,1,1,0,1,0,0,4,6,0,MONTANA ST,MONTANA ST,11,,,,,,
176776,Hunter Provience,TE,0,0,,2028,233,,,60.2,65.5,86,0,0,1,0,0,0,3,0,0,0,MONTANA ST,MONTANA ST,3,59.9,,,,,
176777,Hunter Sharbono,DI,0,0,,2028,233,59.6,,59.8,62,D90,0,0,1,0,1,0,0,0,0,0,MONTANA ST,MONTANA ST,1,,,,,,
176779,Cole Taylor,LB,0,0,,2028,233,,,63.1,71.1,D34,0,0,1,0,0,0,3,5,8,0,MONTANA ST,MONTANA ST,16,,,,,,
176780,Jacob Trimble,WR,0,0,,2027,233,,,60,63.7,25,0,0,1,0,0,0,1,0,0,0,MONTANA ST,MONTANA ST,1,,,,,,
176847,Jordan Fisher,HB,0,0,,2028,322,,,61.5,66.3,20,0,0,1,0,0,0,0,0,5,0,UC DAVIS,UC DAVIS,5,,,,,,
176848,William Fowler,S,0,0,,2028,322,,,62,66,D25,0,0,1,0,0,7,2,0,0,0,UC DAVIS,UC DAVIS,9,,,,,,
176850,Sam Goligoski,ED,0,0,,2028,322,,,62.3,70.2,D31,0,0,1,0,0,0,0,0,5,0,UC DAVIS,UC DAVIS,5,,,,,,
176858,Lamont Shamburger,S,0,0,,2026,322,60,,62.1,67,D07,0,0,1,0,3,7,0,0,5,0,UC DAVIS,UC DAVIS,15,,,,,,
176860,Ian Simpson,TE,0,1,,2026,322,,,33.9,25.3,00,0,1,1,0,0,5,3,0,0,0,UC DAVIS,UC DAVIS,8,,,,,,
177111,Kayode Amusan,ED,0,0,,2028,188,,,60.9,69.1,D40,0,0,1,0,0,0,7,0,0,0,ILL STATE,ILL STATE,7,,,,,,
177112,Patrick Bauer,ED,0,0,,2028,188,,,74.1,67.5,D43,0,0,1,0,0,3,0,5,0,1,ILL STATE,ILL STATE,8,,,,,,
177115,Steven Curtis,DI,0,0,,2028,188,59.5,,60.3,65.5,D08,0,0,1,0,5,0,0,0,1,0,ILL STATE,ILL STATE,6,,,,,,
177116,Tommy Donovan,WR,0,0,,2028,188,,,60.8,67.2,12,0,0,1,0,0,3,0,0,0,0,ILL STATE,ILL STATE,3,,,,,,
177120,Hayden Futch,K,0,0,,2028,188,,60,60.7,66.6,S41,0,0,1,3,0,0,0,5,0,0,ILL STATE,ILL STATE,8,,,64.1,,,
177127,Paul Omodia,CB,0,0,,2028,188,,,74,67.7,D23,0,0,1,0,0,0,0,5,0,1,ILL STATE,ILL STATE,5,,,,,,
177128,Teon Parks,CB,0,0,,2028,188,59.6,,61.1,68.4,D26,0,0,1,0,6,3,0,0,4,0,ILL STATE,ILL STATE,13,,,,,,
177129,Brady Probst,TE,0,0,,2028,188,,,59.3,65.9,86,0,0,1,0,0,0,7,0,0,0,ILL STATE,ILL STATE,7,,,,,,
177131,Evan Sierra,S,0,0,,2028,188,,,61.4,68.6,D18,0,0,1,0,0,3,0,0,2,0,ILL STATE,ILL STATE,5,,,,,,
177132,Jamarcus Smith,LB,0,0,,2028,188,,,60.2,69.8,D42,0,0,1,0,0,0,7,0,0,0,ILL STATE,ILL STATE,7,,,,,,
177187,Larenzo Fenner,WR,0,0,,2028,291,,,59.9,65.5,06,0,0,1,0,0,0,6,0,0,0,S DAKOTA,S DAKOTA,6,,,,,,
177191,Gabriel Hardman,LB,0,0,,2028,291,,,61.6,68.3,D33,0,0,1,0,0,7,0,0,0,0,S DAKOTA,S DAKOTA,7,,,,,,
177198,Jesse Miller,TE,0,0,,2028,291,,60,61.5,61.6,83,0,0,1,7,0,0,0,0,0,0,S DAKOTA,S DAKOTA,7,,,,,,
177200,L.J. Phillips Jr.,HB,0,0,,2028,291,,,59.4,65.7,24,0,0,1,0,0,0,6,0,0,0,S DAKOTA,S DAKOTA,6,,,,,,
177205,Roman Tillmon,S,0,0,,2028,291,59.9,,67.4,64.9,D01,0,0,1,0,1,7,0,0,0,1,S DAKOTA,S DAKOTA,8,,,,,,
177222,Kentrell Prejean,WR,0,0,,2029,292,,,60,61.6,04,0,0,1,0,0,0,2,0,0,0,S DAK ST,S DAK ST,2,59.6,,,,,
177225,Noah St-Juste,CB,0,0,,2029,292,,,62,69.9,D16,0,0,1,0,0,4,0,0,5,0,S DAK ST,S DAK ST,9,,,,,,
177226,Davin Stoffel,TE,0,0,,2028,292,,60,61.1,63.4,87,0,0,1,6,0,0,2,3,0,0,S DAK ST,S DAK ST,11,,,,,,
177227,Kolten Tilford,S,0,0,,2027,292,60,,85.2,70.4,D26,0,0,1,0,1,6,0,3,5,2,S DAK ST,S DAK ST,15,,,,,,
177228,Chase Van Tol,CB,0,0,,2029,292,,,62.1,66.6,D28,0,0,1,0,0,6,0,0,0,0,S DAK ST,S DAK ST,6,,,,,,
177231,Griffin Wilde,WR,0,0,,2028,292,,,60,62.9,18,0,0,1,0,0,0,2,0,0,0,S DAK ST,S DAK ST,2,,,,,,
177531,Corey Harris Jr.,HB,0,0,,2027,310,,,59.8,69.9,22,0,0,1,0,0,0,8,8,0,0,TENN MARTN,TENN MARTN,16,,,,,,
177535,Chris Franklin,HB,0,0,,2028,310,,,63.2,69.2,21,0,0,1,0,0,1,0,0,5,0,TENN MARTN,TENN MARTN,6,,,,,,
177538,Jaren Bowling,TE,0,0,,2028,310,,60,60.5,64.2,85,0,0,1,3,0,0,8,0,0,0,TENN MARTN,TENN MARTN,11,,,,,,
177573,Taylor Burton,ED,0,0,,2028,310,58.2,,57.5,60,D13,0,0,1,0,4,0,0,0,0,0,TENN MARTN,TENN MARTN,4,,,,,,
177591,Jamal Mayers,CB,0,0,,2028,310,,,81.2,71.2,D29,0,0,1,0,0,0,0,8,5,2,TENN MARTN,TENN MARTN,13,,,,,,
177612,Colton Peoples,LS,0,0,,2026,310,,60,76.9,64,S42,0,0,1,3,0,0,0,8,0,1,TENN MARTN,TENN MARTN,11,,,,,,83.7
177844,Sully Croker,K,0,0,,2028,219,,,60,67.8,S92,0,0,1,0,0,4,0,0,0,0,MERCER,MERCER,4,,,,,56.6,
177849,Jaiden Hamilton,LS,0,0,,2028,219,,60,67.3,64.1,S56,0,0,1,3,0,0,0,9,0,0,MERCER,MERCER,12,,,,,,84.3
178149,Lucas Freitas,G,0,0,,2028,232,,60,60.5,64.8,78,0,0,1,2,0,0,0,0,0,0,MONTANA,MONTANA,2,,,,,,
178150,Grant Glasgow,K,0,0,,2027,232,,,60,67.8,S97,0,0,1,0,0,4,0,0,0,0,MONTANA,MONTANA,4,,,,,60.3,
178155,Hayden Opitz,LB,0,0,,2028,232,,,61.7,68.4,D59,0,0,1,0,0,4,0,5,3,0,MONTANA,MONTANA,12,,,,,,
178156,Clay Oven,LB,0,0,,2028,232,,,61.6,68.3,D58,0,0,1,0,0,4,0,5,3,0,MONTANA,MONTANA,12,,,,,,
178160,Cy Stevenson,LB,0,0,,2028,232,,,61.7,68.6,D52,0,0,1,0,0,4,6,5,3,0,MONTANA,MONTANA,18,,,,,,
178455,Steve Albert Jr.,LB,0,0,,2028,401,59.9,,61.6,69.6,D25,0,0,1,0,2,0,7,0,2,0,TARLETON,TARLETON,11,,,,,,
178462,Kasyus Kurns,CB,0,0,,2026,401,60,,60.7,66.5,D02,0,0,1,0,7,0,0,0,0,0,TARLETON,TARLETON,7,,,,,,
178464,Fischer Ohrt,WR,0,0,,2026,401,,,60,67.2,O81,0,0,1,0,0,0,0,0,2,0,TARLETON,TARLETON,2,,,,,,
178465,Dawson Otto,TE,0,0,,2025,401,,60,61.1,60.5,85,0,0,1,5,0,0,0,0,0,0,TARLETON,TARLETON,5,,,,,,
178946,Brack Peacock,K,0,0,,2028,189,,,60,62.9,S46,0,0,1,3,0,0,0,0,0,0,INCAR WORD,INCAR WORD,3,,,,63.8,,
179384,Hudson Metcalf,LB,0,0,,2025,292,,,60.2,66.3,D15,0,0,1,0,0,0,2,0,0,0,S DAK ST,S DAK ST,2,,,,,,
182314,Ty Rawls,S,0,0,,2026,401,60,,60.1,61.9,D06,0,0,1,0,6,0,0,0,0,0,TARLETON,TARLETON,6,,,,,,
182317,Charles Perkins,ED,0,0,,2025,401,59.4,,59.6,64.2,D56,0,0,1,0,6,0,0,0,0,0,TARLETON,TARLETON,6,,,,,,
182321,Deonte Bryant,ED,0,0,,2025,401,59.1,,59.2,63.6,D46,0,0,1,0,5,0,0,0,0,0,TARLETON,TARLETON,5,,,,,,
182717,Hugo Nash,P,0,0,,2027,100,,60,60.4,60.5,S33,0,0,1,5,0,0,0,0,0,0,ABILENE CH,ABILENE CH,5,,,,,,
182776,Joseph Adema,LS,0,0,,2028,322,,63.4,65.5,63.2,S48,0,0,1,6,0,0,0,4,0,0,UC DAVIS,UC DAVIS,10,,,,,,79.8
182843,Artis Hall,G,0,0,,2026,401,,60.3,61.7,66.8,58,0,0,1,5,0,0,0,0,0,0,TARLETON,TARLETON,5,,,,,,
182880,Connor Bonesio,TE,0,0,,2027,322,,60,61.1,64.2,15,0,0,1,6,0,0,3,0,0,0,UC DAVIS,UC DAVIS,9,,,,,,
182907,Tramaine Chism,DI,0,0,,2026,401,59.3,,59.4,63.9,D92,0,0,1,0,7,0,0,0,0,0,TARLETON,TARLETON,7,,,,,,
185105,Zaire Collier,C,0,0,,2028,322,,61.5,62,67.2,52,0,0,1,6,0,0,0,0,0,0,UC DAVIS,UC DAVIS,6,,,,,,
185543,Donovan Woolen,CB,0,0,,2029,250,,,63.1,71.9,D51,0,0,1,0,0,10,6,0,3,0,N DAK ST,N DAK ST,19,,,,,,
185545,Nate Ewell,LB,0,0,,2026,291,60,,60.1,61.2,D00,0,0,1,0,5,0,0,0,0,0,S DAKOTA,S DAKOTA,5,,,,,,
185549,Trey Ridley,S,0,0,,2029,292,,,68.6,70.5,D31,0,0,1,0,0,6,0,0,3,1,S DAK ST,S DAK ST,9,,,,,,
185682,Sammy Ayache,T,0,0,,2029,205,,60,60.6,63.6,64,0,0,1,3,0,0,0,0,0,0,LEHIGH,LEHIGH,3,,,,,,
185685,Vincent Cordoba,WR,0,0,,2028,205,,,60.3,68.7,18,0,0,1,0,0,3,0,4,0,0,LEHIGH,LEHIGH,7,,,,,,
185686,Aaron Crossley,HB,0,0,,2029,205,,,60.8,68.7,05,0,0,1,0,0,0,6,0,0,0,LEHIGH,LEHIGH,6,,,,,,
185689,Luke Denny,S,0,0,,2029,205,,,60.7,67.9,D28,0,0,1,0,0,0,0,0,3,0,LEHIGH,LEHIGH,3,,,,,,
185690,Talan Dudley,LB,0,0,,2029,205,,,66.1,65.7,D44,0,0,1,0,0,3,0,0,0,1,LEHIGH,LEHIGH,3,,,,,,
185693,Jaden Green,HB,0,0,,2029,205,,,60,62.3,00,0,0,1,0,0,0,6,0,0,0,LEHIGH,LEHIGH,6,58.7,,,,,
185697,Bryce Izundu,ED,0,0,,2028,205,,,62.2,71.6,D52,0,0,1,0,0,3,0,0,3,0,LEHIGH,LEHIGH,6,,,,,,
185705,Connor Poole,K,0,0,,2029,205,,,60,68.5,S36,0,0,1,0,0,3,0,4,0,0,LEHIGH,LEHIGH,7,,,67.8,,61.3,
185706,Lorenzo Portella,DI,0,0,,2029,205,59.6,,59.8,62.4,D93,0,0,1,0,1,0,0,0,0,0,LEHIGH,LEHIGH,1,,,,,,
185708,Colby Reph,G,0,0,,2029,205,,60,61.1,65.7,68,0,0,1,3,0,0,0,0,0,0,LEHIGH,LEHIGH,3,,,,,,
185710,Aiden Schomp,TE,0,0,,2028,205,,60,60.5,60.7,43,0,0,1,3,0,0,0,0,0,0,LEHIGH,LEHIGH,3,,,,,,
185711,Mekhai Smith,S,1,0,,2029,205,,,64.3,67,D22,0,0,1,0,0,3,0,4,3,0,LEHIGH,LEHIGH,10,,,,,,
185872,Carmelo O'neal,CB,0,0,,2029,219,,,64.8,76,D07,0,0,1,0,0,0,2,0,8,0,MERCER,MERCER,10,,,,,,
185875,Cole Shaw,WR,0,0,,2029,219,,,60.4,66.3,82,0,0,1,0,0,0,0,0,5,0,MERCER,MERCER,5,,,,,,
185994,Terrell Elliott,DI,0,0,,2028,189,59.6,,60.1,64.4,D41,0,0,1,0,1,0,0,7,0,0,INCAR WORD,INCAR WORD,8,,,,,,
185995,Drew Merrill,S,1,0,,2026,189,,,66.6,67.3,D23,0,0,1,0,0,4,3,3,7,0,INCAR WORD,INCAR WORD,17,,,,,,
186141,Owen Adams,K,0,0,,2029,185,,,60,68.9,S29,0,0,1,0,0,6,0,0,0,0,IDAHO,IDAHO,6,,,,,74.9,
186142,Cale Allen,LB,0,0,,2029,185,,,61.8,67.5,D30,0,0,1,0,0,6,0,0,0,0,IDAHO,IDAHO,6,,,,,,
186143,Joshua Barnes,CB,0,0,,2029,185,60,,60.1,63.8,D08,0,0,1,0,1,1,0,0,0,0,IDAHO,IDAHO,2,,,,,,
186155,Tony Harste,WR,0,0,,2029,185,,,60,63.7,04,0,0,1,0,0,0,1,0,0,0,IDAHO,IDAHO,1,,,,,,
186156,Cruz Hepburn,LB,0,0,,2027,185,60,60,62.1,69.7,D44,0,0,1,4,1,1,0,3,2,0,IDAHO,IDAHO,11,,,,,,
186160,Matt Irwin,S,0,0,,2029,185,60,,61.8,66.2,D28,0,0,1,0,1,6,1,0,2,0,IDAHO,IDAHO,10,,,,,,
186179,Noah West-Baranco,WR,0,0,,2029,185,,,60.3,63.6,81,0,0,1,0,0,1,1,0,0,0,IDAHO,IDAHO,2,,,,,,
186180,Diezel Wilkinson,S,0,0,,2029,185,60,,62.4,68.4,D24,0,0,1,0,1,6,0,0,2,0,IDAHO,IDAHO,9,,,,,,
186382,Damill Bostic Jr.,CB,0,0,,2029,334,,,61.1,68.6,D36,0,0,1,0,0,0,0,0,3,0,VILLANOVA,VILLANOVA,3,,,,,,
186384,Omari Bursey,LB,0,0,,2030,334,,,61.9,69.2,D32,0,0,1,0,0,0,4,0,4,0,VILLANOVA,VILLANOVA,8,,,,,,
186387,Ryan Cregan,T,0,0,,2029,334,,60,60,60.7,79,0,0,1,2,0,0,0,0,0,0,VILLANOVA,VILLANOVA,2,,,,,,
186389,Newton Essiem,CB,0,0,,2029,334,59.8,,61.2,68.7,D38,0,0,1,0,3,0,0,0,4,0,VILLANOVA,VILLANOVA,7,,,,,,
186400,Jamie Tyson,CB,0,0,,2030,334,,,60.9,67,D23,0,0,1,0,0,0,0,0,4,0,VILLANOVA,VILLANOVA,4,,,,,,
188565,Tyler Murray,G,0,0,,2029,219,,60,61.1,65.7,57,0,0,1,3,0,0,0,0,0,0,MERCER,MERCER,3,,,,,,
188573,Andrew Zock,ED,0,0,,2029,219,59.9,,62.5,78.7,D94,0,0,1,0,2,0,0,0,3,0,MERCER,MERCER,5,,,,,,
191480,Unterrio Latin-Henley,HB,0,0,,2028,233,,,62,66.9,31,0,0,1,0,0,8,3,0,0,0,MONTANA ST,MONTANA ST,11,60,,,,,
191482,Jhase McMillan,CB,0,0,,2030,233,60,,62.8,72.1,D12,0,0,1,0,1,8,3,0,8,0,MONTANA ST,MONTANA ST,20,,,,,,
191486,Dane Steel,WR,0,0,,2029,233,,,63.7,69.2,35,0,0,1,0,0,8,4,0,8,0,MONTANA ST,MONTANA ST,20,,,,,,
191985,Taylen Eady,S,0,0,,2030,250,,,61,68.5,D26,0,0,1,0,0,0,0,0,3,0,N DAK ST,N DAK ST,3,,,,,,
191998,Will Steil,S,0,0,,2030,250,,,60.9,69.9,D20,0,0,1,0,0,0,6,0,0,0,N DAK ST,N DAK ST,6,,,,,,
192003,Will Washington,CB,0,0,,2028,250,,,60.6,66.1,D34,0,0,1,0,0,0,0,0,3,0,N DAK ST,N DAK ST,3,,,,,,
192004,Jackson Williams,WR,0,0,,2029,250,,,60.2,63.2,81,0,0,1,0,0,0,6,0,3,0,N DAK ST,N DAK ST,9,70.5,62.2,,,,
192026,Kobe Clayborne,ED,0,0,,2026,292,59.7,,59.8,62,D94,0,0,1,0,2,0,0,0,0,0,S DAK ST,S DAK ST,2,,,,,,
192037,Anthony Palano,LB,0,0,,2029,292,,,60.6,64.9,D42,0,0,1,0,0,2,0,0,0,0,S DAK ST,S DAK ST,2,,,,,,
192051,Maxwell Woods,HB,0,0,,2029,292,,,60,63.3,34,0,0,1,0,0,0,2,0,1,0,S DAK ST,S DAK ST,3,63,60.3,,,,
192389,Luke Anderson,LB,0,0,,2028,401,,,60,64.8,D22,0,0,1,0,0,0,0,0,2,0,TARLETON,TARLETON,2,,,,,,
192433,Kyle Jackson,LB,0,0,,2027,401,60.1,,60.9,68.8,D19,0,0,1,0,3,0,7,0,0,0,TARLETON,TARLETON,10,,,,,,
192459,Jeremiah Postell,S,0,0,,2027,401,,,62.3,68,D21,0,0,1,0,0,6,0,0,2,0,TARLETON,TARLETON,8,,,,,,
192461,Bam Smith,LB,0,0,,2026,401,59.8,,60,62.6,D17,0,0,1,0,5,0,0,0,0,0,TARLETON,TARLETON,5,,,,,,
192462,Braden Smith,DI,0,0,,2029,401,59.7,,60,61.8,D90,0,0,1,0,1,0,0,0,0,0,TARLETON,TARLETON,1,,,,,,
192470,Branson Tita-Nwa,CB,0,0,,2026,401,60,,52.4,25.7,D08,0,1,1,0,1,6,0,0,0,1,TARLETON,TARLETON,7,,,,,,
192502,Kyon Loud,CB,0,0,,2029,232,60,,60.3,65.2,D14,0,0,1,0,3,0,0,0,0,0,MONTANA,MONTANA,3,,,,,,
192677,Raydrian Baltrip,WR,0,0,,2029,100,,,60,64.6,14,0,0,1,0,0,0,10,0,0,0,ABILENE CH,ABILENE CH,10,,,,,,
192680,Carson Finney,S,0,0,,2029,100,,,60.3,71.2,D21,0,0,1,0,0,0,10,2,1,0,ABILENE CH,ABILENE CH,13,,,,,,
192686,Micho Lavine,LB,0,0,,2029,100,,,62.5,67.2,D17,0,0,1,0,0,6,0,0,1,0,ABILENE CH,ABILENE CH,7,,,,,,
192687,Trace Low,LB,0,0,,2029,100,,,62.3,69,D37,0,0,1,0,0,6,0,0,1,0,ABILENE CH,ABILENE CH,7,,,,,,
192832,Gage Hinkley,LB,0,0,,2029,274,,,65,70.3,D55,0,0,1,0,0,0,0,0,9,0,RHODE ISLD,RHODE ISLD,9,,,,,,
192837,Chaas McCoy,CB,0,0,,2029,274,,,61.4,69.1,D38,0,0,1,0,0,0,4,0,9,0,RHODE ISLD,RHODE ISLD,13,,,,,,
196859,Jacob Clark,LB,0,0,,2027,291,,,62.3,67.3,D34,0,0,1,0,0,7,0,0,0,0,S DAKOTA,S DAKOTA,7,,,,,,
197017,Jaren Van Winkle,K,0,0,,2026,310,,,61,69.5,S47,0,0,1,3,0,4,0,8,0,0,TENN MARTN,TENN MARTN,15,,,72.9,63.3,64.1,
197054,Mikey Munn,CB,0,0,,2029,291,,,60.8,66.8,D26,0,0,1,0,0,7,6,2,0,0,S DAKOTA,S DAKOTA,15,59,,,,,
197598,Andrew Smithberger,TE,0,0,,2029,310,,60,60,65.8,88,0,0,1,3,0,0,8,4,0,0,TENN MARTN,TENN MARTN,15,,,,,,
197702,Duncan Viscum,LS,0,0,,2029,291,,64.9,64.5,62.7,S53,0,0,1,7,0,0,0,2,0,0,S DAKOTA,S DAKOTA,9,,,,,,76.6
197770,Aidan Maddox,ED,0,0,,2028,310,,,60.4,70.3,D45,0,0,1,0,0,1,8,0,0,0,TENN MARTN,TENN MARTN,9,,,,,,
197792,Nick Rigas,K,0,0,,2029,189,,,60,67.8,S95,0,0,1,0,0,4,0,0,0,0,INCAR WORD,INCAR WORD,4,,,,,56.6,
