playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesFgepOffense,gradesKickReturn,gradesFgepKicker,gradesKickoffKicker,gradesLongSnap,gradesPunter,gradesPuntReturn
146130,Trace Bruckler,TE,0,0,,2026,226,61.5,64.1,85,0,0,1,7,0,0,1,3,0,0,OLE MISS,OLE MISS,11,,60,,,,,,
146255,Isaiah Taylor,CB,0,0,,2027,220,59.9,64.5,D28,0,0,1,0,0,0,3,0,0,0,MIAMI FL,MIAMI FL,3,,,,,,,,
146438,Koli Faaiu,C,0,0,,2026,312,60.6,61.5,61,0,0,1,2,0,0,0,0,0,0,TEXAS A&M,TEXAS A&M,2,,60,,,,,,
146508,De'Zhaun Stribling,WR,0,0,2026,2026,226,60.3,66.4,01,0,0,1,0,0,0,1,0,1,0,OLE MISS,OLE MISS,2,,,,,,,,
146540,Charlie Pickard,C,0,0,,2026,264,61.9,68.3,70,0,0,1,7,0,0,0,2,0,0,OREGON,OREGON,9,,60,,,,,,
146559,Luke Basso,LS,0,0,2026,2026,264,64.5,62.7,S43,0,0,1,7,0,0,0,2,0,0,OREGON,OREGON,9,,64.9,,,,76.6,,
146608,Deontae Lawson,LB,0,0,2026,2026,103,60.5,66.6,D00,0,0,1,0,4,7,0,7,1,0,ALABAMA,ALABAMA,19,60,,,,,,,
146617,Tim Keenan III,DI,0,0,2026,2026,103,59.8,65.7,D96,0,0,1,0,3,0,0,0,1,0,ALABAMA,ALABAMA,4,59.3,,,,,,,60
146619,Carter Short,LS,0,0,,2026,226,73.8,63,S93,0,0,1,7,0,0,0,3,0,1,OLE MISS,OLE MISS,10,,64.9,,,,61.2,,
146776,Sage Ryan,S,0,0,,2026,226,60.7,65.9,D03,0,0,1,0,1,0,3,0,1,0,OLE MISS,OLE MISS,5,60,,,,,,,
146810,Joshua Pfeifer,WR,0,0,,2026,226,60,62.1,82,0,0,1,0,0,1,0,0,0,0,OLE MISS,OLE MISS,1,,,,,,,,
146815,Jayden Williams,T,0,0,2026,2026,226,61.5,63.9,50,0,0,1,7,0,0,0,0,0,0,OLE MISS,OLE MISS,7,,60,,,,,,
146983,Randy Bond,K,0,0,,2026,312,60,66.7,S47,0,0,1,1,0,3,0,0,0,0,TEXAS A&M,TEXAS A&M,4,,,,60,69.1,,,
147009,Albert Regis,DI,0,0,2026,2026,312,54.5,64.8,D17,0,0,1,0,4,0,0,4,0,0,TEXAS A&M,TEXAS A&M,8,58.9,,,,,,,
147019,Trey Zuhn III,T,0,0,2026,2026,312,60.2,65.8,60,0,0,1,2,0,0,0,0,0,0,TEXAS A&M,TEXAS A&M,2,,60,,,,,,
147143,Dre Washington,HB,0,0,,2026,103,61.8,69.4,20,0,0,1,0,0,7,0,0,0,0,ALABAMA,ALABAMA,7,,,,,,,,
147252,Damien Taylor,HB,0,0,,2026,226,62.6,67.8,12,0,0,1,0,0,8,2,0,1,0,OLE MISS,OLE MISS,11,,,,,,,,
147370,Keelan Marion,WR,0,0,2026,2026,220,60,61.8,00,0,0,1,0,0,0,3,0,0,0,MIAMI FL,MIAMI FL,3,,,58.9,,,,,
147475,Logan Diggs,HB,0,0,,2026,226,60,64.2,22,0,0,1,0,0,0,2,0,0,0,OLE MISS,OLE MISS,2,,,,,,,,
148357,Kye Holmes,S,0,0,,2026,197,61.2,64.6,D12,0,0,1,0,0,6,0,0,0,0,JAMES MAD,JAMES MAD,6,,,,,,,,
148364,Josh Toner,G,0,0,,2026,197,61,62.6,72,0,0,1,5,0,0,0,0,0,0,JAMES MAD,JAMES MAD,5,,60,,,,,,
148387,Xavier Holmes,ED,0,0,2026,2026,197,59.8,67.6,D09,0,0,1,0,0,0,0,6,1,0,JAMES MAD,JAMES MAD,7,,,,,,,,
148479,Chantz Harley,CB,0,0,,2026,197,60,66,D06,0,0,1,0,0,0,0,0,1,0,JAMES MAD,JAMES MAD,1,,,,,,,,
149293,Andrew Taddeo,DI,0,0,,2026,197,58.4,65.6,D33,0,0,1,0,7,0,0,0,0,0,JAMES MAD,JAMES MAD,7,58.5,,,,,,,
149418,Jordan Fuller,HB,0,0,,2026,197,59.2,67.2,23,0,0,1,0,0,0,0,6,0,0,JAMES MAD,JAMES MAD,6,,,,,,,,
149421,Curtis Harris-Lopez,S,0,0,,2026,197,61.7,69,D21,0,0,1,0,2,6,9,4,2,0,JAMES MAD,JAMES MAD,23,60,,53.5,,,,,
155544,Atticus Sappington,K,0,0,,2026,264,60.4,68.9,S36,0,0,1,4,0,8,0,0,0,0,OREGON,OREGON,12,,,,67,77.3,,,
156243,TJ Dottery,LB,0,0,,2027,226,60.7,65.1,D06,0,0,1,0,1,0,1,0,2,0,OLE MISS,OLE MISS,4,60,,,,,,,
156333,Nick Kelly,S,0,0,,2027,220,60.8,67.2,D36,0,0,1,0,0,3,0,0,0,0,MIAMI FL,MIAMI FL,3,,,,,,,,
156341,Wesley Bissainthe,LB,0,0,2026,2026,220,59.8,65.6,D31,0,0,1,0,2,0,0,5,1,0,MIAMI FL,MIAMI FL,8,59.8,,,,,,,
156351,George Pettaway,HB,0,0,,2027,197,59.4,62.6,06,0,0,1,0,0,0,9,0,0,0,JAMES MAD,JAMES MAD,9,,,58.2,,,,,
156520,Omari Hayes,WR,0,0,,2027,319,60,63.3,01,0,0,1,0,0,0,0,0,3,0,TULANE,TULANE,3,,,,,,,,62.2
156583,Patrick Rea,P,0,0,,2027,197,61,66.7,S11,0,0,1,5,0,0,0,6,0,0,JAMES MAD,JAMES MAD,11,,60,,,,,60.4,
156708,Jayden Mines,WR,0,0,,2027,197,45.4,69.3,02,1,0,1,0,0,5,9,6,1,0,JAMES MAD,JAMES MAD,21,,,,,,,,
156712,Wayne Knight,HB,0,0,,2028,197,60.5,65.5,03,0,0,1,0,0,2,0,0,2,0,JAMES MAD,JAMES MAD,4,,,,,,,,60.2
156719,Amar Thomas,ED,0,0,,2027,197,59.5,64.7,D08,0,0,1,0,7,0,0,0,1,0,JAMES MAD,JAMES MAD,8,59.1,,,,,,,
156721,Trent Hendrick,LB,0,0,,2027,197,61,66.7,D05,0,0,1,0,7,1,0,0,1,0,JAMES MAD,JAMES MAD,9,59.8,,,,,,,
156722,Jacob Thomas,S,0,0,2026,2026,197,74.4,66.9,D07,0,0,1,0,4,7,0,6,2,2,JAMES MAD,JAMES MAD,19,60,,,,,,,
156724,Justin Eaglin,CB,0,0,,2027,197,62,68,D30,0,0,1,0,7,2,0,0,2,0,JAMES MAD,JAMES MAD,11,60.1,,,,,,,
156974,Aiden Gobaira,ED,0,0,,2028,197,60.7,66.9,D97,0,0,1,5,7,0,9,6,1,0,JAMES MAD,JAMES MAD,28,59.4,60,,,,,,
157053,Micah Riley,TE,0,0,,2027,312,60.1,65.5,88,0,0,1,0,0,0,3,0,0,0,TEXAS A&M,TEXAS A&M,3,,,,,,,,
157144,Percy Lewis IV,T,0,0,,2026,226,62.1,62.3,73,0,0,1,7,0,0,0,0,0,0,OLE MISS,OLE MISS,7,,63.1,,,,,,
157204,James Ferguson-Reynolds,P,0,0,,2026,264,60.6,64,S46,0,0,1,5,0,0,0,2,0,0,OREGON,OREGON,7,,60,,,,,59.3,
157291,Damonic Williams,DI,0,0,2026,2026,261,59.4,62.6,D52,0,0,1,0,2,0,0,0,0,0,OKLAHOMA,OKLAHOMA,2,59.3,,,,,,,
157324,Tre'Von McAlpine,DI,0,0,,2027,319,59,64.4,D95,0,0,1,0,7,0,0,3,0,0,TULANE,TULANE,10,58.8,,,,,,,
157744,Cruz Rushing,S,0,0,,2027,264,60,62.3,D34,0,0,1,0,0,1,0,0,0,0,OREGON,OREGON,1,,,,,,,,
157976,Adam Booker,LS,0,0,,2027,220,47.4,63.6,S46,0,0,1,5,0,0,0,5,0,0,MIAMI FL,MIAMI FL,10,,61.6,,,,1.8,,
158071,Kip Lewis,LB,0,0,,2027,261,49.9,66.5,D10,0,0,1,0,5,4,0,0,0,0,OKLAHOMA,OKLAHOMA,9,60.1,,,,,,,
158074,Robert Spears-Jennings,S,0,0,2026,2026,261,60.2,64.1,D03,0,0,1,0,5,0,0,0,0,0,OKLAHOMA,OKLAHOMA,5,59.9,,,,,,,
158077,Ben Anderson,LS,0,0,,2027,261,63.4,63.8,S49,0,0,1,6,0,0,0,6,0,0,OKLAHOMA,OKLAHOMA,12,,63.4,,,,69.6,,
158089,Kobie McKinzie,LB,0,0,,2027,261,60,60.8,D11,0,0,1,0,1,0,0,0,0,0,OKLAHOMA,OKLAHOMA,1,60,,,,,,,
158098,Owen Heinecke,LB,0,0,,2027,261,72.2,69.1,D38,0,0,1,0,5,4,0,5,6,1,OKLAHOMA,OKLAHOMA,20,60,,,,,,,
158407,Alex Bauman,TE,0,0,,2026,220,61.1,65.5,87,0,0,1,5,0,0,3,5,0,0,MIAMI FL,MIAMI FL,13,,60,,,,,,
158415,Kameron Hamilton,ED,0,0,,2027,319,59.6,64.4,D06,0,0,1,0,7,0,0,0,0,0,TULANE,TULANE,7,59.4,,,,,,,
158417,Makhi Hughes,HB,0,0,,2028,264,60.7,68.3,20,0,0,1,0,0,0,5,0,0,0,OREGON,OREGON,5,,,,,,,,
158418,Shadre Hurst,G,0,0,,2027,319,60.1,64,56,0,0,1,2,0,0,0,0,0,0,TULANE,TULANE,2,,60,,,,,,
158421,Garrett Mmahat,WR,0,0,,2027,319,61.2,70.5,16,0,0,1,0,0,0,0,0,3,0,TULANE,TULANE,3,,,,,,,,
158546,Keon Sabb,S,1,0,,2027,103,71.8,67.8,D03,0,0,1,0,6,0,0,7,5,0,ALABAMA,ALABAMA,18,60,,,,,,,
158640,Bryce Anderson,S,0,0,,2027,312,60.6,66.6,D01,0,0,1,0,0,0,0,1,5,0,TEXAS A&M,TEXAS A&M,6,,,,,,,,
158646,AJ DiNota,HB,0,0,,2026,312,59.9,64.8,41,0,0,1,0,0,0,3,0,0,0,TEXAS A&M,TEXAS A&M,3,,,,,,,,
158656,Jarred Kerr,S,0,0,,2026,312,55,71.5,D33,1,0,1,0,0,3,3,5,5,0,TEXAS A&M,TEXAS A&M,16,,,,,,,,
158662,Theo Melin Ohrstrom,TE,0,0,,2027,312,60.4,61.9,17,0,0,1,2,0,0,0,1,0,0,TEXAS A&M,TEXAS A&M,3,,60,,,,,,
158665,Mark Nabou Jr.,C,0,0,,2027,312,60.5,64.8,54,0,0,1,2,0,0,0,0,0,0,TEXAS A&M,TEXAS A&M,2,,60,,,,,,
158828,Tate Sandell,K,0,0,,2027,261,60.2,67.3,S29,0,0,1,6,0,5,0,0,0,0,OKLAHOMA,OKLAHOMA,11,,,,58.8,59.5,,,
160084,Josiah Kennard,LS,0,0,,2026,197,53.9,61.7,S47,0,0,1,5,0,0,0,0,0,0,JAMES MAD,JAMES MAD,5,,58.2,,,,14.4,,
160382,Carson Kent,TE,0,0,,2027,261,60.4,65.4,86,0,0,1,6,0,0,7,0,0,0,OKLAHOMA,OKLAHOMA,13,,60,,,,,,
162732,Anez Cooper,G,0,0,2026,2026,220,61.6,62.1,73,0,0,1,5,0,0,0,0,0,0,MIAMI FL,MIAMI FL,5,,60.8,,,,,,
162733,Chris Graves Jr.,CB,1,0,,2027,226,80.7,65.3,D32,0,0,1,0,1,0,0,2,0,0,OLE MISS,OLE MISS,3,60,,,,,,,
162736,Matthew McCoy,G,0,0,,2027,220,61.5,67.8,78,0,0,1,5,0,0,0,0,0,0,MIAMI FL,MIAMI FL,5,,60,,,,,,
162737,Ahmad Moten Sr.,DI,0,0,,2027,220,60.8,65.6,D99,0,0,1,0,1,0,0,0,2,0,MIAMI FL,MIAMI FL,3,59.7,,,,,,,
162930,Carter Davis,K,0,0,,2026,220,60,66.2,S38,0,0,1,5,0,3,0,0,0,0,MIAMI FL,MIAMI FL,8,,,,59.8,69.1,,,
163041,Lucas Carneiro,K,0,0,,2027,226,60.6,68.5,S17,0,0,1,7,0,8,0,0,0,0,OLE MISS,OLE MISS,15,,,,73.6,77.3,,,
163288,Bryce Boettcher,LB,0,0,2026,2026,264,60.2,66.3,D28,0,0,1,0,4,0,2,2,0,0,OREGON,OREGON,8,60,,,,,,,
163293,Zach Grisham,CB,0,0,,2027,264,65,67.2,D24,0,0,1,0,0,7,0,0,0,0,OREGON,OREGON,7,,,,,,,,
163294,Dave Iuli,G,0,0,,2027,264,62.1,62.3,74,0,0,1,7,0,0,0,0,0,0,OREGON,OREGON,7,,63.1,,,,,,
163296,Ross James,P,0,0,,2026,264,60,60.3,S92,0,0,1,2,0,0,0,0,0,0,OREGON,OREGON,2,,60,,,,,,
163302,Kawika Rogers,G,0,0,,2027,264,61.9,68.8,73,0,0,1,7,0,0,0,0,0,0,OREGON,OREGON,7,,61,,,,,,
163547,Ricky Fletcher,CB,0,0,,2027,226,61,64.6,D09,0,0,1,0,1,0,0,0,3,0,OLE MISS,OLE MISS,4,60,,,,,,,
163598,Antonio Kite,CB,0,0,,2027,226,60.5,66.5,D08,0,0,1,0,0,0,0,0,2,0,OLE MISS,OLE MISS,2,,,,,,,,
163613,Alex Rozier,LS,0,0,,2027,103,62.8,61.8,S44,0,0,1,6,0,0,0,0,0,0,ALABAMA,ALABAMA,6,,63.4,,,,70.1,,
163635,Patrick Kutas,G,0,0,,2027,226,61.9,67.7,75,0,0,1,7,0,0,0,0,0,0,OLE MISS,OLE MISS,7,,60,,,,,,
163642,Isaiah Sategna III,WR,0,0,,2027,261,60.3,64.1,05,0,0,1,0,0,0,7,0,7,0,OKLAHOMA,OKLAHOMA,14,,,57.4,,,,,64.5
163644,Keionte Scott,CB,0,0,2026,2026,220,60.4,63,D00,0,0,1,0,2,0,0,0,1,0,MIAMI FL,MIAMI FL,3,60,,,,,,,
163648,Tyler Banks,LB,0,0,,2026,226,61.7,67.5,D38,0,0,1,0,2,7,3,3,1,0,OLE MISS,OLE MISS,16,59.9,,,,,,,
163652,Nick Cull,S,0,0,,2027,226,61.2,66.5,D29,0,0,1,0,2,2,0,0,2,0,OLE MISS,OLE MISS,6,60,,,,,,,
163658,Zxavian Harris,DI,0,0,2026,2026,226,61.2,62,D51,0,0,1,7,1,0,0,0,0,0,OLE MISS,OLE MISS,8,59.7,60,,,,,,
163745,Marvin Jones Jr.,ED,0,0,2026,2026,261,59.5,63.4,D97,0,0,1,0,4,0,0,0,0,0,OKLAHOMA,OKLAHOMA,4,59.4,,,,,,,
164154,Derrick Shepard Jr.,DI,0,0,,2027,319,60.1,61.5,D94,0,0,1,0,0,0,0,2,0,0,TULANE,TULANE,2,,,,,,,,
165010,Cristiano Rosa,K,0,0,,2027,197,60,68.9,S95,0,0,1,0,0,6,0,0,0,0,JAMES MAD,JAMES MAD,6,,,,,62.1,,,
167564,Wydett Williams Jr.,S,0,0,2026,2026,226,60,60.7,D16,0,0,1,0,1,0,0,0,0,0,OLE MISS,OLE MISS,1,60,,,,,,,
169698,Malik Benson,WR,0,0,2026,2026,264,60,63.9,04,0,0,1,0,0,0,0,0,5,0,OREGON,OREGON,5,,,,,,,,63.9
169973,Landry Cannon,G,0,0,,2028,319,60.6,61.5,74,0,0,1,2,0,0,0,0,0,0,TULANE,TULANE,2,,60,,,,,,
169974,Jean Claude Joseph III,LB,0,0,,2028,319,61,70.1,D44,0,0,1,0,0,3,8,3,0,0,TULANE,TULANE,14,,,,,,,,
169979,Jah'rie Garner,ED,0,0,,2028,319,60.3,64.5,D48,0,0,1,0,4,2,0,0,0,0,TULANE,TULANE,6,59.5,,,,,,,
169982,Joker Johnson,CB,0,0,,2028,319,61,66.5,D20,0,0,1,0,7,0,0,0,0,0,TULANE,TULANE,7,60.1,,,,,,,
169985,Joshua Moore,S,0,0,,2028,319,61.9,69.7,D30,0,0,1,0,4,3,8,3,3,0,TULANE,TULANE,21,59.9,,,,,,,
169987,Darion Reed,T,0,0,,2028,319,60.3,65.4,77,0,0,1,2,0,0,0,0,0,0,TULANE,TULANE,2,,60,,,,,,
169992,Makai Williams,LB,0,0,,2028,319,61.6,71.9,D42,0,0,1,0,7,3,8,3,3,0,TULANE,TULANE,24,59.9,,,,,,,
170082,Rueben Bain Jr.,ED,0,0,2026,2026,220,93,65.2,D04,0,0,1,0,2,0,0,0,2,0,MIAMI FL,MIAMI FL,4,91.6,,,,,,,
170087,Dylan Joyce,P,0,0,,2028,220,61,66.7,S94,0,1,1,5,0,0,0,5,0,0,MIAMI FL,MIAMI FL,10,,60,,,,,60.8,
170088,Francis Mauigoa,T,0,0,2026,2026,220,61.7,66.8,61,0,0,1,5,0,0,0,0,0,0,MIAMI FL,MIAMI FL,5,,60.3,,,,,,
170089,Samson Okunlola,G,0,0,,2028,220,60.9,61.9,63,0,0,1,5,0,0,0,0,0,0,MIAMI FL,MIAMI FL,5,,60,,,,,,
170213,Braeden Wisloski,WR,0,0,,2028,197,60,64.6,10,0,0,1,0,0,1,0,0,0,0,JAMES MAD,JAMES MAD,1,,,,,,,,
170245,Princewill Umanmielen,ED,0,0,,2028,226,60.7,65,D01,0,0,1,0,1,0,0,0,2,0,OLE MISS,OLE MISS,3,60,,,,,,,
170362,KC Concepcion,WR,0,0,2026,2026,312,60,63.3,07,0,0,1,0,0,0,0,0,3,0,TEXAS A&M,TEXAS A&M,3,,,,,,,,53
170366,Kamal Bonner,LB,0,0,,2028,220,61.3,66.9,D32,0,0,1,0,0,3,3,0,0,0,MIAMI FL,MIAMI FL,6,,,,,,,,
170434,Zechariah Poyser,S,0,0,,2028,220,60.9,65.7,D07,0,0,1,0,2,0,0,0,3,0,MIAMI FL,MIAMI FL,5,59.9,,,,,,,
170449,David Blay Jr.,DI,0,0,2026,2026,220,59.9,63.5,D11,0,0,1,0,2,0,0,0,0,0,MIAMI FL,MIAMI FL,2,59.7,,,,,,,
170902,Landon Ellis,WR,0,0,,2028,197,59.8,65.2,13,0,0,1,0,0,0,0,2,0,0,JAMES MAD,JAMES MAD,2,,,,,,,,
170943,TJ McGill,S,0,0,,2028,197,64.2,69.5,D16,0,0,1,0,2,5,9,0,1,1,JAMES MAD,JAMES MAD,17,60,,,,,,,
171460,Dallas Winner-Johnson,LB,0,0,,2028,319,60.4,66.5,D17,0,0,1,0,0,0,8,0,2,0,TULANE,TULANE,10,,,,,,,,
171575,Marcus Ratcliffe,S,0,0,,2028,312,73.3,64.5,D03,0,0,1,0,5,2,0,5,0,1,TEXAS A&M,TEXAS A&M,12,60,,,,,,,
172212,Lacota Dippre,TE,0,0,,2028,197,45.5,66.6,15,0,0,1,0,0,2,9,6,0,0,JAMES MAD,JAMES MAD,17,,,,,,,,
172239,Derrick Barksdale,CB,0,0,,2027,197,60.3,63.2,D32,0,0,1,0,7,0,0,0,1,0,JAMES MAD,JAMES MAD,8,60,,,,,,,
172258,Josh Phifer,TE,0,0,,2028,197,61.1,60.5,89,0,0,1,5,0,0,0,0,0,0,JAMES MAD,JAMES MAD,5,,60,,,,,,
172364,Chris Rodgers,LB,0,0,,2028,319,60.3,64.2,D04,0,0,1,0,6,0,0,0,0,0,TULANE,TULANE,6,60,,,,,,,
172373,Olaus Alinen,G,0,0,,2029,103,62,67.2,73,0,0,1,6,0,0,0,0,0,0,ALABAMA,ALABAMA,6,,61.5,,,,,,
172380,Edric Hill,DI,0,0,,2028,103,59.5,63.1,D94,0,0,1,0,2,0,0,0,0,0,ALABAMA,ALABAMA,2,59.3,,,,,,,
172384,Justin Jefferson,LB,0,0,2026,2026,103,59.7,66.1,D10,0,0,1,0,5,0,0,4,0,0,ALABAMA,ALABAMA,9,59.9,,,,,,,
172393,Jordan Renaud,ED,0,0,,2028,103,60.5,64.9,D11,0,0,1,0,5,0,0,0,1,0,ALABAMA,ALABAMA,6,59.7,,,,,,,
172394,Dezz Ricks,CB,0,0,,2028,312,60.3,65.8,D02,0,0,1,0,5,0,0,0,0,0,TEXAS A&M,TEXAS A&M,5,59.8,,,,,,,
172395,Qua Russaw,ED,0,0,,2028,103,59.6,63.2,D04,0,0,1,0,3,0,0,0,0,0,ALABAMA,ALABAMA,3,59.5,,,,,,,
172396,James Smith,DI,0,0,,2028,103,59.5,65.3,D23,0,0,1,0,3,0,0,0,1,0,ALABAMA,ALABAMA,4,59.4,,,,,,,
172400,Jaylon Braxton,CB,0,0,,2028,226,60,63.6,D02,0,0,1,0,1,0,0,0,0,0,OLE MISS,OLE MISS,1,59.9,,,,,,,
172508,Jamarious Brown,DI,0,0,,2028,226,59.8,62.4,D96,0,0,1,0,1,0,0,0,0,0,OLE MISS,OLE MISS,1,59.6,,,,,,,
172514,Ethan Fields,G,0,0,,2028,226,60.2,61.8,77,0,0,1,0,0,0,0,3,0,0,OLE MISS,OLE MISS,3,,,,,,,,
172521,Cayden Lee,WR,0,0,,2028,226,60,62.2,19,0,0,1,0,0,0,1,0,0,0,OLE MISS,OLE MISS,1,,,,,,,,
172524,Suntarine Perkins,ED,0,0,,2028,226,60,64.6,D04,0,0,1,0,0,0,0,0,2,0,OLE MISS,OLE MISS,2,,,,,,,,
172526,John Ross Ashley,CB,0,0,,2027,226,61,64.1,D41,0,0,1,0,0,6,0,0,0,0,OLE MISS,OLE MISS,6,,,,,,,,
172529,Wyatt Smalley,TE,0,0,,2028,226,59.8,64,87,0,0,1,0,0,0,2,0,0,0,OLE MISS,OLE MISS,2,,,,,,,,
172570,Chase Bisontis,G,0,0,2026,2026,312,60,62.1,71,0,0,1,2,0,0,0,0,0,0,TEXAS A&M,TEXAS A&M,2,,60,,,,,,
172571,Nana Boadi-Owusu,ED,0,0,,2027,312,73,63.6,D12,0,0,1,0,0,0,3,5,0,1,TEXAS A&M,TEXAS A&M,8,,,,,,,,
172593,Johnny Ryder,WR,0,0,,2027,312,60.4,67.1,20,0,0,1,0,0,0,3,0,0,0,TEXAS A&M,TEXAS A&M,3,,,,,,,,
172595,Daymion Sanford,LB,0,0,,2028,312,78.5,65.4,D27,0,0,1,0,5,1,0,5,0,1,TEXAS A&M,TEXAS A&M,11,59.8,,,,,,,
172600,Jayvon Thomas,CB,0,0,,2028,312,61.7,69.9,D14,0,0,1,0,0,3,0,0,5,0,TEXAS A&M,TEXAS A&M,8,,,,,,,,
172604,Taurean York,LB,0,0,2026,2026,312,60,61.3,D21,0,0,1,0,5,0,0,0,0,0,TEXAS A&M,TEXAS A&M,5,59.9,,,,,,,
172737,Jer'Michael Carter,WR,0,0,,2028,261,60.8,68.9,84,0,0,1,0,0,0,7,0,0,0,OKLAHOMA,OKLAHOMA,7,,,,,,,,
173110,Will Lee III,CB,0,0,2026,2026,312,60.6,66.1,D04,0,0,1,0,5,0,0,0,0,0,TEXAS A&M,TEXAS A&M,5,60,,,,,,,
173560,Jaden Yates,LB,0,0,,2028,226,60,62.9,D30,0,0,1,0,1,0,0,0,0,0,OLE MISS,OLE MISS,1,60,,,,,,,
173683,Adepoju Adebawore,ED,0,0,,2028,261,59.7,63.6,D34,0,0,1,0,3,0,0,0,0,0,OKLAHOMA,OKLAHOMA,3,59.5,,,,,,,
173687,Peyton Bowen,S,0,0,,2028,261,60.6,64.3,D22,0,0,1,0,6,5,0,0,0,0,OKLAHOMA,OKLAHOMA,11,59.8,,,,,,,
173699,Taylor Heim,LB,0,0,,2028,261,63.1,71.4,D17,1,0,1,0,0,5,7,5,7,0,OKLAHOMA,OKLAHOMA,24,,,,,,,,
173703,Jacobe Johnson,CB,0,0,,2028,261,61.5,67.5,D19,0,0,1,0,2,0,0,0,7,0,OKLAHOMA,OKLAHOMA,9,60,,,,,,,
173714,Sammy Omosigho,LB,0,0,,2028,261,67.9,66.8,D07,0,0,1,0,1,5,0,6,0,1,OKLAHOMA,OKLAHOMA,12,60,,,,,,,
173723,Taylor Wein,ED,0,0,,2028,261,46.9,26.7,D44,0,1,1,0,5,0,0,6,0,0,OKLAHOMA,OKLAHOMA,11,59.3,,,,,,,
173806,Jacob Ulrich,P,0,0,,2028,261,60.6,60.6,S87,0,0,1,6,0,0,0,0,0,0,OKLAHOMA,OKLAHOMA,6,,60,,,,,,
174037,Cam Calhoun,CB,0,0,,2028,103,60,66,D09,0,0,1,0,0,0,0,0,1,0,ALABAMA,ALABAMA,1,,,,,,,,
174117,Jerry Mixon,LB,0,0,,2028,264,60.6,65.2,D54,0,0,1,0,4,1,2,0,0,0,OREGON,OREGON,7,59.9,,59.9,,,,,
174118,Teitum Tuioti,ED,0,0,,2028,264,59.6,65.6,D44,0,0,1,0,0,0,5,2,0,0,OREGON,OREGON,7,,,,,,,,
174119,Will Straton,LB,0,0,,2028,264,64.5,73.5,D38,0,0,1,0,0,9,5,0,6,0,OREGON,OREGON,20,,,,,,,,
174124,Matayo Uiagalelei,ED,0,0,,2028,264,60.5,65.8,D10,0,0,1,0,5,0,2,2,0,0,OREGON,OREGON,9,59.9,,,,,,,
174130,Jayden Limar,HB,0,0,,2028,264,69.7,66.8,27,0,0,1,0,0,0,1,0,6,0,OREGON,OREGON,7,,,,,,,,
174132,Kenyon Sadiq,TE,0,0,2026,2026,264,60.1,64.1,18,0,0,1,0,0,0,2,0,0,0,OREGON,OREGON,2,,,,,,,,
174157,Kapena Gushiken,S,0,0,2026,2026,226,60.5,66.8,D14,0,0,1,0,1,0,1,2,2,0,OLE MISS,OLE MISS,6,59.9,,,,,,,
174264,T.J. Searcy,ED,0,0,,2028,312,60.3,65,D18,0,0,1,0,5,0,0,0,0,0,TEXAS A&M,TEXAS A&M,5,60,,,,,,,
174409,CharMar Brown,HB,0,0,,2028,220,59.6,67.5,06,0,0,1,0,0,0,3,5,1,0,MIAMI FL,MIAMI FL,9,,,,,,,,
174706,Jamari Johnson,TE,0,0,,2028,264,61.3,66,09,0,0,1,7,0,0,7,0,0,0,OREGON,OREGON,14,,60,,,,,,
174971,Dillon Thieneman,S,0,0,2026,2026,264,67.6,66.6,D31,0,0,1,0,5,1,2,2,6,0,OREGON,OREGON,16,59.9,,59.9,,,,,
175138,Anthony Brown-Stephens,WR,0,0,,2027,319,60.3,66.8,05,0,0,1,0,0,0,8,0,1,0,TULANE,TULANE,9,,,61.8,,,,,
175380,Tommy Kinsler IV,T,0,0,,2028,220,61.5,68.4,62,0,0,1,5,0,0,0,0,0,0,MIAMI FL,MIAMI FL,5,,60,,,,,,
175798,PJ Wilkins,G,0,0,,2028,226,61.9,67.9,71,0,0,1,7,0,0,0,0,0,0,OLE MISS,OLE MISS,7,,60.5,,,,,,
175863,Bray Hubbard,S,0,0,,2028,103,61.3,67.4,D18,0,0,1,0,6,0,0,7,6,0,ALABAMA,ALABAMA,19,60,,,,,,,
175865,Keon Keeley,ED,0,0,,2028,103,60,62.9,D31,0,0,1,0,1,0,0,0,0,0,ALABAMA,ALABAMA,1,60,,,,,,,
175869,Yhonzae Pierre,ED,0,0,,2028,103,60.5,65.2,D42,0,0,1,0,2,0,0,0,1,0,ALABAMA,ALABAMA,3,59.7,,,,,,,
175874,Conor Talty,K,0,0,,2028,103,60.5,68.2,S31,0,0,1,6,0,7,0,0,0,0,ALABAMA,ALABAMA,13,,,,70.5,76.1,,,
175932,Dalton Brooks,S,0,0,,2028,312,54.2,66.1,D25,0,0,1,0,5,0,0,4,0,0,TEXAS A&M,TEXAS A&M,9,60,,,,,,,
175933,Tommy Colligan,ED,0,0,,2028,312,60.8,68.4,D45,0,0,1,0,0,3,3,0,0,0,TEXAS A&M,TEXAS A&M,6,,,,,,,,
175935,DJ Hicks,DI,0,0,,2028,312,59.4,64.5,D05,0,0,1,0,3,0,0,0,0,0,TEXAS A&M,TEXAS A&M,3,59.1,,,,,,,
