playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense
71370,Domani Jackson,CB,3,0,2026,0,1,100,ALABAMA,4,D01,46,0,0,0,1,2026,0,54.2,9,3,66.8,0,0,34,0,0,0,61.7,45,0,0,0,ALABAMA,3,0,0,0,4,1,20,67.1,3,75.7,0,103,46,9,0,0,79.2,12,0,0,0,0,0,
85774,Gracen Halton,DI,0,0,2026,0,0,,OKLAHOMA,2,D56,1,1,0,17,1,2026,29,73.8,0,0,,3,0,0,1,8,0,79.7,0,1,0,0,OKLAHOMA,2,0,4,0,,0,0,78.3,,75.2,0,261,30,0,20,0,0,13,0,1,0,0,0,64.4
97751,Mohamed Toure,LB,5,0,,0,2,60,MIAMI FL,4,D01,49,41,0,3,1,2027,1,59.2,29,3,49.3,1,0,31,0,0,0,78.2,0,0,0,0,MIAMI FL,2,0,1,0,19,7,16.7,62.1,9.7,74,0,220,50,24,0,1,76.3,16,0,6,0,0,1,69.7
121345,Elijah Culp,CB,2,0,2026,0,0,50,JAMES MAD,3,D02,54,9,0,2,1,2026,0,78,5,1,69.1,0,1,27,0,0,0,64.2,40,0,0,0,JAMES MAD,0,0,0,0,5,5,0,68.9,5,75.7,0,197,54,0,0,0,16.7,25,0,0,0,0,0,58.1
121351,Sam Howard,LB,5,0,,0,1,100,TULANE,5,D15,62,55,0,8,1,2026,1,70.3,77,5,38.5,1,0,29,0,0,0,78.9,0,0,0,0,TULANE,1,0,1,0,25,7,14.3,52.8,15.4,75.1,0,319,63,66,0,0,118.8,26,0,1,0,0,1,54.1
121724,Immanuel Bush,DI,0,0,,0,0,,JAMES MAD,0,D00,0,0,0,0,1,2026,2,,0,0,,0,0,0,0,1,0,60,0,0,0,0,JAMES MAD,0,0,0,0,,0,,61.2,,67.4,0,197,2,0,1,0,0,2,0,0,0,0,0,
122740,Tahj Chambers,LB,1,0,2026,0,0,100,OLE MISS,3,D26,21,19,0,1,1,2026,1,79,8,1,64.1,0,0,8,0,0,0,69.5,0,0,0,0,OLE MISS,3,0,0,0,8,2,0,69.6,8,72.9,0,226,22,1,0,0,100,13,0,1,0,0,1,59.7
123010,Dayon Hayes,ED,0,0,,0,0,,TEXAS A&M,0,D50,0,0,0,9,1,2026,13,,0,0,,0,0,0,0,0,0,64.2,0,0,0,0,TEXAS A&M,0,0,0,0,,0,,65,,73.5,0,312,13,0,0,0,0,4,0,0,0,0,13,60.2
123427,Akheem Mesidor,ED,1,0,2026,0,2,100,MIAMI FL,1,D03,1,0,1,41,1,2026,68,51.7,11,1,52.9,12,0,7,10,0,0,65.9,0,0,0,0,MIAMI FL,1,0,13,0,11,0,50,80.9,11,79.5,0,220,69,6,0,0,112.5,21,0,1,0,0,58,87.8
124161,Armondous Cooley,DI,0,0,,0,0,,TULANE,0,D92,0,0,0,12,1,2027,15,,0,0,,0,0,0,0,11,0,48.6,0,0,0,0,TULANE,0,0,0,0,,0,,46.3,,74.2,0,319,15,0,4,0,0,3,0,0,0,0,0,56.3
