playerId,player,position,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesHandsFumble,gradesOffense,gradesOffensePenalty,gradesPass,gradesPassRoute,gradesRun,gradesRunBlock,jerseyNumber,penalties,playerGameCount,snapCountsPass,snapCountsPassBlock,snapCountsPassRoute,snapCountsRun,snapCountsRunBlock,snapCountsTotal,snapCountsTotalPass,snapCountsTotalRun,team,teamName,gradesPassBlock
158407,Alex Bauman,TE,0,,2026,220,62.9,49.2,73.4,,60.7,,37.5,87,0,1,0,3,5,0,7,15,8,7,MIAMI FL,MIAMI FL,80.6
158418,Shadre Hurst,G,1,,2027,319,,56.2,80.1,,,,49,56,1,1,0,42,0,0,29,71,42,29,TULANE,TULANE,85.2
158421,Garrett Mmahat,WR,0,,2027,319,61,69.1,72,,67.7,,,16,0,1,0,0,12,0,0,12,12,0,TULANE,TULANE,
158516,John Mateer,QB,0,,2027,261,47.3,64.9,77.3,67.6,,55.9,60,10,0,1,52,0,0,10,14,76,52,24,OKLAHOMA,OKLAHOMA,
158645,Kam Dewberry,G,0,2026,2026,103,,57.4,76.4,,,,57.2,71,0,1,0,13,0,0,12,25,13,12,ALABAMA,ALABAMA,52
158656,Jarred Kerr,S,0,,2026,312,,60,60,,,,,D33,0,1,0,1,0,0,0,1,1,0,TEXAS A&M,TEXAS A&M,63.8
158662,Theo Melin Ohrstrom,TE,0,,2027,312,61,49,77.3,,49.9,,44.7,17,0,1,0,6,22,0,12,40,28,12,TEXAS A&M,TEXAS A&M,74.3
158664,Le'Veon Moss,HB,0,2026,2026,312,71.4,66.8,73.7,,59.1,67.4,60,08,0,1,0,1,10,7,1,19,11,8,TEXAS A&M,TEXAS A&M,70
158665,Mark Nabou Jr.,C,0,,2027,312,,56.3,8.3,,,,55.6,54,1,1,0,52,0,0,22,74,52,22,TEXAS A&M,TEXAS A&M,69.2
160382,Carson Kent,TE,0,,2027,261,,65.6,67.5,,58,,69.4,86,0,1,0,0,2,0,2,4,2,2,OKLAHOMA,OKLAHOMA,
160451,Jaylan Sanchez,WR,0,,2026,197,62.9,61.4,79.2,,59.6,,77,00,0,1,0,0,38,0,21,59,38,21,JAMES MAD,JAMES MAD,
162482,Parker Brailsford,C,0,2026,2026,103,,66.8,78.8,,,,69.3,72,0,1,0,35,0,0,20,55,35,20,ALABAMA,ALABAMA,50.2
162732,Anez Cooper,G,0,2026,2026,220,,74.5,77.7,,,,72.7,73,0,1,0,25,0,0,24,49,25,24,MIAMI FL,MIAMI FL,87.3
162735,Isaiah Horton,WR,0,,2027,103,65.7,67.3,77.5,,64.9,,73.5,01,0,1,0,0,20,0,17,37,20,17,ALABAMA,ALABAMA,
162736,Matthew McCoy,G,0,,2027,220,,73,76.8,,,,75.7,78,0,1,0,14,0,0,15,29,14,15,MIAMI FL,MIAMI FL,52.7
163294,Dave Iuli,G,0,,2027,264,,70.9,78.4,,,,69.3,74,0,1,0,30,0,0,27,57,30,27,OREGON,OREGON,79.2
163302,Kawika Rogers,G,0,,2027,264,,60,64.1,,,,,73,0,1,0,1,0,0,0,1,1,0,OREGON,OREGON,61.3
163600,Danny Lewis Jr.,TE,0,,2027,103,,58.1,71.3,,59.6,,57.6,87,0,1,0,1,1,0,12,14,2,12,ALABAMA,ALABAMA,67.5
163606,Amari Niblack,TE,0,,2026,312,,60,63.9,,,,60,84,0,1,0,0,0,0,1,1,0,1,TEXAS A&M,TEXAS A&M,
163610,Shazz Preston,WR,0,,2027,319,65.7,66.1,77.9,,68.7,,37.3,07,0,1,0,0,35,0,19,54,35,19,TULANE,TULANE,
163635,Patrick Kutas,G,0,,2027,226,,65.3,78.5,,,,62.2,75,0,1,0,37,0,0,22,59,37,22,OLE MISS,OLE MISS,76.7
163642,Isaiah Sategna III,WR,0,,2027,261,71.5,53.1,78,,53.4,,54.3,05,0,1,0,0,51,0,24,75,51,24,OKLAHOMA,OKLAHOMA,
169698,Malik Benson,WR,0,2026,2026,264,70.7,71.5,76.8,,73.5,,44.4,04,0,1,0,0,20,0,16,36,20,16,OREGON,OREGON,
169972,Arnold Barnes III,HB,0,,2028,319,,60.5,66.8,,,,60,20,0,1,0,3,0,0,1,4,3,1,TULANE,TULANE,76.2
170088,Francis Mauigoa,T,0,2026,2026,220,,57.8,75.7,,,,50.9,61,0,1,0,25,0,0,24,49,25,24,MIAMI FL,MIAMI FL,75.1
170089,Samson Okunlola,G,0,,2028,220,,45.9,75.6,,,,45.1,63,0,1,0,11,0,0,9,20,11,9,MIAMI FL,MIAMI FL,37.5
170213,Braeden Wisloski,WR,0,,2028,197,66.2,56.3,80.2,,55.9,,59.4,10,0,1,0,1,52,0,18,71,53,18,JAMES MAD,JAMES MAD,62.1
170362,KC Concepcion,WR,0,2026,2026,312,70.7,54.9,79,,55.5,61.3,44.8,07,0,1,0,0,45,2,17,64,45,19,TEXAS A&M,TEXAS A&M,
170902,Landon Ellis,WR,0,,2028,197,64.1,76.5,76.7,,75.4,,61.7,13,0,1,0,0,22,0,15,37,22,15,JAMES MAD,JAMES MAD,
171575,Marcus Ratcliffe,S,0,,2028,312,,58,65,,55.3,,,D03,0,1,0,0,1,0,0,1,1,0,TEXAS A&M,TEXAS A&M,
172212,Lacota Dippre,TE,0,,2028,197,65.6,48.9,0,,45.8,66.7,51.8,15,1,1,1,7,31,1,17,57,39,18,JAMES MAD,JAMES MAD,72.3
172258,Josh Phifer,TE,0,,2028,197,61,58.9,75.6,,56.1,,56.5,89,1,1,0,11,6,0,18,35,17,18,JAMES MAD,JAMES MAD,75.6
172260,Riley Robell,G,0,,2029,197,,57.3,0,,,,67.4,55,3,1,0,54,0,0,24,78,54,24,JAMES MAD,JAMES MAD,70.2
172376,Wilkin Formby,T,0,,2027,103,,66.7,78.1,,,,64.5,75,0,1,0,35,0,0,20,55,35,20,ALABAMA,ALABAMA,74.8
172392,Kadyn Proctor,T,0,2026,2026,103,,57.4,9.5,,,,58.9,74,1,1,0,35,0,0,20,55,35,20,ALABAMA,ALABAMA,66.6
172514,Ethan Fields,G,0,,2028,226,,53,72.4,,,,51.9,77,0,1,0,3,0,0,7,10,3,7,OLE MISS,OLE MISS,71.8
172521,Cayden Lee,WR,0,,2028,226,62.9,63.4,74.5,,64.9,,46.2,19,0,1,0,0,18,0,10,28,18,10,OLE MISS,OLE MISS,
172527,Brycen Sanders,C,0,,2028,226,,70.6,79.1,,,,65.8,62,0,1,0,37,0,0,22,59,37,22,OLE MISS,OLE MISS,79.7
172570,Chase Bisontis,G,0,2026,2026,312,,54.9,9.6,,,,66.8,71,1,1,0,52,0,0,22,74,52,22,TEXAS A&M,TEXAS A&M,28.5
172571,Nana Boadi-Owusu,ED,0,,2027,312,,60,71.8,,,,,D12,0,1,0,1,0,0,0,1,1,0,TEXAS A&M,TEXAS A&M,63.8
172590,Rueben Owens II,HB,0,,2028,312,71.4,61.3,74.1,,62.4,59.7,59.7,04,0,1,0,5,15,7,2,29,20,9,TEXAS A&M,TEXAS A&M,78.3
172595,Daymion Sanford,LB,0,,2028,312,,60,60,,,,,D27,0,1,0,1,0,0,0,1,1,0,TEXAS A&M,TEXAS A&M,63.8
172737,Jer'Michael Carter,WR,0,,2028,261,64.1,70.2,75.3,,69,,60.3,84,0,1,0,0,13,0,5,18,13,5,OKLAHOMA,OKLAHOMA,
173351,Delano Townsend,G,0,,2028,226,,63.5,78,,,,60.4,51,0,1,0,23,0,0,18,41,23,18,OLE MISS,OLE MISS,76.9
173983,Dante Moore,QB,0,,2028,264,70.2,77.1,76.5,74.6,,67.3,60.1,05,0,1,29,0,0,4,23,56,29,27,OREGON,OREGON,
174128,Iapani Laloulu,C,0,,2028,264,,58.8,78.8,,,,56.3,72,0,1,0,29,0,0,27,56,29,27,OREGON,OREGON,69.6
174130,Jayden Limar,HB,0,,2028,264,65.3,65.2,70.6,,61,63.3,59.9,27,0,1,0,0,4,1,3,8,4,4,OREGON,OREGON,
174132,Kenyon Sadiq,TE,0,2026,2026,264,62.9,67.4,78.3,,60.3,,81.3,18,0,1,0,5,24,0,25,54,29,25,OREGON,OREGON,72.3
174706,Jamari Johnson,TE,0,,2028,264,61,76.8,0,,71.3,,79.8,09,1,1,0,8,15,0,19,42,23,19,OREGON,OREGON,70.4
175138,Anthony Brown-Stephens,WR,0,,2027,319,68.1,72.8,78.2,,73.3,58.8,59,05,0,1,0,0,27,1,13,41,27,14,TULANE,TULANE,
175374,Mark Fletcher Jr.,HB,0,,2028,220,75.8,84.5,0,,54.2,84.1,73.2,04,1,1,0,13,10,17,6,46,23,23,MIAMI FL,MIAMI FL,86
175798,PJ Wilkins,G,0,,2028,226,,60,76.8,,,,56.6,71,0,1,0,17,0,0,11,28,17,11,OLE MISS,OLE MISS,72.9
175891,Austin Simmons,QB,0,,2028,226,18.6,54.3,71,54.5,,58.5,60,13,0,1,6,0,0,3,4,13,6,7,OLE MISS,OLE MISS,
175932,Dalton Brooks,S,0,,2028,312,,60,64.9,,,,,D25,0,1,0,1,0,0,0,1,1,0,TEXAS A&M,TEXAS A&M,63.8
175937,Rylan Kennedy,ED,0,,2028,312,,60,60,,,,,D15,0,1,0,1,0,0,0,1,1,0,TEXAS A&M,TEXAS A&M,63.8
175940,Marcel Reed,QB,1,,2028,312,40.1,46.5,77.3,33.5,,79.2,60,10,2,1,52,0,0,2,20,74,52,22,TEXAS A&M,TEXAS A&M,
175941,Bravion Rogers,CB,0,,2028,312,,60,60,,,,,D19,0,1,0,1,0,0,0,1,1,0,TEXAS A&M,TEXAS A&M,63.8
175984,Anthony Miller,TE,0,,2028,319,,46.8,73.5,,52.9,,44.6,85,0,1,0,6,5,0,13,24,11,13,TULANE,TULANE,74.8
176077,Deuce Alexander,WR,0,,2028,226,67.8,72.8,77.9,,72.5,59.6,60.2,11,0,1,0,0,28,1,12,41,28,13,OLE MISS,OLE MISS,
176430,Justyn Reid,TE,0,,2028,319,61,56.4,75.4,,48.2,,70.6,88,0,1,0,1,12,0,14,27,13,14,TULANE,TULANE,64.5
176592,Zach Grace,TE,0,,2028,264,,60,63,,,,59.5,44,0,1,0,0,0,0,1,1,0,1,OREGON,OREGON,
177398,Drew Spinogatti,LB,0,,2028,197,,60,60,,,,60,D56,0,1,0,0,0,0,1,1,0,1,JAMES MAD,JAMES MAD,
178723,Trinidad Chambliss,QB,0,,2027,226,69.5,69.3,76.5,59.1,,79.9,60,06,1,1,34,0,0,2,20,56,34,22,OLE MISS,OLE MISS,
183226,Markel Bell,T,0,2026,2026,220,,68,76.1,,,,59.4,70,0,1,0,25,0,0,24,49,25,24,MIAMI FL,MIAMI FL,88.8
183234,Elija Lofton,TE,0,,2029,220,64.3,71.3,77,,61.6,63.3,69.1,09,0,1,0,4,14,1,18,37,18,19,MIAMI FL,MIAMI FL,73.8
183245,Joshisa Trader,WR,0,,2029,220,,56.7,71.4,,57.4,,60.1,01,0,1,0,0,2,0,3,5,2,3,MIAMI FL,MIAMI FL,
184306,Logan Ketcham,LS,0,,2026,197,,60,60,,,,60,S33,0,1,0,0,0,0,1,1,0,1,JAMES MAD,JAMES MAD,
184536,Daniel Hill,HB,0,,2029,103,72.5,67.8,75.8,,53.1,69.4,60,04,0,1,0,6,15,9,2,32,21,11,ALABAMA,ALABAMA,79.7
184543,Caleb Odom,TE,0,,2029,226,62.9,57.6,72,,57.7,,59.6,04,0,1,0,0,8,0,3,11,8,3,OLE MISS,OLE MISS,
184597,Jacob Jordan,WR,0,,2029,261,63.6,81.1,63.4,,74,,,88,0,1,0,0,1,0,0,1,1,0,OKLAHOMA,OKLAHOMA,
184603,Xavier Robinson,HB,0,,2029,261,67.8,48.2,72.2,,40.1,58,59.3,24,0,1,0,2,6,3,3,14,8,6,OKLAHOMA,OKLAHOMA,10.6
184754,Mario Craver,WR,0,,2029,312,66.7,71.2,78.7,,72.4,,45.1,01,0,1,0,0,38,0,15,53,38,15,TEXAS A&M,TEXAS A&M,
184813,Izaiah Williams,WR,0,,2029,312,,67.4,68.1,,58.1,,82.7,00,0,1,0,0,2,0,2,4,2,2,TEXAS A&M,TEXAS A&M,
184843,Trent Ferguson,T,0,,2029,264,,60,64.4,,,,,56,0,1,0,1,0,0,0,1,1,0,OREGON,OREGON,64.6
184848,Jay Harris,HB,0,,2027,264,65.5,54.9,69.5,,56.7,56.1,,22,0,1,0,1,3,2,0,6,4,2,OREGON,OREGON,74.6
184855,Jeremiah McClellan,WR,0,,2029,264,65.7,82.4,76.5,,82.3,,56.4,11,0,1,0,0,18,0,15,33,18,15,OREGON,OREGON,
184864,Roger Saleapaga II,TE,0,,2029,264,64.2,58.4,71,60,59.1,,74.8,83,0,1,1,1,1,0,3,6,3,3,OREGON,OREGON,48.6
188246,Terez Davis,T,0,,2029,226,,62.1,70.6,,,,60.9,55,0,1,0,3,0,0,7,10,3,7,OLE MISS,OLE MISS,71.5
188779,Eddy Pierre-Louis,G,0,,2029,261,,67.5,8.8,,,,68.7,55,1,1,0,52,0,0,24,76,52,24,OKLAHOMA,OKLAHOMA,82.2
189564,Reese Baker,T,0,,2029,319,,47.3,76.8,,,,34.1,78,0,1,0,42,0,0,29,71,42,29,TULANE,TULANE,79.4
189579,Zycarl Lewis Jr.,WR,0,,2029,319,61,51.1,0,,56.1,,59.1,15,1,1,0,0,11,0,11,22,11,11,TULANE,TULANE,
189581,Jamauri McClure,HB,0,,2029,319,75.2,66.3,76,,33.3,71.6,59.6,25,0,1,0,1,12,15,4,32,13,19,TULANE,TULANE,71.8
189997,Deacon Rawls,T,0,,2029,197,,65,74.5,,,,69.6,71,0,1,0,27,0,0,9,36,27,9,JAMES MAD,JAMES MAD,56.3
190221,Kewan Lacy,HB,0,,2029,226,75.2,71.5,75.6,,63.3,74.8,60,05,0,1,0,14,11,15,1,41,25,16,OLE MISS,OLE MISS,23.5
190848,Zach Greenberg,C,0,,2027,197,,62.6,80.9,,,,57.9,60,1,1,0,62,0,0,30,92,62,30,JAMES MAD,JAMES MAD,72.4
191133,Jay Lindsey,TE,0,,2029,103,61,56.4,70.8,,56.9,,57.1,88,0,1,0,0,4,0,4,8,4,4,ALABAMA,ALABAMA,
191140,Rico Scott,WR,0,,2029,103,,55.6,68.7,,56.7,,60,11,0,1,0,0,3,0,1,4,3,1,ALABAMA,ALABAMA,
191142,Ryan Coleman-Williams,WR,0,,2029,103,61,45.2,75.9,,45.3,,60,02,0,1,0,0,26,0,10,36,26,10,ALABAMA,ALABAMA,
191190,Joe Koury,C,0,,2028,226,,60.9,72.7,,,,60,69,0,1,0,3,0,0,7,10,3,7,OLE MISS,OLE MISS,71.5
191246,Ashton Bethel-Roman,WR,0,,2029,312,65,59.8,78.1,,59.5,,60.8,03,0,1,0,0,38,0,12,50,38,12,TEXAS A&M,TEXAS A&M,
191248,Robert Bourdon,T,0,,2029,312,,60,63.5,,,,59.7,70,0,1,0,0,0,0,1,1,0,1,TEXAS A&M,TEXAS A&M,
191251,Terry Bussey,WR,0,,2029,312,68.8,57,76.7,,59.4,,42.2,02,0,1,0,0,21,0,9,30,21,9,TEXAS A&M,TEXAS A&M,
191322,Fox Crader,T,0,,2029,264,,60,64.4,,,,,59,0,1,0,1,0,0,0,1,1,0,OREGON,OREGON,64.6
193295,JV Gibson,WR,0,,2027,261,62.9,61.5,74.5,,64,,42.1,11,0,1,0,0,19,0,9,28,19,9,OKLAHOMA,OKLAHOMA,
198079,Derek Meadows,WR,0,,2030,103,,59,63.9,,60,,,30,0,1,0,0,1,0,0,1,1,0,ALABAMA,ALABAMA,
198090,Lotzeir Brooks,WR,0,,2030,103,69,86.2,76.3,,83.8,,60.6,17,0,1,0,0,18,0,6,24,18,6,ALABAMA,ALABAMA,
198092,Jackson Lloyd,T,0,,2030,103,,60,64.3,,,,60,78,0,1,0,0,0,0,1,1,0,1,ALABAMA,ALABAMA,
198094,Michael Carroll,T,0,,2030,103,,59.2,75.6,,,,60.9,64,0,1,0,33,0,0,17,50,33,17,ALABAMA,ALABAMA,53.2
198578,Trent Wilson,G,0,,2030,197,,41.4,75.3,,,,51.3,68,1,1,0,13,0,0,8,21,13,8,JAMES MAD,JAMES MAD,0
199034,Tory Blaylock,HB,0,,2030,261,73.8,62.6,77.3,,55.9,65.8,56.3,06,0,1,0,9,34,11,7,61,43,18,OKLAHOMA,OKLAHOMA,65.4
199036,Ryan Fodje,G,0,,2030,261,,59.7,9,,,,56.8,70,1,1,0,52,0,0,24,76,52,24,OKLAHOMA,OKLAHOMA,82.3
199046,Michael Fasusi,T,0,,2030,261,,60.8,77.7,,,,51.5,56,0,1,0,52,0,0,24,76,52,24,OKLAHOMA,OKLAHOMA,74.6
199370,Javin Gordon,HB,0,,2030,319,70.5,60.5,73.6,,53.9,61.8,58.1,23,0,1,0,4,13,6,4,27,17,10,TULANE,TULANE,85.2
199790,Winston Watkins Jr.,WR,0,,2030,226,,51.6,73.2,,51.8,,59.5,17,0,1,0,0,18,0,4,22,18,4,OLE MISS,OLE MISS,
199870,Dierre Hill Jr.,HB,0,,2030,264,69.9,82.1,71.8,,84.3,70.5,59.4,23,0,1,0,0,5,5,5,15,5,10,OREGON,OREGON,
199872,Jordon Davison,HB,0,,2030,264,23.9,67.4,75.1,,32,71,65.3,00,0,1,0,2,7,11,5,25,9,16,OREGON,OREGON,73
199876,Cooper Perry,WR,0,,2030,264,,45.8,72.3,,48.5,,56.1,17,0,1,0,0,7,0,4,11,7,4,OREGON,OREGON,
199882,Dakorien Moore,WR,0,,2030,264,61,56.1,74.6,,56,,60.7,01,0,1,0,0,8,0,11,19,8,11,OREGON,OREGON,
199989,Noah Mikhail,LB,0,,2030,312,,60,60,,,,,D16,0,1,0,1,0,0,0,1,1,0,TEXAS A&M,TEXAS A&M,63.8
200153,Joshua Moore,WR,0,,2030,220,61,59.8,70,,59.8,,60,03,0,1,0,0,2,0,4,6,2,4,MIAMI FL,MIAMI FL,
200155,Malachi Toney,WR,0,,2030,220,24.8,55.3,77.6,50.1,55.2,60,67.4,10,0,1,1,1,23,3,20,48,25,23,MIAMI FL,MIAMI FL,62.2
200163,Girard Pringle Jr.,HB,0,,2030,220,62.5,60.4,66.1,,,59.6,,22,0,1,0,2,0,1,0,3,2,1,MIAMI FL,MIAMI FL,87
204602,Kaleb Edwards,TE,0,,2030,103,,38.1,73.8,,42.5,,44.3,81,0,1,0,3,11,0,4,18,14,4,ALABAMA,ALABAMA,67.1
204957,Tre Leonard,HB,0,,2030,197,,60,60,,,,60,29,0,1,0,0,0,0,1,1,0,1,JAMES MAD,JAMES MAD,
205087,Devin Harper,T,0,,2030,226,,60.8,70.3,,,,59.8,70,0,1,0,3,0,0,7,10,3,7,OLE MISS,OLE MISS,69.3
90602,JT Reed,C,0,,2026,233,,57.6,80,,,,58.6,55,0,1,0,34,0,0,35,69,34,35,MONTANA ST,MONTANA ST,48.7
99114,Jake Pope,T,0,,2026,188,,54,76.9,,,,45,67,0,1,0,26,0,0,36,62,26,36,ILL STATE,ILL STATE,86.9
101649,Julius Davis,HB,0,,2026,233,75.8,70.3,0,,54.6,72.1,60,32,1,1,0,4,6,17,3,30,10,20,MONTANA ST,MONTANA ST,75.9
105438,Dillon Botner,C,0,,2026,232,,56.9,75.5,,,,55.1,60,0,1,0,8,0,0,14,22,8,14,MONTANA,MONTANA,77.8
122107,Lavar Lindo,TE,0,,2026,301,,54.9,69.4,,55.7,,59.4,88,0,1,0,0,4,0,2,6,4,2,STF AUSTIN,STF AUSTIN,
122401,Reginald Harden,WR,0,,2026,401,,60,64.9,,,,60,81,0,1,0,0,0,0,1,1,0,1,TARLETON,TARLETON,
122484,Ryan King,WR,0,,2026,233,,60,67.3,,,,60,09,0,1,0,0,0,0,2,2,0,2,MONTANA ST,MONTANA ST,
122508,Aidan Bouman,QB,0,,2026,291,69.3,56.1,77.1,56.5,,55.9,60,02,1,1,38,0,0,1,28,67,38,29,S DAKOTA,S DAKOTA,
122873,Patrick Matan,G,0,,2026,232,,50.6,0,,,,49.1,76,1,1,0,31,0,0,30,61,31,30,MONTANA,MONTANA,79.3
122948,Trevon West,WR,0,,2026,401,64.1,60.8,76.6,,59.4,,71.5,19,0,1,0,0,33,0,19,52,33,19,TARLETON,TARLETON,
122971,Jake Henry,G,0,,2026,301,,60.2,80,,,,54.3,56,1,1,0,47,0,0,23,70,47,23,STF AUSTIN,STF AUSTIN,77.7
123307,Isaiah Davis,WR,0,,2026,301,61,53.2,76.3,,53.4,,60.5,14,0,1,0,0,20,0,9,29,20,9,STF AUSTIN,STF AUSTIN,
125693,Peyton Kramer,WR,0,,2026,401,65,70.8,75.8,,68.6,,77.7,13,0,1,0,0,30,0,16,46,30,16,TARLETON,TARLETON,
126950,Daniel Greek,QB,0,,2026,401,67.3,71.2,66.6,,,66.3,,03,0,1,0,0,0,3,0,3,0,3,TARLETON,TARLETON,
127151,Jordan Nabors,WR,0,,2026,301,,51.6,76,,51.9,,59.7,05,0,1,0,0,22,0,9,31,22,9,STF AUSTIN,STF AUSTIN,
129712,Eli Simonson,T,0,,2026,322,,53.6,19.4,,,,41.3,70,1,1,0,51,0,0,18,69,51,18,UC DAVIS,UC DAVIS,82.4
129885,Chris Long,WR,0,,2026,233,62.9,62.7,76.9,,62.4,,59.8,01,0,1,0,0,24,0,13,37,24,13,MONTANA ST,MONTANA ST,
130440,Cade Klimczak,C,0,,2026,232,,61.6,78,,,,57,72,0,1,0,24,0,0,20,44,24,20,MONTANA,MONTANA,81.7
130646,Dylan Calabrese,LS,0,,2026,188,,60,60,,,,60,S49,0,1,0,0,0,0,1,1,0,1,ILL STATE,ILL STATE,
131652,Everett Johnson,T,0,,2026,232,,57.8,74,,,,49.5,62,0,1,0,16,0,0,17,33,16,17,MONTANA,MONTANA,82.8
131932,Victor Gabalis,QB,0,,2026,401,69.2,58.5,76.3,62.3,,48.9,60,11,0,1,36,0,0,1,21,58,36,22,TARLETON,TARLETON,
134662,Caleb Lewis,HB,0,,2026,401,68.9,58.4,69.3,,56.7,59,,06,0,1,0,5,4,1,0,10,9,1,TARLETON,TARLETON,74.6
138198,Micah Barnhart,G,0,,2026,188,,48.4,78.7,,,,42.1,69,0,1,0,26,0,0,36,62,26,36,ILL STATE,ILL STATE,86
138202,Javon Charles,TE,0,,2026,188,61.9,48.1,75.6,,52.2,,49.9,85,0,1,0,4,11,0,28,43,15,28,ILL STATE,ILL STATE,70.4
141298,Cannon Panfiloff,T,0,,2026,232,,52.1,76.8,,,,55.1,69,0,1,0,32,0,0,30,62,32,30,MONTANA,MONTANA,41.2
141853,Zach Witte,TE,0,,2026,291,62.9,50,76.1,,50.8,,50.9,89,0,1,0,4,23,0,21,48,27,21,S DAKOTA,S DAKOTA,73.1
142159,Mitchell Dixon,TE,0,,2026,322,,50.2,76.9,,50.2,,54.9,11,0,1,0,5,19,0,16,40,24,16,UC DAVIS,UC DAVIS,74.7
142170,Josh Gale,TE,0,,2026,232,62.9,65.6,73.9,,69,,52.8,81,0,1,0,0,7,0,5,12,7,5,MONTANA,MONTANA,
142389,Temi Ajirotutu,G,0,,2026,334,,66.3,80.2,,,,63.9,74,0,1,0,38,0,0,35,73,38,35,VILLANOVA,VILLANOVA,75.6
143699,Drew Deck,WR,0,,2026,232,70.5,75.1,72.3,,73,,60.4,02,0,1,0,0,8,0,4,12,8,4,MONTANA,MONTANA,
143731,Jake Olson,TE,0,,2026,232,,58.4,74.4,,54.1,,65.4,87,0,1,0,1,5,0,11,17,6,11,MONTANA,MONTANA,65.4
143735,Liam Brown,G,0,2026,2026,232,,56.3,79.6,,,,53.3,79,1,1,0,32,0,0,30,62,32,30,MONTANA,MONTANA,64.7
144052,Justin Lamson,QB,0,,2027,233,72,73.8,26.9,83.9,,53.5,60,08,1,1,34,0,0,8,27,69,34,35,MONTANA ST,MONTANA ST,
144245,Almarion Crim,T,0,,2026,291,,39.2,0,,,,44.4,74,3,1,0,38,0,0,29,67,38,29,S DAKOTA,S DAKOTA,66.3
144653,Blaine Green,WR,0,,2026,301,64.1,61.6,75.3,,61.3,,59.9,07,0,1,0,0,17,0,9,26,17,9,STF AUSTIN,STF AUSTIN,
145220,Wyatt Lawson,C,0,,2026,291,,59.2,79.9,,,,54.3,58,0,1,0,38,0,0,29,67,38,29,S DAKOTA,S DAKOTA,75.9
145792,Pat McQuaide,QB,0,,2027,334,71.4,47.8,77.1,44.9,54.3,62.2,60,07,0,1,37,0,1,6,29,73,38,35,VILLANOVA,VILLANOVA,
146242,Stevie Rocker,HB,0,,2026,232,64.3,58.5,71.9,,58.9,59.6,59.5,21,0,1,0,0,4,1,2,7,4,3,MONTANA,MONTANA,
146293,Dylan Jemtegaard,G,0,,2027,232,,57.7,69.8,,,,57.5,65,0,1,0,0,0,0,4,4,0,4,MONTANA,MONTANA,
146333,Sam Vidlak,QB,0,,2026,301,69.8,86.8,77.2,85.7,,,60,15,0,1,54,0,0,0,22,76,54,22,STF AUSTIN,STF AUSTIN,
147316,Danny Joiner,TE,0,,2027,401,62.9,61.5,0,,68.8,,57.5,44,1,1,0,13,9,0,22,44,22,22,TARLETON,TARLETON,72.7
147512,Jake Jensen,QB,0,,2026,232,,60,67.4,,,,60,16,0,1,0,0,0,0,4,4,0,4,MONTANA,MONTANA,
147659,Titan Fleischmann,G,0,,2027,233,,55.5,79.4,,,,54,66,0,1,0,34,0,0,35,69,34,35,MONTANA ST,MONTANA ST,52.8
147963,Jordan Love,C,0,,2026,401,,56.5,0,,,,58.8,68,1,1,0,36,0,0,25,61,36,25,TARLETON,TARLETON,63.9
147988,Blake Bohannon,WR,0,,2026,232,62.9,58.1,76.2,,57.7,,62.4,04,0,1,0,0,23,0,20,43,23,20,MONTANA,MONTANA,
148013,Adrian Hawkins,G,0,,2026,291,,57.3,79.3,,,,54.5,59,0,1,0,38,0,0,29,67,38,29,S DAKOTA,S DAKOTA,61.6
148028,Tommy Rittenhouse,QB,0,,2026,188,68.9,84.4,76.5,80.8,59.1,71.1,60,16,0,1,25,0,1,2,34,62,26,36,ILL STATE,ILL STATE,
148032,Daniel Sobkowicz,WR,0,2026,2026,188,66.4,84.6,79,61,84.1,,63.9,02,0,1,1,0,25,0,34,60,26,34,ILL STATE,ILL STATE,
148033,Scotty Presson Jr.,TE,0,,2026,188,61,54.7,77.5,,54.3,,58,11,0,1,0,1,12,0,22,35,13,22,ILL STATE,ILL STATE,65.4
148202,Jack Martens,WR,0,,2026,291,68.8,61.7,76.6,,61.5,,58.5,15,0,1,0,0,30,0,11,41,30,11,S DAKOTA,S DAKOTA,
148203,Javion Phelps,WR,0,,2026,291,,56.8,69.5,,57.7,,,08,0,1,0,0,3,0,0,3,3,0,S DAKOTA,S DAKOTA,
148208,Sam Kohls,G,0,,2026,291,,52.1,0,,,,63.1,68,2,1,0,38,0,0,29,67,38,29,S DAKOTA,S DAKOTA,39
148475,Stephane Voltaire,T,0,,2026,334,,67.1,77.5,,,,64.1,75,0,1,0,38,0,0,35,73,38,35,VILLANOVA,VILLANOVA,68.9
148481,AJ Johnson,TE,0,,2027,334,,60.6,78.1,,50.2,,74.3,09,0,1,0,8,24,0,24,56,32,24,VILLANOVA,VILLANOVA,61.9
148602,Victor Dawson,HB,0,,2027,188,78.9,83.7,76.7,,70.4,81.6,60,05,0,1,0,5,17,29,2,53,22,31,ILL STATE,ILL STATE,76.9
149744,Mason Kaplan,LB,0,,2027,188,,60,65,,,,60,D14,0,1,0,0,0,0,1,1,0,1,ILL STATE,ILL STATE,
150679,Robert Keller,T,0,,2026,301,,51.6,73.8,,,,60.7,71,0,1,0,18,0,0,9,27,18,9,STF AUSTIN,STF AUSTIN,24.6
150681,Jared Manos,C,0,,2026,301,,60,65,,,,60.1,57,0,1,0,0,0,0,2,2,0,2,STF AUSTIN,STF AUSTIN,
